,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
1715,6198,DISP: 2.000 ML; 1 %; USED NDC QTY: 1.000 PCK OF 2.000 ML DROP BTL CYCLOPENTOLATE 1 % EYE DROPS,dispensed 2.000_ml 1% used ndc quantity 1 pack of 2.000_ml drop bottle cyclopentolate 1% eye drops,Pharmacy,ONLINE,2016-09-16,drops,ndc,drop,disposable,Pharmacy,0.836197021777,Pharmacy,1,1,0.836197021777,used,eye,drop,dispensed
1716,3009,HB SET FEEDING FARRELL GASTRIC PR,set feeding farrell gastric pressure,Supply,RETROSPECTIVE,2016-07-12,feeding,set,pressure,,Supply,0.881870033471,Supply,1,1,0.881870033471,feeding,set,pr,
1717,5445,ANTIBODY SCREEN EACH TECHNIQUE,antibody screen each technique,Laboratory,RETROSPECTIVE,2016-07-13,screen,technique,antibody,,Laboratory,0.846279547021,Laboratory,1,1,0.846279547021,screen,technique,antibody,
1718,5846,ONDANSETRON HCL 1 MG INJ,ondansetron hcl 1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,ondansetron,injection,hcl,Pharmacy,0.960361168118,Pharmacy,1,1,0.960361168118,1_mg,ondansetron,inj,hcl
1719,5700,HB THYROID STIMULATING HORMONE (TSH),thyroid stimulating hormone thyroid-stimulating_hormone,Laboratory,RETROSPECTIVE,2016-07-13,thyroid,hormone,stimulating,thyroid-stimulating_hormone,Laboratory,0.878444530858,Laboratory,1,1,0.878444530858,thyroid,hormone,stimulating,thyroid-stimulating_hormone
1720,6019,XRAY ABDOMEN W/CHEST COMPLETE,x-ray abdomen with chest complete,Radiology,RETROSPECTIVE,2016-07-13,chest,abdomen,x-ray,complete,Radiology,0.874187017852,Radiology,1,1,0.874187017852,chest,abdomen,x-ray,complete
1721,327,SODIUM CHLORIDE PER 250 ML,sodium chloride per 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,250_ml,chloride,per,sodium,Diluent / Flush / Irrigant,0.805971380481,Diluent / Flush / Irrigant,1,1,0.805971380481,250_ml,chloride,per,sodium
1722,6361,CHEST PHYSIOTHRPY INIT,chest physiotherapy initial,Respiratory Therapy,ONLINE,2016-10-12,chest,init,physiotherapy,,Respiratory Therapy,0.586578279084,Respiratory Therapy,1,1,0.586578279084,chest,initial,physiotherapy,
1723,1487,FORMULA: ELECARE 30 KCAL/O,formula elecare 30 kcal/o,Supply,ONLINE,2016-09-19,elecare,formula,kcal,o_r,Supply,0.507533045417,Supply,1,1,0.507533045417,elecare,formula,kcal,o
1724,1552,PROLACTIN,prolactin,Laboratory,ONLINE,2016-09-19,prolactin,,,,Laboratory,0.736209443093,Laboratory,1,1,0.736209443093,prolactin,,,
1725,5270,62012000 - DIRECT COOMBS TEST,direct coombs test,Laboratory,RETROSPECTIVE,2016-07-13,test,coombs,direct,,Laboratory,0.722101901245,Laboratory,1,1,0.722101901245,test,coombs,direct,
1726,5992,URINALYSIS CULTURE IF INDICAT,urinalysis culture if indicated,Laboratory,RETROSPECTIVE,2016-07-13,urinalysis,indicated,culture,,Laboratory,0.883200663553,Laboratory,1,1,0.883200663553,urinalysis,indicated,culture,
1727,2354,GLUCOSE BLOOD GLUCOSE MONITORING,glucose blood glucose monitoring,Monitoring,RETROSPECTIVE,2016-07-12,monitoring,blood,glucose,,Monitoring,0.872706882965,Monitoring,1,1,0.872706882965,monitoring,blood,glucose,
1728,3334,RENAL PANEL WITH GFR,renal panel with gfr,Laboratory,RETROSPECTIVE,2016-07-12,gfr,renal,panel,,Laboratory,0.840274566848,Laboratory,1,1,0.840274566848,gfr,renal,panel,
1729,3371,WATER ST 1L INJ,water sterile 1l injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.783268993423,Diluent / Flush / Irrigant,1,1,0.783268993423,water,inj,sterile,1l
1730,3491,HC PLATELETS PHERESIS LEUKOCYTES REDUCED EACH UNIT,platelets pheresis leukocytes reduced each unit,Blood Products,RETROSPECTIVE,2016-07-12,units,,,,Blood Products,0.439677410144,Blood Products,1,1,0.439677410144,unit,,,
1731,664,HC THERAPEUTIC EXERCISE OT,therapeutic exercise occupational_therapy,PT / OT / Speech Therapy,ONLINE,2016-09-16,ot,exercise,therapeutic,,PT / OT / Speech Therapy,0.860748334057,PT / OT / Speech Therapy,1,1,0.860748334057,ot,exercise,therapeutic,
1732,6584,EEG AWAKE/ASLEEP EEG AWAKE AND ASLEEP,eeg awake/asleep eeg awake and asleep,Procedure,ONLINE,2016-10-12,asleep,eeg,awake,,Procedure,0.297934196175,Procedure,1,1,0.297934196175,asleep,eeg,awake,
1733,4447,83294000 - TTE COMP 2D W/DOPCOLOR FLOW,transesophageal_echocardiogram compressors 2 with dopcolor flow,Radiology,RETROSPECTIVE,2016-07-13,??? DESCRIPTION,flow,dopcolor,transesophageal_echocardiogram,Supply,0.414359660301,Supply,1,1,0.414359660301,comp,flow,dopcolor,tte
1734,4108,COIL DETACHABLE ULTRA TARGET 360 2X3,coil detachable ultra target 360 2x3,Implant,RETROSPECTIVE,2016-07-12,coil,2x3,detachable,,Implant,0.54455856809,Implant,1,1,0.54455856809,coil,,,
1735,2252,LACTIC ACID-WB,lactic acid whole_blood,Laboratory,RETROSPECTIVE,2016-07-12,acid,lactic,WB,,Laboratory,0.908086702808,Laboratory,1,1,0.908086702808,acid,lactic,whole_blood,
1736,3459,SENNA - DOCUSATE 8.6 - 50 MG,senna docusate 8.6 50_mg,Pharmacy,RETROSPECTIVE,2016-07-12,50_mg,senna,docusate,8.6,Pharmacy,0.950815437915,Pharmacy,1,1,0.950815437915,50_mg,senna,docusate,8.6
1737,5665,HB KIT PICC INSERTION,kit peripherally_inserted_central_catheter insertion,Supply,RETROSPECTIVE,2016-07-13,picc,insertion,kit,,Supply,0.84917221826,Supply,1,1,0.84917221826,picc,insertion,kit,
1738,6572,DIPHENHYDRAMINE VL 50MG/ML 1ML DIPHENHYDRAMINE 50 MG/ML VIAL,diphenhydramine vial 50 mg/ml 1 ml diphenhydramine 50 mg/ml vial,Pharmacy,ONLINE,2016-10-12,vial,diphenhydramine,1_ml,,Pharmacy,0.812755524904,Pharmacy,1,1,0.812755524904,vial,ml,diphenhydramine,mg
1739,1128,PREP ANTIMIC PVI 10PCT 4OZ,preparation antimic pvi 10pct 4oz,Pharmacy,ONLINE,2016-09-16,prep,,,,Pharmacy,0.338231908886,Pharmacy,1,1,0.338231908886,prep,,,
1740,1394,VANCOMYCIN 1 GM/200ML SOLN,vancomycin 1_gm/200_ml solution,Pharmacy,ONLINE,2016-09-16,1_gm/200_ml,vancomycin,soln,,Pharmacy,0.932503925247,Pharmacy,1,1,0.932503925247,1_gm/200_ml,vancomycin,soln,
1741,1290,SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00 to,Laboratory,ONLINE,2016-09-16,per,,,,Laboratory,0.813778457137,Laboratory,1,1,0.813778457137,susceptibility,per,,
1742,625,HC PRE ENDO SCHEDULE DOS LEVEL 1,premix endo schedule dos level 1,Pharmacy,ONLINE,2016-09-16,premix,level,,,Pharmacy,0.453580427847,Pharmacy,1,1,0.453580427847,premix,level,,
1743,4433,70046000 - 046 DRUG SCREEN URINE,drug screen urine,Laboratory,RETROSPECTIVE,2016-07-13,screen,urine,drug,,Laboratory,0.912035715186,Laboratory,1,1,0.912035715186,screen,urine,drug,
1744,958,NACL 0.9% INJ 50 ML,sodium_chloride 0.9% injection 50_ml,Diluent / Flush / Irrigant,ONLINE,2016-09-16,0.90%,50_ml,inj,nacl,Diluent / Flush / Irrigant,0.691450903731,Diluent / Flush / Irrigant,1,1,0.691450903731,0.9%,50_ml,inj,nacl
1745,6090,CROSSMATCH UNIT CHARGE /BB,crossmatch unit charge/blood_bank,Laboratory,ONLINE,2016-09-16,crossmatch,charge,u,bb,Laboratory,0.624754761878,Laboratory,1,1,0.624754761878,crossmatch,charge,unit,blood_bank
1746,1799,PM-DEXTROSE 5% W/HEPARIN 1UNIT/ML,between_noon_and_midnight dextrose_5% with heparin 1_unit/ml,Diluent / Flush / Irrigant,ONLINE,2016-09-01,heparin,dextrose,,,Diluent / Flush / Irrigant,0.702537615493,Diluent / Flush / Irrigant,1,1,0.702537615493,heparin,dextrose_5%,1_unit/ml,between_noon_and_midnight
1747,4143,ASPIRIN 81 MGCHEW 750 EACH BLIST PACK,aspirin 81_mgchew 750 each blister pack,Pharmacy,RETROSPECTIVE,2016-07-12,pack,biblist,aspirin,,Pharmacy,0.61579552531,Pharmacy,1,1,0.61579552531,81_mgchew,blister,pack,aspirin
1748,4313,03500001 - RB 4 MS INTERMED CCU,room_and_board 4 intermedial critical_care_unit,Room and Board,RETROSPECTIVE,2016-07-13,critical_care_unit,morphine_sulfate,room_and_board,intermedial,Room and Board,0.690124801338,Room and Board,1,1,0.690124801338,ccu,rb,intermedial,
1749,1329,TRACH INLINE SUCTION,tracheostomy inline suction,Supply,ONLINE,2016-09-16,trach,inline,suction,,Supply,0.739858335201,Supply,1,1,0.739858335201,trach,inline,suction,
1750,610,HC MOBILITY GOAL STATUS,mobility goal status,PT / OT / Speech Therapy,ONLINE,2016-09-16,status,goal,mobility,,PT / OT / Speech Therapy,0.463712858476,PT / OT / Speech Therapy,1,1,0.463712858476,status,goal,mobility,
1751,773,HEPARIN LOCK FLUSH 10 UNIT/ML SYRG 3 ML SYRINGE,heparin lock flush 10_units/ml syringe 3_ml syringe,Diluent / Flush / Irrigant,ONLINE,2016-09-16,heparin,lock,3_ml,syrg,Diluent / Flush / Irrigant,0.900056094546,Diluent / Flush / Irrigant,1,1,0.900056094546,heparin,lock,3_ml,syrg
1752,5655,HB GRAM STAIN,gram stain,Laboratory,RETROSPECTIVE,2016-07-13,stain,gram,,,Laboratory,0.818426877764,Laboratory,1,1,0.818426877764,stain,gram,,
1753,518,HC CATEGORY 3 ADDL 15 MIN,category 3 additional 15_minutes,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,category,min,addl,,OR / Anesthesia / Recovery Room,0.602735363782,OR / Anesthesia / Recovery Room,1,1,0.602735363782,category,addl,15_minutes,
1754,5518,CLOSTRIDIUM DIFFICILE BY RT PCR,clostridium difficile by respiratory_therapy pcr,Laboratory,RETROSPECTIVE,2016-07-13,pcr,rt,clostridium,difficile,Laboratory,0.61623616399,Laboratory,1,1,0.61623616399,pcr,rt,clostridium,difficile
1755,3074,OXYGEN SETUP,oxygen setup,Supply,RETROSPECTIVE,2016-07-12,setup,oxygen,,,Respiratory Therapy,0.634422014755,Respiratory Therapy,1,1,0.634422014755,setup,oxygen,,
1756,2660,OXYCODONE 5 MG/5ML OR SOL UD,oxycodone 5_mg/5_ml operation_room solution ud,Pharmacy,RETROSPECTIVE,2016-07-12,udi,solution,oxycodone,OR,Pharmacy,0.929211368465,Pharmacy,1,1,0.929211368465,ud,sol,oxycodone,or
1757,5099,11475062 - BUDESONIDE 0.5MG PER 2ML NEB,budesonide 0.5_mg per 2_ml nebulizer,Pharmacy,RETROSPECTIVE,2016-07-13,budesonide,2_ml,nebulizer,per,Pharmacy,0.87546782373,Pharmacy,1,1,0.87546782373,2_ml,neb,per,
1758,3296,CALCIUM TOTAL,calcium total,Laboratory,RETROSPECTIVE,2016-07-12,calcium,total,,,Laboratory,0.823880189192,Laboratory,1,1,0.823880189192,calcium,total,,
1759,3717,TUBING BYPASS 3/8X3/32X6,tubing bypass 3/8x3/32x6,Supply,RETROSPECTIVE,2016-07-12,tubing,3/8x3/32x6,bypass,,Supply,0.893911880504,Supply,1,1,0.893911880504,tubing,3/8x3/32x6,bypass,
1760,319,SODIUM CHLORIDE 0.9% SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.738364054562,Diluent / Flush / Irrigant,1,1,0.738364054562,0.9%,chloride,solution,sodium
1761,2574,FLUCONAZOLE TABLET 200MG,fluconazole tablet 200_mg,Pharmacy,RETROSPECTIVE,2016-07-12,fluconazole,200_mg,tablet,,Pharmacy,0.931529394931,Pharmacy,1,1,0.931529394931,fluconazole,200_mg,tablet,
1762,4640,GUIDNCE ABSCSS DRAIN/CATH,guidance abscess drain/catheter,Radiology,RETROSPECTIVE,2016-07-13,abscess,guidance,drain,catheter,Supply,0.722892858343,Supply,1,1,0.722892858343,abscess,guidance,drain,catheter
1763,887,LOW PRESSURE TUBING,low pressure tubing,Supply,ONLINE,2016-09-16,pressure,low,tubing,,Supply,0.830162396527,Supply,1,1,0.830162396527,pressure,low,tubing,
1764,244,SALINE FLUSH (NS) 0.9% NACL 0.9% SOLN 5 ML SYR,saline flush normal_saline 0.9% sodium_chloride 0.9% solution 5_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,saline,NS,solution,5_ml,Diluent / Flush / Irrigant,0.949472337706,Diluent / Flush / Irrigant,1,1,0.949472337706,saline,normal_saline,soln,5_ml
1765,3422,TPN ADULT,total_parenteral_nutrition adult,Pharmacy,RETROSPECTIVE,2016-07-12,tpn,adult,,,Pharmacy,0.85284896467,Pharmacy,1,1,0.85284896467,tpn,adult,,
1766,2790,C CENTRAL/PERIPH BLOOD DRA,central/peripheral blood draw,Nursing Services,RETROSPECTIVE,2016-07-12,dra,central,peripheral,blood,Nursing Services,0.858664674095,Nursing Services,1,1,0.858664674095,draw,peripheral,central,blood
1767,4286,HC DUP-SCAN XTR VEINS COMPL BI STD,duplex scan extremity veins complete bilateral standard,Radiology,RETROSPECTIVE,2016-07-12,std,scan, ,,Radiology,0.695847873771,Radiology,1,1,0.695847873771,extremity,std,complete,bilateral
1768,698,HCHG CATHETER ASPIRATION NASOTRACHEAL HCHG CATHETER ASPIRATION NASOTRACHEAL,catheter aspiration nasotracheal,Supply,ONLINE,2016-09-16,catheter,,,,Supply,0.730571754148,Supply,1,1,0.730571754148,catheter,aspiration,nasotracheal,
1769,6242,EGG CRATE PAD,egg crate pad,Supply,ONLINE,2016-09-16,crate,pad,egg,,Supply,0.844838994853,Supply,1,1,0.844838994853,crate,pad,egg,
1770,3991,KETOROLAC 15MG/ML INJ,ketorolac 15_mg/ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,15_mg/ml,ketorolac,,Pharmacy,0.961305699889,Pharmacy,1,1,0.961305699889,inj,15_mg/ml,ketorolac,
1771,4190,ABSOLUTE RETICS,absolute retics,Laboratory,RETROSPECTIVE,2016-07-12,retics,absolute, ,,Laboratory,0.86816855517,Laboratory,1,1,0.86816855517,retics,absolute,,
1772,1164,RESVR DRN BULB EVC 100ML 00707,reservoir drain bulb evc 100_ml 00707,Supply,ONLINE,2016-09-16,100_ml,drain,,,Supply,0.590041724205,Supply,1,1,0.590041724205,100_ml,drain,,
1773,3433,ALBUTEROL INH 2.5MG/3ML U/D,albuterol inhaled 2.5_mg/3_ml u/daily,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,u,dipped,inh,Pharmacy,0.799218801335,Pharmacy,1,1,0.799218801335,albuterol,inh,daily,
1774,6376,CULTURE OTHER RESPIRATORY CULTURE,culture other respiratory culture,Laboratory,ONLINE,2016-10-12,culture,respiratory,other,,Laboratory,0.87911934715,Laboratory,1,1,0.87911934715,culture,respiratory,,
1775,4563,COMPREHENSIVE ED VST,comprehensive emergency_department visit,Other,RETROSPECTIVE,2016-07-13,emergency_department,comprehensive,vest,,Other,0.509997925015,Other,1,1,0.509997925015,ed,comprehensive,visit,
1776,1982,CALFACTANT 35 MG/ML SUSP,calfactant 35_mg/ml suspension,Pharmacy,ONLINE,2016-09-16,35_mg/ml,calfactant,susp,,Pharmacy,0.904798969151,Pharmacy,1,1,0.904798969151,35_mg/ml,calfactant,susp,
1777,1962,BUPIVACAINE-LIDOCAINE (DUH 1:1) 0.25%-1 % SOLN,bupivacaine lidocaine duh 1 1 0.25% 1% solution,Pharmacy,ONLINE,2016-09-16,lidocaine,soln,,,Pharmacy,0.843258690264,Pharmacy,1,1,0.843258690264,lidocaine,soln,,
1778,3234,TRANSITIONAL CARE,transitional care,Room and Board,RETROSPECTIVE,2016-07-12,transitional,care,,,Room and Board,0.583831264632,Room and Board,1,1,0.583831264632,transitional,care,,
1779,43,HC TOTAL CARE 500 BED (500LB WEIGHT LIMIT),total care 500 bed 500lb weight limit,Capital Equipment,RETROSPECTIVE,2016-07-12,total,weight,bed,care,OR / Anesthesia / Recovery Room,0.307575918726,OR / Anesthesia / Recovery Room,1,1,0.307575918726,total,care,,
1780,2083,NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily nitric_oxide therapy/day,Plan Benefit,RETROSPECTIVE,2016-07-12,daily,nitric_oxide,oxide,therapy,Plan Benefit,0.907179675017,Plan Benefit,1,1,0.907179675017,dail,no,oxide,therapy
1781,4350,27670505 - US ABDOMEN LTD OTHER QUAD,ultrasound abdomen limited other quadrants,Radiology,RETROSPECTIVE,2016-07-13,27670505_us,quad,abdomen,ltd,Radiology,0.676700777349,Radiology,1,1,0.676700777349,us,quadrants,abdomen,ltd
1782,4958,HB DEXAMETRASONE NA P04 INJ 4MG/M,dexametrasone sodium phosphate injection 4_mg/m,Pharmacy,RETROSPECTIVE,2016-07-13,inj,na,,,Pharmacy,0.883277150406,Pharmacy,1,1,0.883277150406,inj,phosphate,na,
1783,5313,70001001 - FREE T4,free t4,Laboratory,RETROSPECTIVE,2016-07-13,t4,free,,,Laboratory,0.321616719519,Laboratory,1,1,0.321616719519,t4,free,,
1784,4515,ANESTHESIA TIME FIRST 30 MIN,anesthesia time first 30 minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,first,minutes,anesthesia,time,OR / Anesthesia / Recovery Room,0.926727297391,OR / Anesthesia / Recovery Room,1,1,0.926727297391,first,min,anesthesia,time
1785,350,WATER FOR IRRIGATION 500ML,water for irrigation 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,irrigation,500_ml,,Diluent / Flush / Irrigant,0.89092519167,Diluent / Flush / Irrigant,1,1,0.89092519167,water,irrigation,500_ml,
1786,5150,13280212 - NOREPINEPHRINE INJ 1MG/ML 4ML,norepinephrine injection 1_mg/ml 4_ml,Pharmacy,RETROSPECTIVE,2016-07-13,norepinephrine,4_ml,injection,1_mg/ml,Pharmacy,0.958882839242,Pharmacy,1,1,0.958882839242,norepinephrine,4_ml,inj,1_mg/ml
1787,3843,PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,2016-07-12,pressure,transducer,,,Supply,0.791417005258,Supply,1,1,0.791417005258,pressure,transducer,,
1788,2014,CEFTAZIDIME 1 G SOLR 1 EACH VIAL,ceftazidime 1 g solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,ceftazidime,solution,g,Pharmacy,0.922796265031,Pharmacy,1,1,0.922796265031,vial,ceftazidime,solution,g
1789,3839,SUTURE 2 SILK SA8H,suture 2 silk sa8h,Supply,RETROSPECTIVE,2016-07-12,sa8h,silk,suture,,Supply,0.693146651601,Supply,1,1,0.693146651601,sa8h,silk,suture,
1790,5358,77075640 - KIT WILDCAT BUNDLE,kit wildcat bundle,Supply,RETROSPECTIVE,2016-07-13,wildcat,bundle,kit,,Supply,0.849477896942,Supply,1,1,0.849477896942,wildcat,bundle,kit,
1791,2154,CALCIUM ION,calcium ionized,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,,,Laboratory,0.816977672437,Laboratory,1,1,0.816977672437,calcium,ionized,,
1792,561,HC EVAL SWALLOW FUNC,evaluation swallow function,PT / OT / Speech Therapy,ONLINE,2016-09-16,swallow,evaluation,func,,PT / OT / Speech Therapy,0.866574007428,PT / OT / Speech Therapy,1,1,0.866574007428,function,swallow,evaluation,
1793,3616,HC LIDOCAINE/EPINEPH 1% (MD) IF,lidocaine/epinephrine 1% medium if,Pharmacy,RETROSPECTIVE,2016-07-12,medium,1%,lidocaine,epineph,Pharmacy,0.905136516791,Pharmacy,1,1,0.905136516791,1%,medium,epinephrine,lidocaine
1794,5774,LEVOTHYROXINE 100 MCG TABLET,levothyroxine 100 microgram tablet,Pharmacy,RETROSPECTIVE,2016-07-13,microgram,tablet,levothyroxine,,Pharmacy,0.947760463723,Pharmacy,1,1,0.947760463723,mcg,tablet,levothyroxine,
1795,3612,FENTANYL 0.1MG,fentanyl 0.1_mg,Pharmacy,RETROSPECTIVE,2016-07-12,fentanyl,0.1_mg,,,Pharmacy,0.928603741292,Pharmacy,1,1,0.928603741292,fentanyl,0.1_mg,,
1796,4986,HB MRI BRAIN W/WO CONTRAST,magnetic_resonance_imagery brain with or without contrast,Radiology,RETROSPECTIVE,2016-07-13,brain,without,mri,contrast,Radiology,0.761811831278,Radiology,1,1,0.761811831278,brain,without,mri,contrast
1797,2181,GLUCOSE QUANT,glucose quantitative,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,glucose,,,Laboratory,0.823249229777,Laboratory,1,1,0.823249229777,quant,glucose,,
1798,6499,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION,aminocaproic acid 250 mg/ml intravenous solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,acid,intravenous,solution,,OR / Anesthesia / Recovery Room,0.705513258188,OR / Anesthesia / Recovery Room,1,1,0.705513258188,ml,mg,acid,intravenous
1799,6902,STERILE SUPPLY T12,sterile supply t12,Supply,ONLINE,2016-10-12,sterile,t12,supply,,Supply,0.765805271639,Supply,1,1,0.765805271639,sterile,t12,supply,
1800,6865,POTASSIUM UR ELECTROLYTE RANDOM URINE,potassium ur electrolyte random urine,Laboratory,ONLINE,2016-10-12,potassium,random,urine,,Laboratory,0.830935323156,Laboratory,1,1,0.830935323156,potassium,random,ur,
1801,3692,METRONIDAZOLE 500 MG TAB,metronidazole 500_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,metronidazole,tab,500_mg,,Pharmacy,0.966671613616,Pharmacy,1,1,0.966671613616,metronidazole,tab,500_mg,
1802,4473,86961520 - MT-BEH HLTH INTERVENTION/15MIN,behavioral health intervention/15_minutes,Other,RETROSPECTIVE,2016-07-13,hlth,meth,beach,intervention/15_minutes,PT / OT / Speech Therapy,0.737400080295,PT / OT / Speech Therapy,1,1,0.737400080295,intervention/15_minutes,health,behavioral,
1803,5759,KETOROLAC (TORADOL) INJECTION 30 MG,ketorolac toradol injection 30_mg,Pharmacy,RETROSPECTIVE,2016-07-13,30_mg,toradol,injection,ketorolac,Pharmacy,0.934021353082,Pharmacy,1,1,0.934021353082,30_mg,toradol,injection,ketorolac
1804,4040,SHEATH ENGAGE 6FR 12CM 0.035,sheath engage 6fr 12cm 0.035,Supply,RETROSPECTIVE,2016-07-12,sheath,0.035,engage,,Supply,0.858815415358,Supply,1,1,0.858815415358,sheath,,,
1805,3917,EXERCISE 15,exercise 15,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,exercise,,,,PT / OT / Speech Therapy,0.746871202599,PT / OT / Speech Therapy,1,1,0.746871202599,exercise,,,
1806,5088,11030222 - ACETYLCYSTEN INJ 100MG(30ML)VL,acetylcysteine injection 100_mg 30_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,injection,100_mg,30_ml,Pharmacy,0.974416576227,Pharmacy,1,1,0.974416576227,vial,inj,100_mg,acetylcysteine
1807,5826,MORPHINE UP TO 10MG,morphine up to 10_mg,Pharmacy,RETROSPECTIVE,2016-07-13,morphine,10_mg,,,Pharmacy,0.9444723797,Pharmacy,1,1,0.9444723797,morphine,10_mg,,
1808,462,GRID XR CT GUIDELINES NDL 117,grid x-ray computed_tomography guidelines needle 117,Radiology,ONLINE,2016-09-16,ct,,,,Radiology,0.760665828209,Radiology,1,1,0.760665828209,ct,needle,,
1809,2420,HC STRIP BLOOD GLUCOSE TEST PCX PLUS -ICU,strip blood glucose test precision plus intensive_care_unit,Monitoring,RETROSPECTIVE,2016-07-12,precision,plus,blood,strip,Monitoring,0.484617217827,Monitoring,1,1,0.484617217827,plus,blood,strip,test
1810,744,HCHG STABLE ISOTOPE SOL HCHG STABLE ISOTOPE SOL,stable isotope solution,Laboratory,ONLINE,2016-09-16,sol,,,,OR / Anesthesia / Recovery Room,0.384053681956,OR / Anesthesia / Recovery Room,1,1,0.384053681956,sol,isotope,stable,
1811,1749,6.5 MM X 50 MAS SCREW,6.5 millimeters x 50 mas screw,Implant,ONLINE,2016-09-01,x,6.5,mas,millimeters,Implant,0.610897339839,Implant,1,1,0.610897339839,screw,,,
1812,5710,HEPARIN SODIUM 1 000 UNITS,heparin sodium 1 000_units,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,heparin,000_units,sodium,,Diluent / Flush / Irrigant,0.53943358216,Diluent / Flush / Irrigant,1,1,0.53943358216,heparin,000_units,sodium,
1813,4003,SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG,sodium chloride 0.9% 0.9% solution 1 000_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,bag,000_ml,chloride,,Diluent / Flush / Irrigant,0.844941361019,Diluent / Flush / Irrigant,1,1,0.844941361019,bag,000_ml,chloride,solution
