,Unnamed: 0,Original Description,Normalized Description,Charge Class,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_SVM,Prob_SVM,Correct_SVM,Predicted_Class_Naive,Prob_Naive,Correct_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Correct_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_kNN,Prob_kNN,Correct_kNN,Predicted_Class_LDA,Prob_LDA,Correct_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Correct_XGBoost,Voted Output,Confidence Score
472,4592,ABCIXIMAB 10 MG INJ,abciximab 10_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.980909205992,1,Pharmacy,0.999877460091,1,Pharmacy,0.954948347402,1,Pharmacy,1.0,1,Pharmacy,0.99998282549,1,Pharmacy,1.0,1,Pharmacy,0.999999897873,1,Pharmacy,0.999999880791,1,Pharmacy,0.992857513071
473,4086,CHLOROTHIAZIDE 25MG/ML (1ML) PO,chlorothiazide 25_mg/ml 1_ml by_mouth,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.983790293665,1,Pharmacy,0.998535194407,1,Pharmacy,0.952415051249,1,Pharmacy,1.0,1,Pharmacy,0.999596206122,1,Pharmacy,0.9,1,Pharmacy,0.999999976545,1,Pharmacy,0.998275160789,1,Pharmacy,0.981401320309
474,979,SODIUM CHLORIDE 3 % NEBU,sodium_chloride 3% nebulizer,Supply,Supply,1.0,1,Diluent / Flush / Irrigant,0.60470561482,0,Pharmacy,0.652928507748,0,Diluent / Flush / Irrigant,0.387479224824,0,Supply,0.5,1,Pharmacy,0.835677782766,0,Diluent / Flush / Irrigant,0.9,0,Diluent / Flush / Irrigant,0.996535754135,0,Pharmacy,0.999186694622,0,Diluent / Flush / Irrigant,0.722180148445
475,1655,HC SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH,selective catheterization 3rd order selective thoracic brachial cephalic branch,Radiology,Radiology,1.0,1,Procedure,0.26237038745,0,Laboratory,0.518766205192,0,Radiology,0.325893668375,1,Radiology,0.4,1,Supply,0.518119303189,0,Procedure,0.3,0,Supply,0.998367582304,0,Procedure,0.615808129311,0,Radiology,0.575297889458
476,2846,LAB-BLD GLUC BY DEVICE,laboratory blood glucose device,Monitoring,Monitoring,1.0,1,Monitoring,0.751553025128,1,Monitoring,0.876671809584,1,Monitoring,0.710201411592,1,Monitoring,0.6,1,Monitoring,0.583376469786,1,Monitoring,1.0,1,Monitoring,0.512706297271,1,Monitoring,0.998785674572,1,Monitoring,0.781477187548
477,2101,IV PUSH SAME DRUG >30 MIN,intravenous push drug greater_than 30 minutes,Nursing Services,Nursing Services,1.0,1,Nursing Services,0.432482553528,1,OR / Anesthesia / Recovery Room,0.989240462069,0,OR / Anesthesia / Recovery Room,0.465228695899,0,Pharmacy,0.4,0,Diluent / Flush / Irrigant,0.55182946538,0,Nursing Services,0.6,1,Nursing Services,0.533883860896,1,OR / Anesthesia / Recovery Room,0.999707639217,0,Nursing Services,0.641591603606
478,2280,MANIFOLD SUC FLTR NEPTUNE,manifold suction filter neptune,Supply,Supply,1.0,1,Supply,0.939505118171,1,Supply,0.999325407805,1,Supply,0.807344408114,1,Supply,0.7,1,Supply,0.991578341703,1,Supply,0.9,1,Supply,0.999583136154,1,Supply,0.999999403954,1,Supply,0.926370646211
479,1570,RH,rhesus,Laboratory,Laboratory,1.0,1,Laboratory,0.985518182362,1,Laboratory,0.999950440828,1,Laboratory,0.889206613151,1,Laboratory,0.8,1,Laboratory,0.994965413156,1,Laboratory,1.0,1,Laboratory,0.999999903825,1,Laboratory,0.999982357025,1,Laboratory,0.963291434483
480,4162,ALBUTEROL NEB 0.5% SOL 2.5MG ALBUTEROL NEB SOLUTION 2.5 MG/0.5 M,albuterol neb 0.5% solution 2.5 mg albuterol neb solution 2.5 mg/0.5,Pharmacy,Pharmacy,1.0,1,OR / Anesthesia / Recovery Room,0.7277900066,0,Pharmacy,0.99987643898,1,OR / Anesthesia / Recovery Room,0.588631204049,0,Pharmacy,0.6,1,Pharmacy,0.757347141986,1,OR / Anesthesia / Recovery Room,0.8,0,OR / Anesthesia / Recovery Room,0.516277952047,0,Pharmacy,0.999983906746,1,Pharmacy,0.871441497542
481,2711,PHENYTOIN TOTAL,phenytoin total,Laboratory,Laboratory,1.0,1,Pharmacy,0.840874263695,0,Pharmacy,0.602096706609,0,Pharmacy,0.767426841149,0,Pharmacy,0.7,0,Pharmacy,0.988466024487,0,Pharmacy,0.8,0,Pharmacy,0.960264526217,0,Laboratory,0.87613004446,1,Pharmacy,0.80844690888
482,1090,DISP: 5.000 ML; 4 MG/ML; USED NDC QTY: 20.000 PCK OF 5.000 ML VIAL DEXAMETHASONE 1 MG INJECTION DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,dispensed 5.000_ml 4_mg/ml used ndc quantity 20 pack 5.000_ml vial dexamethasone 1_mg injection dexamethasone 4_mg/ml injection solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.99680235832,1,Pharmacy,0.999999943018,1,Pharmacy,0.994385552051,1,Pharmacy,1.0,1,Pharmacy,0.999998514424,1,Pharmacy,0.9,1,Pharmacy,0.999999998227,1,Pharmacy,1.0,1,Pharmacy,0.987909596227
483,4204,12858252 - HYDROCODONE/ACETAMIN 5/325 TAB,hydrocodone acetamin 5/325 tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.981489207439,1,Pharmacy,0.998204371885,1,Pharmacy,0.928063571047,1,Pharmacy,1.0,1,Pharmacy,0.999804437365,1,Pharmacy,0.9,1,Pharmacy,0.999999927038,1,Pharmacy,0.999921679497,1,Pharmacy,0.978609243808
484,3456,AQUAPHOR OINT 14OZ,aquaphor ointment 14oz,Supply,Supply,1.0,1,Pharmacy,0.784579136831,0,Pharmacy,0.704649710118,0,Pharmacy,0.593351879306,0,Pharmacy,0.4,0,Pharmacy,0.959917304176,0,Pharmacy,0.5,0,Pharmacy,0.999824516434,0,Pharmacy,0.99189889431,0,Pharmacy,0.741777680147
485,1353,PTT ACTIVA - STAT,partial_prothrombaplastin_time activate stat,Laboratory,Laboratory,1.0,1,Laboratory,0.206183211787,1,Laboratory,0.985638092441,1,Laboratory,0.67404247902,1,Laboratory,0.6,1,Laboratory,0.986274671362,1,Laboratory,0.4,1,Laboratory,0.93678505029,1,Laboratory,0.994822740555,1,Laboratory,0.753749582828
486,4698,TREATMENT/SWALLOWING,treatment swallowing,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,Respiratory Therapy,0.723831728084,0,Respiratory Therapy,0.549821139404,0,Respiratory Therapy,0.635897956652,0,Respiratory Therapy,0.333333333333,0,Respiratory Therapy,0.909068812427,0,Respiratory Therapy,0.7,0,Respiratory Therapy,0.999676707128,0,Respiratory Therapy,0.822822093964,0,Respiratory Therapy,0.709306471374
487,1069,BED BARIATRIC,bed bariatric,Capital Equipment,Capital Equipment,1.0,1,Supply,0.598556507169,0,Supply,0.899502526305,0,Supply,0.651000582019,0,Respiratory Therapy,0.4,0,Supply,0.888712786713,0,Respiratory Therapy,0.3,0,OR / Anesthesia / Recovery Room,0.997074913715,0,Supply,0.936026930809,0,Supply,0.794759866603
488,3505,MIDAZOLAM 5 MG/ML INJECTION SOLUTION,midazolam 5_mg/ml injection solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.982934040878,1,Pharmacy,0.999841407647,1,Pharmacy,0.941722593442,1,Pharmacy,1.0,1,Pharmacy,0.999749627505,1,Pharmacy,1.0,1,Pharmacy,0.999999956002,1,Pharmacy,1.0,1,Pharmacy,0.991583069497
489,2853,HC ANESTH PROCEDURE ROOM FEE,anesthesia procedure room fee,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.55173948785,1,OR / Anesthesia / Recovery Room,0.974784407296,1,OR / Anesthesia / Recovery Room,0.767755792509,1,Supply,0.5,0,OR / Anesthesia / Recovery Room,0.948000237723,1,OR / Anesthesia / Recovery Room,0.6,1,OR / Anesthesia / Recovery Room,0.999996193483,1,OR / Anesthesia / Recovery Room,0.978213131428,1,OR / Anesthesia / Recovery Room,0.852561156286
490,2256,DRESSING AQUACEL,dressing aquacel,Supply,Supply,1.0,1,Supply,0.907808242316,1,Supply,0.996207074138,1,Supply,0.877344131433,1,Supply,1.0,1,Supply,0.994224051995,1,Supply,1.0,1,Supply,0.999581214949,1,Supply,0.975446403027,1,Supply,0.972290124206
491,3742,HEPARIN (PORCINE) 100 UNIT/ML SOLN,heparin porcine 100_units/ml solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.796333799894,1,Diluent / Flush / Irrigant,0.953762748539,1,Diluent / Flush / Irrigant,0.68202196722,1,Pharmacy,0.7,0,Diluent / Flush / Irrigant,0.866262524647,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.663331043556,1,Diluent / Flush / Irrigant,0.692385435104,1,Diluent / Flush / Irrigant,0.79426218987
492,1153,POLYETHYLENE GLYCOL 3350 8.5 G ORAL POWDER,polyethylene glucol 3350 8.5 gram oral powder,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Pharmacy,0.903446929066,0,Pharmacy,0.996014483831,0,Pharmacy,0.882371344281,0,Pharmacy,0.7,0,Pharmacy,0.999807725976,0,Pharmacy,0.8,0,Pharmacy,0.999999997075,0,Pharmacy,1.0,0,Pharmacy,0.910205060029
493,2464,US CHEST,ultrasound chest,Radiology,Radiology,1.0,1,Radiology,0.772075169556,1,Radiology,0.981352390126,1,Radiology,0.671597993171,1,Radiology,0.6,1,OR / Anesthesia / Recovery Room,0.440039360399,0,Radiology,0.5,1,Radiology,0.868501404104,1,Radiology,0.851379811764,1,Radiology,0.78061334609
494,1120,TROPHAMINE 10 % SOLN 500 ML GLASS CONT,trophamine 10% solution 500_ml glass container,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.619581964985,1,Diluent / Flush / Irrigant,0.82380570681,0,Pharmacy,0.49627232062,1,Supply,0.7,0,Pharmacy,0.990337401361,1,Supply,0.4,0,Pharmacy,0.88426079954,1,Pharmacy,0.995824217796,1,Pharmacy,0.831046117384
495,498,GENTAMICIN 2MG/ML,gentamicin 2_mg/ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.994522372436,1,Pharmacy,0.999717827932,1,Pharmacy,0.955824570577,1,Pharmacy,1.0,1,Pharmacy,0.999988603856,1,Pharmacy,1.0,1,Pharmacy,0.999999937929,1,Pharmacy,1.0,1,Pharmacy,0.994450368081
496,419,AIRWAY LMA UNIQUE STD 3,airway lma unique standard 3,Supply,Supply,1.0,1,Supply,0.689579310516,1,Supply,0.907229877516,1,Supply,0.476981584307,1,Supply,0.6,1,Respiratory Therapy,0.607947139868,0,Supply,0.4,1,Respiratory Therapy,0.870782781001,0,Supply,0.999975085258,1,Supply,0.724823693942
497,106,SODIUM CHLORIDE 0.9% SOLP 250 ML BAG,sodium_chloride 0.9% solution 250_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.979706441003,1,Diluent / Flush / Irrigant,0.998793206243,1,Diluent / Flush / Irrigant,0.919506924289,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999621315526,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999385106326,1,Diluent / Flush / Irrigant,0.999948501587,1,Diluent / Flush / Irrigant,0.988551277219
498,4521,GLUCOSE QUANTITATIVE BLOOD,glucose quantitative blood,Laboratory,Laboratory,1.0,1,Laboratory,0.958521884411,1,Laboratory,0.974829807258,1,Laboratory,0.875694172594,1,Laboratory,1.0,1,Laboratory,0.999077293648,1,Laboratory,0.9,1,Laboratory,0.999992060728,1,Laboratory,0.999770581722,1,Laboratory,0.967542866707
499,2156,NACL 2.5MEQ/ML 20ML,sodium_chloride 2.5_meq/ml 20_ml,Pharmacy,Pharmacy,1.0,1,Diluent / Flush / Irrigant,0.617354289637,0,Pharmacy,0.771330193948,1,Pharmacy,0.505841483452,1,Diluent / Flush / Irrigant,0.5,0,Pharmacy,0.575636449539,1,Diluent / Flush / Irrigant,0.7,0,Diluent / Flush / Irrigant,0.750022977145,0,Diluent / Flush / Irrigant,0.999028801918,0,Diluent / Flush / Irrigant,0.71328121374
500,557,HB SODIUM CHLORIDE 0.9% 10ML SYRN,sodium chloride 0.9% 10_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.830499984486,1,Diluent / Flush / Irrigant,0.969685830954,1,Diluent / Flush / Irrigant,0.720519188913,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.960389335391,1,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.94832311121,1,Diluent / Flush / Irrigant,0.995119810104,1,Diluent / Flush / Irrigant,0.924948584562
501,406,13294212 - LEVOFLOXACIN 750MG TAB,levofloxacin 750_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.972152701558,1,Pharmacy,0.998394304357,1,Pharmacy,0.901269397052,1,Pharmacy,1.0,1,Pharmacy,0.999574131975,1,Pharmacy,0.9,1,Pharmacy,0.999999399789,1,Pharmacy,0.999999523163,1,Pharmacy,0.974598828655
502,1916,ALBUTEROL 0.08 3 % NEBU,albuterol 0.08 3% nebulizer,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.845494815574,1,Pharmacy,0.843260362225,1,Pharmacy,0.721009663402,1,Pharmacy,0.6,1,Pharmacy,0.998493775206,1,Pharmacy,0.7,1,Pharmacy,0.999859653637,1,Pharmacy,0.999999880791,1,Pharmacy,0.856457572315
503,884,SODIUM CHLORIDE 4 MEQ/ML SOLP,sodium_chloride 4_meq/ml solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.887841548334,1,Diluent / Flush / Irrigant,0.601561244194,0,Pharmacy,0.624567785707,1,Diluent / Flush / Irrigant,1.0,0,Pharmacy,0.899347053019,1,Pharmacy,0.6,1,Pharmacy,0.999999950243,1,Pharmacy,0.955462932587,1,Pharmacy,0.852459895698
504,264,SODIUM CHLORIDE 0.9% 50ML 5 0264-1800-31,sodium chloride 0.9% 50_ml 5 264 1800 31,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.895389815748,1,Diluent / Flush / Irrigant,0.947105669428,1,Diluent / Flush / Irrigant,0.767331515574,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.993186588121,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.995305147622,1,Diluent / Flush / Irrigant,0.979116499424,1,Diluent / Flush / Irrigant,0.953048359546
505,1025,OLIGOSACCHARIDES/SIALIC,oligosaccharides sialic,Laboratory,Laboratory,1.0,1,Laboratory,0.860819273163,1,Laboratory,0.98332279016,1,Laboratory,0.768710718888,1,Laboratory,0.3,1,Laboratory,0.876556820354,1,Laboratory,0.9,1,Laboratory,0.999848552946,1,Laboratory,0.981771349907,1,Laboratory,0.852336611713
506,4418,BUMETANIDE 0.25 MG/ML SOLN 10 ML VIAL,bumetanide 0.25_mg/ml solution 10_ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.943777491195,1,Pharmacy,0.994823185903,1,Pharmacy,0.947013571717,1,Pharmacy,1.0,1,Pharmacy,0.991981608179,1,Pharmacy,0.9,1,Pharmacy,0.999999916397,1,Pharmacy,1.0,1,Pharmacy,0.975288419266
