Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
6822,MIDAZOLAM VL 5MG/ML 10ML MIDAZOLAM 5 MG/ML 10 ML VIAL,midazolam vial 5 mg/ml 10 ml midazolam 5 mg/ml 10 ml vial,Pharmacy,ONLINE,2016-10-12,vial,10_ml,midazolam,
780,HOLTER HOOK UP AND RECORDING 48 HRS TO 21 DAYS,holter hook up and recording 48 hours to 21 days,Cardiology,ONLINE,2016-09-16,hrs,,,
3593,D DIMER,daily dimer,Laboratory,RETROSPECTIVE,2016-07-12,d,dimer,,
6486,ACETYLCYSTEINE 200MG/ML 30ML ACETYLCYSTEINE IV 20% 200 MG/ML 30,acetylcysteine 200 mg/ml 30 ml acetylcysteine iv 20% 200 mg/ml 30,Pharmacy,ONLINE,2016-10-12,30_ml,,,
4732,PANTOPRAZO 40MG ECTB,pantoprazole 40_mg extended c tab,Pharmacy,RETROSPECTIVE,2016-07-13,ectb,pantoprazole,40_mg,
6195,DISP: 10.000 ML; 2 MEQ/ML; USED NDC OTY: 10.000 PCK OF 10.000 ML VIAL POTASSIUM CHLORIDE 2 MEQ IV SOLUTION POTASSIUM CHLORIDE 2 MEQ/ML INTRAVENOUS SOLUTION,dispensed 10.000_ml 2_meq/ml used ndc quantity 10 pack of 10.000_ml vial potassium chloride 2_meq intravenous solution potassium chloride 2_meq/ml intravenous solution,Pharmacy,ONLINE,2016-09-16,2_meq,vial,ndc,disposable
3060,KT ORAL HYGIENE SUCT CATH BR,kit oral hygiene suction catheter br,Supply,RETROSPECTIVE,2016-07-12,BR,suction,oral,catheter
6163,DEXTROSE 70% SOLP 2 000 ML,dextrose 70% solution 2 000_ml,Pharmacy,ONLINE,2016-09-16,70%,000_ml,dextrose,solution
1509,LACOSAMIDE 100 MG TAB,lacosamide 100_mg tablet,Pharmacy,ONLINE,2016-09-19,lacosamide,100_mg,tab,
5437,AMYLASE  SERUM,amylase serum,Laboratory,RETROSPECTIVE,2016-07-13,amylase,serum,,
1226,SODIUM CHLORIDE 0.45% SOLP 500 ML BAG,sodium_chloride 0.45% solution 500_ml bag,Diluent / Flush / Irrigant,ONLINE,2016-09-16,500_ml,bag,chloride,solution
5919,SEMI PRIVATE ROOM,semi private room,Room and Board,RETROSPECTIVE,2016-07-13,private,semi,room,
4801,SINCALIDE INJ 5MCG,sincalide injection 5_mcg,Pharmacy,RETROSPECTIVE,2016-07-13,injection,5mcg,sincalide,
2111,SILDENAFIL 2.5 MG/ML SUSP,sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,sildenafil,2.5mg/ml,
1970,C-SECTION SCHEDULED,c-section scheduled,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,scheduled,section,,
2914,ADAPTER IV CLAVE MALE,adapter intravenous clave male,Supply,RETROSPECTIVE,2016-07-12,adapter,male,clave,intravenous
4905,ICU; ROOM 2004/IC,intensive_care_unit room 2004/intensive_care,Room and Board,ONLINE,2016-08-24,2004/icar,intensive_care_unit,room,
860,LCHG PLATELET PHERESIS LR,platelet pheresis leukocyte_reduced,Blood Products,ONLINE,2016-09-16,pheresis,platelet,lr,
17,EQ PUMP  PCU ALARIS(BRAIN),equipment pump pump_control_unit alaris brain,Capital Equipment,RETROSPECTIVE,2016-07-12,equipment,pump,PCU,alaris
5726,ICU INTERMEDIATE,intensive_care_unit intermediate,Room and Board,RETROSPECTIVE,2016-07-13,intermediate,intensive_care_unit,,
4823,SURG LEVEL IV-ADD 30 MIN,surgery level IV additional 30 minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,additional,surgical,minutes,intravenous
3939,BASE CHARGE,base charge,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,charge,base,,
1010,OR TIME LEVEL B PER 30MIN > 90MIN HCHG OR TIME LEVEL B PER 30MIN > 90MIN,operating_room time level b per 30min greater_than 90min,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,greater_than,level,time,per
764,HEPARIN 1 000 UNIT/ML SOLN,heparin 1 000_units/ml solution,Pharmacy,ONLINE,2016-09-16,heparin,000_units/ml,soln,
6812,METHYLPHENIDATE TAB 5MG METHYLPHENIDATE 5 MG TAB,methylphenidate tab 5 mg methylphenidate 5 mg tab,Pharmacy,ONLINE,2016-10-12,5_mg,tab,,
5095,11265042 - ASPIRIN TAB CHEW 81MG,aspirin tablet chew 81_mg,Pharmacy,RETROSPECTIVE,2016-07-13,81_mg,chew,tablet,aspirin
3670,BIPAP/CPAP VENT EA ADDL DAY,bipap/continuous_positive_airway_pressure ventilator each additional day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,Ventilator,bipap,day ,addl
2516,ALBUMIN (HUMAN)  25%  50ML,albumin human 25% 50_ml,Pharmacy,RETROSPECTIVE,2016-07-12,50_ml,albumin,human,25%
2185,GLUCOSE QUANTITATIVE BLOOD,glucose quantitative blood,Laboratory,RETROSPECTIVE,2016-07-12,quantitative,blood,glucose,
5086,11030002 - ACETYLCYSTEINE 200MG/ML 30ML,acetylcysteine 200_mg/ml 30_ml,Pharmacy,RETROSPECTIVE,2016-07-13,200_mg/ml,30_ml,acetylcysteine,
4367,58119000 - BIPAP/CPAP SET UP,bipap/continuous_positive_airway_pressure set up,Respiratory Therapy,RETROSPECTIVE,2016-07-13,set,continuous_positive_airway_pressure,bipap,
433,FUROSEMIDE 10 MG/ML SOLN 10 ML VIAL,furosemide 10_mg/ml solution 10_ml vial,Pharmacy,ONLINE,2016-09-16,vial,furosemide,10_ml,soln
422,HCHG FACTOR THROMBATE 100,factor thrombate 100,Plan Benefit,RETROSPECTIVE,2016-07-12,thrombate,factor,,
1288,SULFAMETHOXAZOLE-TRIMETHOPRIM 80-16 MG/ML SOLN,sulfamethoxazole trimethoprim 80 16_mg/ml solution,Pharmacy,ONLINE,2016-09-16,16_mg/ml,trimethoprim,sulfamethoxazole,soln
2056,INHALED NITRIC,inhaled nitric,Plan Benefit,RETROSPECTIVE,2016-07-12,inhaled,nitric,,
3451,HCHG LAB CALCIUM IONIZED,laboratory calcium ionized,Laboratory,RETROSPECTIVE,2016-07-12,lab,ionized,calcium,
5290,63714001 - VITAMIN B12,vitamin b12,Pharmacy,RETROSPECTIVE,2016-07-13,b12,vitamin,,
3546,DESITINONT 30GM,desitin_ointment 30_gm,Supply,RETROSPECTIVE,2016-07-12,desitinont,30gm,,
6721,HCHG PLTS PHER LEUKO IRRAD HALF,plts pher leukocyte irradiated packed cells half,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,pher,half,irrad,leukocyte
5908,RESUS ELECTROLYTE PANEL,resuscitation electrolyte panel,Laboratory,RETROSPECTIVE,2016-07-13,electrolyte,resuscitation,panel,
1781,HB IOM MEP UPPER & LOWER E,intraoperative_monitoring motor_evoked_potential upper and lower extremity,Procedure,ONLINE,2016-09-01,lower,,,
3728,VENLAFAXINE TAB 75MG,venlafaxine tablet 75_mg,Pharmacy,RETROSPECTIVE,2016-07-12,venlafaxine,75_mg,tab,
1681,TERUMO CATH GW 25-101,terumo catheter guide_wire 25 101,Supply,ONLINE,2016-08-29,gw,cath,terumo,
4256,SOLUTION IRR AQLT 0.9%,solution irrigation aqlt 0.9%,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,irr,solution,
3388,LEVOCARNITINE 100 MG/ML SOLUTION,levocarnitine 100_mg/ml solution,Pharmacy,RETROSPECTIVE,2016-07-12,100_mg/ml,solution,levocarnitine,
5676,HB OT STANDARD EVAL,occupational_therapy standard evaluation,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,ot,standard,
2423,HC-LAB-GLUCOSE BLOOD MONITOR DEVICE,laboratory glucose blood monitor device,Monitoring,RETROSPECTIVE,2016-07-12,device,laboratory,monitor,blood
4262,THER ACT PER 15,therapist activity per 15,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,act,ther,per,
3737,KIT PERCUTANEOUS 8.0 BLUERHINO,kit percutaneous 8 bluerhino,Supply,RETROSPECTIVE,2016-07-12,8,percutaneous,bluerhino,kit
6201,DISP: 2.500 ML; 160 MG/5 ML; USED NDC QTY: 1.000 PCK OF 118.000 ML BOTTLE ACETAMINOPHEN 160 MG/5 ML ORAL SUSPENSION,dispensed 2.500_ml 160_mg/5_ml used ndc quantity 1 pack of 118.000_ml bottle acetaminophen 160_mg/5_ml oral suspension,Pharmacy,ONLINE,2016-09-16,ndc,disposable,bottle,acetaminophen
4070,HC CBC W AUTO DIFF,complete_blood_count with automated differential,Laboratory,RETROSPECTIVE,2016-07-12,cbc,auto,diff,
5716,HYDRALAZINE 20MG INJ,hydralazine 20_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,20_mg,hydralazine,
5945,SOL IV DEX INJ 5% 100ML,solution intravenous dextrose injection 5% 100_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,100_ml,injection,dextrose,solution
831,IV TUBING Y-BLOOD SET,intravenous tubing y blood set,Supply,ONLINE,2016-09-16,tubing,set,iv,blood
2395,HB POC SODIUM,point_of_care sodium,Monitoring,RETROSPECTIVE,2016-07-12,POC,sodium,,
6300,FETAL NON STRESS TEST,fetal non stress test,Monitoring,ONLINE,2016-09-16,test,non,stress,fetal
5541,DAPSONE 100 MG TAB,dapsone 100_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,dapsone,100_mg,tablet,
2112,SILDENAFIL 2.5 MG/ML SUSP 1 ML CUP,sildenafil 2.5_mg/ml suspension 1_ml cup,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,1_ml,sildenafil,cup
798,IBUPROFEN 600 MG TABS,ibuprofen 600_mg tablets,Pharmacy,ONLINE,2016-09-16,600_mg,tabs,ibuprofen,
5540,CYTOPATH NONGYNTP (PAPTPNG,cytopathic nongyntp paptpng,Laboratory,RETROSPECTIVE,2016-07-13,cytopathic,paptpng,nongyntp,
3270,INFANT MONITOR - HOURLY CH,infant monitor hourly ch,Monitoring,RETROSPECTIVE,2016-07-12,hourly,infant,ch,monitor
2764,ROOM W260,room w260,Room and Board,RETROSPECTIVE,2016-07-12,room,w260,,
3420,HYDROCODONE-APAP 7.5-323MG TAB,hydrocodone apap 7.5 323_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,tab,,,
5435,AMPICIL-SULBACT 1.5G-2G-1G INJ,ampicillin sulbactam 1.5_gm 2_gm 1_gm injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_gm,injection,,
4856,U/A AUTO W/O MICRO (DIPSTK,urinalysis automated without miscroscopy dipstick,Laboratory,RETROSPECTIVE,2016-07-13,miscroscopic,without,automated,
2254,PICU-BLOOD COUNT HEMATOCRIT,pediatric_intensive_care_unit blood count hematocrit,Laboratory,RETROSPECTIVE,2016-07-12,count,hematocrit,blood,pediatric_intensive_care_unit
3020,HB WALL SUCTION UNITS,wall suction unit,Supply,RETROSPECTIVE,2016-07-12,wall,units,suction,
4165,NITROGLYCERIN 200 MCG/ML 10 ML SYRINGE,nitroglycerin 200 mcg/ml 10_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,mcg,ml,10_ml,
5821,MORPHINE 30 MG TABLET SUSTAINED RELEASE,morphine 30_mg tablet sustained release,Pharmacy,RETROSPECTIVE,2016-07-13,morphine,tablet,,
6660,HCHG DX BRONCHOSCOPE/LAVAGE,diagnostic bronchoscope/lavage,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,lavage,bronchoscope,dx,
6455,SODIUM POC NICU ACUTE PANEL V,sodium poc nicu acute panel v,Laboratory,ONLINE,2016-10-06,acute,panel,sodium,
3998,ONDANSETRON 1MG INJ,ondansetron 1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,1_mg,ondansetron,inj,
2824,HC EMERG RESUSCITATION HLY,emergency resuscitation hourly,Respiratory Therapy,RETROSPECTIVE,2016-07-12,hourly,resuscitation,emergent,
2849,OXYGEN DAILY CHARGE,oxygen daily charge,Respiratory Therapy,RETROSPECTIVE,2016-07-12,charge,daily,oxygen,
3975,ZINC CHLORIDE 1MG/1 ML 10ML,zinc chloride 1_mg/1_ml 10_ml,Pharmacy,RETROSPECTIVE,2016-07-12,10_ml,chloride,zinc,1_mg/1_ml
1566,SPIRONOLACTONE-HYDROCHLORO,spironolactone hydrochlorothiazide,Pharmacy,ONLINE,2016-09-19,spironolactone,hydrochloro,,
3384,HC VANCOMYCIN,vancomycin,Pharmacy,RETROSPECTIVE,2016-07-12,vancomycin,,,
2916,ASPIRATOR  NASAL BBG,aspirator nasal bag,Supply,RETROSPECTIVE,2016-07-12,aspirator,bag,nasal,
1466,CTA ABDOMEN AND PELVIS,computed_tomography_angiography abdomen and pelvis,Radiology,ONLINE,2016-09-19,cta,abdomen,pelvis,
587,HC INTENSIVE CRITICAL ROOM AND CARE,intensive critical room and care,Room and Board,ONLINE,2016-09-16,intensive,critical,room,care
10,DUAL INF PUMP-SIGNATURE GOLD,dual infusion pump signature gold,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,infusion,dual,signature
2278,RCH LAB-WHOLE BLOOD IONIZED CA,laboratory whole blood ionized calcium,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,ionized,whole,blood
101,DEXTROSE 5% 250ML,dextrose 5% 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,5%,250_ml,dextrose,
4594,DRA SUMP 3LUM W/FILT SIL .67X1,drain sump 3 lumen with filter silicone 0.67x1,Supply,RETROSPECTIVE,2016-07-13,draw,,,
2343,GLUCOSE  REAGENT STRIP,glucose reagent strip,Supply,RETROSPECTIVE,2016-07-12,reagent,strip,glucose,
3062,LINER SUCTION 1500ML,liner suction 1500_ml,Supply,RETROSPECTIVE,2016-07-12,suction,liner,1500_ml,
3493,NICOTINE 21 MG/24 HR PT24,nicotine 21_mg/24 hour pt24,Plan Benefit,RETROSPECTIVE,2016-07-12,pt24,nicotine,21_mg/24,hour
5598,GLUC-6-PHOS DEHYDRO QT (QG,glucose 6 phosphate dehydro quantitative qg,Laboratory,RETROSPECTIVE,2016-07-13,quantitative,phosphate,glucose,
687,HC XR CHEST 2V,x-ray chest 2_views,Radiology,ONLINE,2016-09-16,chest,2v,xr,
5262,59541000 - PRESSURE TRANSDUCER,pressure transducer,Supply,RETROSPECTIVE,2016-07-13,pressure,transducer,,
5188,14351002 - PEPPERMINT OIL 30ML,peppermint oil 30_ml,Pharmacy,RETROSPECTIVE,2016-07-13,30_ml,oil,peppermint,
5629,HB CISATRACURIUM 2MG/ML 10ML VL,cisatracurium 2_mg/ml 10_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,10_ml,2_mg/ml,cisatracurium
1934,BLOOD ADMINISTRATION,blood administration,Nursing Services,ONLINE,2016-09-16,administration,blood,,
3283,ANTIBODY SCR,antibody screen,Laboratory,RETROSPECTIVE,2016-07-12,screen,antibody,,
2854,OXYGEN HOURS,oxygen hours,Respiratory Therapy,RETROSPECTIVE,2016-07-12,hours,oxygen,,
3284,CITALOPRAM 10 MG TAB,citalopram 10_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,citalopram,tab,10_mg,
5193,14530572 - POTASSIUM CHLORIDE  PER 2 MEQ,potassium chloride per 2_meq,Pharmacy,RETROSPECTIVE,2016-07-13,2_meq,potassium,chloride,per
313,SODIUM CHLORIDE 0.9% QS BASE,sodium chloride 0.9% quantity_sufficient base,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,base,chloride,qs,sodium
278,SODIUM CHLORIDE 0.9,sodium chloride 0.9,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.9,chloride,sodium,
3992,ABCIXIMAB 10 MG INJ,abciximab 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,abciximab,inj,10_mg,
1286,SUCCINYLCHOLINE CHLORIDE PER 20 MG,succinylcholine chloride per 20_mg,Pharmacy,ONLINE,2016-09-16,20_mg,chloride,succinylcholine,per
975,NITROGLYCERIN 2% OINT 1 G,nitroglycerin 2% ointment 1 g,Pharmacy,ONLINE,2016-09-16,2%,oint,nitroglycerin,g
4390,63023001 - AMYLASE,amylase,Laboratory,RETROSPECTIVE,2016-07-13,amylase,,,
778,HNDL CVR LGHT PLS GRN 5240-3FG,handle cover light pls grn 5240 3fg,Supply,ONLINE,2016-09-16,pls,light,cvr,grn
3674,SUBSEQUENT HOSP HIGH COMPLEX,subsequent hosp high complex,Professional Fee,RETROSPECTIVE,2016-07-12,high,subsequent,complex,hosp
5465,BILIRUBIN  DIRECT (DBIL),bilirubin direct dbil,Laboratory,RETROSPECTIVE,2016-07-13,bilirubin,direct,dbil,
6742,HCHG SUTR PDS 3 0 RB 1,suture pads 3 0 room and board 1,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,rb,pads,suture,
1110,POTASSIUM CHLORIDE 40 MEQ/100ML IV 40 MEQ/100ML SOLN,potassium chloride 40_meq/100_ml intravenous 40_meq/100_ml solution,Pharmacy,ONLINE,2016-09-16,potassium,chloride,iv,soln
5779,LIDOCAINE HCL 10 MG,lidocaine hydrochloride 10_mg,Pharmacy,RETROSPECTIVE,2016-07-13,10_mg,lidocaine,hydrochloride,
1535,PANTOPRAZOLE 4 MG/ML SOLR,pantoprazole 4_mg/ml solution,Pharmacy,ONLINE,2016-09-19,pantoprazole,4_mg/ml,solution,
897,MAGNESIUM SULFATE 50% 1GM/2ML,magnesium sulfate 50% 1_gm/2_ml,Pharmacy,ONLINE,2016-09-16,1_gm/2_ml,50%,magnesium,sulfate
2550,CIPROFLOXACIN 400MG PREMIX,ciprofloxacin 400_mg premix,Pharmacy,RETROSPECTIVE,2016-07-12,premix,ciprofloxacin,400_mg,
3732,CBC WITH DIFERENTIAL,complete_blood_count with differential,Laboratory,RETROSPECTIVE,2016-07-12,cbc,differential,,
594,HC IV INF THER ADD HR,intravenous_infusion therapy additional hour,Nursing Services,ONLINE,2016-09-16,ther,iv,hr,inf
5732,INFUS NSS 0.9%100ML BAG,infusion normal_saline_sterile 0.9%100_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,0.9%100_ml,infusion,normal_saline_sterile,bag
3947,CHLORHEXIDINE ORAL RINSE 15ML,chlorhexidine oral rinse 15_ml,Pharmacy,RETROSPECTIVE,2016-07-12,chlorhexidine,oral,rinse,15_ml
310,SODIUM CHLORIDE 0.9% INJ 10ML,sodium chloride 0.9% injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,10_ml,injection,chloride,sodium
3404,SENNA 176 MG/5ML 5YRP,senna 176_mg/5_ml 5yrp,Pharmacy,RETROSPECTIVE,2016-07-12,176_mg/5_ml,5yrp,senna,
5719,HYDROMORPH UP TO 4MG,hydromorphone up to 4_mg,Pharmacy,RETROSPECTIVE,2016-07-13,hydromorphone,4_mg,up,to
5468,BISPECTRAL (BIS) SENSOR,bispectral bis sensor,Supply,RETROSPECTIVE,2016-07-13,bispectral,sensor,bis,
1896,BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE,bacitracin 500_units/gram ointment 14 g tube,Pharmacy,ONLINE,2016-09-16,bacitracin,oint,tube,
3533,METRONIDAZOLE 500MG TABLET,metronidazole 500_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,metronidazole,tablet,500_mg,
4628,FR FRZ PLAS 8-24 HRS EA (F,fresh frozen plasma 8 24 hours each ,Blood Products,RETROSPECTIVE,2016-07-13,hours,follow,,
6377,CULTURE SCR PATHOGENS T2 MRSA CULTURE,culture scr pathogens t2 mrsa culture,Laboratory,ONLINE,2016-10-06,culture,,,
5089,11041282 - ALTEPLASE 1MG  INJ,alteplase 1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,injection,alteplase,
2277,RCH LAB-WHOLE BLOOD IONIZE,laboratory whole blood ionized,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,ionized,whole,blood
2396,HB-GLUCOSE  POC,glucose point_of_care,Monitoring,RETROSPECTIVE,2016-07-12,POC,glucose,,
3415,MANNITOL 50ML,mannitol 50_ml,Pharmacy,RETROSPECTIVE,2016-07-12,mannitol,50_ml,,
1927,BLD# COMPL AUTO HHRWP&AUTO,blood complete automated hhrwp and automated,Laboratory,ONLINE,2016-09-16,hhrwp&auto,automated,blood,complete
4082,TISSUE ADHESIV 0.7G TB,tissue adhesive 0.7_gm tube,Supply,RETROSPECTIVE,2016-07-12,adhesive,tb,tissue,
1197,SET CLEARLINK DUAL VENTED FLOW,set clearlink dual vented flow,Supply,ONLINE,2016-09-16,set,flow,dual,
1501,HERPES SIMPLEX TYPE 2 IGG,herpes simplex type 2 immunoglobulin,Laboratory,ONLINE,2016-09-19,immunoglobulin,type,herpes,simplex
4412,64944000 - YEAST ID,yeast identification,Laboratory,RETROSPECTIVE,2016-07-13,id,yeast,,
3896,XR ABDOMEN 1 AP VW PORT,x-ray abdomen 1 anterior_posterior view portable,Radiology,RETROSPECTIVE,2016-07-12,port,abdomen,view,
5433,AMMONIA,ammonia,Laboratory,RETROSPECTIVE,2016-07-13,ammonia,,,
6109,CULTURE BACTERIAL BLOOD AE,culture bacterial blood aerobic,Laboratory,ONLINE,2016-09-16,aces,culture,bacterial,blood
6488,AEROSOL CONTINUOUS ADDL HR,aerosol continuous additional hair,Respiratory Therapy,ONLINE,2016-10-12,hair,continuous,aerosol,additional
408,HB NITRIC OXIDE-1 HOUR,nitric oxide 1 hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,hour,nitric,
1457,CLOTTING FACTOR VIII AHG 1,clotting factor viii ahg 1,Laboratory,ONLINE,2016-09-19,clotting,ahg,viii,factor
2315,CHG-BLOOD GLUCOSE BY MONIT,blood glucose by monitoring,Monitoring,RETROSPECTIVE,2016-07-12,bay,monitoring,blood,glucose
4537,CALCIUM GLUCON.10ML-100MG/ML,calcium gluconate 10_ml 100_mg/ml,Pharmacy,RETROSPECTIVE,2016-07-13,calcium,glucon.10_ml,100_mg/ml,
5783,LIPASE  SERUM,lipase serum,Laboratory,RETROSPECTIVE,2016-07-13,serum,lipase,,
3907,PEDS PT ATTEMPT (STATISTICAL),pediatrics physical_therapy attempt statistical,Room and Board,RETROSPECTIVE,2016-07-12,pt,peds,attempt,statistical
3904,HC VENTILATOR MGMT INPAT/OBS SUBSEQ DAY,ventilator management inpatient/observation subsequent day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,subseq,day,,
6814,METHYLPREDNISOLONE SOD SUCC PF 125 MG/2 ML SOLUTION FOR INJECTION,methylprednisolone sodium succ partial fill 125 mg/2 ml solution for injection,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,partial_fill,injection,solution,sodium
3999,SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL,sodium chloride 4_meq/ml solution 30_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,chloride,soln,sodium
3748,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,cyproheptadine,tab,4_mg,
3174,TUBE SUCTION YANKAUER,tube suction yankauer,Supply,RETROSPECTIVE,2016-07-12,tube,yankauer,suction,
2970,FILTER  HME HUMID,filter heat_and_moisture_exchanger humid,Supply,RETROSPECTIVE,2016-07-12,filter,hme,humid,
1892,ATROPINE 1 MG/ML SOLN,atropine 1_mg/ml solution,Pharmacy,ONLINE,2016-09-16,atropine,soln,1_mg/ml,
5258,58888000 - HIGH FLOW NASAL CANNULA,high flow nasal_cannula,Supply,RETROSPECTIVE,2016-07-13,high,nasal,cannula,flow
1975,CALCIUM CARBONATE 500 MG CHEW,calcium carbonate 500_mg chew,Pharmacy,ONLINE,2016-09-16,calcium,carbonate,500_mg,chew
6593,FLUCONAZOLE 40 MG/ML ORAL SUSPENSION,fluconazole 40 mg/ml oral suspension,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,fluconazole,oral,suspension,40_mg/ml
5237,46110000 - RB 5 SOUTH ROUTINE,room_and_board 5 south routine,Room and Board,RETROSPECTIVE,2016-07-13,room_and_board,south,routine,
2586,HB PROPRANOLOL HCL 20MG/5ML ORL,propranolol hcl 20_mg/5_ml oral,Pharmacy,RETROSPECTIVE,2016-07-12,oral,propranolol,hcl,20_mg/5_ml
2517,ALBUMIN (HUMAN) 25% 50ML,albumin human 25% 50_ml,Pharmacy,RETROSPECTIVE,2016-07-12,50_ml,albumin,human,25%
5379,86653000 - PHYSICAL THERAPY RE-EVALUATION,physical_therapy re evaluation,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,therapy,physical,
6233,DRSNG TEGADERM 4X10IN STRL,dressing tegaderm 4x10 inches sterile,Supply,ONLINE,2016-09-16,tegaderm,strl,inches,drsng
1991,CATH ART ST 20G 2.5,catheter arterial st 20_g 2.5,Supply,ONLINE,2016-09-16,arterial,cath,,
6270,FAT EMULSION 20% EMUL 500,fat emulsion 20% emulsion 500,Pharmacy,ONLINE,2016-09-16,20%,emul,fat,
1195,SENSOR FLOTRAC ADLT 84IN,sensor flotrac adult 84 inches,Supply,ONLINE,2016-09-16,flotrac,sensor,adlt,inches
6434,PF TX RETINOPATHY PRETERM INF,perf text retinopathy preterm inf,Procedure,ONLINE,2016-10-06,retinopathy,text,inf,perf
1336,TRANSFERASE ASPARTATE AMIN,transferase aspartate amino,Laboratory,ONLINE,2016-09-16,transferase,aspartate,amino,
5489,CATH KIT FOLEY 16FR STATLO,catheter kit foley 16fr statlo,Supply,RETROSPECTIVE,2016-07-13,catheter,kit,,
6162,DEXTROSE 70% SOLP,dextrose 70% solution,Diluent / Flush / Irrigant,ONLINE,2016-09-16,70%,dextrose,solution,
6551,CRITICAL CARE 30 74 MIN 25,critical care 30 74 min 25,Other,ONLINE,2016-10-12,critical,min,care,
3689,FENTANYL CITRATE 0.1MG INJ,fentanyl citrate 0.1_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,fentanyl,0.1_mg,citrate
6261,FAMOTIDINE 10 MG/ML SOLN,famotidine 10_mg/ml solution,Pharmacy,ONLINE,2016-09-16,famotidine,soln,10_mg/ml,
6344,BLOOD TYPING RH D T1 NEWBORN PROFILE,blood typing rh d t1 newborn profile,Laboratory,ONLINE,2016-10-06,newborn,blood,typing,
3436,HC VENIPUNCTURE-CAPILLARY,venipuncture capillary,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,capillary,,
2515,20800280-CALCIUM GLUCONATE 100 MG/ML (10%) SOLN 10 ML VIAL,calcium gluconate 100_mg/ml 10% solution 10_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,calcium,10_ml,solution
3746,CATHETER URETH 14FR RED RUB,catheter urethral 14fr red rub,Supply,RETROSPECTIVE,2016-07-12,catheter,red,,
4028,PROPOFOL 10MG INJ,propofol 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-12,inj,propofol,10_mg,
216,NORMAL SALINE 10ML FLU,normal saline 10_ml flush,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,saline,flush,10_ml,normal
3617,TROPONIN I,troponin i,Laboratory,RETROSPECTIVE,2016-07-12,troponin,,,
5233,15750252 - RIVAROXABAN 10MG TABLET,rivaroxaban 10_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,rivaroxaban,tablet,10_mg,
6574,DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION,dornase alpha 1 mg/ml solution for inhalation,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,alpha,inhalation,solution,dornase
5894,PROPOFOL 10 MG/ML INJ,propofol 10_mg/ml injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,propofol,10_mg/ml,
