descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
NASOGASTRIC TUBE	Implant/Supply	1.0	35.0	35.0	nasogastric_tube	Supply
NASOTRACHEAL ASPIRATION / BAL	Implant/Supply	1.0	245.0	245.0	nasotracheal aspiration/ballard	Respiratory Therapy
NASOTRACHEAL ASPIRATION / BAL	Respiratory Services	1.0	230.0	230.0	nasotracheal aspiration/ballard	Respiratory Therapy
NATRIURETIC PEPTIDE	Implant/Supply	1.0	700.0	700.0	natriuretic peptide	Laboratory
NATRIURETIC PEPTIDE	Laboratory	1.0	362.0	362.0	natriuretic peptide	Laboratory
NATRIURETIC PEPTIDE	Pharmacy	1.0	187.0	187.0	natriuretic peptide	Laboratory
NB LEVEL II	Room & Board	1.0	3544.0	3544.0	newborn level ii	Room and Board
NDL HEPRN DOSE RESP 6 CHANNEL	Implant/Supply	1.0	81.0	81.0	needle heparin dose respiratory 6 channel	Supply
NDL PRT HUBER SAF 20GX1IN WNG	Implant/Supply	1.0	47.0	47.0	needl port huber saf 20gx1 inches wing	Supply
NDL PRT HUBER SAF 20GX75IN WN	Implant/Supply	1.0	47.0	47.0	needl port huber saf 20gx75 inches wn	Supply
NDL REG BVL 18GA 1.5IN 305196 -CSC	Implant/Supply	2.0	2.0	1.0	needle regular bevel 18ga 1.5 inches 305196 csc	Supply
NEB PREF'LD 1000ML WATER ONLY	Implant/Supply	1.0	10.0	10.0	nebulizer prefilled 1000_ml water only	Supply
NEB PREF'LD 1000ML WATER ONLY	Pharmacy	1.0	10.0	10.0	nebulizer prefilled 1000_ml water only	Supply
NEBULIZER TX INTERMITTENT	Emergency Room	1.0	176.0	176.0	nebulizer treatment intermittent	Respiratory Therapy
NEBULIZER TX INTERMITTENT	Pharmacy	1.0	176.0	176.0	nebulizer treatment intermittent	Respiratory Therapy
NEBULIZER TX INTERMITTENT	Pulmonary Function	1.0	176.0	176.0	nebulizer treatment intermittent	Respiratory Therapy
NEBULIZER-ULTRASONIC TREATMENT	Respiratory Services	3.0	510.0	160.0	nebulizer ultrasonic treatment	Respiratory Therapy
NEEDLE PEDIATRIC AIR ASPIRATOR	Implant/Supply	1.0	66.0	66.0	needle pediatric air aspirator	Supply
NEO FER-IN-SOL 15MG/0.6ML LIQ	Pharmacy	1.0	3.9	3.9	neonatal fer in solution 15_mg/0.6_ml liquid	Pharmacy
NEOMYCIN/POLYMIXIN GU IRR SOLN	Pharmacy	6.0	499.46	83.2433333333	neomycin/polymyxin genitourinary irrigation solution	Pharmacy
NEONATAL FLEXTEND WITH TTS CUFF TRACHEOSTOMY TU	Implant/Supply	1.0	662.5	662.5	neonatal flextend with tts cuff tracheostomy tube	Supply
NEONATAL INTENSIVE CARE I	Room & Board	1.0	2669.0	2669.0	neonatal intensive care i	Room and Board
NEONATAL INTENSIVE CARE M	Room & Board	1.0	3887.0	3887.0	neonatal intensive care m	Room and Board
NEONATAL TRANSPORT	Ambulance	1.0	4324.0	4324.0	neonatal transport	Other
NEONATE FFP THAWED	Blood	1.0	226.0	226.0	neonatal  fresh_frozen_plasma thawed	Blood Products
NEOSPORIN GU IRR. SOLN 1ML	Pharmacy	1.0	181.35	181.35	neosporin gu irrigation solution 1 ml	Pharmacy
NEOSTIG 1/1000 0.5MG/0.5ML	Drugs Requiring Specific Identification	2.0	23.0	11.5	neostigmine 1/1000 0.5_mg/0.5_ml	Pharmacy
NEOSTIG 1/1000 0.5MG/0.5ML	Home Health	2.0	24.5	12.25	neostigmine 1/1000 0.5_mg/0.5_ml	Pharmacy
NEOSTIGMINE 1 MG/ML SOLN	Drugs Requiring Specific Identification	6.0	57.025	12.7916666667	neostigmine 1_mg/ml solution	Pharmacy
NEOSTIGMINE 1 MG/ML SOLN	Pharmacy	4.0	160.01	68.0	neostigmine 1_mg/ml solution	Pharmacy
NEOSTIGMINE 10 MG/10ML SOLN	Drugs Requiring Specific Identification	7.0	154.7	19.44375	neostigmine 10_mg/10_ml solution	Pharmacy
NEOSTIGMINE 10 MG/10ML SOLN	Pharmacy	1.0	533.25	365.5	neostigmine 10_mg/10_ml solution	Pharmacy
NEOSTIGMINE 5MG INJ	Pharmacy	1.0	61.0	61.0	neostigmine 5_mg injection	Pharmacy
NEOSTIGMINE 5MG/5ML INJ (PREFILL SYR)	Pharmacy	1.0	195.36	195.36	neostigmine 5_mg/5_ml injection prefill syringe	Pharmacy
NEOSTIGMINE 5MG/ML INJ	Drugs Requiring Specific Identification	1.0	96.11	96.11	neostigmine 5_mg/ml injection	Pharmacy
NEOSTIGMINE 5MG/ML INJ	EKG/ECG/EEG	1.0	96.11	96.11	neostigmine 5_mg/ml injection	Pharmacy
NEPHRONEX LIQUID	Pharmacy	2.0	55.15	27.575	nephronex liquid	Pharmacy
NESIRITIDE 1.5 MG INJ	Pharmacy	15.0	501.95	33.4633333333	nesiritide 1.5_mg injection	Pharmacy
NEUBLIZER KIT	Implant/Supply	1.0	44.0	44.0	neublizer kit	Supply
NEURAL RESPONSE TELEMETRY	Audiology	1.0	530.0	530.0	neural response telemetry	PT / OT / Speech Therapy
NEUROMUS PER 15	PT/OT/Speech	1.0	150.0	75.0	neuromuscular per 15	PT / OT / Speech Therapy
NEW EVAL 15 MIN OT	PT/OT/Speech	1.0	351.0	351.0	new evaluation 15_minutes occupational_therapy	PT / OT / Speech Therapy
NEW EVAL 15 MIN PT	PT/OT/Speech	1.0	391.0	391.0	new evaluation 15_minutes physical_therapy	PT / OT / Speech Therapy
NEWBORN INTENSIVE CARE L4	Room & Board	1.0	7880.0	7880.0	newborn intensive care level 4	Room and Board
NEWBORN METABOLIC SCREEN	Laboratory	1.0	169.0	169.0	newborn metabolic screen	Laboratory
NEWBORN SCR COLLECTION	Laboratory	1.0	35.5	35.5	newborn screen collection	Nursing Services
NEWBORN SCREEN KIT	Implant/Supply	1.0	263.0	263.0	newborn screen kit	Laboratory
NEWBORN SCREEN KIT	Laboratory	1.0	263.0	263.0	newborn screen kit	Laboratory
NIACIN 100 MG TAB	Pharmacy	1.0	1.02	1.02	niacin 100_mg tablet	Pharmacy
NIBP MONITOR	Anesthesia	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	Cast/Recovery/Labor Room	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	EKG/ECG/EEG	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	Implant/Supply	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	Laboratory	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	OR Services	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	Other Diagnostic Services	1.0	109.0	109.0	nibp monitor	Monitoring
NIBP MONITOR	Respiratory Services	1.0	109.0	109.0	nibp monitor	Monitoring
NICARDIPINE DRIP KIT	Pharmacy	1.0	139.52	139.52	nicardipine drip kit	Pharmacy
NICARDIPINE-NACL 40MG/200ML SO	Pharmacy	2.0	1578.52	789.26	nicardipine sodium_chloride 40_mg/200_ml so	Pharmacy
NICOTINE 14 MG/24 HR PT24	Drugs Requiring Specific Identification	1.0	11.9	11.9	nicotine 14_mg/24 hour pt24	Plan Benefit
NICOTINE 14 MG/24 HR PT24	Pharmacy	1.0	10.4	10.4	nicotine 14_mg/24 hour pt24	Plan Benefit
NICOTINE 21 MG/24 HR PATCH	Drugs Requiring Specific Identification	1.0	0.0	0.0	nicotine 21_mg/24 hour patch	Plan Benefit
NICOTINE 21 MG/24 HR PATCH	Pharmacy	1.0	6.68	6.68	nicotine 21_mg/24 hour patch	Plan Benefit
NICOTINE 21 MG/24 HR PT24	Drugs Requiring Specific Identification	1.0	7.57	7.57	nicotine 21_mg/24 hour pt24	Plan Benefit
NICOTINE 21 MG/24 HR PT24	Pharmacy	1.0	11.02	11.02	nicotine 21_mg/24 hour pt24	Plan Benefit
NICOTINE 21 MG/24HR PT24	Drugs Requiring Specific Identification	1.0	5.3	5.3	nicotine 21_mg/24 hour patch_24	Plan Benefit
NICOTINE 21 MG/24HR PT24	Pharmacy	1.0	16.05	16.05	nicotine 21_mg/24 hour patch_24	Plan Benefit
NICOTINE 7MG/24HR PATCH	Pharmacy	1.0	7.0	7.0	nicotine 7_mg/24hr patch	Plan Benefit
NICOTINE PATCH 14MG	Pharmacy	1.0	3.79	3.79	nicotine patch 14_mg	Plan Benefit
NICOTINE PATCH 21 MG	Pharmacy	1.0	3.79	3.79	nicotine patch 21_mg	Plan Benefit
NICOTINE PATCH 21MG	Drugs Requiring Specific Identification	1.0	4.91	4.91	nicotine patch 21_mg	Plan Benefit
NICOTINE PATCH 21MG	Pharmacy	1.0	3.79	3.79	nicotine patch 21_mg	Plan Benefit
NICOTINE PATCH NONLEGE	Drugs Requiring Specific Identification	1.0	22.05	22.05	nicotine patch nonlege	Plan Benefit
NICOTINE PATCH NONLEGE	Pharmacy	1.0	50.0	50.0	nicotine patch nonlege	Plan Benefit
NICOTINE PATCHNONLEGEN	Drugs Requiring Specific Identification	1.0	45.0	45.0	nicotine patchnonlegen	Plan Benefit
NICOTINE PATCHNONLEGEN	Pharmacy	1.0	43.67	43.67	nicotine patchnonlegen	Plan Benefit
NICU ACUITY III	Room & Board	1.0	4134.0	4134.0	neonatal_intensive_care_unit acuity iii	Room and Board
NICU ACUITY IV	Room & Board	1.0	5775.0	5775.0	neonatal_intensive_care_unit acuity intravenous	Room and Board
NICU ISOLETTE/BED SUPPLIES	Implant/Supply	1.0	115.5	115.5	neonatal_intensive_care_unit isolette/bed supplies	Supply
NICU LEVEL III	Room & Board	1.0	2699.0	2699.0	neonatal_intensive_care_unit level iii	Room and Board
NICU-7N	Room & Board	1.0	6155.0	6155.0	neonatal_intensive_care_unit 7n	Room and Board
NICU-MICROFUSION PUMP	Implant/Supply	1.0	51.26	51.26	neonatal_intensive_care_unit microfusion pump	Capital Equipment
NIFEDIPINE 10 MG CAPS	Pharmacy	2.0	8.1	4.05	nifedipine 10_mg capsule	Pharmacy
NIFEDIPINE SUSP 5MG/ML PREPACK	Pharmacy	6.0	23.25	3.875	nifedipine suspension 5_mg/ml prepack	Pharmacy
NIMODIPINE 30 MG CAPS	Pharmacy	2.0	18.15	16.25	nimodipine 30 mg capsules	Pharmacy
NITRIC OXIDE (SU	Pharmacy	1.0	465.2	465.2	nitric oxide supply	Plan Benefit
NITRIC OXIDE DAILY	Implant/Supply	1.0	7182.0	7182.0	nitric oxide daily	Plan Benefit
NITRIC OXIDE DAILY	Pharmacy	1.0	6708.0	6708.0	nitric oxide daily	Plan Benefit
NITRIC OXIDE DLY	Respiratory Services	1.0	10582.0	10582.0	nitric_oxide daily	Plan Benefit
NITRIC OXIDE EACH HOUR	Pharmacy	24.0	14686.32	611.93	nitric oxide each hour	Plan Benefit
NITRIC OXIDE GAS-EACH HOUR	Implant/Supply	24.0	4320.0	180.0	nitric oxide gas each hour	Plan Benefit
NITRIC OXIDE HR	Respiratory Services	9.5	4280.0	460.0	nitric_oxide hour	Plan Benefit
NITRIC OXIDE PER HOUR	Drugs Requiring Specific Identification	24.0	8712.0	363.0	nitric oxide per hour	Plan Benefit
NITRIC OXIDE PER HOUR	Implant/Supply	4.0	2384.0	596.0	nitric oxide per hour	Plan Benefit
NITRIC OXIDE PER HOUR	Pharmacy	2.0	1845.0	922.5	nitric oxide per hour	Plan Benefit
NITRIC OXIDE PER HR	Drugs Requiring Specific Identification	7.0	1918.0	274.0	nitric oxide per hour	Plan Benefit
NITRIC OXIDE PER HR	Implant/Supply	16.0	8592.0	917.0	nitric oxide per hour	Plan Benefit
NITRIC OXIDE PER HR	Respiratory Services	11.0	6391.0	581.0	nitric oxide per hour	Plan Benefit
NITRIC OXIDE SUBSEQUENT DAY	Respiratory Services	1.0	275.4	275.4	nitric oxide subsequent day	Plan Benefit
NITRIC THERAPY EACH HR	Pharmacy	5.0	3163.75	632.75	nitric therapy each hour	Plan Benefit
NITRIC THERAPY EACH HR	Respiratory Services	7.0	4697.0	671.0	nitric therapy each hour	Plan Benefit
NITRICOXIDE	Pharmacy	2.0	1243.56	621.78	nitric oxide	Plan Benefit
NITROGLYCERIN 0.4 MG SUBL 25 EACH BOTTLE	Drugs Requiring Specific Identification	1.0	38.65	38.65	nitroglycerin 0.4_mg sublingual 25 each bottle	Pharmacy
NITROGLYCERIN 0.4 MG SUBL 25 EACH BOTTLE	Patient Conv Items	25.0	79.8	3.192	nitroglycerin 0.4_mg sublingual 25 each bottle	Pharmacy
NITROGLYCERIN 0.4 MG SUBL 25 EACH BOTTLE	Pharmacy	1.0	65.12	65.12	nitroglycerin 0.4_mg sublingual 25 each bottle	Pharmacy
NITROGLYCERIN 100MCG/ML 10ML P	Pharmacy	1.0	2.92	2.92	nitroglycerin 100_mcg/ml 10_ml powder	Pharmacy
NITROGLYCERIN 2% OINT 1 G	Drugs Requiring Specific Identification	1.0	2.02	2.02	nitroglycerin 2% ointment 1 g	Pharmacy
NITROGLYCERIN 2% OINT 1 G	Pharmacy	1.0	11.97	11.97	nitroglycerin 2% ointment 1 g	Pharmacy
NITROGLYCERIN 200 MCG/ML 10 ML SYRINGE	Pharmacy	1.0	90.3	90.3	nitroglycerin 200 mcg/ml 10_ml syringe	Pharmacy
NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) SOLN 250 ML BOTTLE	Pharmacy	1.0	187.95	187.95	nitroglycerin in 5% dextrose 50_mg/250_ml 200 mcg/ml solution 250_ml bottle	Pharmacy
NM HEPATOBILIARY SYS	Nuclear Medicine	1.0	2504.0	2504.0	nuclear medicine hepatobiliary system	Radiology
NON TUNNELED PICC(5+Y	Implant/Supply	1.0	2050.0	2050.0	non tunneled peripherally_inserted_central_catheter 5 plus years	Procedure
NON TUNNELED PICC(5+Y	OR Services	1.0	2010.0	2010.0	non tunneled peripherally_inserted_central_catheter 5 plus years	Procedure
NON-CHARGEABLE MEDICATION	Pharmacy	3.0	0.0	0.0	non chargeable medication	Pharmacy
NONPRES INHL TX ACUT AIR OBS	Respiratory Services	1.0	168.0	168.0	non_pressurized inhalation treatment acute air obstruction	Respiratory Therapy
NOREPINEPHRIN IV D5 16MG 250MG	Pharmacy	1.0	194.55	194.55	norepinephrine intravenous dextrose_5% 16_mg 250_mg	Pharmacy
NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL	Drugs Requiring Specific Identification	1.0	61.425	59.3	norepinephrine 1_mg/ml solution 4_ml vial	Pharmacy
NOREPINEPHRINE 1 MG/ML SOLN 4 ML VIAL	Pharmacy	2.0	186.75	95.47	norepinephrine 1_mg/ml solution 4_ml vial	Pharmacy
NOREPINEPHRINE 4 MG IN 250	Pharmacy	1.0	96.0	96.0	norepinephrine 4_mg individual 250	Pharmacy
NOREPINEPHRINE 8MG/250ML NS 32 MCG/ML SOLN	Pharmacy	2.0	295.08	147.54	norepinephrine 8_mg/250_ml normal_saline 32 mcg/ml solution	Diluent / Flush / Irrigant
NOREPINEPHRINE 8MG/NS 250 ML K	Pharmacy	1.0	211.85	211.85	norepinephrine 8_mg/normal_saline 250_ml potassium	Pharmacy
NOREPINEPHRINE INJ 1MG/ML 4ML	Pharmacy	2.0	100.875	44.215	norepinephrine injection 1 mg/ml 4 ml	Pharmacy
NORM SAL STER500MLIV	Pharmacy	1.0	25.02	25.02	normal_saline sterile 500_ml intravenous	Diluent / Flush / Irrigant
NORM SALIN 1000ML IV	Pharmacy	1.0	56.36	28.85	normal_saline 1000_ml intravenous	Diluent / Flush / Irrigant
NORM SALINE 250ML IV	Pharmacy	1.0	50.08	28.85	normal_saline 250_ml intravenous	Diluent / Flush / Irrigant
NORMAL SALINE 100ML	Pharmacy	2.0	22.23	7.41	normal saline 100_ml	Diluent / Flush / Irrigant
NORMAL SALINE 10ML FLU	Drugs Requiring Specific Identification	1.0	2.51	2.51	normal saline 10_ml flush	Diluent / Flush / Irrigant
NORMAL SALINE 10ML FLU	Pharmacy	1.0	2.51	2.51	normal saline 10_ml flush	Diluent / Flush / Irrigant
NORMAL SALINE 3ML FLUS	Pharmacy	1.0	2.51	2.51	normal saline 3_ml flush	Diluent / Flush / Irrigant
NORMAL SALINE 50ML	Pharmacy	1.0	78.8	39.4	normal saline 50_ml	Diluent / Flush / Irrigant
NORMAL SALINE FLUSH 10ML	Implant/Supply	4.0	2.64	0.66	normal saline flush 10_ml	Diluent / Flush / Irrigant
NORMAL SALINE FLUSH 10ML	Pharmacy	2.0	10.23	3.51	normal saline flush 10_ml	Diluent / Flush / Irrigant
NORMAL SALINE IRRIG 500ML BOTT	Pharmacy	1.0	334.23	334.23	normal_saline irrigation 500 ml bottle	Diluent / Flush / Irrigant
NORMAL SALINE SOLUTION INFUSION 250CC	Drugs Requiring Specific Identification	1.0	277.9	277.9	normal saline solution infusion 250_cc	Diluent / Flush / Irrigant
NORMAL SALINE SOLUTION INFUSION 250CC	Pharmacy	6.0	239.125	39.8541666667	normal saline solution infusion 250_cc	Diluent / Flush / Irrigant
NS	Pharmacy	1.0	12.83	12.82	normal_saline	Diluent / Flush / Irrigant
NS (0.9% NACL) IV SOLUTION	Pharmacy	1.0	7.35	7.35	normal_saline 0.9% sodium_chloride intravenous solution	Diluent / Flush / Irrigant
NS 0.9 % SOLP	Drugs Requiring Specific Identification	1.0	12.0	12.0	normal_saline 0.9% solution	Diluent / Flush / Irrigant
NS 0.9 % SOLP	Pharmacy	1.0	29.9	29.9	normal_saline 0.9% solution	Diluent / Flush / Irrigant
NS 0.9% 250ML	Implant/Supply	1.0	4.0	4.0	normal_saline 0.9% 250_ml	Diluent / Flush / Irrigant
NS 0.9% 250ML	Pharmacy	1.0	4.0	4.0	normal_saline 0.9% 250_ml	Diluent / Flush / Irrigant
NS 1000 ML	Cast/Recovery/Labor Room	1.0	50.6	50.6	normal_saline 1000_ml	Diluent / Flush / Irrigant
NS 1000 ML	Drugs Requiring Specific Identification	1.0	231.31	210.56	normal_saline 1000_ml	Diluent / Flush / Irrigant
NS 1000 ML	IV Therapy	1.0	45.66	45.66	normal_saline 1000_ml	Diluent / Flush / Irrigant
NS 1000 ML	PT/OT/Speech	1.0	192.78	192.78	normal_saline 1000_ml	Diluent / Flush / Irrigant
NS 1000 ML	Pharmacy	1.0	282.07	222.0	normal_saline 1000_ml	Diluent / Flush / Irrigant
NS 100ML	Drugs Requiring Specific Identification	1.0	217.0	217.0	normal_saline 100_ml	Diluent / Flush / Irrigant
NS 100ML	Pharmacy	1.0	70.0	70.0	normal_saline 100_ml	Diluent / Flush / Irrigant
NS 100ML BAG	Pharmacy	1.0	171.9	171.9	normal_saline 100_ml bag	Diluent / Flush / Irrigant
NS 100ML INJ	Pharmacy	3.0	235.5	78.5	normal_saline 100_ml injection	Diluent / Flush / Irrigant
NS 10ML INJ	Pharmacy	1.0	29.9	29.9	normal_saline 10_ml injection	Diluent / Flush / Irrigant
NS 250 ML	Drugs Requiring Specific Identification	1.0	203.96	187.2	normal_saline 250_ml	Diluent / Flush / Irrigant
NS 250 ML	PT/OT/Speech	1.0	192.78	192.78	normal_saline 250_ml	Diluent / Flush / Irrigant
NS 250 ML	Pharmacy	1.0	307.0	307.0	normal_saline 250_ml	Diluent / Flush / Irrigant
NS 250ML	Drugs Requiring Specific Identification	1.0	33.0	33.0	normal_saline 250_ml	Diluent / Flush / Irrigant
NS 250ML	Pharmacy	1.0	70.0	70.0	normal_saline 250_ml	Diluent / Flush / Irrigant
NS 50 ML	IV Therapy	1.0	32.7	32.7	normal_saline 50_ml	Diluent / Flush / Irrigant
NS 50 ML	Pharmacy	1.0	60.0	60.0	normal_saline 50_ml	Diluent / Flush / Irrigant
NS 50ML	Drugs Requiring Specific Identification	1.0	217.0	217.0	normal_saline 50_ml	Diluent / Flush / Irrigant
NS 50ML	Pharmacy	1.0	227.4	217.0	normal_saline 50_ml	Diluent / Flush / Irrigant
NS 50ML ADD-A-	Pharmacy	1.0	190.0	190.0	normal_saline 50_ml additional a	Diluent / Flush / Irrigant
NS 50ML IV	Pharmacy	1.0	0.0	0.0	normal_saline 50_ml intravenous	Diluent / Flush / Irrigant
NS 50ML IV BAG	Pharmacy	1.0	35.0	35.0	normal_saline 50_ml intravenous bag	Diluent / Flush / Irrigant
NS FLUSH 0.9% SOLN	Pharmacy	1.0	16.0	16.0	normal_saline flush 0.9% solution	Diluent / Flush / Irrigant
NS FLUSH 10ML IJ	Pharmacy	1.0	0.0	0.0	normal_saline flush 10_ml injection	Diluent / Flush / Irrigant
NS IRR 1L	Implant/Supply	3.0	405.54	135.18	normal_saline irrigation 1l	Diluent / Flush / Irrigant
NS PICC AGE FIVE OR MORE	OR Services	1.0	1421.0	1421.0	insert peripherally inserted central catheter age five or more	Procedure
NSS 100ML	Pharmacy	1.0	35.0	35.0	normal_saline_sterile 100_ml	Diluent / Flush / Irrigant
NUCLEAR MITOCHONDRIAL 100	Laboratory	1.0	4136.66	4136.66	nuclear mitochondrial 100	Laboratory
NUK BRUSH	Implant/Supply	1.0	21.0	21.0	nuk brush	Supply
NUK ORTHODONTIC EXERCISER	Implant/Supply	1.0	10.05	10.05	nuk orthodontic exerciser	Supply
NURSERY ICU	Room & Board	1.0	3016.0	3016.0	nursery intensive_care_unit	Room and Board
NURSERY/LEVEL IV	Room & Board	1.0	5268.0	5268.0	nursery/level intravenous	Room and Board
NUTREN 1.0	Implant/Supply	30.0	30.0	1.0	nutren 1.0	Supply
NUTREN 1.5	Implant/Supply	5.0	25.0	5.0	nutren 1.5	Supply
NUTREN JR	Implant/Supply	9.0	25.0	3.0	nutren jr	Supply
NUTRITION CONSULT PER 15 M	EKG/ECG/EEG	2.0	162.0	81.0	nutrition consult per 15_minutes	Education / Training
NUTRITION CONSULT PER 15 M	Other Therapeutic Services	2.0	162.0	81.0	nutrition consult per 15_minutes	Education / Training
NUTRITION CONSULT PER 15 M	Pharmacy	2.0	156.0	81.0	nutrition consult per 15_minutes	Education / Training
NUTRITION CONSULT PER 15 MIN	Other Therapeutic Services	2.0	162.0	81.0	nutrition consult per 15_minutes	PT / OT / Speech Therapy
NUTRITION CONSULT PER 15 m	Other Therapeutic Services	3.0	234.0	78.0	nutrition consult per 15_minutes	Education / Training
NYSTATIN 500000 UNITS/5ML SUSP	Drugs Requiring Specific Identification	1.0	3.5	3.5	nystatin 500000_units/5_ml suspension	Pharmacy
NYSTATIN 500000 UNITS/5ML SUSP	Pharmacy	2.0	20.0	7.0	nystatin 500000_units/5_ml suspension	Pharmacy
NYSTATIN CREAM 100MU/GM 15GM	Pharmacy	1.0	30.8	30.8	nystatin cream 100mu/gram 15 gm	Pharmacy
NYSTATIN OINTMENT 100MU/GM 15GM	Pharmacy	1.0	31.15	31.15	nystatin ointment 100mu/gram 15 gm	Pharmacy
NYSTATIN ORAL ELIX 500000U/5ML U	Pharmacy	1.0	57.05	57.05	nystatin oral elixir 500000 units/5 ml u	Pharmacy
NYSTATIN TOP POWDER 100MU/G 15GM	Pharmacy	1.0	60.75	60.75	nystatin topical powder 100mu/g 15 gm	Pharmacy
O2	Implant/Supply	12.0	588.0	49.0	oxygen	Respiratory Therapy
O2 DAILY	Implant/Supply	1.0	586.0	586.0	oxygen daily	Respiratory Therapy
O2 DAILY	Respiratory Services	1.0	405.0	405.0	oxygen daily	Respiratory Therapy
O2 SATUR OXIMETRY S	Pulmonary Function	1.0	175.0	175.0	oxygen saturation oximetry sigma	Monitoring
O2 SATUR OXIMETRY S	Respiratory Services	1.0	175.0	175.0	oxygen saturation oximetry sigma	Monitoring
O2 SATURATION DIRECT	Laboratory	1.0	187.0	187.0	oxygen saturation direct	Monitoring
O2 THERAPY DAILY	Implant/Supply	1.0	405.0	405.0	oxygen therapy daily	Respiratory Therapy
O2 THERAPY DAILY	Respiratory Services	1.0	289.0	289.0	oxygen therapy daily	Respiratory Therapy
O2 THERAPY-EA 8 HRS	Implant/Supply	1.0	265.0	265.0	oxygen therapy each 8 hours	Respiratory Therapy
O2 UPTAKE EXPIRED GAS ANALYSIS	Pulmonary Function	1.0	1027.0	1027.0	oxygen uptake expired gas analysis	Monitoring
OB ASSESSMENT	Cast/Recovery/Labor Room	1.0	1323.0	1323.0	obstetrics assessment	Nursing Services
OBSERVATION PER HR	Treatment/Observation Room	19.5	4811.0	434.0	observation per hour	Room and Board
OCCULT BLOOD DIAGNOSTIC	Laboratory	1.0	65.0	65.0	occult blood diagnostic	Laboratory
OCCUPATIONAL THERAPY EVAL	PT/OT/Speech	1.0	293.47	293.47	occupational_therapy evaluation	PT / OT / Speech Therapy
OCTREOTIDE ACET (SANDOSTAT	Pharmacy	12.0	35.28	2.94	octreotide acet sandostatin	Pharmacy
OCTREOTIDE INJ 500MCG/ML	Pharmacy	1.0	309.35	309.35	octreotide injection 500 mcg/ml	Pharmacy
OCTREOTIDE INJ 50MCG/ML	Pharmacy	5.0	216.5	43.3	octreotide injection 50 mcg/ml	Pharmacy
OCULAR LUBRICANT PF 0.9ML	Implant/Supply	1.0	3.85	3.85	ocular lubricant partial_fill 0.9_ml	Supply
OCULAR LUBRICANT PF 0.9ML	Pharmacy	1.0	3.85	3.85	ocular lubricant partial_fill 0.9_ml	Supply
OFLOXACIN 0.3% DROP 5 ML DROP BTL	Pharmacy	1.0	164.75	164.75	ofloxacin 0.3% drop 5_ml drop bottle	Pharmacy
OINTMENT BARRIER CRITICAID	Implant/Supply	1.0	23.0	23.0	ointment barrier criticaid	Supply
OLANZAPINE 10 MG TABS	Drugs Requiring Specific Identification	1.0	48.9	48.9	olanzapine 10_mg tablets	Pharmacy
OLANZAPINE 10 MG TABS	Pharmacy	1.0	10.7	10.7	olanzapine 10_mg tablets	Pharmacy
OLIGOSACCHARIDES/SIALIC	Laboratory	1.0	461.0	461.0	oligosaccharides/sialic	Laboratory
OMEPRAZOLE 2 MG/ML SUSP	Drugs Requiring Specific Identification	1.0	23.36	23.36	omeprazole 2_mg/ml suspension	Pharmacy
OMEPRAZOLE 2 MG/ML SUSP	Pharmacy	1.0	39.0	39.0	omeprazole 2_mg/ml suspension	Pharmacy
OMEPRAZOLE 2 MG/ML SUSP 2.5 ML SYRINGE	Pharmacy	1.0	89.85	89.85	omeprazole 2_mg/ml suspension 2.5_ml syringe	Pharmacy
OMEPRAZOLE 2 MG/ML SUSP 5 ML SYRINGE	Pharmacy	1.0	90.6	90.6	omeprazole 2_mg/ml suspension 5_ml syringe	Pharmacy
OMEPRAZOLE 20 MG CPDR	Drugs Requiring Specific Identification	1.0	4.3	3.95	omeprazole 20_mg cpdr	Pharmacy
OMEPRAZOLE 20 MG CPDR	IV Therapy	1.0	0.55	0.55	omeprazole 20_mg cpdr	Pharmacy
OMEPRAZOLE 20 MG CPDR	Pharmacy	1.0	2.65	2.575	omeprazole 20_mg cpdr	Pharmacy
OMEPRAZOLE 40 MG CPDR	Drugs Requiring Specific Identification	1.0	11.0	11.0	omeprazole 40_mg cpdr	Pharmacy
OMEPRAZOLE 40 MG CPDR	IV Therapy	1.0	25.0	25.0	omeprazole 40_mg cpdr	Pharmacy
OMEPRAZOLE 40 MG CPDR	Pharmacy	1.0	25.0	25.0	omeprazole 40_mg cpdr	Pharmacy
ONDANS HCL 1MG-2MG/ML 2ML INJ	Drugs Requiring Specific Identification	4.0	16.5	4.125	ondansetron hydrochloride 1_mg 2_mg/ml 2_ml injection	Pharmacy
ONDANSETRON 1 MG INJ	Drugs Requiring Specific Identification	8.0	216.0	27.0	ondansetron 1_mg injection	Pharmacy
ONDANSETRON 1 MG INJ	Pharmacy	4.0	25.0	6.25	ondansetron 1_mg injection	Pharmacy
ONDANSETRON 1MG INJ	Drugs Requiring Specific Identification	4.0	12.0	3.0	ondansetron 1_mg injection	Pharmacy
