Procedure Code,# of desciptions,Unique charge classes,Unique rev codes names
121575140,1,Pharmacy,Pharmacy
420040,1,Laboratory,Laboratory
92950,1,Respiratory Therapy,Cardiology
10002488,1,Laboratory,Laboratory
LE 2880,1,Laboratory,Laboratory
3 64 IS,1,Nursing Services,Laboratory
63026012,1,Laboratory,Laboratory
"12952984
4",1,Pharmacy,Pharmacy
800940,1,Laboratory,Laboratory
83001112,1,Laboratory,Laboratory
06183,1,Pharmacy,Drugs Requiring Specific Identification
37520449,1,Laboratory,Laboratory
104438,1,Laboratory,Laboratory
19702455,1,Procedure,Other Imaging Services
803007,1,Nursing Services,Laboratory
01015171,1,Laboratory,Laboratory
08443,1,Pharmacy,Pharmacy
11503529,1,Supply,Implant/Supply
11501567,1,Supply,Implant/Supply
11501566,1,Supply,Implant/Supply
11501561,1,Supply,Implant/Supply
11501560,1,Supply,Implant/Supply
8 6901,1,Laboratory,Laboratory
460784,1,Laboratory,Laboratory
925149,1,Laboratory,Laboratory
30500047,1,Laboratory,Laboratory
850 8,1,Laboratory,Laboratory
85 84,1,Laboratory,Laboratory
30500042,1,Laboratory,Laboratory
30500043,1,Laboratory,Laboratory
30500040,1,Laboratory,Laboratory
83001459,1,Laboratory,Laboratory
82903,1,Laboratory,Laboratory
30020009,1,Laboratory,Laboratory
14745212,1,Plan Benefit,Pharmacy
61112SO,1,Pharmacy,Pharmacy
760300012,1,Nursing Services,Laboratory
SO 74,1,Laboratory,Laboratory
74241,1,Radiology,Radiology
01445766,1,Pharmacy,Pharmacy
8005J,1,Laboratory,Laboratory
4360003,1,Laboratory,Laboratory
86402006,1,PT / OT / Speech Therapy,PT/OT/Speech
21060,1,Laboratory,Laboratory
324000001,1,Radiology,Radiology
02270,1,Pharmacy,Drugs Requiring Specific Identification
1.0094640,1,Respiratory Therapy,Respiratory Services
736009,1,Nursing Services,Respiratory Services
14375002,1,Supply,Pharmacy
03256,1,Pharmacy,Pharmacy
117807,1,Laboratory,Laboratory
31544794,1,Supply,Implant/Supply
01515,1,Laboratory,Laboratory
104433,1,Laboratory,Laboratory
93225,1,Monitoring,EKG/ECG/EEG
10002004,1,Monitoring,Cardiology
85868400,1,Supply,Implant/Supply
JO370,1,Laboratory,Pharmacy
A92 70GY,1,Pharmacy,Pharmacy
23CO,1,Laboratory,Laboratory
01413897,1,Pharmacy,Pharmacy
32248,1,Laboratory,Laboratory
86078,1,Nursing Services,Laboratory
3751740,1,PT / OT / Speech Therapy,PT/OT/Speech
B3195G9,1,Laboratory,Laboratory
14465222,1,Pharmacy,Pharmacy
4275058,1,Laboratory,Laboratory
01461177,1,Pharmacy,Pharmacy
37500009,1,Laboratory,Laboratory
01462472,1,Pharmacy,Pharmacy
037798,1,Laboratory,Laboratory
454G0557,1,Monitoring,Respiratory Services
8294 7,1,Monitoring,Laboratory
829O2,1,Monitoring,Laboratory
01433812,1,Pharmacy,Pharmacy
86825,1,Laboratory,Laboratory
124507712,1,Pharmacy,Pharmacy
11501565,1,Supply,Implant/Supply
9002264,1,Laboratory,Laboratory
13253252,1,Pharmacy,Pharmacy
11774052,1,Pharmacy,Pharmacy
250947,1,Respiratory Therapy,Implant/Supply
84030,1,Laboratory,Laboratory
43603215,1,Laboratory,Laboratory
"12869893
7",1,Pharmacy,Pharmacy
82S30,1,Laboratory,Laboratory
01B932,1,Pharmacy,Drugs Requiring Specific Identification
01481591,1,Pharmacy,Pharmacy
"12786641
0",1,Pharmacy,Pharmacy
11502542,1,Supply,Implant/Supply
301000200,1,Laboratory,Laboratory
10002800,1,Pharmacy,Pharmacy
01481608,1,Pharmacy,Pharmacy
301000204,1,Laboratory,Laboratory
11505603,1,Supply,Implant/Supply
11505244,1,Supply,Implant/Supply
11505245,1,Supply,Implant/Supply
115014,1,Laboratory,Laboratory
63529001,1,Laboratory,Laboratory
016442,1,Pharmacy,Pharmacy
017897,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
121451383,1,Pharmacy,Pharmacy
H3200093'HC,1,Radiology,Radiology
01447333,1,Pharmacy,Pharmacy
82 607,1,Laboratory,Laboratory
30100060,1,Laboratory,Laboratory
86403002,1,PT / OT / Speech Therapy,PT/OT/Speech
01130442,1,Laboratory,Laboratory
30100018,1,Laboratory,Laboratory
84 32,1,Laboratory,Laboratory
00175,1,Supply,Implant/Supply
33512806,1,Pharmacy,Drugs Requiring Specific Identification
03910002,1,Laboratory,Laboratory
810212,1,Laboratory,Laboratory
117608,1,Laboratory,Laboratory
TB499,1,Pharmacy,Pharmacy
117603,1,Laboratory,Laboratory
J5610,1,Laboratory,Laboratory
JO 690,1,Pharmacy,Drugs Requiring Specific Identification
35379,1,Laboratory,Laboratory
8127612,1,Laboratory,Laboratory
65027,1,Laboratory,Laboratory
40214249,1,Laboratory,Laboratory
986850,1,Laboratory,Laboratory
82297,1,Laboratory,Laboratory
OEC15056,1,Laboratory,Laboratory
4102550,1,Laboratory,Laboratory
4779191,1,Laboratory,Laboratory
7370CC323,1,Respiratory Therapy,Implant/Supply
1602179,1,Pharmacy,Drugs Requiring Specific Identification
86Y01,1,Laboratory,Laboratory
65803,1,Laboratory,Laboratory
4109009,1,Nursing Services,Laboratory
7.31002608E8,1,Pharmacy,Pharmacy
9711 GGP,1,PT / OT / Speech Therapy,PT/OT/Speech
93620,1,Cardiology,Cardiology
84478 (CPT®),1,Laboratory,Laboratory
3002073,1,Laboratory,Laboratory
41860891,1,Supply,Implant/Supply
064174,1,Pharmacy,Drugs Requiring Specific Identification
27001334,1,Respiratory Therapy,Implant/Supply
63056001,1,Laboratory,Laboratory
1.0087077,1,Laboratory,Laboratory
22009151,1,Laboratory,Laboratory
00007,1,Respiratory Therapy,Respiratory Services
7.61000333E8,1,Monitoring,Laboratory
01642,1,Diluent / Flush / Irrigant,Pharmacy
03970016,1,Laboratory,Laboratory
306000054,1,Laboratory,Laboratory
11502608,1,Supply,Implant/Supply
00008,1,Respiratory Therapy,Respiratory Services
26532,1,Pharmacy,Pharmacy
86140.0,1,Laboratory,Laboratory
"12779508
4",1,Pharmacy,Pharmacy
14949012,1,Pharmacy,Pharmacy
5657701,1,Pharmacy,Pharmacy
124432493,1,Pharmacy,Pharmacy
431959,1,Diluent / Flush / Irrigant,Implant/Supply
80000027,1,Laboratory,Laboratory
5170516,1,Capital Equipment,Implant/Supply
63028003,1,Laboratory,Laboratory
460778,1,Laboratory,Laboratory
J301O,1,Pharmacy,Pharmacy
80001695,1,Laboratory,Laboratory
016493,1,Laboratory,Laboratory
30013912,1,Laboratory,Laboratory
016492,1,Laboratory,Laboratory
60052770,1,Laboratory,Laboratory
00366,1,Nursing Services,Laboratory
J4134,1,Laboratory,Laboratory
37000007,1,OR / Anesthesia / Recovery Room,Anesthesia
3016086,1,Laboratory,Laboratory
"12976582
2",1,Pharmacy,Pharmacy
A4371,1,Supply,Implant/Supply
2580001,1,Pharmacy,Pharmacy
69971002,1,Laboratory,Laboratory
017470,1,Pharmacy,Drugs Requiring Specific Identification
22007145,1,Laboratory,Laboratory
344047,1,Laboratory,Laboratory
9200048,1,Nursing Services,Other Diagnostic Services
02704,1,Pharmacy,Drugs Requiring Specific Identification
93325.0,1,Cardiology,Cardiology
37000006,1,OR / Anesthesia / Recovery Room,Anesthesia
06827205,1,Laboratory,Laboratory
400029177,1,Supply,Implant/Supply
63605,1,Laboratory,Laboratory
04B420,1,Pharmacy,Drugs Requiring Specific Identification
5108€0,1,Monitoring,Laboratory
415757,1,Implant,Implant/Supply
43602572,1,Laboratory,Laboratory
30183615,1,Laboratory,Laboratory
8C069,1,Laboratory,Laboratory
"12771652
0",1,Pharmacy,Pharmacy
01482591,1,Pharmacy,Pharmacy
22001655,1,Laboratory,Laboratory
067856,1,Pharmacy,Drugs Requiring Specific Identification
3641J,1,Nursing Services,Laboratory
86202322,1,Laboratory,Laboratory
31555618,1,Supply,Implant/Supply
419335,1,Laboratory,Laboratory
0J3370,1,Pharmacy,Drugs Requiring Specific Identification
1502115,1,Room and Board,Room & Board
124237490,1,Supply,Pharmacy
J0885,1,Pharmacy,Drugs Requiring Specific Identification
37070,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
116261,1,Radiology,Radiology
01481954,1,Pharmacy,Pharmacy
58739,1,Pharmacy,Drugs Requiring Specific Identification
65016001,1,Laboratory,Laboratory
77020162,1,Supply,Implant/Supply
P4295,1,Laboratory,Laboratory
63000002.HC,1,Monitoring,Laboratory
E4134,1,Laboratory,Laboratory
87046,1,Laboratory,Laboratory
27407206,1,Laboratory,Laboratory
01484355,1,Pharmacy,Pharmacy
640571,1,Pharmacy,Drugs Requiring Specific Identification
512090,1,Laboratory,EKG/ECG/EEG
4438628,1,Laboratory,Laboratory
4438629,1,Laboratory,Laboratory
23910002,1,Laboratory,Laboratory
07120,1,Pharmacy,Drugs Requiring Specific Identification
30100121,1,Laboratory,Laboratory
92 0,1,Laboratory,Laboratory
11504703,1,Supply,Implant/Supply
84 00,1,Laboratory,Laboratory
0090050300,1,Nursing Services,Laboratory
J7813,1,Pharmacy,Pharmacy
A4624,1,Supply,Implant/Supply
34259,1,Laboratory,Laboratory
FT.4216,1,Diluent / Flush / Irrigant,Pharmacy
J 650,1,Pharmacy,Pharmacy
30600035,1,Laboratory,Laboratory
"12852242
5",1,Pharmacy,Pharmacy
01121078,1,Laboratory,Laboratory
7257210,1,Laboratory,Laboratory
1481641,1,Pharmacy,Pharmacy
85827,1,Laboratory,Laboratory
03826500,1,Nursing Services,Emergency Room
_UU5,1,Laboratory,Laboratory
96850,1,Laboratory,Laboratory
"13001604
2",1,Pharmacy,Pharmacy
400291,1,Diluent / Flush / Irrigant,Pharmacy
J225Q,1,Pharmacy,Drugs Requiring Specific Identification
5420172,1,Supply,Implant/Supply
15030001,1,Pharmacy,IV Therapy
41302133,1,Capital Equipment,Implant/Supply
S0090,1,Plan Benefit,Pharmacy
63733002,1,Laboratory,Laboratory
8900157,1,PT / OT / Speech Therapy,PT/OT/Speech
05059,1,Laboratory,Laboratory
71010 (CPT®),1,Radiology,Radiology
01612437,1,Supply,Implant/Supply
26000000,1,Pharmacy,Drugs Requiring Specific Identification
11500559,1,Supply,Implant/Supply
HMM 12,1,Supply,Pharmacy
2019990,1,Supply,Implant/Supply
36000701,1,Procedure,OR Services
13256042,1,Pharmacy,Pharmacy
800000708,1,Laboratory,Laboratory
22008,1,Laboratory,Laboratory
01482111,1,Pharmacy,Pharmacy
63700301,1,Pharmacy,Drugs Requiring Specific Identification
01615,1,Laboratory,Laboratory
"12771650
3",1,Pharmacy,Pharmacy
33676,1,Supply,Implant/Supply
LB071305,1,Laboratory,Laboratory
01025032,1,Monitoring,Laboratory
11940,1,Pharmacy,Drugs Requiring Specific Identification
58700097,1,Laboratory,Laboratory
45450830,1,Nursing Services,Respiratory Services
490028,1,Procedure,OR Services
"12998242
3",1,Diluent / Flush / Irrigant,Pharmacy
90 4 68,1,Nursing Services,Laboratory
11512078,1,Supply,Implant/Supply
85730.0,1,Laboratory,Laboratory
90 4 66,1,Nursing Services,Laboratory
37500283,1,Laboratory,Laboratory
11512072,1,Supply,Implant/Supply
03156072,1,Procedure,Audiology
HCERR13010003,1,Monitoring,Laboratory
411002,1,Monitoring,Laboratory
"13019802
2",1,Pharmacy,Pharmacy
7.31012604E8,1,Pharmacy,Pharmacy
122971207,1,Pharmacy,Pharmacy
01701044,1,Radiology,Radiology
7901004,1,PT / OT / Speech Therapy,PT/OT/Speech
50116755,1,OR / Anesthesia / Recovery Room,OR Services
80078,1,Laboratory,Laboratory
34 34,1,Laboratory,Laboratory
01462708,1,Diluent / Flush / Irrigant,Pharmacy
63000022,1,Laboratory,Laboratory
2990004,1,Diluent / Flush / Irrigant,Pharmacy
11512851,1,Supply,Implant/Supply
11512850,1,Supply,Implant/Supply
454077,1,Respiratory Therapy,Implant/Supply
42000024,1,PT / OT / Speech Therapy,PT/OT/Speech
8319410,1,Laboratory,Laboratory
301000425,1,Laboratory,Laboratory
20792,1,Supply,Implant/Supply
A0270,1,Pharmacy,Pharmacy
77076415,1,Supply,Implant/Supply
2027000,1,Laboratory,Laboratory
05610,1,Laboratory,Laboratory
03735,1,Laboratory,Laboratory
11503873,1,Supply,Implant/Supply
829 62,1,Monitoring,Laboratory
11177002,1,Pharmacy,Pharmacy
301203508,1,Monitoring,Laboratory
25000015,1,Pharmacy,Implant/Supply
03 B248,1,Pharmacy,Drugs Requiring Specific Identification
25000014,1,Pharmacy,Implant/Supply
03910020,1,Laboratory,Laboratory
92S26GN,1,PT / OT / Speech Therapy,PT/OT/Speech
60039910,1,Nursing Services,Blood
95087029,1,Supply,Implant/Supply
80075,1,Laboratory,Laboratory
45810000,1,Room and Board,Room & Board
9000188,1,Respiratory Therapy,Respiratory Services
42497001,1,PT / OT / Speech Therapy,PT/OT/Speech
140000046,1,Room and Board,Intensive Care
60039710,1,Laboratory,Laboratory
43602754,1,Laboratory,Laboratory
016049,1,Pharmacy,Pharmacy
485707,1,Supply,Implant/Supply
82 330,1,Laboratory,Laboratory
80000214,1,Laboratory,Laboratory
11158002,1,Pharmacy,Pharmacy
800148,1,Laboratory,Laboratory
"12878983
6",1,Diluent / Flush / Irrigant,Pharmacy
80084132,1,Laboratory,Laboratory
58700147,1,Monitoring,Laboratory
31549009,1,Capital Equipment,Implant/Supply
86810007,1,PT / OT / Speech Therapy,PT/OT/Speech
500001186,1,OR / Anesthesia / Recovery Room,Anesthesia
03416244,1,Respiratory Therapy,Respiratory Services
500001185,1,OR / Anesthesia / Recovery Room,Anesthesia
01445402-,1,Pharmacy,Pharmacy
87102.0,1,Laboratory,Laboratory
30010004,1,Nursing Services,Laboratory
15379,1,Laboratory,Laboratory
"13036681
9",1,Diluent / Flush / Irrigant,Pharmacy
11506920,1,Supply,Implant/Supply
11506921,1,Supply,Implant/Supply
"13011787
1",1,Pharmacy,Pharmacy
85320117,1,Laboratory,Laboratory
89298000,1,Education / Training,Implant/Supply
JL 650,1,Pharmacy,Drugs Requiring Specific Identification
320846,1,PT / OT / Speech Therapy,PT/OT/Speech
04 06,1,Laboratory,Laboratory
305000064,1,Laboratory,Laboratory
8?735,1,Laboratory,Laboratory
04152,1,Laboratory,Laboratory
11505294,1,Supply,Implant/Supply
00034,1,Laboratory,Laboratory
0143570C,1,Diluent / Flush / Irrigant,Pharmacy
"12981029
1",1,Pharmacy,Pharmacy
03970029,1,Laboratory,Laboratory
055720,1,Laboratory,Laboratory
43475,1,Pharmacy,Drugs Requiring Specific Identification
33506989,1,Pharmacy,Pharmacy
8004891,1,Laboratory,Laboratory
B5610,1,Laboratory,Laboratory
9.2210405E7,1,Diluent / Flush / Irrigant,Pharmacy
977003,1,PT / OT / Speech Therapy,PT/OT/Speech
8561091,1,Laboratory,Laboratory
869131,1,Supply,Implant/Supply
94440,1,Respiratory Therapy,Respiratory Services
01435703,1,Diluent / Flush / Irrigant,Pharmacy
8 6900,1,Laboratory,Laboratory
32565,1,Laboratory,Laboratory
301203526,1,Monitoring,Laboratory
301203524,1,Monitoring,Laboratory
00038,1,Pharmacy,Pharmacy
LB 9519,1,Laboratory,Laboratory
01435718,1,Pharmacy,Pharmacy
35500,1,Nursing Services,Respiratory Services
JL GSO,1,Pharmacy,Drugs Requiring Specific Identification
27013404,1,Supply,Implant/Supply
8S027,1,Laboratory,Laboratory
62051552,1,Laboratory,Laboratory
86962,1,Monitoring,Laboratory
44216,1,Diluent / Flush / Irrigant,Pharmacy
01519768,1,Laboratory,Laboratory
980050,1,PT / OT / Speech Therapy,PT/OT/Speech
901613,1,Pharmacy,Drugs Requiring Specific Identification
41604014,1,Supply,Implant/Supply
01439710,1,Pharmacy,Pharmacy
005663,1,Pharmacy,Pharmacy
130236722,1,Diluent / Flush / Irrigant,Pharmacy
01481541,1,Plan Benefit,Pharmacy
30001121,1,Laboratory,Laboratory
104 0 92,1,Laboratory,Laboratory
LB 9518,1,Laboratory,Laboratory
92587,1,PT / OT / Speech Therapy,Audiology
86665,1,Laboratory,Laboratory
92586,1,Procedure,Audiology
92585,1,PT / OT / Speech Therapy,Audiology
02 B 092,1,Pharmacy,Drugs Requiring Specific Identification
300366000,1,Nursing Services,Respiratory Services
406531,1,Radiology,Cast/Recovery/Labor Room
H3000001,1,Nursing Services,Laboratory
LOOLL,1,Pharmacy,Drugs Requiring Specific Identification
13995002,1,Plan Benefit,Pharmacy
LB 8022,1,Laboratory,Laboratory
11503262,1,Supply,Implant/Supply
005718,1,Pharmacy,Pharmacy
11503266,1,Supply,Implant/Supply
01136332,1,Laboratory,Laboratory
Z21203T7,1,Laboratory,Laboratory
02001020,1,Radiology,Radiology
.3499,1,Pharmacy,Pharmacy
046100,1,Laboratory,Laboratory
636000001,1,Pharmacy,Drugs Requiring Specific Identification
6211000,1,PT / OT / Speech Therapy,PT/OT/Speech
02412816,1,Pharmacy,Pharmacy
105215369,1,Supply,Implant/Supply
43603316,1,Laboratory,Laboratory
122485182,1,Pharmacy,Pharmacy
01481832,1,Pharmacy,Pharmacy
11505471,1,Supply,Implant/Supply
29B522,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
03370,1,Pharmacy,Pharmacy
13510592,1,Pharmacy,Pharmacy
4740001,1,Radiology,Radiology
440386,1,Laboratory,Laboratory
047733,1,OR / Anesthesia / Recovery Room,OR Services
11506941,1,Supply,Implant/Supply
122337,1,PT / OT / Speech Therapy,PT/OT/Speech
5412640,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
J2354,1,Pharmacy,Pharmacy
30B691,1,Pharmacy,Drugs Requiring Specific Identification
3 6 600,1,Nursing Services,Laboratory
344132,1,Laboratory,Laboratory
01481835,1,Pharmacy,Pharmacy
4438944,1,Laboratory,Laboratory
63500001,1,Pharmacy,Drugs Requiring Specific Identification
C1751,1,Supply,Implant/Supply
4438625,1,Laboratory,Laboratory
67040,1,Laboratory,Laboratory
800000455,1,Laboratory,Laboratory
00926667,1,Laboratory,Laboratory
28300713,1,Radiology,Radiology
2229005,1,Cardiology,Prof Fees
86200276,1,Laboratory,Laboratory
72158,1,Radiology,MRI
300000330,1,Laboratory,Laboratory
01431394,1,Pharmacy,Pharmacy
33512756,1,Pharmacy,Drugs Requiring Specific Identification
30182140,1,Laboratory,Laboratory
50372,1,Capital Equipment,Implant/Supply
90000002,1,Room and Board,Room & Board
21195,1,Laboratory,Laboratory
30100498,1,Laboratory,Laboratory
30600100,1,Laboratory,Laboratory
07802,1,Pharmacy,Drugs Requiring Specific Identification
10001372,1,OR / Anesthesia / Recovery Room,Anesthesia
60038540,1,Blood Products,Blood
30510023,1,Laboratory,Laboratory
30500037,1,Laboratory,Laboratory
22962,1,Monitoring,Laboratory
82139,1,Laboratory,Laboratory
30100279,1,Laboratory,Laboratory
8930274,1,PT / OT / Speech Therapy,PT/OT/Speech
84478.0,1,Laboratory,Laboratory
LB 2880,1,Laboratory,Laboratory
403490,1,Pharmacy,Pharmacy
308742,1,Nursing Services,Laboratory
01446277,1,Pharmacy,Pharmacy
00506535,1,Procedure,Other Diagnostic Services
97110G0,1,PT / OT / Speech Therapy,PT/OT/Speech
LBF 9518,1,Laboratory,Laboratory
122400919,1,Pharmacy,Pharmacy
344253,1,Laboratory,Laboratory
5701760,1,Supply,Implant/Supply
03025024,1,Laboratory,Laboratory
3.7500429E7,1,Laboratory,Laboratory
25105508,1,Supply,Implant/Supply
01410935,1,Pharmacy,Pharmacy
86810004,1,PT / OT / Speech Therapy,PT/OT/Speech
10001371,1,OR / Anesthesia / Recovery Room,Anesthesia
37102,1,Laboratory,Laboratory
62561193,1,Supply,Implant/Supply
8414716,1,Laboratory,Laboratory
40'09 20,1,Laboratory,Laboratory
45400462,1,Monitoring,Respiratory Services
J712D,1,Pharmacy,Drugs Requiring Specific Identification
"12913685
8",1,Diluent / Flush / Irrigant,Pharmacy
JL940,1,Pharmacy,Drugs Requiring Specific Identification
2029336,1,Capital Equipment,Implant/Supply
30100202,1,Laboratory,Laboratory
300869000,1,Laboratory,Laboratory
2.1001E7,1,Room and Board,Coronary Care
11501621,1,Supply,Implant/Supply
3666676,1,Laboratory,Laboratory
11503129,1,Supply,Implant/Supply
856093,1,Laboratory,Laboratory
94250,1,Monitoring,Pulmonary Function
83 73 5,1,Laboratory,Laboratory
8J735,1,Laboratory,Laboratory
80001758,1,Laboratory,Laboratory
LB 6244,1,Laboratory,Laboratory
10800027,1,Laboratory,Laboratory
"12951059
6",1,Diluent / Flush / Irrigant,Pharmacy
16593,1,Laboratory,Laboratory
036898,1,Laboratory,Laboratory
11034272,1,Pharmacy,Pharmacy
51651000,1,Supply,Implant/Supply
007725,1,Pharmacy,Drugs Requiring Specific Identification
10676448,1,Supply,Pharmacy
63901000,1,Laboratory,Laboratory
27401000,1,Laboratory,Laboratory
8 0 053,1,Laboratory,Laboratory
31504624,1,Supply,Implant/Supply
10676445,1,Pharmacy,Pharmacy
02113124,1,Supply,Radiology
30100178,1,Laboratory,Laboratory
P 9012,1,Blood Products,Blood
902551,1,Laboratory,Laboratory
83100008,1,Laboratory,Laboratory
80084295,1,Laboratory,Laboratory
39259007,1,PT / OT / Speech Therapy,PT/OT/Speech
99864044,1,Pharmacy,Pharmacy
01474469,1,Pharmacy,Pharmacy
01548,1,Laboratory,Laboratory
01482589,1,Pharmacy,Pharmacy
8502'',1,Laboratory,Laboratory
85004,1,Laboratory,Laboratory
23910010,1,Laboratory,Laboratory
"12852552
9",1,Pharmacy,Pharmacy
03930,1,Pharmacy,Drugs Requiring Specific Identification
"13025154
4",1,Pharmacy,Pharmacy
E037S,1,Capital Equipment,Implant/Supply
01015049,1,Laboratory,Laboratory
3.7500175E7,1,Monitoring,Laboratory
87184,1,Laboratory,Implant/Supply
8278459,1,Laboratory,Laboratory
01412816,1,Pharmacy,Pharmacy
01900059,1,Professional Fee,MRI
04262,1,Laboratory,Laboratory
SOLNJ1940,1,Pharmacy,Drugs Requiring Specific Identification
30184520,1,Laboratory,Laboratory
86 32,1,Laboratory,Laboratory
58000020,1,Room and Board,Intensive Care
676999,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
E0372,1,Capital Equipment,Implant/Supply
41B04014,1,Supply,Implant/Supply
"12981032
4",1,Pharmacy,Pharmacy
810101,1,Cardiology,EKG/ECG/EEG
99640,1,Respiratory Therapy,Respiratory Services
86580,1,Laboratory,Laboratory
J11642,1,Diluent / Flush / Irrigant,Pharmacy
003350,1,Pharmacy,Drugs Requiring Specific Identification
5170257,1,Supply,Implant/Supply
30100130,1,Laboratory,Laboratory
30100131,1,Laboratory,Laboratory
01466291,1,Pharmacy,Pharmacy
102 019,1,Laboratory,Laboratory
60075320,1,Laboratory,Laboratory
075514,1,Laboratory,Laboratory
71000007,1,OR / Anesthesia / Recovery Room,Cast/Recovery/Labor Room
30133700,1,Laboratory,Laboratory
737000679,1,Monitoring,Pulmonary Function
30132330,1,Laboratory,Laboratory
E1024637,1,Laboratory,Laboratory
37060,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
23910014,1,Professional Fee,Laboratory
01482361,1,OR / Anesthesia / Recovery Room,Pharmacy
30100005,1,Laboratory,Laboratory
30100002,1,Laboratory,Laboratory
95087045,1,Supply,Implant/Supply
14745252,1,Plan Benefit,Pharmacy
