,cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
1916,SODIUM BICARBONATE 1 MEQ/ML SOLN 50 ML VIAL,sodium_bicarbonate 1_meq/ml solution 50_ml vial,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.78,1,Pharmacy,0.942316521917,1,Pharmacy,0.993620081953,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.911484150968
1917,SODIUM BICARBONATE 325MG TAB,sodium_bicarbonate 325 mg tablet,Pharmacy,Pharmacy,0.95,1,Pharmacy,0.88,1,Pharmacy,0.980569201583,1,Pharmacy,0.999217315322,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952446629226
1918,SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.783841957086,1,Diluent / Flush / Irrigant,0.994152086927,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.854498511003
1919,SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.89,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.845995928996
1920,SODIUM CHL QUAD 4MEQ/1ML PED,sodium chloride quad 4_meq/1_ml pediatric,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.67,1,Pharmacy,0.789411266014,1,Pharmacy,0.950046272847,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.802364384715
1921,SODIUM CHLOR,sodium chloride,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.783841957086,1,Diluent / Flush / Irrigant,0.994152086927,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916998511003
1922,SODIUM CHLOR,sodium chloride,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908495928996
1923,SODIUM CHLORIDE 0.,sodium chloride 0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915995928996
1924,SODIUM CHLORIDE 0.45% SOLP,sodium_chloride 0.45% solution,Pharmacy,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.91,1,Pharmacy,0.606465131912,0,Pharmacy,0.805147670574,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4675
1925,SODIUM CHLORIDE 0.9 % SO,sodium chloride 0.9%,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935995928996
1926,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.852734545939,1,Diluent / Flush / Irrigant,0.993530454816,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.939066250189
1927,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.909267133427,1,Diluent / Flush / Irrigant,0.992338768249,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952901475419
1928,SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT,sodium_chloride 0.9% solution 100_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.839927333581,1,Diluent / Flush / Irrigant,0.986144966269,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934018074963
1929,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.783841957086,1,Diluent / Flush / Irrigant,0.994152086927,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924498511003
1930,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.615417823587,1,Diluent / Flush / Irrigant,0.962674716467,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.874523135014
1931,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.708896588522,1,Diluent / Flush / Irrigant,0.975965115964,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.901215426122
1932,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.759939664223,1,Diluent / Flush / Irrigant,0.984044051762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915995928996
1933,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.926919069294,1,Diluent / Flush / Irrigant,0.999704401838,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954155867783
1934,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.914872157609,1,Diluent / Flush / Irrigant,0.999204166645,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.951019081063
1935,SODIUM CHLORIDE 0.9% 250ML 0264 7800 20,sodium_chloride 0.9% 250 ml 0264 7800 20,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.85,1,Pharmacy,0.496274990422,0,Diluent / Flush / Irrigant,0.524974783953,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, DeepNN",0.768324927984
1936,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.809024122801,1,Diluent / Flush / Irrigant,0.997817752068,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.939210468717
1937,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.787382413166,1,Diluent / Flush / Irrigant,0.993817888954,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93280007553
1938,SODIUM CHLORIDE 0.9% SOLN HPH0 0000 30,sodium chloride 0.9% solution hph0 0 30,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.75,1,Diluent / Flush / Irrigant,0.812421288127,1,Diluent / Flush / Irrigant,0.980226481947,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860661942518
1939,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.920543178365,1,Diluent / Flush / Irrigant,0.99887579039,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979854742189
1940,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.894115417455,1,Diluent / Flush / Irrigant,0.998304876081,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973105073384
1941,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.910570763385,1,Diluent / Flush / Irrigant,0.998281786995,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.977213137595
1942,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.770359758917,1,Diluent / Flush / Irrigant,0.97050106529,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.895215206052
1943,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.783845856807,1,Diluent / Flush / Irrigant,0.988630750767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943119151894
1944,SODIUM CHLORIDE 3% NEBULE,sodium_chloride 3% nebulizer,Supply,Supply,0.97,1,Supply,0.91,1,Supply,0.431401276137,1,Supply,0.835970581761,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.786842964474
1945,SODIUM CHLORIDE 7% INAHL SOL,sodium_chloride 7% inhalation solution,Supply,Supply,1.0,1,Supply,1.0,1,Diluent / Flush / Irrigant,0.544955746609,0,Supply,0.438562249064,1,Supply,"Jaro, DLevenshtein, DeepNN",0.812854083021
1946,SODIUM HYALURONATE 10 MG/ML 10 SOLN,sodium hyaluronate 10 mg ml 10 solution,Pharmacy,Pharmacy,0.79,1,Pharmacy,0.63,1,Pharmacy,0.982109116505,1,Pharmacy,0.996123054178,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.849558042671
1947,SODIUM POC ,sodium point_of_care,Monitoring,Monitoring,1.0,1,Monitoring,1.0,1,Monitoring,0.926743726015,1,Monitoring,0.999473224316,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981554237583
1948,SODIUM POLYSTYRENE 30 GRAM,sodium polystyrene 30 gram,Pharmacy,Laboratory,0.75,0,Pharmacy,0.44,1,Pharmacy,0.590718897141,1,Pharmacy,0.653712337489,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.56147707821
1949,SODIUM RANDOM URINE,sodium random urine,Laboratory,Laboratory,0.85,1,Laboratory,0.78,1,Laboratory,0.943429343575,1,Laboratory,0.999650147502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893269872769
1950,SODIUM URINE ,sodium urine,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.902545002627,1,Laboratory,0.998732393472,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975319349025
1951,SOL NACL 0.9 IRR 1L BTL CA1,solution sodium_chloride 0.9 irrigation 1 liter bottle ca1,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.900849117403,1,Diluent / Flush / Irrigant,0.998793859634,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.872410744259
1952,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.909618374893,1,Diluent / Flush / Irrigant,0.996427545523,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.911511480104
1953,SOLIFENACIN SUCCINATE 5 MG PO TABS,solifenacin succinate 5 mg by_mouth tablets,Pharmacy,Pharmacy,0.76,1,Pharmacy,0.48,1,Pharmacy,0.985278618867,1,Pharmacy,0.999267133268,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.806136438034
1954,SPCH THERAPY INDIV,speech therapy individual,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.56,1,PT / OT / Speech Therapy,0.884632641806,1,PT / OT / Speech Therapy,0.999797784994,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.8061076067
1955,SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except micro,Laboratory,Laboratory,0.7,1,Laboratory,0.33,1,Laboratory,0.930681853093,1,Laboratory,0.99708678579,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.739442159721
1956,SPECIMEN PROCUREMENT ARTERIAL RC,specimen procurement arterial respiratory_care,Nursing Services,Supply,0.78,0,Supply,0.41,0,Nursing Services,0.580779424865,1,Nursing Services,0.940883195439,1,Nursing Services,"Logistic_OvR, DeepNN",0.380415655076
1957,SPECTROPHOTOMETRY ANALYTE NES,spectrophotometry analyte nes,Laboratory,Supply,0.74,0,Laboratory,0.44,1,Laboratory,0.945365798391,1,Laboratory,0.998068935447,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.794478244613
1958,SPINE LUMBOSACRA 2 OR 3,spine lumbosacral 2 3,Radiology,Supply,0.7,0,Supply,0.37,0,Radiology,0.749135102799,1,Radiology,0.982862846682,1,Radiology,"Logistic_OvR, DeepNN",0.43299948737
1959,SPIRONOLACTONE 100MG TAB U,spironolactone 100 mg tablet u adapt,Pharmacy,Pharmacy,0.91,1,Pharmacy,0.83,1,Pharmacy,0.979659524993,1,Pharmacy,0.995301408884,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.928740233469
1960,SPLIT LEUKOREDUCED PACK CELLS,split leukoreduced pack cells,Blood Products,Blood Products,0.76,1,Blood Products,0.5,1,Blood Products,0.816170868137,1,Blood Products,0.997039856878,1,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.768302681254
1961,SPLITTING OF BLOOD EACH UNIT,splitting blood unit,Blood Products,Blood Products,0.81,1,Blood Products,0.67,1,Blood Products,0.842785035446,1,Blood Products,0.996944013097,1,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.829932262136
1962,SPONGE IV 2X2 STR 6 PLY CA7,sponge intravenous 2x2 sterile 6 ply ca7,Supply,Supply,0.97,1,Supply,0.95,1,Supply,0.766683210758,1,Supply,0.799036895357,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.871430026529
1963,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,Supply,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.938086902675,1,Supply,0.999870630884,1,Supply,"Logistic_OvR, DeepNN",0.48448938339
1964,STANDARD TRIFURCATED TUBING,standard trifurcated tubing,Supply,Capital Equipment,0.75,0,Supply,0.52,1,Supply,0.973883416232,1,Supply,0.999203866305,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.831029094179
1965,STAPLER EXTRACTOR,stapler extractor,Supply,Supply,0.74,1,Supply,0.47,1,Supply,0.935340902733,1,Supply,0.99453004571,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.784967737111
1966,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,Supply,Supply,0.8,1,Supply,0.44,1,Supply,0.495195121181,1,Implant,0.887025689658,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.578398373727
1967,STAPLER RELOAD LINEAR PROX,stapler reload linear proximate,Supply,Supply,0.74,1,Supply,0.43,1,Supply,0.798124936552,1,Supply,0.890197934808,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.71458071784
1968,STAPLER SKIN 35 WIDE ,stapler skin 35 wide,Supply,Supply,1.0,1,Supply,1.0,1,Supply,0.940185136856,1,Supply,0.998941424517,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.984781640343
1969,STATLOCK CATHETER SECUREDEVICE,statlock catheter securedevice,Supply,Supply,0.72,1,Supply,0.43,1,Supply,0.947506867845,1,Supply,0.999919789745,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.774356664397
1970,STENT ICAST COVERED 7X59X80 85405,stent icast covered 7x59x80 85405,Implant,Supply,0.71,1,Supply,0.41,1,Supply,0.832682195699,1,Supply,0.841468159313,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.698537588753
1971,STERILE WATER 1000ML,sterile water 1000_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.929562666645,1,Diluent / Flush / Irrigant,0.999932477605,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.982373786062
1972,STERILE WATER FOR IRRIG 250ML,sterile water irrigation 250_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.976628980796,1,Diluent / Flush / Irrigant,0.99999840713,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904156846982
1973,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.56,1,Diluent / Flush / Irrigant,0.632824597833,1,Diluent / Flush / Irrigant,0.996467536085,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.75482303348
1974,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.56,1,Diluent / Flush / Irrigant,0.824945892813,1,Diluent / Flush / Irrigant,0.999064917406,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.803502702555
1975,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.97869911438,1,Diluent / Flush / Irrigant,0.999984533817,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.887170912049
1976,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.867164672018,1,Diluent / Flush / Irrigant,0.99981016741,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.859243709857
1977,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.971717665515,1,Diluent / Flush / Irrigant,0.99997203319,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885422424676
1978,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.68,1,Diluent / Flush / Irrigant,0.744819386888,1,Diluent / Flush / Irrigant,0.994630983926,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.819862592704
1979,STETHOSCOPE DISPOSABLE,stethoscope disposable,Supply,Supply,0.84,1,Supply,0.57,1,Supply,0.97633569442,1,Supply,0.999303326525,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.846409755236
1980,STOCK ANTIEMB KN LG REG LF,stocking anti_embolism knee large regular lf,Supply,Supply,0.9,1,Supply,0.9,1,Supply,0.964205600626,1,Supply,0.999269907472,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.940868877024
1981,STOPCOCK IV 3WY MLL,stopcock intravenous 3 way leur lock,Supply,Supply,0.87,1,Supply,0.63,1,Supply,0.916872500115,1,Supply,0.995954179995,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853206670028
1982,STOPCOCK IV 3WY MLL,stopcock intravenous 3 way leur lock,Supply,Supply,0.87,1,Supply,0.63,1,Supply,0.760116092208,1,Supply,0.808545947881,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.767165510022
1983,STRIP SKN CLSR STRSTRP L3INXW1,strip skin closure steristrip length 3 inches width 1,Supply,Supply,0.97,1,Supply,0.96,1,Supply,0.95113404082,1,Supply,0.99999641258,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97028261335
1984,SUCCINYL ACETONE URINE,succinyl acetone urine,Laboratory,Pharmacy,0.76,0,Pharmacy,0.48,0,Laboratory,0.974340369481,1,Laboratory,0.999627191736,1,Laboratory,"Logistic_OvR, DeepNN",0.493491890304
1985,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,Pharmacy,Pharmacy,0.83,1,Pharmacy,0.71,1,Pharmacy,0.970726502535,1,Pharmacy,0.999516933391,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.877560858982
1986,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,Pharmacy,Pharmacy,0.83,1,Pharmacy,0.71,1,Pharmacy,0.975245489973,1,Pharmacy,0.99952892867,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878693604661
1987,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,Pharmacy,Pharmacy,0.9,1,Pharmacy,0.79,1,Pharmacy,0.984382697796,1,Pharmacy,0.998290738251,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.918168359012
1988,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,Pharmacy,Pharmacy,0.9,1,Pharmacy,0.79,1,Pharmacy,0.98411931007,1,Pharmacy,0.99707515587,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917798616485
1989,SUCT SYS CLSD NEO/PEDS ELBO,suction system closed neonatal pediatrics elbow,Supply,Supply,0.72,1,Supply,0.48,1,Supply,0.947009317051,1,Supply,0.999907479758,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.786729199202
1990,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,Supply,Supply,0.72,1,Supply,0.43,1,Supply,0.630608687416,1,Supply,0.657363601414,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.609493072208
1991,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,Supply,Supply,0.72,0,Supply,0.43,0,Respiratory Therapy,0.564119629226,1,Respiratory Therapy,0.988935201996,1,Respiratory Therapy,"Logistic_OvR, DeepNN",0.388263707805
1992,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,Supply,Supply,0.72,0,Supply,0.43,0,Respiratory Therapy,0.576388522849,1,Respiratory Therapy,0.939834792641,1,Respiratory Therapy,"Logistic_OvR, DeepNN",0.379055828872
1993,SUCTION SUPPLIES,suction supplies,Supply,Respiratory Therapy,0.78,0,Supply,0.76,1,Supply,0.900148982854,1,Supply,0.999483185163,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.886544056006
1994,SULFAMETHOXAZOLE TRIMETHOPRIM 80 16 MG/ML SOLN,sulfamethoxazole trimethoprim 80 16_mg/ml solution,Pharmacy,Pharmacy,0.72,1,Pharmacy,0.41,1,Pharmacy,0.980165077723,1,Pharmacy,0.999519594915,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.77742116816
1995,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,Respiratory Therapy,Supply,0.73,1,Laboratory,0.42,0,Supply,0.932333599067,1,Supply,0.996084414037,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.886139337701
1996,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,Respiratory Therapy,Supply,0.73,1,Laboratory,0.42,0,Supply,0.773659237861,1,Supply,0.797420168585,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.767026468815
1997,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,Respiratory Therapy,Supply,0.73,1,Laboratory,0.42,0,Supply,0.685773646181,1,Supply,0.851537779978,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.755770475386
1998,SURG LEVEL II ADD 30 MIN,surgery level ii additional minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.91,1,OR / Anesthesia / Recovery Room,0.95,1,OR / Anesthesia / Recovery Room,0.924822795048,1,OR / Anesthesia / Recovery Room,0.999999977811,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946205693215
