,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2386,SODIUM CHLORIDE 0.9%,sodium chloride 0.9%,"(-10, 0]",Diluent / Flush / Irrigant,Supply,Pharmacy,253.0,24.9011857708,21.3438735178,Diluent / Flush / Irrigant,0.98,1,Diluent / Flush / Irrigant,0.94,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.977380646102,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954345161526
2387,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2388,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2389,SODIUM CHLORIDE 0.9% 100ML IV,sodium chloride 0.9% 100_ml intravenous,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.97,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.939999433447,1,Diluent / Flush / Irrigant,0.999975246436,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.957493669971
2390,SODIUM CHLORIDE 0.9% 250ML 0264 7800 20,sodium_chloride 0.9% 250 ml 0264 7800 20,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.96,1,Pharmacy,0.538888367118,0,Pharmacy,0.645624719741,0,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",0.4725
2391,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.99835681842,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.977089204605
2392,SODIUM CHLORIDE 0.9% 25ML,sodium chloride 0.9% 25_ml,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,0.99,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.99835681842,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.977089204605
2393,SODIUM CHLORIDE 0.9% SOLN HPH0 0000 30,sodium chloride 0.9% solution hph0 0 30,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.994363334693,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.946090833673
2394,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2395,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2396,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2397,SODIUM CHLORIDE 0.9% SOLP 50 ML BAG,sodium_chloride 0.9% solution 50_ml bag,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.921317053979,1,Diluent / Flush / Irrigant,0.999547630767,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980216171187
2398,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968885899031
2399,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968885899031
2400,SODIUM CHLORIDE 0.9% SYRG,sodium chloride 0.9% syringe,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.995543596123,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968885899031
2401,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989623421589
2402,SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE,sodium chloride 0.9% syringe 10_ml syringe,"(40, 60]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998493686358,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989623421589
2403,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.88,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2404,SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT,sodium chloride 3% nebulizer 15_ml plastic container,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.88,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.556408126669,1,Supply,0.611817468512,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.68274186506
2405,SODIUM CHLORIDE 3% NEBULE,sodium_chloride 3% nebulizer,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.97,1,Supply,0.91,1,Supply,0.594202122867,1,Supply,0.568717761464,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.760729971083
2406,SODIUM CHLORIDE 7% INAHL SOL,sodium_chloride 7% inhalation solution,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,1.0,1,Supply,1.0,1,Diluent / Flush / Irrigant,0.535094791059,0,Diluent / Flush / Irrigant,0.654993928686,0,Supply,"Jaro, DLevenshtein",0.5
2407,SODIUM CHLORIDE PF 3% NEBU 4 ML PLAS CONT,sodium chloride partial_fill 3% nebulizer 4_ml plastic container,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.87,1,Diluent / Flush / Irrigant,0.88,0,Supply,0.76,1,Respiratory Therapy,0.500953953143,0,Supply,"Jaro, Logistic_OvR",0.4075
2408,SODIUM HYALURONATE 10 MG/ML 10 SOLN,sodium hyaluronate 10 mg ml 10 solution,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.79,1,Pharmacy,0.88,1,Pharmacy,0.987322294629,1,Pharmacy,0.999535625792,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.914214480105
2409,SODIUM POC ,sodium point_of_care,"(60, 100]",Monitoring,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Monitoring,1.0,1,Monitoring,1.0,1,Monitoring,0.907125916969,1,Monitoring,0.999596794672,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.97668067791
2410,SODIUM POLYSTYRENE 30 GRAM,sodium polystyrene 30 gram,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.75,0,Pharmacy,0.44,1,Pharmacy,0.573664633162,1,Pharmacy,0.721106321924,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.578256985028
2411,SODIUM RANDOM URINE,sodium random urine,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.930960142352
2412,SODIUM RANDOM URINE,sodium random urine,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.943842418935,1,Laboratory,0.999998150475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.930960142352
2413,SODIUM URINE ,sodium urine,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989986925037
2414,SODIUM URINE ,sodium urine,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999947700146,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989986925037
2415,SOL NACL 0.9 IRR 1L BTL CA1,solution sodium_chloride 0.9 irrigation 1 liter bottle ca1,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.998750270423,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.934687567606
2416,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,"(5, 20]",Diluent / Flush / Irrigant,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947423171124
2417,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,"(100, 300]",Diluent / Flush / Irrigant,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947423171124
2418,SOLIFENACIN SUCCINATE 5 MG PO TABS,solifenacin succinate 5 mg by_mouth tablets,"(40, 60]",Pharmacy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Pharmacy,0.76,1,Pharmacy,0.48,1,Pharmacy,0.988523191773,1,Pharmacy,0.999527903652,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.807012773856
2419,SPCH THERAPY INDIV,speech therapy individual,"(300, 650]",PT / OT / Speech Therapy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.997640192199,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.88691004805
2420,SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except micro,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.7,1,Laboratory,0.33,1,Laboratory,0.92,1,Laboratory,0.999686067502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.737421516875
2421,SPECIMEN PROCUREMENT ARTERIAL RC,specimen procurement arterial respiratory_care,"(60, 100]",Nursing Services,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.78,0,Supply,0.41,0,Nursing Services,0.441503445513,1,Nursing Services,0.997377865525,1,Nursing Services,"Logistic_OvR, DeepNN",0.359720327759
2422,SPECTROPHOTOMETRY ANALYTE NES,spectrophotometry analyte nes,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.74,0,Laboratory,0.44,1,Laboratory,0.90757698137,1,Laboratory,0.99951425389,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.782363745087
2423,SPINE LUMBOSACRA 2 OR 3,spine lumbosacral 2 3,"(300, 650]",Radiology,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Supply,0.7,1,Supply,0.37,1,Radiology,0.560977041099,0,Procedure,0.733234221078,0,Supply,"Jaro, DLevenshtein",0.2675
2424,SPIRONOLACTONE 100MG TAB U,spironolactone 100 mg tablet u adapt,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,0.91,1,Pharmacy,0.96,1,Pharmacy,0.977626277957,1,Pharmacy,0.986202760717,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.958457259669
2425,SPLIT LEUKOREDUCED PACK CELLS,split leukoreduced pack cells,"(300, 650]",Blood Products,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Blood Products,0.76,1,Blood Products,0.81,1,Blood Products,0.548563088707,1,Supply,0.490405196602,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.706187696236
2426,SPLITTING OF BLOOD EACH UNIT,splitting blood unit,"(40, 60]",Blood Products,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Blood Products,0.85,1,Blood Products,0.88,1,Blood Products,0.454978714654,1,Laboratory,0.665596064163,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.728326238218
2427,SPONGE IV 2X2 STR 6 PLY CA7,sponge intravenous 2x2 sterile 6 ply ca7,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.97,1,Supply,0.95,1,Supply,0.92,1,Supply,0.894546400225,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.933636600056
2428,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2429,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2430,ST TX SWALLOW/FEEDING FN,set treatment swallow feeding fn,"(300, 650]",Supply,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,PT / OT / Speech Therapy,0.71,1,PT / OT / Speech Therapy,0.43,1,PT / OT / Speech Therapy,0.486489656117,1,PT / OT / Speech Therapy,0.633948506478,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.565109540649
2431,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.85,1,Supply,0.44,1,Supply,0.546252982206,1,Implant,0.924823358453,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.612084327402
2432,STAPLER RELOAD LINEAR PROX,stapler reload linear proximate,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.74,1,Supply,0.43,1,Supply,0.96,1,Supply,0.528623952544,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.664655988136
2433,STAPLER SKIN 35 WIDE ,stapler skin 35 wide,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,1.0,1,Supply,1.0,1,Supply,0.944508450873,1,Supply,0.993450415646,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.98448971663
2434,STATLOCK CATHETER SECUREDEVICE,statlock catheter securedevice,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Supply,0.72,1,Supply,0.43,1,Supply,0.907596805448,1,Supply,0.968368530122,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.756491333893
2435,STENT ICAST COVERED 7X59X80 85405,stent icast covered 7x59x80 85405,"(2500, 9000]",Implant,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Supply,0.71,1,Supply,0.41,1,Supply,0.92,1,Supply,0.476511527423,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.629127881856
2436,STERILE WATER 1000ML,sterile water 1000_ml,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989961912738
2437,STERILE WATER 1000ML,sterile water 1000_ml,"(300, 650]",Diluent / Flush / Irrigant,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989961912738
2438,STERILE WATER 1000ML,sterile water 1000_ml,"(300, 650]",Diluent / Flush / Irrigant,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989961912738
2439,STERILE WATER FOR IRRIG 250ML,sterile water irrigation 250_ml,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.964697385774,1,Diluent / Flush / Irrigant,0.999999051726,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943674109375
2440,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.81,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894831333724
2441,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.85,1,Diluent / Flush / Irrigant,0.81,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.894831333724
2442,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2443,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2444,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,"(60, 100]",Diluent / Flush / Irrigant,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2445,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2446,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,"(20, 40]",Diluent / Flush / Irrigant,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.93,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.936360029178
2447,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912003693043
2448,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,"(0, 5]",Diluent / Flush / Irrigant,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912003693043
2449,STETHOSCOPE DISPOSABLE,stethoscope disposable,"(40, 60]",Supply,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Supply,0.85,1,Supply,0.81,1,Supply,0.961473195434,1,Supply,0.981271631144,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.900686206644
2450,STOCKINETTE IMPERV 12X48IN 89821 CSC,stockinette impervious 12x48 inches 89821 central_supply service,"(20, 40]",Supply,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Supply,0.71,1,Supply,0.34,1,Supply,0.96,1,Supply,0.986659572964,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.749164893241
2451,SUCCINYL ACETONE URINE,succinyl acetone urine,"(650, 1000]",Laboratory,Supply,Laboratory,344.0,21.2209302326,15.4069767442,Pharmacy,0.76,0,Pharmacy,0.48,0,Laboratory,0.94448242622,1,Laboratory,0.999978112046,1,Laboratory,"Logistic_OvR, DeepNN",0.486115134567
