descrip	rev_code	proc_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
SEDIMENTATION RATE	300.0	85652	1.0	47.0	47.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	300.0	None	1.0	75.0	75.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	301.0	None	1.0	79.25	79.25	sedimentation rate	Laboratory
SEDIMENTATION RATE	305.0	02530	1.0	54.0	54.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	305.0	85651	1.0	107.3	107.3	sedimentation rate	Laboratory
SEDIMENTATION RATE	305.0	85652	1.0	48.0	48.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	305.0	None	1.0	47.0	47.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	306.0	None	1.0	43.0	43.0	sedimentation rate	Laboratory
SEDIMENTATION RATE	402.0	None	1.0	63.0	63.0	sedimentation rate	Laboratory
SEDIMENTATION RATE (ESR)	300.0	85651	1.0	100.0	100.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory
SEDIMENTATION RATE (ESR)	300.0	None	1.0	65.0	65.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory
SEDIMENTATION RATE (ESR)	305.0	None	1.0	30.0	30.0	sedimentation rate erythrocyte_sedimentation_rate	Laboratory
SEDIMENTATION RATE RBC AUT	305.0	None	1.0	97.0	97.0	sedimentation rate red_blood_cell automated	Laboratory
SEDIMENTATION RATE RBC AUTOMATED	305.0	None	1.0	93.0	93.0	sedimentation rate red_blood_cell automated	Laboratory
SELENIOUS ACID 40MCG/ML 10M INJ	636.0	None	1.0	24.0	24.0	selenious acid 40_mcg/ml 10m injection	Pharmacy
SELENIUM	300.0	None	1.0	362.0	362.0	selenium	Laboratory
SELENIUM	301.0	84255	1.0	250.0	250.0	selenium	Laboratory
SELENIUM	301.0	None	1.0	255.5	255.5	selenium	Laboratory
SELENIUM INJ 0.04MG/ML 10ML	250.0	None	1.0	81.7	81.7	selenium injection 0.04 mg/ml 10 ml	Pharmacy
SELF CARE	420.0	None	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	08987 -CM-GO	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	08987-CL-GO	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86610002	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86611001	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86611002	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86611003	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86611004	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86611007	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86612001	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86612002	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86612003	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86612007	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86810003	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86810004	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86810005	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86810006	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	86810007	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	G6988 -CI-GO	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	G8987	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	G8988	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	G8988-CI-GO	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE	430.0	None	1.0	0.01	0.01	self care	PT / OT / Speech Therapy
SELF CARE/HOME MGMT 15 MIN	250.0	None	2.0	136.0	68.0	self care/home management 15_minutes	PT / OT / Speech Therapy
SELF CARE/HOME MGMT 15 MIN	430.0	97535	1.0	79.0	75.0	self care/home management 15_minutes	PT / OT / Speech Therapy
SELF CARE/HOME MGMT 15 MIN	430.0	None	1.0	75.0	75.0	self care/home management 15_minutes	PT / OT / Speech Therapy
SELF DRILLING SCREWS 4MM TITANIUM MATRIX NEURO	278.0	50125750	10.0	2970.0	297.0	self drilling screws 4mm titanium matrix neurology	Implant
SELFCARE HOME MGMT 15 MIN	430.0	8930274	1.5	138.0	92.0	selfcare home management 15_minutes	PT / OT / Speech Therapy
SEMI PRIVATE	120.0	140000029	1.0	601.0	601.0	semi private	Room and Board
SEMI PRIVATE	120.0	None	1.0	631.0	631.0	semi private	Room and Board
SEMI PRIVATE	121.0	None	1.0	1483.0	1483.0	semi private	Room and Board
SEMI PRIVATE	420.0	None	1.0	601.0	601.0	semi private	Room and Board
SEMI PRIVATE ROOM	120.0	None	1.0	2304.0	2304.0	semi private room	Room and Board
SEMI PRIVATE ROOM	121.0	None	1.0	1592.0	1592.0	semi private room	Room and Board
SEMI PRIVATE ROOM	122.0	None	1.0	1592.0	1592.0	semi private room	Room and Board
SEMI-PRIVATE	120.0	None	1.0	2160.0	2160.0	semi private	Room and Board
SEMI-PRIVATE	121.0	None	1.0	1372.0	1372.0	semi private	Room and Board
SEMI-PRIVATE	122.0	None	1.0	1590.0	1590.0	semi private	Room and Board
SEMI-PRIVATE	250.0	None	1.0	1742.0	1742.0	semi private	Room and Board
SEMIPRIVATE	121.0	None	1.0	2310.0	2310.0	semiprivate	Room and Board
SENNA - DOCUSATE 8.6 - 50 MG	250.0	None	1.0	2.0	2.0	senna docusate 8.6 50_mg	Pharmacy
SENNA - DOCUSATE 8.6 - 50 MG	259.0	None	1.0	0.52	0.52	senna docusate 8.6 50_mg	Pharmacy
SENNA 176 MG/5ML 5YRP	250.0	None	1.0	3.5	3.5	senna 176_mg/5_ml 5yrp	Pharmacy
SENNA 8 6 MG TABS	250.0	None	2.0	1.9	0.95	senna 8 6_mg tablets	Pharmacy
SENNA 8.6MG TAB	250.0	017739	2.0	6.0	3.0	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	250.0	A9270	2.0	5.54	1.385	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	250.0	A927C	3.0	4.155	1.385	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	250.0	A9290	2.0	2.77	1.385	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	250.0	None	2.0	2.86	1.43	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	253.0	None	30.0	8.0	0.266666666667	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	259.0	None	1.0	4.0	2.0	senna 8.6_mg tablet	Pharmacy
SENNA 8.6MG TAB	637.0	None	1.0	8.0	8.0	senna 8.6_mg tablet	Pharmacy
SENNA 8.8 MG/5 ML ORAL S	250.0	None	1.0	1.0	1.0	senna 8.8_mg/5_ml oral sigma	Pharmacy
SENNA 8.8 MG/5 ML ORAL S	637.0	None	1.0	1.0	1.0	senna 8.8_mg/5_ml oral sigma	Pharmacy
SENNA 8.8 MG/5 ML SYRP 2.5 ML SYRINGE	250.0	None	1.0	89.38	89.38	senna 8.8_mg/5_ml syrup 2.5_ml syringe	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	250.0	6370002	2.0	29.5	14.75	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	250.0	A9270	1.0	0.07	0.07	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	250.0	None	1.5	10.17	5.085	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	259.0	None	2.0	2.0	1.0	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	637.0	90000008	1.0	10.1	10.1	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	637.0	A9270	1.0	0.07	0.07	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG T	637.0	None	1.0	10.43	10.09	senna docusate 8.6 50_mg tablet	Pharmacy
SENNA-DOCUSATE 8.6-50 MG TABS	250.0	890023	2.0	3.3	1.65	senna docusate 8.6 50_mg tablets	Pharmacy
SENNA-DOCUSATE 8.6-50 MG TABS	250.0	None	2.0	4.7	3.69	senna docusate 8.6 50_mg tablets	Pharmacy
SENNA-DOCUSATE 8.6-50 MG TABS	259.0	H2590002	2.0	0.2	0.1	senna docusate 8.6 50_mg tablets	Pharmacy
SENNA-DOCUSATE 8.6-50 MG TABS	259.0	None	2.0	6.5	3.25	senna docusate 8.6 50_mg tablets	Pharmacy
SENNA-DOCUSATE 8.6-50 MG TABS	637.0	None	1.0	1.0	1.0	senna docusate 8.6 50_mg tablets	Pharmacy
SENNA/DOCUSATE 8.6/50 MG TAB	250.0	None	2.0	2.5	1.25	senna/docusate 8.6/50_mg tablet	Pharmacy
SENNA/DOCUSATE 8.6/50 MG TAB	259.0	None	1.0	5.0	5.0	senna/docusate 8.6/50_mg tablet	Pharmacy
SENNOSIDES - DOCUSATE 8.6 - 50 MG TAB	250.0	None	2.0	0.7	0.35	sennosides docusate 8.6 50_mg tablet	Pharmacy
SENNOSIDES - DOCUSATE 8.6 - 50 MG TAB	260.0	None	2.0	0.77	0.385	sennosides docusate 8.6 50_mg tablet	Pharmacy
SENNOSIDES 8.6 MG PO TAB	250.0	-	1.0	1.25	1.25	sennosides 8.6_mg by_mouth tablet	Pharmacy
SENNOSIDES 8.6 MG PO TAB	250.0	None	1.0	5.0	2.5	sennosides 8.6_mg by_mouth tablet	Pharmacy
SENNOSIDES 8.8MG/5ML	250.0	None	1.0	3.85	3.85	sennosides 8.8_mg/5_ml	Pharmacy
SENSI-CARE LOTION	270.0	None	1.0	30.0	30.0	sensi-care lotion	Supply
SENSITIVITY (MIC)	300.0	87186	1.0	97.26	86.39	sensitivity minimal_inhibitory_concentration	Laboratory
SENSITIVITY (MIC)	300.0	None	1.0	87.84	84.39	sensitivity minimal_inhibitory_concentration	Laboratory
SENSITIVITY (MIC)	306.0	87186	1.0	130.0	130.0	sensitivity minimal_inhibitory_concentration	Laboratory
SENSITIVITY (MIC)	306.0	None	1.0	124.0	124.0	sensitivity minimal_inhibitory_concentration	Laboratory
SENSITIVITY AGAR DILUTION AGENT	306.0	11706	1.0	44.0	44.0	sensitivity agar dilution agent	Laboratory
SENSITIVITY AGAR DILUTION AGENT	306.0	None	1.0	45.0	45.0	sensitivity agar dilution agent	Laboratory
SENSITIVTY MIC	300.0	4107186	1.0	240.68	109.72	sensitivity microclave	Laboratory
SENSITIVTY MIC	300.0	87186	1.0	248.27	248.27	sensitivity microclave	Laboratory
SENSITIVTY MIC	300.0	None	1.0	270.71	251.27	sensitivity microclave	Laboratory
SENSOR ADLT NEONATAL MAX-N	270.0	None	1.0	109.0	109.0	sensor adult neonatal max n	Supply
SENSOR ADLT NEONATAL MAX-N	272.0	None	1.0	109.0	109.0	sensor adult neonatal max n	Supply
SENSOR BIP QUATTRO	270.0	None	1.0	63.0	63.0	sensor bip quattro	Supply
SENSOR BIP QUATTRO	272.0	59758000	1.0	63.0	63.0	sensor bip quattro	Supply
SENSOR BIP QUATTRO	272.0	None	1.0	63.0	63.0	sensor bip quattro	Supply
SENSOR DEPTH BIS 186-0100	270.0	None	1.0	320.59	320.59	sensor depth bis 186 0100	Supply
SENSOR DEPTH BIS 186-0100	272.0	None	1.0	320.59	320.59	sensor depth bis 186 0100	Supply
SENSOR FLOTRAC ADLT 84IN	270.0	None	1.0	3987.22	3987.22	sensor flotrac adult 84 inches	Supply
SENSOR FLOTRAC ADLT 84IN	272.0	None	1.0	637.5	637.5	sensor flotrac adult 84 inches	Supply
SENSOR O2 OXIMAX FINGER ADLT	270.0	None	1.0	51.6	51.6	sensor oxygen oximax finger adult	Supply
SENSOR O2 OXIMAX FINGER ADLT	272.0	None	1.0	51.6	51.6	sensor oxygen oximax finger adult	Supply
SENSOR O2 PULSE FOREHEAD DGT	270.0	None	1.0	337.0	337.0	sensor oxygen pulse forehead digital	Supply
SENSOR O2 PULSE FOREHEAD DGT	272.0	None	1.0	63.35	63.35	sensor oxygen pulse forehead digital	Supply
SENSOR OXIMETRY NEONATAL	270.0	400001091	1.0	71.0	71.0	sensor oximetry neonatal	Supply
SENSOR OXIMETRY NEONATAL	270.0	None	1.0	69.0	69.0	sensor oximetry neonatal	Supply
SENSOR SPO2 ADHES ADL	270.0	None	1.0	15.0	15.0	sensor spo2 adhesive additional	Supply
SENSOR SPO2 ADHES ADL	272.0	None	1.0	15.0	15.0	sensor spo2 adhesive additional	Supply
SENSOR TEMP SKIN EA	270.0	None	1.0	37.0	37.0	sensor temperature skin each	Supply
SENSOR TEMP SKIN EA	272.0	None	1.0	37.0	37.0	sensor temperature skin each	Supply
SEQ COMP SLEEVES	270.0	None	1.0	110.0	110.0	sequence compressors sleeves	Supply
SEQ COMP SLEEVES	271.0	None	1.0	110.0	110.0	sequence compressors sleeves	Supply
SEQ COMP SLEEVES	272.0	None	1.0	110.0	110.0	sequence compressors sleeves	Supply
SEQUENT COMPRESSION DEV	270.0	None	1.0	16.12	16.12	sequential compression device	Capital Equipment
SEROTONIN RELEASE ASSAY	300.0	None	1.0	830.0	830.0	serotonin release assay	Laboratory
SEROTONIN RELEASE ASSAY	301.0	None	1.0	508.5	508.5	serotonin release assay	Laboratory
SEROTONIN RELEASE ASSAY	302.0	None	1.0	520.0	520.0	serotonin release assay	Laboratory
SERTRALINE 25MG TAB	250.0	273539	3.0	3.0	1.0	sertraline 25 mg tablet	Pharmacy
SERTRALINE 25MG TAB	250.0	None	2.0	5.12	2.56	sertraline 25 mg tablet	Pharmacy
SERTRALINE 25MG TAB	259.0	None	1.0	68.0	68.0	sertraline 25 mg tablet	Pharmacy
SERTRALINE 25MG TAB	637.0	None	1.0	10.0	10.0	sertraline 25 mg tablet	Pharmacy
SERTRALINE 50 MG TABS	250.0	25030001	2.0	11.13	5.565	sertraline 50_mg tablets	Pharmacy
SERTRALINE 50 MG TABS	250.0	7000006	1.0	6.45	6.45	sertraline 50_mg tablets	Pharmacy
SERTRALINE 50 MG TABS	250.0	A9270	1.0	0.1	0.1	sertraline 50_mg tablets	Pharmacy
SERTRALINE 50 MG TABS	250.0	None	1.0	14.3	14.3	sertraline 50_mg tablets	Pharmacy
SERTRALINE 50 MG TABS	637.0	None	1.0	3.5	3.5	sertraline 50_mg tablets	Pharmacy
SERTRALINE 60 MG TABS	250.0	7000006	1.0	6.45	6.45	sertraline 60_mg tablets	Pharmacy
SERTRALINE HCL TABLET 50MG	250.0	14949012	1.0	0.4	0.4	sertraline hcl tablet 50_mg	Pharmacy
SERTRALINE HCL TABLET 50MG	250.0	None	1.0	0.4	0.4	sertraline hcl tablet 50_mg	Pharmacy
SET ADM L80 Y HEMA FLT	272.0	None	1.5	108.25	68.0	set admission l80 y hematocrit flt	Supply
SET ADMIN 10 DROP 2C6537	272.0	77033462	1.0	0.0	0.0	set administration 10 drop 2c6537	Supply
SET ADMIN 10 DROP 2C6537	272.0	None	1.0	0.0	0.0	set administration 10 drop 2c6537	Supply
SET AUTOTRNS FRESENIUS C.A.T.S	270.0	11503488	1.0	367.0	367.0	set autotrans fresenius continuous auto transfusion system	Supply
SET BEQ HIT 7050 ADVANCED 7.0	272.0	None	1.0	35280.0	35280.0	set beq hit 7050 advanced 7	Supply
SET CATH PRSS PLCMNT	270.0	11503504	1.0	132.0	132.0	set catheter pressure placement	Supply
SET CK VALVE 20DP	270.0	None	1.0	19.0	19.0	set check valve 20 dp	Supply
SET CLEARLINK DUAL VENTED FLOW	272.0	None	1.0	43.0	43.0	set clearlink dual vented flow	Supply
SET CLEARLINK DUAL VENTED FLOW	274.0	None	1.0	43.0	43.0	set clearlink dual vented flow	Supply
SET CONT CONTR - 9040	272.0	None	1.0	7.0	7.0	set continuous control 9040	Supply
SET ENTERAL PUMP W/ BAG 1000CC	270.0	None	1.0	25.25	25.25	set enteral pump with bag 1000_cc	Supply
SET ENTERAL PUMP W/ BAG 1000CC	271.0	None	1.0	24.05	24.05	set enteral pump with bag 1000_cc	Supply
SET ENTERAL PUMP W/ BAG 1000CC	272.0	None	1.0	25.25	24.05	set enteral pump with bag 1000_cc	Supply
SET EPIDURAL SAPHIRE	272.0	None	1.0	113.0	113.0	set epidural sapphire	Supply
SET EXT IV/12525-01	272.0	None	1.0	22.0	22.0	set extension intravenous/12525 01	Supply
SET EXT IV/12525-01	274.0	None	1.0	22.0	22.0	set extension intravenous/12525 01	Supply
SET EXT T PORT MSPINLOCK CA	270.0	A4209	1.0	14.0	14.0	set extension t port mspinlock ca	Supply
SET EXT T PORT MSPINLOCK CA	270.0	A4649	2.0	28.0	14.0	set extension t port mspinlock ca	Supply
SET EXT T PORT MSPINLOCK CA	270.0	None	2.0	28.0	14.0	set extension t port mspinlock ca	Supply
SET EXT W/20 TUBE	270.0	None	1.0	20.56	20.56	set extension with 20 tube	Supply
SET EXT W/20 TUBE	272.0	None	1.5	30.84	20.56	set extension with 20 tube	Supply
SET EXTENSION TPN IV	270.0	A4649	1.0	9.0	9.0	set extension total_parenteral_nutrition intravenous	Supply
SET EXTENSION TPN IV	270.0	None	1.0	9.0	9.0	set extension total_parenteral_nutrition intravenous	Supply
SET GEM 20 DRIP	272.0	77076415	1.0	9.58	9.58	set glucagon_emergency_management 20 drip	Supply
SET GEM 20 DRIP	272.0	None	1.0	9.58	9.58	set glucagon_emergency_management 20 drip	Supply
SET IV ADMIN 20 GTT W/CHECK	270.0	400015175	4.0	104.0	26.0	set intravenous administration 20 drip with check	Supply
SET IV ADMIN 20 GTT W/CHECK	270.0	400016175	2.0	52.0	26.0	set intravenous administration 20 drip with check	Supply
SET IV ADMIN 20 GTT W/CHECK	270.0	None	1.0	26.0	26.0	set intravenous administration 20 drip with check	Supply
SET IV ADMIN 20 GTT W/CHECK	272.0	None	1.0	10.0	10.0	set intravenous administration 20 drip with check	Supply
SET IV ADMIN 2ND 20 GTT W/SPIN	272.0	400015746	1.0	5.0	5.0	set intravenous administration 2nd 20 drip with spin	Supply
SET IV ADMIN 2ND 20 GTT W/SPIN	272.0	None	1.0	5.0	5.0	set intravenous administration 2nd 20 drip with spin	Supply
SET IV BLD N-VENT N-NDL PORT	270.0	400016183	1.5	63.0	42.0	set intravenous blood vent needle port	Supply
SET IV BLD N-VENT N-NDL PORT	270.0	None	1.0	42.0	42.0	set intravenous blood vent needle port	Supply
SET IV EXT LIPID 60	272.0	None	1.0	44.0	44.0	set intravenous extension lipid 60	Supply
SET IV EXT MIN-VOL 60	270.0	None	1.0	7.0	7.0	set intravenous extension minutes volume 60	Supply
SET IV EXT2-W N-NDL PORT	272.0	None	1.0	11.0	11.0	set intravenous extention 2 with needle port	Supply
SET IV SEC NO DHP W/HNG 14230-	270.0	None	1.0	8.0	8.0	set intravenous sec no dhp with hng 14230	Supply
SET IV SEC NO DHP W/HNG 14230-	272.0	None	1.0	8.0	8.0	set intravenous sec no dhp with hng 14230	Supply
SET IV SECONDARY	270.0	None	1.0	7.39	7.39	set intravenous secondary	Supply
SET IV SECONDARY	272.0	None	1.0	6.61	6.6	set intravenous secondary	Supply
SET IV TUBE CUST ADLT	272.0	None	1.0	25.0	25.0	set intravenous tube custom adult	Supply
SET IV TUBE CUST PED	272.0	None	1.0	25.0	25.0	set intravenous tube custom pediatric	Supply
SET IVEX-2 HP FILTERSET	270.0	None	1.0	9.58	9.58	set ivex 2 hp filterset	Supply
SET PRIMARY PUMP CLAVE	270.0	None	1.0	23.0	23.0	set primary pump clave	Supply
SET SCREW	278.0	None	8.0	5398.0	567.0	set screw	Implant
SET SCREWS	278.0	None	14.0	13737.5	1256.5	set screws	Implant
SET SECONDARY 40IN	272.0	None	1.0	6.33	6.33	set secondary 40 inches	Supply
SET UNIVERSAL 3-BAG SPIKE SET	272.0	None	1.0	275.0	275.0	set universal 3 bag spike set	Supply
SET VENTED SYRINGE	270.0	None	1.0	22.0	22.0	set vented syringe	Supply
SET XTN 59IN IV SPNLK	271.0	None	1.0	18.76	18.76	set extension 59 inches intravenous splunk	Supply
SET XTN 59IN IV SPNLK	272.0	None	1.0	16.75	16.75	set extension 59 inches intravenous splunk	Supply
SEVELAMER CARBONATE 800 MG	250.0	None	1.0	30.42	30.42	sevelamer carbonate 800_mg	Pharmacy
SEVELAMER CARBONATE 800 MG	637.0	A9270	1.0	30.42	30.42	sevelamer carbonate 800_mg	Pharmacy
SEVELAMER CARBONATE 800 MG	637.0	None	2.0	51.0	25.5	sevelamer carbonate 800_mg	Pharmacy
SEVO EA ADDL 30 MIN	370.0	500001192	2.0	414.0	207.0	servoflurane each additional 30 minutes	OR / Anesthesia / Recovery Room
SEVO EA ADDL 30 MIN	370.0	None	4.0	828.0	207.0	servoflurane each additional 30 minutes	OR / Anesthesia / Recovery Room
SEVO FIRST 30 MIN	370.0	500001191	1.0	207.0	207.0	servoflurane first 30 minutes	OR / Anesthesia / Recovery Room
SEVO FIRST 30 MIN	370.0	None	1.0	207.0	207.0	servoflurane first 30 minutes	OR / Anesthesia / Recovery Room
SHEATH	270.0	909262	1.0	119.0	119.0	sheath	Supply
SHEATH	270.0	909266	1.0	1069.5	1069.5	sheath	Supply
SHEATH	272.0	734422647	1.0	122.0	122.0	sheath	Supply
SHEATH	272.0	C1894	4.0	1284.0	321.0	sheath	Supply
SHEATH	272.0	None	1.0	174.5	143.5	sheath	Supply
SHEATH	278.0	737009	1.0	179.0	179.0	sheath	Supply
SHEATH	278.0	C1894	1.0	143.0	143.0	sheath	Supply
SHEATH	278.0	None	1.0	342.5	342.5	sheath	Supply
SHEATH	712.0	C1894	2.0	674.0	337.0	sheath	Supply
SHEATH ENGAGE 6FR 12CM 0.035	272.0	None	1.0	80.71	80.71	sheath engage 6fr 12cm 0.035	Supply
SHEATH FLEXOR CHECK FLO II 10F 40CM	272.0	None	1.0	710.65	710.65	sheath flexor check flo ii 10 40cm	Supply
SHEATH INTRO 7FR 2.5CM RSB703	272.0	None	1.0	172.5	172.5	sheath introducer 7fr 2.5cm rsb703	Supply
SHEATH INTRO 8FR 2.5CM RSB803	272.0	None	1.0	167.0	167.0	sheath introducer 8fr 2.5cm rsb803	Supply
SHEATH PINNACLE 1FR	272.0	None	1.0	92.84	92.84	sheath pinnacle 1fr	Supply
SHEATH STANDARD IK NO WIRE 5FR 10CM	272.0	C1894	1.0	92.84	92.84	sheath standard ik nitric_oxide wire 5fr 10cm	Supply
SHEATH STANDARD IK NO WIRE 5FR 10CM	272.0	None	1.0	92.84	92.84	sheath standard ik nitric_oxide wire 5fr 10cm	Supply
SHEET CV SPLIT WITH TROUGHS	270.0	None	1.0	0.0	0.0	sheet cardiovascular split with troughs	Supply
SHEET CV SPLIT WITH TROUGHS	272.0	77030070	1.0	0.0	0.0	sheet cardiovascular split with troughs	Supply
SHEET CV SPLIT WITH TROUGHS	272.0	None	1.0	0.0	0.0	sheet cardiovascular split with troughs	Supply
SHEET LAPAROTOMY	270.0	None	1.0	95.84	95.84	sheet laparotomy	Supply
SHEET LAPAROTOMY	272.0	None	1.0	95.84	95.84	sheet laparotomy	Supply
SHEET SPLIT 29433 CA11 EA1	270.0	None	1.5	55.5	37.0	sheet split 29433 ca11 each 1	Supply
SHEET THREEQUARTER 57X77 CA	270.0	31529217	1.0	6.0	6.0	sheet threequarter 57x77 ca	Supply
SHEET THREEQUARTER 57X77 CA	270.0	A4649	1.0	6.0	6.0	sheet threequarter 57x77 ca	Supply
SHEET THREEQUARTER 57X77 CA	270.0	None	1.0	6.0	6.0	sheet threequarter 57x77 ca	Supply
SHEET TOP CA14 EA1	270.0	None	1.0	25.0	25.0	sheet top ca14 ea1	Supply
SHIGA TOXIN 1	300.0	None	1.0	104.0	104.0	shiga toxin 1	Laboratory
SHIGA TOXIN 1	306.0	87899	1.0	90.81	90.81	shiga toxin 1	Laboratory
SHIGA TOXIN 1	306.0	None	1.0	105.0	105.0	shiga toxin 1	Laboratory
SHIGA TOXIN 2	300.0	None	1.0	104.0	104.0	shiga toxin 2	Laboratory
SHIGA TOXIN 2	306.0	87899-59	1.0	56.62	56.62	shiga toxin 2	Laboratory
SHIGA TOXIN 2	306.0	8789959	1.0	125.0	125.0	shiga toxin 2	Laboratory
SHIGA TOXIN 2	306.0	None	1.0	72.0	72.0	shiga toxin 2	Laboratory
SICKLE TEST ON UNIT	302.0	85660	1.0	31.5	31.5	sickle test on unit	Laboratory
SICKLE TEST ON UNIT	305.0	None	1.0	119.0	119.0	sickle test on unit	Laboratory
SILDENAFIL 0.8 MG/ML SOLN	250.0	None	1.0	266.12	216.34	sildenafil 0.8_mg/ml solution	Plan Benefit
SILDENAFIL 0.8MG PER 1ML INJ	250.0	14745212	4.0	3441.08	860.27	sildenafil 0.8_mg per 1_ml injection	Plan Benefit
SILDENAFIL 0.8MG PER 1ML INJ	250.0	None	4.0	3926.16	981.54	sildenafil 0.8_mg per 1_ml injection	Plan Benefit
SILDENAFIL 10 MG/12.5 ML INTRAVENOUS SOLUTION	250.0	None	1.0	887.25	887.25	sildenafil 10_mg/12.5_ml intravenous solution	Plan Benefit
SILDENAFIL 10 MG/ML SUSR 112 ML BOTTLE	250.0	None	3.0	528.3	176.1	sildenafil 10_mg/ml susr 112_ml bottle	Plan Benefit
SILDENAFIL 100 MG TAB 30 EACH BOTTLE	250.0	None	1.0	96.55	96.55	sildenafil 100_mg tablet 30 each bottle	Plan Benefit
SILDENAFIL 100 MG TABLET	250.0	None	4.0	284.5	71.125	sildenafil 100_mg tablet	Plan Benefit
SILDENAFIL 100 MG TABLET	250.0	S0090	4.0	284.5	71.125	sildenafil 100_mg tablet	Plan Benefit
SILDENAFIL 10MG/1ML ORAL SUSP	250.0	14745252	4.0	699.12	174.78	sildenafil 10_mg/1_ml oral suspension	Plan Benefit
SILDENAFIL 10MG/1ML ORAL SUSP	250.0	None	4.0	863.08	215.77	sildenafil 10_mg/1_ml oral suspension	Plan Benefit
SILDENAFIL 2.5 MG/ML	250.0	None	1.0	104.35	104.35	sildenafil 2.5_mg/ml	Plan Benefit
SILDENAFIL 2.5 MG/ML 2.5	250.0	None	2.0	27.85	13.925	sildenafil 2.5_mg/ml 2.5	Plan Benefit
SILDENAFIL 2.5 MG/ML 2.5 MG/ML	250.0	None	2.0	28.85	14.35	sildenafil 2.5_mg/ml 2.5_mg/ml	Plan Benefit
SILDENAFIL 2.5 MG/ML LIQD	250.0	None	3.0	634.0	211.333333333	sildenafil 2.5_mg/ml liquid	Plan Benefit
SILDENAFIL 2.5 MG/ML LIQD	637.0	None	1.0	3.5	3.5	sildenafil 2.5_mg/ml liquid	Plan Benefit
SILDENAFIL 2.5 MG/ML LIQD 1 ML	250.0	None	2.0	7.75	3.875	sildenafil 2.5_mg/ml liquid 1_ml	Plan Benefit
SILDENAFIL 2.5 MG/ML SUSP	250.0	None	1.0	31.86	29.46	sildenafil 2.5_mg/ml suspension	Plan Benefit
SILDENAFIL 2.5 MG/ML SUSP	259.0	None	1.0	82.0	82.0	sildenafil 2.5_mg/ml suspension	Plan Benefit
SILDENAFIL 2.5 MG/ML SUSP	636.0	None	1.0	69.75	69.75	sildenafil 2.5_mg/ml suspension	Plan Benefit
