,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2417,SOL NACL 0.9PCT 1000ML BG,solution sodium_chloride 0.9pct 1000_ml bag,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.92,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.910301226405,1,Diluent / Flush / Irrigant,0.999391458089,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.912423171124
2418,SOLIFENACIN SUCCINATE 5 MG PO TABS,solifenacin succinate 5 mg by_mouth tablets,252.0,Pharmacy,Pharmacy,182.0,85.1648351648,Pharmacy,0.76,1,Pharmacy,0.48,1,Pharmacy,0.988523191773,1,Pharmacy,0.999527903652,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.807012773856
2419,SPCH THERAPY INDIV,speech therapy individual,441.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,2.0,100.0,PT / OT / Speech Therapy,0.78,1,PT / OT / Speech Therapy,0.56,1,PT / OT / Speech Therapy,0.850338147027,1,PT / OT / Speech Therapy,0.997640192199,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.796994584807
2420,SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except micro,312.0,Laboratory,Laboratory,45.0,95.5555555556,Laboratory,0.7,1,Laboratory,0.33,1,Laboratory,0.77251683141,1,Laboratory,0.999686067502,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.700550724728
2421,SPECIMEN PROCUREMENT ARTERIAL RC,specimen procurement arterial respiratory_care,300.0,Nursing Services,Laboratory,1097.0,79.1248860529,Supply,0.78,0,Supply,0.41,0,Nursing Services,0.441503445513,1,Nursing Services,0.997377865525,1,Nursing Services,"Logistic_OvR, DeepNN",0.359720327759
2422,SPECTROPHOTOMETRY ANALYTE NES,spectrophotometry analyte nes,301.0,Laboratory,Laboratory,924.0,79.2207792208,Supply,0.74,0,Laboratory,0.44,1,Laboratory,0.90757698137,1,Laboratory,0.99951425389,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.782363745087
2423,SPINE LUMBOSACRA 2 OR 3,spine lumbosacral 2 3,320.0,Radiology,Radiology,111.0,75.6756756757,Supply,0.7,1,Supply,0.37,1,Radiology,0.560977041099,0,Procedure,0.733234221078,0,Supply,"Jaro, DLevenshtein",0.2675
2424,SPIRONOLACTONE 100MG TAB U,spironolactone 100 mg tablet u adapt,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.91,1,Pharmacy,0.83,1,Pharmacy,0.977626277957,1,Pharmacy,0.986202760717,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.925957259669
2425,SPLIT LEUKOREDUCED PACK CELLS,split leukoreduced pack cells,390.0,Blood Products,Blood Products,94.0,60.6382978723,Blood Products,0.76,1,Blood Products,0.5,1,Blood Products,0.548563088707,1,Supply,0.490405196602,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.602854362902
2426,SPLITTING OF BLOOD EACH UNIT,splitting blood unit,390.0,Blood Products,Blood Products,94.0,60.6382978723,Blood Products,0.81,1,Blood Products,0.67,1,Blood Products,0.454978714654,1,Laboratory,0.665596064163,0,Blood Products,"Jaro, DLevenshtein, Logistic_OvR",0.644992904885
2427,SPONGE IV 2X2 STR 6 PLY CA7,sponge intravenous 2x2 sterile 6 ply ca7,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.97,1,Supply,0.95,1,Supply,0.750485115454,1,Supply,0.894546400225,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.89125787892
2428,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,272.0,Supply,Supply,833.0,84.393757503,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2429,SPSP SUPPLY USE MAINTA OF DRUG INF CATH,spsp supply use maintenance drug infusion catheter,278.0,Supply,Implant,148.0,50.0,Capital Equipment,0.72,0,Laboratory,0.38,0,Supply,0.900868668793,1,Supply,0.990376453792,1,Supply,"Logistic_OvR, DeepNN",0.472811280646
2430,ST TX SWALLOW/FEEDING FN,set treatment swallow feeding fn,440.0,Supply,PT / OT / Speech Therapy,36.0,86.1111111111,PT / OT / Speech Therapy,0.71,1,PT / OT / Speech Therapy,0.43,1,PT / OT / Speech Therapy,0.486489656117,1,PT / OT / Speech Therapy,0.633948506478,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.565109540649
2431,STAPLER LINEAR PROX VASC 3,stapler linear proximate vascular 3,272.0,Supply,Supply,833.0,84.393757503,Supply,0.8,1,Supply,0.44,1,Supply,0.546252982206,1,Implant,0.924823358453,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.595417660735
2432,STAPLER RELOAD LINEAR PROX,stapler reload linear proximate,272.0,Supply,Supply,833.0,84.393757503,Supply,0.74,1,Supply,0.43,1,Supply,0.847244080152,1,Supply,0.528623952544,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.636467008174
2433,STAPLER SKIN 35 WIDE ,stapler skin 35 wide,279.0,Supply,Supply,9.0,44.4444444444,Supply,1.0,1,Supply,1.0,1,Supply,0.944508450873,1,Supply,0.993450415646,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.98448971663
2434,STATLOCK CATHETER SECUREDEVICE,statlock catheter securedevice,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.72,1,Supply,0.43,1,Supply,0.907596805448,1,Supply,0.968368530122,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.756491333893
2435,STENT ICAST COVERED 7X59X80 85405,stent icast covered 7x59x80 85405,278.0,Implant,Implant,148.0,50.0,Supply,0.71,1,Supply,0.41,1,Supply,0.747299920022,1,Supply,0.476511527423,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.585952861861
2436,STERILE WATER 1000ML,sterile water 1000_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.874598520427,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968611542845
2437,STERILE WATER 1000ML,sterile water 1000_ml,251.0,Diluent / Flush / Irrigant,Pharmacy,403.0,90.570719603,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.874598520427,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968611542845
2438,STERILE WATER 1000ML,sterile water 1000_ml,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.874598520427,1,Diluent / Flush / Irrigant,0.999847650951,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.968611542845
2439,STERILE WATER FOR IRRIG 250ML,sterile water irrigation 250_ml,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.76,1,Diluent / Flush / Irrigant,0.964697385774,1,Diluent / Flush / Irrigant,0.999999051726,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.901174109375
2440,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.56,1,Diluent / Flush / Irrigant,0.723987522174,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.778328214268
2441,STERILE WATER IV BAG SOLN WCH00 0004 93,sterile water intravenous bag solution wch00 0004 93,270.0,Diluent / Flush / Irrigant,Supply,1919.0,86.294945284,Diluent / Flush / Irrigant,0.83,1,Diluent / Flush / Irrigant,0.56,1,Diluent / Flush / Irrigant,0.723987522174,1,Diluent / Flush / Irrigant,0.999325334897,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.778328214268
2442,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878860029178
2443,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878860029178
2444,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,259.0,Diluent / Flush / Irrigant,Pharmacy,349.0,83.6676217765,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878860029178
2445,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,272.0,Diluent / Flush / Irrigant,Supply,833.0,84.393757503,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878860029178
2446,STERILE WATER SOLN 1 000 ML FLEX CONT,sterile water solution 1 000_ml flex control,636.0,Diluent / Flush / Irrigant,Pharmacy,781.0,77.8489116517,Diluent / Flush / Irrigant,0.87,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.945475705215,1,Diluent / Flush / Irrigant,0.999964411497,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878860029178
2447,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,250.0,Diluent / Flush / Irrigant,Pharmacy,2692.0,76.0401188707,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.68,1,Diluent / Flush / Irrigant,0.739858102905,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.816968218769
2448,STERILE WATER TPN SOLN 1 000 ML EXTEMP,sterile water total_parenteral_nutrition solution 1 000_ml extemp,258.0,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,392.0,55.612244898,Diluent / Flush / Irrigant,0.86,1,Diluent / Flush / Irrigant,0.68,1,Diluent / Flush / Irrigant,0.739858102905,1,Diluent / Flush / Irrigant,0.988014772172,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.816968218769
2449,STETHOSCOPE DISPOSABLE,stethoscope disposable,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.84,1,Supply,0.57,1,Supply,0.961473195434,1,Supply,0.981271631144,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.838186206644
2450,STOCKINETTE IMPERV 12X48IN 89821 CSC,stockinette impervious 12x48 inches 89821 central_supply service,272.0,Supply,Supply,833.0,84.393757503,Supply,0.71,1,Supply,0.34,1,Supply,0.891365146056,1,Supply,0.986659572964,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.732006179755
2451,SUCCINYL ACETONE URINE,succinyl acetone urine,301.0,Laboratory,Laboratory,924.0,79.2207792208,Pharmacy,0.76,0,Pharmacy,0.48,0,Laboratory,0.94448242622,1,Laboratory,0.999978112046,1,Laboratory,"Logistic_OvR, DeepNN",0.486115134567
2452,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.83,1,Pharmacy,0.71,1,Pharmacy,0.970346349231,1,Pharmacy,0.999824440835,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.877542697517
2453,SUCCINYLCHN 20MG INJ,succinylcholine 20_mg injection,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.83,1,Pharmacy,0.71,1,Pharmacy,0.970346349231,1,Pharmacy,0.999824440835,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.877542697517
2454,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.9,1,Pharmacy,0.79,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91896257662
2455,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.9,1,Pharmacy,0.79,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91896257662
2456,SUCCINYLCHOLINE 20 MG/ML SOLN,succinylcholine 20_mg/ml solution,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.9,1,Pharmacy,0.79,1,Pharmacy,0.986425097904,1,Pharmacy,0.999425208575,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.91896257662
2457,SUCROSE 24% 24% 1 ML VIAL,sucrose 24% 24% 1_ml vial,250.0,Supply,Pharmacy,2692.0,76.0401188707,Supply,0.77,1,Supply,0.55,1,Supply,0.525838233214,1,Supply,0.702955657297,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.637198472628
2458,SUCT SYS CLSD NEO/PEDS ELBO,suction system closed neonatal pediatrics elbow,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.72,1,Supply,0.48,1,Supply,0.909454922553,1,Supply,0.994188050896,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.775910743362
2459,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,410.0,Supply,Respiratory Therapy,279.0,64.1577060932,Supply,0.72,1,Supply,0.43,1,Supply,0.708256352425,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.619418784142
2460,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,460.0,Supply,Monitoring,103.0,66.9902912621,Supply,0.72,1,Supply,0.43,1,Supply,0.708256352425,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.619418784142
2461,SUCTION ARTIFICIAL AIRWAY,suction artificial airway,999.0,Supply,Pharmacy,50.0,66.0,Supply,0.72,1,Supply,0.43,1,Supply,0.708256352425,1,Respiratory Therapy,0.738012960283,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.619418784142
2462,SUCTION SUPPLIES,suction supplies,271.0,Supply,Supply,132.0,65.1515151515,Respiratory Therapy,0.78,0,Supply,0.76,1,Supply,0.877713750705,1,Supply,0.992472792479,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.876728847728
2463,SULFAMETHOXAZOLE TRIMETHOPRIM 80 16 MG/ML SOLN,sulfamethoxazole trimethoprim 80 16_mg/ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.72,1,Pharmacy,0.41,1,Pharmacy,0.984422790902,1,Pharmacy,0.999794648315,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.778554359804
2464,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,250.0,Respiratory Therapy,Pharmacy,2692.0,76.0401188707,Supply,0.71,1,Laboratory,0.42,0,Supply,0.834990606756,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.795366931946
2465,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,270.0,Respiratory Therapy,Supply,1919.0,86.294945284,Supply,0.71,1,Laboratory,0.42,0,Supply,0.834990606756,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.795366931946
2466,SURFACTANT ADMIN THROUGH TU,surfactant administration tube,410.0,Respiratory Therapy,Respiratory Therapy,279.0,64.1577060932,Supply,0.71,1,Laboratory,0.42,0,Supply,0.834990606756,1,Supply,0.841110189081,1,Supply,"Jaro, Logistic_OvR, DeepNN",0.795366931946
2467,SURG LEVEL II ADD 30 MIN,surgery level ii additional minutes,360.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,116.0,58.6206896552,OR / Anesthesia / Recovery Room,0.91,1,OR / Anesthesia / Recovery Room,0.95,1,OR / Anesthesia / Recovery Room,0.860753481712,1,OR / Anesthesia / Recovery Room,0.999932739529,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.93017155531
2468,SURGIFOAM ABS GEL SPONGE H,surgifoam abs gel sponge h,250.0,Supply,Pharmacy,2692.0,76.0401188707,OR / Anesthesia / Recovery Room,0.7,0,Professional Fee,0.39,0,Supply,0.863280908581,1,Supply,0.977422169997,1,Supply,"Logistic_OvR, DeepNN",0.460175769645
2469,SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.87,1,Laboratory,0.73,1,Laboratory,0.617438613808,1,Laboratory,0.957782807709,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793805355379
2470,SUT ETHIBOND 2 0 EN S D8425,suture ethibond 2 0 en d8425,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.81,1,Supply,0.62,1,Supply,0.944340056015,1,Supply,0.999751520214,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.843522894057
2471,SUT ETHIBOND 2 0 SH PXX 86,suture ethibond 2 0 sh pxx 86,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.82,1,Supply,0.67,1,Supply,0.952986643004,1,Supply,0.999796630904,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860695818477
2472,SUT MONOCRYL 4 0 PC 1 Y835G,suture monocryl 4 0 pc 1 y835 gm,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.84,1,Supply,0.76,1,Supply,0.930441660584,1,Supply,0.999898711795,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.882585093095
2473,SUT NUROLON 4 0 RB 1 CR C554,suture nurolon 4 0 rb 1 cr c554,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.73,1,Supply,0.43,1,Supply,0.962549071857,1,Supply,0.99822687499,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.780193986712
2474,SUT NUROLON 4 0 RE 1 CR C554,suture nurolon 4 0 1 cr c554,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.7,1,Supply,0.41,1,Supply,0.941040626605,1,Supply,0.998979527252,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.762505038464
2475,SUT PACING WIRE 2 0 RB 1 TPW10,suture pacing wire 2 0 rb 1 tpw10,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.94,1,Supply,0.91,1,Supply,0.969078499903,1,Supply,0.997178303311,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954064200803
2476,SUT PDSII 3 0 SH 18IN Z774D,suture pds 2 3 0 sh 18 inches z774d,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.77,1,Supply,0.52,1,Supply,0.97932970501,1,Supply,0.999871013245,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.817300179564
2477,SUT POLYSORB 0 UNDYED 36IN GS CL954 CSC,suture polysorb 0_undyed 36 inches gs cl954 central_supply service,272.0,Supply,Supply,833.0,84.393757503,Supply,0.8,1,Supply,0.59,1,Supply,0.974747887377,1,Supply,0.999926061217,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.841168487149
2478,SUT PROLENE 5 0RB 3DA D7689,suture prolene 5 0rb 3da d7689,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.83,1,Supply,0.59,1,Supply,0.962435906502,1,Supply,0.998963917482,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.845349955996
2479,SUT PROLENE 7 0 18IN BV175 6,suture prolene 7 0 18 inches bv175 6,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.84,1,Supply,0.73,1,Supply,0.970854490646,1,Supply,0.999913942797,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885192108361
2480,SUT SILK 4 0 30IN A303H,suture silk 4 0 30 inches a303h,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.88,1,Supply,0.89,1,Supply,0.97182724575,1,Supply,0.999725278675,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.935388131106
2481,SUT SKN GLUE,suture skin glue,270.0,Supply,Supply,1919.0,86.294945284,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2482,SUT SKN GLUE,suture skin glue,271.0,Supply,Supply,132.0,65.1515151515,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2483,SUT SKN GLUE,suture skin glue,272.0,Supply,Supply,833.0,84.393757503,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2484,SUT SURGICAL STEEL 2 0 CT 1,suture surgical steel 2 0 ct 1,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.76,1,Supply,0.57,1,Supply,0.919892760015,1,Supply,0.995406262847,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.811324755715
2485,SUT TICRON 2 0 Y 5 3202 51,suture ticron 2 0 5 3202 51,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.89,1,Supply,0.74,1,Supply,0.890027811626,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.87954980752
2486,SUT VICRYL 4 0 RB 1 VCP714D,suture vicryl 4 0 rb 1 vcp714d,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.96,1,Supply,0.91,1,Supply,0.920522756849,1,Supply,0.919148213653,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.927417742626
2487,SUTR MONOCRYL 4 0 RB 1 Y214,suture monocryl 4 0 rb 1 y214,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.83,1,Supply,0.64,1,Supply,0.950370125198,1,Supply,0.998251904342,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.854655507385
2488,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.79,1,Supply,0.6,1,Supply,0.890027811626,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.81954980752
2489,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,272.0,Supply,Supply,833.0,84.393757503,Supply,0.79,1,Supply,0.6,1,Supply,0.890027811626,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.81954980752
2490,SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.78,1,Supply,0.6,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.82891210179
2491,SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,272.0,Supply,Supply,833.0,84.393757503,Supply,0.78,1,Supply,0.6,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.82891210179
2492,SUTURE 5 0 PROLENE M8725,suture 5 0 prolene m8725,272.0,Supply,Supply,833.0,84.393757503,Supply,0.81,1,Supply,0.65,1,Supply,0.89654122276,1,Supply,0.998676888055,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.838804527704
2493,SUTURE ABSRB VCL 4.0 L18IN BRD,suture absorbable vicryl 4.0 l18 inches brd,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.89,1,Supply,0.72,1,Supply,0.984204035014,1,Supply,0.999698204218,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.898475559808
2494,SUTURE NABSORB PRMHND SLK 2 0,suture nonabsorbent prmhnd silk 2 0,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.97,1,Supply,0.96,1,Supply,0.953152099946,1,Supply,0.9997831833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.970733820811
2495,SUTURE NABSORB PROLN 2 0 FS/FS,suture nonabsorbent prolene 2 0 fs fs,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.88,1,Supply,0.76,1,Supply,0.960713532985,1,Supply,0.995998832771,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899178091439
2496,SUTURE NABSORB PROLN PP 5 0 RB,suture nonabsorbent prolene pp 5 0 rb,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.94,1,Supply,0.92,1,Supply,0.95867236146,1,Supply,0.997585139147,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954064375152
2497,SUTURE NABSORB SLK 5 0 C 1 L30,suture nonabsorbent silk 5 0 c 1 l30,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.97,1,Supply,0.96,1,Supply,0.953152099946,1,Supply,0.9997831833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.970733820811
