descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	billed_categories	units_categories
HB STRIP SKN CLSR STRSTRP L4INXW1	STRIP SKN CLSR STRSTRP L4INXW1	Implant/Supply	1.0	4.0	4.0	strip skin closure steristrip length 4 inches by width 1	Supply	(0, 4]	Units <= 1
STYLET ADULT ET 45CM BX25 E	STYLET ADULT ET 45CM BX25 E	Implant/Supply	1.0	15.0	15.0	stylet adult endotracheal 45cm bx25 e	Supply	(4, 17]	Units <= 1
STYLET NAVION PICC 2011 DISP	STYLET NAVION PICC 2011 DISP	Implant/Supply	1.0	630.82	630.82	stylet navion peripherally_inserted_central_catheter 2011 disposable	Supply	(287, 641]	Units <= 1
STYLETTE, ET PED/NEONA	STYLETTE ET PED/NEONA	Implant/Supply	1.0	15.0	15.0	stylette endotracheal pediatric/neonatal	Supply	(4, 17]	Units <= 1
HB SUBDERMAL NEEDLE	SUBDERMAL NEEDLE	Implant/Supply	12.0	2786.64	232.22	subdermal needle	Supply	(92, 287]	Units > 1
SUBSEQ HR NITRIC OXIDE	SUBSEQ HR NITRIC OXIDE	Respiratory Services	24.0	6240.0	260.0	subsequent hour nitric oxide	Plan Benefit	(92, 287]	Units > 1
SUBSEQUENT HOSP HIGH COMPLEX	SUBSEQUENT HOSP HIGH COMPLEX	Prof Fees	1.0	155.0	155.0	subsequent hosp high complex	Professional Fee	(92, 287]	Units <= 1
HB SUBSEQUENT VENTILATOR DAY	SUBSEQUENT VENTILATOR DAY	Respiratory Services	1.0	1730.89	1730.89	subsequent ventilator day	Respiratory Therapy	(997, 2496]	Units <= 1
SUC KIT W/WATER 8FR	SUC KIT W/WATER 8FR	Implant/Supply	1.0	4.0	4.0	suction kit with water 8fr	Supply	(0, 4]	Units <= 1
SUCCINYL ACETONE - URINE	SUCCINYL ACETONE URINE	Laboratory	1.0	981.0	981.0	succinyl acetone urine	Laboratory	(641, 997]	Units <= 1
SUCCINYL CHL 100 MG/5ML SYG 5	SUCCINYL CHL 100 MG/5ML SYG 5	Pharmacy	1.0	21.06	21.06	succinyl chloride 100_mg/5_ml syringe 5	Pharmacy	(17, 41]	Units <= 1
SUCCINYL CL 20MG - 10ML INJ	SUCCINYL CL 20MG 10ML INJ	Drugs Requiring Detailed Coding	10.0	16.5	1.65	succinyl chloride 20_mg 10_ml injection	Pharmacy	(0, 4]	Units > 1
SUCCINYLCHN 20MG INJ	SUCCINYLCHN 20MG INJ	Drugs Requiring Detailed Coding	1.0	6.26	6.26	succinylcholine 20_mg injection	Pharmacy	(4, 17]	Units <= 1
SUCCINYLCHN 20MG INJ	SUCCINYLCHN 20MG INJ	Pharmacy	1.0	65.1	42.125	succinylcholine 20_mg injection	Pharmacy	(41, 61]	Units <= 1
SUCCINYLCHOLINE 20 MG/ML SOLN	SUCCINYLCHOLINE 20 MG/ML SOLN	Drugs Requiring Detailed Coding	5.0	52.9	16.5	succinylcholine 20_mg/ml solution	Pharmacy	(4, 17]	Units > 1
SUCCINYLCHOLINE 20 MG/ML SOLN	SUCCINYLCHOLINE 20 MG/ML SOLN	Pharmacy	7.0	88.13	10.123	succinylcholine 20_mg/ml solution	Pharmacy	(4, 17]	Units > 1
SUCCINYLCHOLINE 200MG/10ML INJ	SUCCINYLCHOLINE 200MG/10ML INJ	Drugs Requiring Detailed Coding	1.0	58.69	58.69	succinylcholine 200_mg/10_ml injection	Pharmacy	(41, 61]	Units <= 1
SUCCINYLCHOLINE 200MG/10ML INJ	SUCCINYLCHOLINE 200MG/10ML INJ	Pharmacy	1.0	94.9	94.9	succinylcholine 200_mg/10_ml injection	Pharmacy	(92, 287]	Units <= 1
SUCCINYLCHOLINE CHLORIDE PER 20 MG	SUCCINYLCHOLINE CHLORIDE PER 20 MG	Drugs Requiring Detailed Coding	5.0	43.26	8.65225	succinylcholine chloride per 20_mg	Pharmacy	(4, 17]	Units > 1
SUCCINYLCHOLINE CHLORIDE PER 20 MG	SUCCINYLCHOLINE CHLORIDE PER 20 MG	Pharmacy	5.0	43.26	8.652	succinylcholine chloride per 20_mg	Pharmacy	(4, 17]	Units > 1
HB SUCCINYLCHOLINE CL 20MG/ML 10ML	SUCCINYLCHOLINE CL 20MG/ML 10ML	Pharmacy	2.0	18.83	9.048	succinylcholine chloride 20 mg/ml 10 ml	Pharmacy	(4, 17]	Units > 1
HB SUCCINYLCHOLINE CL 20MG/ML10ML	SUCCINYLCHOLINE CL 20MG/ML10ML	Drugs Requiring Detailed Coding	3.0	13.48	4.493333333	succinylcholine chloride 20_mg/ml10_ml	Pharmacy	(4, 17]	Units > 1
HB SUCCINYLCHOLINE CL 20MG/ML10ML	SUCCINYLCHOLINE CL 20MG/ML10ML	Pharmacy	2.0	9.71	5.63	succinylcholine chloride 20_mg/ml10_ml	Pharmacy	(4, 17]	Units > 1
SUCRALFATE 1 GRAM TAB	SUCRALFATE 1 GRAM TAB	Drugs Requiring Specific Identification	1.0	10.81	10.81	sucralfate 1 gram tablet	Pharmacy	(4, 17]	Units <= 1
SUCRALFATE 1 GRAM TAB	SUCRALFATE 1 GRAM TAB	Pharmacy	1.0	5.35	5.35	sucralfate 1 gram tablet	Pharmacy	(4, 17]	Units <= 1
SUCRALFATE 1000MG/10	SUCRALFATE 1000MG/10	Pharmacy	1.0	2.77	2.77	sucralfate 1000_mg/10	Pharmacy	(0, 4]	Units <= 1
SUCROSE 1 ML UNIT DOSE PKG	SUCROSE 1 ML UNIT DOSE PKG	Implant/Supply	1.0	5.0	5.0	sucrose 1_ml unit dose package	Supply	(4, 17]	Units <= 1
SUCROSE 1 ML UNIT DOSE PKG	SUCROSE 1 ML UNIT DOSE PKG	Pharmacy	2.0	5.0	2.5	sucrose 1_ml unit dose package	Supply	(0, 4]	Units > 1
SUCROSE 24% 24% 1 ML VIAL	SUCROSE 24% 24% 1 ML VIAL	Pharmacy	1.0	2.5	2.5	sucrose 24% 24% 1_ml vial	Supply	(0, 4]	Units <= 1
SUCROSE 24% ORAL SOLN	SUCROSE 24% ORAL SOLN	Drugs Requiring Specific Identification	1.0	5.45	5.45	sucrose 24% oral solution	Supply	(4, 17]	Units <= 1
SUCROSE 24% ORAL SOLN	SUCROSE 24% ORAL SOLN	Pharmacy	1.0	3.46	1.78	sucrose 24% oral solution	Supply	(0, 4]	Units <= 1
SUCROSE N.F. 24% SOLUTION AMP 1ML	SUCROSE N.F. 24% SOLUTION AMP 1ML	Pharmacy	1.0	2.0	2.0	sucrose NF 24% solution ampule 1_ml	Pharmacy	(0, 4]	Units <= 1
SUCT DRAIN SYS 500ML TCS500D	SUCT DRAIN SYS 500ML TCS500D	Implant/Supply	1.0	155.0	155.0	suction drain system 500_ml tcs500d	Supply	(92, 287]	Units <= 1
SUCT SYS CLSD NEO/PEDS ELBO	SUCT SYS CLSD NEO/PEDS ELBO	Implant/Supply	1.0	52.0	52.0	suction system closed neonatal/pediatrics elbow	Supply	(41, 61]	Units <= 1
SUCT SYS CLSD TURB-CLN 12FR	SUCT SYS CLSD TURB CLN 12FR	Implant/Supply	1.0	67.0	67.0	suction system closed turb cln 12fr	Supply	(61, 92]	Units <= 1
SUCTION 15 MIN BY RESP THERPST	SUCTION 15 MIN BY RESP THERPST	Respiratory Services	3.0	246.66	71.49	suction 15 minutes by respiratory therapist	Respiratory Therapy	(61, 92]	Units > 1
SUCTION ARTIFICIAL AIRWAY	SUCTION ARTIFICIAL AIRWAY	Patient Conv Items	2.0	0.0	0.0	suction artificial airway	Supply	(-10, 0]	Units > 1
SUCTION ARTIFICIAL AIRWAY	SUCTION ARTIFICIAL AIRWAY	Pulmonary Function	1.0	0.0	0.0	suction artificial airway	Supply	(-10, 0]	Units <= 1
SUCTION ARTIFICIAL AIRWAY	SUCTION ARTIFICIAL AIRWAY	Respiratory Services	1.0	0.0	0.0	suction artificial airway	Supply	(-10, 0]	Units <= 1
SUCTION IRRIGATION TUBING	SUCTION IRRIGATION TUBING	Implant/Supply	1.0	0.0	0.0	suction irrigation tubing	Supply	(-10, 0]	Units <= 1
SUCTION ONLY	SUCTION ONLY	Respiratory Services	4.0	0.0	0.0	suction only	Respiratory Therapy	(-10, 0]	Units > 1
SUCTION ONLY	SUCTION ONLY	Treatment/Observation Room	1.0	171.0	171.0	suction only	Respiratory Therapy	(92, 287]	Units <= 1
SUCTION, ORAL CARE SYSTEM PE	SUCTION ORAL CARE SYSTEM PE	Implant/Supply	1.0	100.0	100.0	suction oral care system pe	Supply	(92, 287]	Units <= 1
SUCTION, ORAL CARE SYSTEM PE	SUCTION ORAL CARE SYSTEM PE	Respiratory Services	1.0	100.0	100.0	suction oral care system pe	Supply	(92, 287]	Units <= 1
SUCTION SUPPLIES	SUCTION SUPPLIES	Implant/Supply	1.0	0.0	0.0	suction supplies	Supply	(-10, 0]	Units <= 1
HB SUCTION TUBE CARDIAC 6FR	SUCTION TUBE CARDIAC 6FR	Implant/Supply	1.0	68.0	68.0	suction tube cardiac 6 fr	Supply	(61, 92]	Units <= 1
SUCTIONING	SUCTIONING	Implant/Supply	4.0	48.0	12.0	suctioning	Respiratory Therapy	(4, 17]	Units > 1
SUCTIONING	SUCTIONING	Others	1.0	0.0	0.0	suctioning	Respiratory Therapy	(-10, 0]	Units <= 1
SUCTIONING	SUCTIONING	Respiratory Services	1.0	0.0	0.0	suctioning	Respiratory Therapy	(-10, 0]	Units <= 1
SUCTIONING/ LAVAGE	SUCTIONING/ LAVAGE	Respiratory Services	1.0	143.0	143.0	suctioning/lavage	Respiratory Therapy	(92, 287]	Units <= 1
HB SULFADIAZINE 500MG TAB BULK	SULFADIAZINE 500MG TAB BULK	Pharmacy	3.0	63.24	21.08	sulfadiazine 500 mg tablet bulk	Pharmacy	(17, 41]	Units > 1
SULFAMETHOXAZOLE-TRIMETHOPRIM 80-16 MG/ML SOLN	SULFAMETHOXAZOLE TRIMETHOPRIM 80 16 MG/ML SOLN	Pharmacy	1.0	250.9	250.9	sulfamethoxazole trimethoprim 80 16_mg/ml solution	Pharmacy	(92, 287]	Units <= 1
SULFOSALICYLIC ACID	SULFOSALICYLIC ACID	Laboratory	1.0	47.0	47.0	sulfosalicylic acid	Laboratory	(41, 61]	Units <= 1
SUMATRIPTAN 50MG TABLET	SUMATRIPTAN 50MG TABLET	Drugs Requiring Specific Identification	2.0	201.8	100.9	sumatriptan 50 mg tablet	Pharmacy	(92, 287]	Units > 1
SUPERIOR CAVAL VENOGRAPHY	SUPERIOR CAVAL VENOGRAPHY	Radiology	1.0	1138.0	1138.0	superior caval venography	Radiology	(997, 2496]	Units <= 1
HB SUPERVISED COUGH & SUCTION	SUPERVISED COUGH & SUCTION	Respiratory Services	1.0	41.18	41.18	supervised cough and suction	Respiratory Therapy	(41, 61]	Units <= 1
HC SUPPLY CHARGE NICU	SUPPLY CHARGE NICU	Implant/Supply	1.0	686.65	686.65	supply charge neonatal_intensive_care_unit	Supply	(641, 997]	Units <= 1
SUPPLY OXYGEN PER 12 HR PERIOD	SUPPLY OXYGEN PER 12 HR PERIOD	Respiratory Services	1.0	118.0	118.0	supply oxygen per 12 hour period	Respiratory Therapy	(92, 287]	Units <= 1
HC SUPPLY PER DIEM (NS 42)	SUPPLY PER DIEM NS 42 	Implant/Supply	1.0	142.0	142.0	supply per diem normal_saline 42	Supply	(92, 287]	Units <= 1
SUPRAVALVULAR AORTOGRAPHY INJ	SUPRAVALVULAR AORTOGRAPHY INJ	Cardiology	1.0	96.0	96.0	supravalvular aortography injection	Cardiology	(92, 287]	Units <= 1
SURFACTANT ADMIN THROUGH TU	SURFACTANT ADMIN THROUGH TU	Implant/Supply	1.0	295.0	295.0	surfactant administration through tube	Respiratory Therapy	(287, 641]	Units <= 1
SURFACTANT ADMIN THROUGH TU	SURFACTANT ADMIN THROUGH TU	Pharmacy	1.0	295.0	295.0	surfactant administration through tube	Respiratory Therapy	(287, 641]	Units <= 1
SURFACTANT ADMIN THROUGH TU	SURFACTANT ADMIN THROUGH TU	Respiratory Services	1.0	295.0	295.0	surfactant administration through tube	Respiratory Therapy	(287, 641]	Units <= 1
SURG LEVEL II 1ST HR	SURG LEVEL II 1ST HR	OR Services	1.0	2895.0	2895.0	surgery level ii 1st hour	OR / Anesthesia / Recovery Room	(2496, 9320]	Units <= 1
SURG LEVEL II ADD 30 MIN	SURG LEVEL II ADD 30 MIN	OR Services	3.0	3915.0	1135.0	surgery Level II additional minutes	OR / Anesthesia / Recovery Room	(997, 2496]	Units > 1
SURG LEVEL IV 1ST HR	SURG LEVEL IV 1ST HR	OR Services	1.0	6447.0	6447.0	surgery level IV 1st hour	OR / Anesthesia / Recovery Room	(2496, 9320]	Units <= 1
SURG LEVEL IV ADD 30 MIN	SURG LEVEL IV ADD 30 MIN	OR Services	6.0	10716.0	1786.0	surgery level IV additional 30 minutes	OR / Anesthesia / Recovery Room	(997, 2496]	Units > 1
SURG PATH COMPL OR MULTI	SURG PATH COMPL OR MULTI	Laboratory	1.0	666.0	666.0	surgical pathology complex or multiple	Laboratory	(641, 997]	Units <= 1
SURG PATH ID AND RECORD	SURG PATH ID AND RECORD	Laboratory	1.0	255.0	255.0	surgical pathology identification and record	Laboratory	(92, 287]	Units <= 1
SURG PATH LEV 4 CELL BLOCK	SURG PATH LEV 4 CELL BLOCK	Laboratory	1.0	487.0	487.0	surgical pathology level 4 cell block	Laboratory	(287, 641]	Units <= 1
SURG PATH LEVEL 3 (LEVEL3)	SURG PATH LEVEL 3 LEVEL3 	Laboratory	1.0	352.0	352.0	surgical path level 3 level3	Laboratory	(287, 641]	Units <= 1
SURG PATH LEVEL 6 (LEVEL6)	SURG PATH LEVEL 6 LEVEL6 	Laboratory	1.0	862.0	862.0	surgical path level 6 level6	Laboratory	(641, 997]	Units <= 1
SURG PATH LEW GROSS AND MICRO	SURG PATH LEW GROSS AND MICRO	Laboratory	1.0	464.0	464.0	surgical pathology lew gross and miscroscopic	Laboratory	(287, 641]	Units <= 1
SURG PATH MULTI COMPL	SURG PATH MULTI COMPL	Laboratory	1.0	969.0	969.0	surgical pathology multiple complete	Laboratory	(641, 997]	Units <= 1
SURG PATTIES .75X.75 CA20 E	SURG PATTIES .75X.75 CA20 E	Implant/Supply	1.0	4.0	4.0	surgical patties 0.75x.75 ca20 e	Supply	(0, 4]	Units <= 1
SURGERY 1ST 30M I/P	SURGERY 1ST 30M I/P	OR Services	1.0	4399.0	4399.0	surgery 1st 30 minutes in/patient	OR / Anesthesia / Recovery Room	(2496, 9320]	Units <= 1
SURGERY ADDL 30 MINS I/P	SURGERY ADDL 30 MINS I/P	OR Services	2.0	4786.0	2393.0	surgery additional 30 minutes in/patient	OR / Anesthesia / Recovery Room	(997, 2496]	Units > 1
SURGICAL GROSS AND MICRO, L	SURGICAL GROSS AND MICRO L	Laboratory	1.0	308.0	308.0	surgical gross and micro l	Laboratory	(287, 641]	Units <= 1
SURGICAL SUPPLY	SURGICAL SUPPLY	Implant/Supply	1.0	25.12	25.12	surgical supply	Supply	(17, 41]	Units <= 1
SURGICAL SUPPLY	SURGICAL SUPPLY	Other Implants	1.0	600.0	600.0	surgical supply	Supply	(287, 641]	Units <= 1
SURGICEL ABSORBABLE HEMOSTAT	SURGICEL ABSORBABLE HEMOSTAT	Pharmacy	2.0	162.9	64.95	surgicel absorbable hemostat	Supply	(61, 92]	Units > 1
SURGICEL ORIGINAL HEMOSTAT	SURGICEL ORIGINAL HEMOSTAT	Implant/Supply	2.0	411.6	205.8	surgicel original hemostat	Supply	(92, 287]	Units > 1
SURGIFLO HEMOSTAT MATRIX 8	SURGIFLO HEMOSTAT MATRIX 8	Pharmacy	1.0	466.32	466.32	surgiflo hemostat matrix 8	Supply	(287, 641]	Units <= 1
SURGIFOAM ABS GEL SPONGE H	SURGIFOAM ABS GEL SPONGE H	Pharmacy	1.0	54.38	54.38	surgifoam abs gel sponge h	Supply	(41, 61]	Units <= 1
SUSCEPT ENZYME, DETECT X 1	SUSCEPT ENZYME DETECT X 1	Laboratory	1.0	19.0	19.0	suscept enzyme detection x 1	Laboratory	(17, 41]	Units <= 1
SUSCEPT MIC MULTI ANTIMICROBIAL	SUSCEPT MIC MULTI ANTIMICROBIAL	Laboratory	1.0	153.0	153.0	susceptibility microscopic multi antimicrobial	Laboratory	(92, 287]	Units <= 1
HC SUSCEPTIBILITY MIC PER PLATE	SUSCEPTIBILITY MIC PER PLATE	Laboratory	1.0	185.0	185.0	susceptibility minimal_inhibitory_concentration per plate	Laboratory	(92, 287]	Units <= 1
SUSCEPTIBILITY MICRODILUTI	SUSCEPTIBILITY MICRODILUTI	Laboratory	1.0	209.0	209.0	susceptibility microdilution	Laboratory	(92, 287]	Units <= 1
SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO	SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO	Laboratory	1.0	201.0	201.0	susceptibility microdilution per plate zz00 to	Laboratory	(92, 287]	Units <= 1
SUT ABS 2 - 0 CT - 1 L27	SUT ABS 2 0 CT 1 L27	Implant/Supply	1.0	18.0	13.5	suture abs 2 0 computed_tomography 1 l27	Supply	(4, 17]	Units <= 1
HB SUT BOOD RED	SUT BOOD RED	Implant/Supply	1.0	6.0	6.0	suture boot red	Supply	(4, 17]	Units <= 1
SUT BOOT AID 051003	SUT BOOT AID 051003	Implant/Supply	1.0	18.0	18.0	suture boot aid 51003	Supply	(17, 41]	Units <= 1
HB SUT CHROMIC 6-0 G-6 DA 794G	SUT CHROMIC 6 0 G 6 DA 794G	Implant/Supply	1.0	77.0	77.0	suture chromic 6 0 g 6 da 794 gm	Supply	(61, 92]	Units <= 1
HB SUT CHROMIC G-0 G-S DA 794G	SUT CHROMIC G 0 G S DA 794G	Implant/Supply	1.0	77.0	77.0	suture chromic g 0 g s da 794 gm	Supply	(61, 92]	Units <= 1
HB SUT ETHIBOND 2-0 EN-S D8425	SUT ETHIBOND 2 0 EN S D8425	Implant/Supply	4.0	1020.0	255.0	suture ethibond 2 0 en s d8425	Supply	(92, 287]	Units > 1
HB SUT ETHIBOND 2 - 0 SH PXX - 86	SUT ETHIBOND 2 0 SH PXX 86	Implant/Supply	2.0	478.0	239.0	suture ethibond 2 0 sh pxx 86	Supply	(92, 287]	Units > 1
SUT ETHILON 2 0 FS 18	SUT ETHILON 2 0 FS 18	Implant/Supply	1.0	6.0	6.0	suture ethilon 2 0 fs 18	Supply	(4, 17]	Units <= 1
HB SUT ETHILON 3-0 PS-1/1663G	SUT ETHILON 3 0 PS 1/1663G	Implant/Supply	1.0	16.0	16.0	suture ethilon 3 0 ps 1/1663 gm	Supply	(4, 17]	Units <= 1
HB SUT GORETEX CV-7 24IN TTC-9	SUT GORETEX CV 7 24IN TTC 9	Implant/Supply	5.0	670.0	134.0	suture goretex cv 7 24 inches ttc 9	Supply	(92, 287]	Units > 1
HB SUT MAXON 2-0 T-5 CR 6229-53	SUT MAXON 2 0 T 5 CR 6229 53	Implant/Supply	1.0	144.0	144.0	suture maxon 2 0 t 5 cr 6229 53	Supply	(92, 287]	Units <= 1
HB SUT MAXON 6-0 CV-310 6145-11	SUT MAXON 6 0 CV 310 6145 11	Implant/Supply	5.0	610.0	122.0	suture maxon 6 0 cv 310 6145 11	Supply	(92, 287]	Units > 1
HB SUT MAXON 6-0 TE-1 6121-11	SUT MAXON 6 0 TE 1 6121 11	Implant/Supply	1.0	121.0	121.0	suture maxon 6 0 te 1 6121 11	Supply	(92, 287]	Units <= 1
HB SUT MERSILENE 36IN OS-8	SUT MERSILENE 36IN OS 8	Implant/Supply	2.0	636.0	318.0	suture mersilene 36 inches os 8	Supply	(287, 641]	Units > 1
HB SUT MONOCRYL 4-0 PC-1 Y835G	SUT MONOCRYL 4 0 PC 1 Y835G	Implant/Supply	1.0	26.0	26.0	suture monocryl 4 0 pc 1 y835 gm	Supply	(17, 41]	Units <= 1
HB SUT MONOCRYL 4-0 PS-2 Y496G	SUT MONOCRYL 4 0 PS 2 Y496G	Implant/Supply	1.0	45.0	45.0	suture monocryl 4 0 ps 2 y496 gm	Supply	(41, 61]	Units <= 1
HB SUT MONOCRYL 5-0 TF Y433H	SUT MONOCRYL 5 0 TF Y433H	Implant/Supply	1.0	12.0	12.0	suture monocryl 5 0 tf y433h	Supply	(4, 17]	Units <= 1
HB SUT NUROLON 4-0 RB-1 CR C554	SUT NUROLON 4 0 RB 1 CR C554	Implant/Supply	1.5	97.0	64.5	suture nurolon 4 0 rb 1 cr c554	Supply	(61, 92]	Units > 1
HB SUT NUROLON 4-0 RE-1 CR C554	SUT NUROLON 4 0 RE 1 CR C554	Implant/Supply	1.0	63.0	63.0	suture nurolon 4 0 re 1 cr c554	Supply	(61, 92]	Units <= 1
HB SUT PACING WIRE 2-0 RB-1 TPW10	SUT PACING WIRE 2 0 RB 1 TPW10	Implant/Supply	2.0	104.0	52.0	suture pacing wire 2 0 rb 1 tpw10	Supply	(41, 61]	Units > 1
HB SUT PACING WIRE 2-0 RB-1 TPWIO	SUT PACING WIRE 2 0 RB 1 TPWIO	Implant/Supply	1.0	52.0	52.0	suture pacing wire 2 0 rb 1 tpwio	Supply	(41, 61]	Units <= 1
HB SUT PACING WIRE 2-0 SH TPW32	SUT PACING WIRE 2 0 SH TPW32	Implant/Supply	1.0	108.0	108.0	suture pacing wire 2 0 sh tpw32	Supply	(92, 287]	Units <= 1
HB SUT PDSH 4 - 0 RB - 1 D6261	SUT PDSH 4 0 RB 1 D6261	Implant/Supply	1.0	154.0	154.0	suture pdsh 4 0 rb 1 d6261	Supply	(92, 287]	Units <= 1
HB SUT PDSII 3-0 SH 18IN Z774D	SUT PDSII 3 0 SH 18IN Z774D	Implant/Supply	1.0	83.0	83.0	suture pds 2 3 0 sh 18 inches z774d	Supply	(61, 92]	Units <= 1
HB SUT PDSII 6 - 0 BV - 1 DA Z117H	SUT PDSII 6 0 BV 1 DA Z117H	Implant/Supply	1.0	72.0	69.0	suture pdsii 6 0 bv 1 da z117h	Supply	(61, 92]	Units <= 1
HB SUT PDSII 7-0 BV175-6	SUT PDSII 7 0 BV175 6	Implant/Supply	1.0	434.0	434.0	suture pdsii 7 0 bv175 6	Supply	(287, 641]	Units <= 1
SUT POLYSORB 0 UNDYED 36IN GS- CL954 - CSC	SUT POLYSORB 0 UNDYED 36IN GS CL954 CSC	Implant/Supply	1.0	10.0	10.0	suture polysorb 0_undyed 36 inches gs cl954 central_supply service	Supply	(4, 17]	Units <= 1
SUT POLYSORB 2 - 0 GS - 21 U/D 36IN CL953	SUT POLYSORB 2 0 GS 21 U/D 36IN CL953	Implant/Supply	2.0	16.0	8.0	suture polysorb 2 0 GS 21_units/device 36 inches cl953	Supply	(4, 17]	Units > 1
SUT PROLENE 3 0 SH DA 8522H	SUT PROLENE 3 0 SH DA 8522H	Implant/Supply	1.0	13.42	13.42	suture prolene 3 0 sh da 8522h	Supply	(4, 17]	Units <= 1
SUT PROLENE 4-0 HS-6	SUT PROLENE 4 0 HS 6	Implant/Supply	4.0	304.0	76.0	suture prolene 4 0 hs 6	Supply	(61, 92]	Units > 1
HB SUT PROLENE 5-0RB-3DA D7689	SUT PROLENE 5 0RB 3DA D7689	Implant/Supply	1.5	319.5	213.0	suture prolene 5 0rb 3da d7689	Supply	(92, 287]	Units > 1
HB SUT PROLENE 6 - 0 BV - 1 DA 8805H	SUT PROLENE 6 0 BV 1 DA 8805H	Implant/Supply	4.0	228.0	58.0	suture prolene 6 0 bv 1 da 8805h	Supply	(41, 61]	Units > 1
HB SUT PROLENE 7-0 18IN BV175-6	SUT PROLENE 7 0 18IN BV175 6	Implant/Supply	2.0	732.0	366.0	suture prolene 7 0 18 inches bv175 6	Supply	(287, 641]	Units > 1
HB SUT PROLENE 7-0 4 PV175-6 24IN	SUT PROLENE 7 0 4 PV175 6 24IN	Implant/Supply	7.0	2814.0	402.0	suture prolene 7 0 4 pv175 6 24 inches	Supply	(287, 641]	Units > 1
HB SUT PROLENE 7 - 0 BV175 DA 8735H	SUT PROLENE 7 0 BV175 DA 8735H	Implant/Supply	3.0	351.0	117.0	suture prolene 7 0 bv175 da 8735h	Supply	(92, 287]	Units > 1
HB SUT PROLENE 8 - 0 24IN BV130 - 5	SUT PROLENE 8 0 24IN BV130 5	Implant/Supply	1.0	118.0	117.0	suture prolene 8 0 24 inches bv130 5	Supply	(92, 287]	Units <= 1
HB SUT PROLENS 6-0 BV-1 DA 8805H	SUT PROLENS 6 0 BV 1 DA 8805H	Implant/Supply	4.0	232.0	58.0	suture prolens 6 0 bv 1 da 8805h	Supply	(41, 61]	Units > 1
SUT SILK 0 SH (K834H)	SUT SILK 0 SH K834H 	Implant/Supply	1.0	3.0	3.0	suture silk 0 sh k834h	Supply	(0, 4]	Units <= 1
SUT SILK 3 - 0 18IN MP BLK 108924	SUT SILK 3 0 18IN MP BLK 108924	Implant/Supply	2.0	6.64	3.32	suture silk 3 0 18 inches mp blk 108924	Supply	(0, 4]	Units > 1
HB SUT SILK 3-0 30IN A304H	SUT SILK 3 0 30IN A304H	Implant/Supply	1.0	12.0	12.0	suture silk 3 0 30 inches a304h	Supply	(4, 17]	Units <= 1
HB SUT SILK 3-0 EN-S 48IN D-7794	SUT SILK 3 0 EN S 48IN D 7794	Implant/Supply	1.0	208.0	208.0	suture silk 3 0 en s 48 inches d 7794	Supply	(92, 287]	Units <= 1
HB SUT SILK 4-0 30IN A303H	SUT SILK 4 0 30IN A303H	Implant/Supply	1.0	12.0	12.0	suture silk 4 0 30 inches a303h	Supply	(4, 17]	Units <= 1
SUT SKN GLUE	SUT SKN GLUE	Implant/Supply	3.0	228.0	57.0	suture skin glue	Supply	(41, 61]	Units > 1
SUT SLK 2-0 SH 8X18(C0120)	SUT SLK 2 0 SH 8 X18 C0120 	Implant/Supply	2.0	90.0	45.0	suture silk 2 0 sh 8 x18 c0120	Supply	(41, 61]	Units > 1
SUT SLK 3-0 SH 8X18 CR (C013D)	SUT SLK 3 0 SH 8 X18 CR C013D 	Implant/Supply	1.0	45.0	45.0	suture silk 3 0 sh 8 x18 cr c013d	Supply	(41, 61]	Units <= 1
SUT SOFSILK 0 TIES 18IN X12 BLK S176	SUT SOFSILK 0 TIES 18IN X12 BLK S176	Implant/Supply	1.0	6.0	6.0	suture sofsilk 0 ties 18 inches x12 blk s176	Supply	(4, 17]	Units <= 1
SUT SOFSILK 2 - 0 PRE - CUT 12X18IN S195 - CSC	SUT SOFSILK 2 0 PRE CUT 12X18IN S195 CSC	Implant/Supply	1.0	6.0	6.0	suture sofsilk 2 0 pre cut 12x18 inches s195 csc	Supply	(4, 17]	Units <= 1
HB SUT SURG STEEL 6 V-40	SUT SURG STEEL 6 V 40	Implant/Supply	1.0	58.5	58.5	suture surgical steel 6 view 40	Supply	(41, 61]	Units <= 1
HB SUT SURGICAL STEEL 2-0 CT-1	SUT SURGICAL STEEL 2 0 CT 1	Implant/Supply	1.0	46.0	46.0	suture surgical steel 2 0 ct 1	Supply	(41, 61]	Units <= 1
SUT TEVDEK 6-0	SUT TEVDEK 6 0	Implant/Supply	1.0	288.0	288.0	suture tevdek 6 0	Supply	(287, 641]	Units <= 1
HB SUT TI CRON 2 - 0 CV - 305	SUT TI CRON 2 0 CV 305	Implant/Supply	1.0	381.0	378.0	suture ticron 2 0 cv 305	Supply	(287, 641]	Units <= 1
HB SUT TI CRON 2 - 0 Y - 5	SUT TI CRON 2 0 Y 5	Implant/Supply	1.0	588.0	588.0	suture ticron 2 0 y 5	Supply	(287, 641]	Units <= 1
HB SUT TI CRON 3-0 CV-331	SUT TI CRON 3 0 CV 331	Implant/Supply	2.0	90.0	45.0	suture ticron 3 0 cv 331	Supply	(41, 61]	Units > 1
