,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
2469,SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00,306.0,Laboratory,Laboratory,Monitoring,290.0,96.8965517241,1.03448275862,Laboratory,0.87,1,Laboratory,0.93,1,Laboratory,0.76,1,Laboratory,0.957782807709,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2470,SUT ETHIBOND 2 0 EN S D8425,suture ethibond 2 0 en d8425,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.88,1,Supply,0.944340056015,1,Supply,0.999751520214,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2471,SUT ETHIBOND 2 0 SH PXX 86,suture ethibond 2 0 sh pxx 86,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.88,1,Supply,0.952986643004,1,Supply,0.999796630904,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2472,SUT MONOCRYL 4 0 PC 1 Y835G,suture monocryl 4 0 pc 1 y835 gm,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.93,1,Supply,0.930441660584,1,Supply,0.999898711795,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2473,SUT NUROLON 4 0 RB 1 CR C554,suture nurolon 4 0 rb 1 cr c554,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.73,1,Supply,0.43,1,Supply,0.962549071857,1,Supply,0.99822687499,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2474,SUT NUROLON 4 0 RE 1 CR C554,suture nurolon 4 0 1 cr c554,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.7,1,Supply,0.41,1,Supply,0.941040626605,1,Supply,0.998979527252,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2475,SUT PACING WIRE 2 0 RB 1 TPW10,suture pacing wire 2 0 rb 1 tpw10,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.94,1,Supply,0.91,1,Supply,0.969078499903,1,Supply,0.997178303311,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2476,SUT PDSII 3 0 SH 18IN Z774D,suture pds 2 3 0 sh 18 inches z774d,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.77,1,Supply,0.81,1,Supply,0.97932970501,1,Supply,0.999871013245,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2477,SUT POLYSORB 0 UNDYED 36IN GS CL954 CSC,suture polysorb 0_undyed 36 inches gs cl954 central_supply service,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.81,1,Supply,0.974747887377,1,Supply,0.999926061217,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2478,SUT PROLENE 5 0RB 3DA D7689,suture prolene 5 0rb 3da d7689,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.81,1,Supply,0.962435906502,1,Supply,0.998963917482,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2479,SUT PROLENE 7 0 18IN BV175 6,suture prolene 7 0 18 inches bv175 6,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.93,1,Supply,0.970854490646,1,Supply,0.999913942797,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2480,SUT SILK 4 0 30IN A303H,suture silk 4 0 30 inches a303h,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.88,1,Supply,0.96,1,Supply,0.97182724575,1,Supply,0.999725278675,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2481,SUT SKN GLUE,suture skin glue,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2482,SUT SKN GLUE,suture skin glue,271.0,Supply,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2483,SUT SKN GLUE,suture skin glue,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Radiology,0.72,0,Respiratory Therapy,0.41,0,Supply,0.963436500254,1,Supply,0.999128258879,1,Supply,"Logistic_OvR, DeepNN",0.490641189783
2484,SUT SURGICAL STEEL 2 0 CT 1,suture surgical steel 2 0 ct 1,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.76,1,Supply,0.81,1,Supply,0.919892760015,1,Supply,0.995406262847,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2485,SUT TICRON 2 0 Y 5 3202 51,suture ticron 2 0 5 3202 51,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.89,1,Supply,0.93,1,Supply,0.96,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2486,SUT VICRYL 4 0 RB 1 VCP714D,suture vicryl 4 0 rb 1 vcp714d,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.96,1,Supply,0.91,1,Supply,0.920522756849,1,Supply,0.919148213653,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2487,SUTR MONOCRYL 4 0 RB 1 Y214,suture monocryl 4 0 rb 1 y214,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.88,1,Supply,0.950370125198,1,Supply,0.998251904342,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2488,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.79,1,Supply,0.88,1,Supply,0.96,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2489,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.79,1,Supply,0.88,1,Supply,0.96,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2490,SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.78,1,Supply,0.88,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2491,SUTURE 2 0 NYLON 664H,suture 2 0 nylon 664h,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.78,1,Supply,0.88,1,Supply,0.93634738551,1,Supply,0.99930102165,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2492,SUTURE 5 0 PROLENE M8725,suture 5 0 prolene m8725,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.88,1,Supply,0.96,1,Supply,0.998676888055,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2493,SUTURE ABSRB VCL 4.0 L18IN BRD,suture absorbable vicryl 4.0 l18 inches brd,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.89,1,Supply,0.93,1,Supply,0.984204035014,1,Supply,0.999698204218,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2494,SUTURE NABSORB PRMHND SLK 2 0,suture nonabsorbent prmhnd silk 2 0,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.97,1,Supply,0.96,1,Supply,0.953152099946,1,Supply,0.9997831833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2495,SUTURE NABSORB PROLN 2 0 FS/FS,suture nonabsorbent prolene 2 0 fs fs,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.88,1,Supply,0.93,1,Supply,0.960713532985,1,Supply,0.995998832771,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2496,SUTURE NABSORB PROLN PP 5 0 RB,suture nonabsorbent prolene pp 5 0 rb,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.94,1,Supply,0.92,1,Supply,0.95867236146,1,Supply,0.997585139147,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2497,SUTURE NABSORB SLK 5 0 C 1 L30,suture nonabsorbent silk 5 0 c 1 l30,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.97,1,Supply,0.96,1,Supply,0.953152099946,1,Supply,0.9997831833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2498,SUTURE NABSORB SS 2 LS 1 L20IN,suture nonabsorbent ss 2 ls 1 length 20 inches,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,1.0,1,Supply,1.0,1,Supply,0.967169501613,1,Supply,0.999677523044,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2499,SUTURE SILK 0 BRD SH,suture silk 0 bard sh,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.88,1,Supply,0.980243493186,1,Supply,0.999980834448,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2500,SUTURE SILK 0 BRD SH,suture silk 0 bard sh,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.88,1,Supply,0.980243493186,1,Supply,0.999980834448,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2501,SUTURE STERNOTMY MYO/WIRE SS 6,suture sternotomy mayo wire ss 6,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.75,1,Supply,0.38,1,Supply,0.919071537696,1,Supply,0.981957726888,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2502,SUTURE TI CRON 2 0 Y 5 3202 51,suture ticron 2 0 5 3202 51,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.93,1,Supply,0.96,1,Supply,0.998171418453,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2503,SUTURE TI CRON 4 0 CV 301 3314,suture ticron 4 0 cv 301 3314,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.89,1,Supply,0.93,1,Supply,0.921300528727,1,Supply,0.831651323915,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2504,SUTURE TYPE II,suture type 2,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.97,1,Supply,0.92,1,Supply,0.909243501078,1,Supply,0.994024651833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2505,SUTURE TYPE II,suture type 2,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.97,1,Supply,0.92,1,Supply,0.909243501078,1,Supply,0.994024651833,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2506,SWALLOW EVALUATION PER 15,swallow evaluation per 15,444.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,Radiology,12.0,83.3333333333,16.6666666667,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.922597077763,1,PT / OT / Speech Therapy,0.999951522645,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2507,SWALLOW/FEED EVAL 30 MIN S,swallow feeding evaluation 30 minutes subsequent,440.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,Radiology,36.0,86.1111111111,8.33333333333,PT / OT / Speech Therapy,0.85,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.996785745078,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2508,SWALLOW/FEEDING THERAPY 30 MINUTES MOD GN ,swallow feeding therapy 30 minutes mod gn,440.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,Radiology,36.0,86.1111111111,8.33333333333,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.94,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.577122039779,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2509,SYRINGE CATH TP BD 6OML STRL L,syringe catheter tip bd 60 ml sterile l,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.97,1,Supply,0.96,1,Supply,0.958092540831,1,Supply,0.998885017853,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2510,SYRINGE CATHETER TIP 60CC DISP,syringe catheter tip 60_cc disposable,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.9,1,Supply,0.88,1,Supply,0.970339835104,1,Supply,0.999815764987,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2511,SYRINGE CATHETER TIP 60CC DISP,syringe catheter tip 60_cc disposable,271.0,Supply,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Supply,0.9,1,Supply,0.88,1,Supply,0.970339835104,1,Supply,0.999815764987,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2512,SYRINGE CATHETER TIP 60CC DISP,syringe catheter tip 60_cc disposable,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.9,1,Supply,0.88,1,Supply,0.970339835104,1,Supply,0.999815764987,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2513,SYRINGE EAR BULB 2 OZ,syringe ear bulb 2 ounce,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.88,1,Supply,0.93,1,Supply,0.963123542931,1,Supply,0.994393323565,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2514,SYRINGE KIT S/LABELS,syringe kit s labels,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.81,1,Supply,0.96,1,Supply,0.795714721769,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2515,SYSTEM EVD BECKER EXTERNAL NE,system external_ventricular_drains becker external ne,278.0,Supply,Implant,Supply,148.0,50.0,43.9189189189,Radiology,0.69,0,Supply,0.4,1,Supply,0.96,1,Supply,0.764317543919,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.708105847973
2516,SYSTEM INTRO SS VALVED 7.0FRX13CM,system intro ss valved 7.0frx13cm,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.98,1,Supply,0.97,1,Supply,0.903898961851,1,Supply,0.971105715039,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2517,SYSTEM ORAL HYGIENE CARE W/,system oral hygiene care,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Supply,0.85,1,Supply,0.81,1,Supply,0.76,1,Nursing Services,0.407854415236,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.806666666667
2518,SYSTEM ORAL HYGIENE CARE W/,system oral hygiene care,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.81,1,Supply,0.76,1,Nursing Services,0.407854415236,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.95
2519,SYSTEM ORAL HYGIENE CARE W/,system oral hygiene care,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.85,1,Supply,0.81,1,Supply,0.76,1,Nursing Services,0.407854415236,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.95
2520,T4,thyroxine,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.78,1,Laboratory,0.33,1,Laboratory,0.96,1,Laboratory,0.999517998743,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2521,T4,thyroxine,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.78,1,Laboratory,0.33,1,Laboratory,0.96,1,Laboratory,0.999517998743,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2522,T41 HLA ADDITIONAL SERUM W/DTT,t41 hla additional serum dtt,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.73,1,Laboratory,0.42,1,Laboratory,0.97200022916,1,Laboratory,0.999757873825,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2523,TAMSULOSIN SR CAP 0.4MG,tamsulosin slow_release capillary 0.4_mg,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.87,1,Pharmacy,0.81,1,Pharmacy,0.954819878044,1,Pharmacy,0.469870211771,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2524,TAP CTN UMBILICAL U 11T,tape ctn umbilical 11t,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Laboratory,0.75,0,Supply,0.42,1,Supply,0.908944609501,1,Supply,0.818976469992,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
2525,TBO FILGRASTIM 480 MCG/0.8,tbo filgrastim 480 microgram/0.8,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.68,1,Pharmacy,0.46,1,Pharmacy,0.96,1,Pharmacy,0.719340751808,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2526,TC BAG ENTERNAL FEED 1000M,bag enteral feed 1000m,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.79,1,Supply,0.81,1,Supply,0.96,1,Supply,0.758884451548,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2527,TC BAG FEEDING PUMP ZEVEX,bag feeding pump zevex,270.0,Capital Equipment,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Capital Equipment,0.75,1,Capital Equipment,0.81,1,Capital Equipment,0.76,1,Capital Equipment,0.98985564071,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827463910178
2528,TC BAG FEEDING PUMP ZEVEX,bag feeding pump zevex,271.0,Capital Equipment,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Capital Equipment,0.75,1,Capital Equipment,0.81,1,Capital Equipment,0.76,1,Capital Equipment,0.98985564071,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827463910178
2529,TC BAG FEEDING PUMP ZEVEX,bag feeding pump zevex,272.0,Capital Equipment,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Capital Equipment,0.75,1,Capital Equipment,0.81,1,Capital Equipment,0.76,1,Capital Equipment,0.98985564071,1,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.827463910178
2530,TC DRESSING OCCLUSIVE THIN 4,dressing occlusive thin 4,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.75,1,Supply,0.81,1,Supply,0.950726662879,1,Supply,0.998196082245,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2531,TC DRESSING OCCLUSIVE THIN 4,dressing occlusive thin 4,271.0,Supply,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Supply,0.75,1,Supply,0.81,1,Supply,0.950726662879,1,Supply,0.998196082245,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2532,TC DRESSING OCCLUSIVE THIN 4,dressing occlusive thin 4,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.75,1,Supply,0.81,1,Supply,0.950726662879,1,Supply,0.998196082245,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2533,TC SOLUTION RT H2O STRL 1000,solution respiratory_therapy water sterile 1000,250.0,Supply,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.73,0,Supply,0.43,0,Diluent / Flush / Irrigant,0.504037428658,1,Diluent / Flush / Irrigant,0.912873281412,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.354227677517
2534,TC SOLUTION RT H2O STRL 1000,solution respiratory_therapy water sterile 1000,258.0,Supply,Diluent / Flush / Irrigant,Pharmacy,392.0,55.612244898,39.7959183673,Pharmacy,0.73,0,Supply,0.43,0,Diluent / Flush / Irrigant,0.504037428658,1,Diluent / Flush / Irrigant,0.912873281412,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.354227677517
2535,TC SOLUTION RT H2O STRL 1000,solution respiratory_therapy water sterile 1000,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Pharmacy,0.73,0,Supply,0.43,0,Diluent / Flush / Irrigant,0.504037428658,1,Diluent / Flush / Irrigant,0.912873281412,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.354227677517
2536,TC SOLUTION RT H2O STRL 1000,solution respiratory_therapy water sterile 1000,271.0,Supply,Supply,Respiratory Therapy,132.0,65.1515151515,18.9393939394,Pharmacy,0.73,0,Supply,0.43,0,Diluent / Flush / Irrigant,0.504037428658,1,Diluent / Flush / Irrigant,0.912873281412,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.354227677517
2537,TC SOLUTION RT H2O STRL 1000,solution respiratory_therapy water sterile 1000,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Pharmacy,0.73,0,Supply,0.43,0,Diluent / Flush / Irrigant,0.504037428658,1,Diluent / Flush / Irrigant,0.912873281412,1,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.354227677517
2538,TCR AB FLOW CYTOMETRY CELL SURF 1ST MRKR,tcr antibody flow cytometry cell surface 1st mrkr,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,0.938536223521,1,Laboratory,0.995085109409,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2539,TEARISOL OPHTH 0.5% SOLN 15ML,tearisol ophthalmic 0.5% solution 15 ml,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.43,1,Pharmacy,0.957967874049,1,Pharmacy,0.980844892893,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2540,TEGADEEM 4X4,tegaderm 4x4,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Supply,0.94,1,Supply,0.91,1,Supply,0.534017889582,1,Supply,0.966373479016,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2541,TELEMETRY MONITOR DAY,telemetry monitor day,270.0,Monitoring,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Monitoring,0.89,1,Monitoring,0.96,1,Monitoring,0.92,1,Monitoring,0.997857262886,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941964315722
2542,TELEMETRY MONITOR DAY,telemetry monitor day,732.0,Monitoring,Monitoring,Education / Training,4.0,75.0,25.0,Monitoring,0.89,1,Monitoring,0.96,1,Monitoring,0.92,1,Monitoring,0.997857262886,1,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2543,TELEPHONE,telephone,370.0,Plan Benefit,OR / Anesthesia / Recovery Room,Respiratory Therapy,72.0,66.6666666667,6.94444444444,Plan Benefit,0.76,1,Plan Benefit,0.81,1,Supply,0.76,0,Supply,0.451333333963,0,Plan Benefit,"Jaro, DLevenshtein",0.3925
2544,TELEPHONE,telephone,993.0,Plan Benefit,Plan Benefit,,1.0,100.0,0.0,Plan Benefit,0.76,1,Plan Benefit,0.81,1,Supply,0.76,0,Supply,0.451333333963,0,Plan Benefit,"Jaro, DLevenshtein",0.3925
2545,TETRACAINE 0.5 % SOLN 15 ML BOTTLE,tetracaine 0.5% solution 15_ml bottle,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.944423472175,1,Pharmacy,0.998103327997,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
2546,THAWED COMP PREP,thawed component preparation,300.0,Blood Products,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Radiology,0.71,1,Blood Products,0.43,0,Laboratory,0.471932971357,0,Nursing Services,0.656193428149,0,Radiology,Jaro,0.1775
2547,THER EXERCISES 15 MIN,therapist exercises 15 minutes,402.0,PT / OT / Speech Therapy,Radiology,Laboratory,64.0,54.6875,32.8125,PT / OT / Speech Therapy,0.95,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.998237007884,1,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.967059251971
