descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	amount_bins	Dominant CC1	Dominant CC2	# of descriptions	% Dominance1	% Dominance2
HC SELENIUM	SELENIUM	301.0	1.0	250.0	250.0	selenium	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB SELENIUM 10 MCG/ML DILUTION IN SW FOR TPN	SELENIUM 10 MCG/ML DILUTION IN SW FOR TPN	250.0	1.0	20.73	20.33	selenium 10 mcg/ml dilution in sw for total_parenteral_nutrition	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SELENIUM INJ 0.04MG/ML 10ML	SELENIUM INJ 0.04MG/ML 10ML	250.0	1.0	81.7	81.7	selenium injection 0.04 mg/ml 10 ml	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SELF CARE	SELF CARE	420.0	1.0	0.01	0.01	self care	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE	SELF CARE	430.0	1.0	0.01	0.01	self care	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF-CARE CURRENT STATUS	SELF CARE CURRENT STATUS	420.0	1.0	1.0	1.0	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE CURRENT STATUS	SELF CARE CURRENT STATUS	429.0	1.0	0.01	0.01	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SELF CARE CURRENT STATUS	SELF CARE CURRENT STATUS	430.0	1.0	0.01	0.01	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE CURRENT STATUS	SELF CARE CURRENT STATUS	434.0	1.0	0.01	0.01	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SELF CARE, CURRENT STATUS	SELF CARE CURRENT STATUS	439.0	1.0	0.01	0.01	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE CURRENT STATUS	SELF CARE CURRENT STATUS	999.0	1.0	0.01	0.01	self care current status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE D/C STATUS	SELF CARE D/C STATUS	429.0	1.0	0.01	0.01	self care discontinue status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SELF CARE D/C STATUS	SELF CARE D/C STATUS	430.0	1.0	1.0	1.0	self care discontinue status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE D/C STATUS	SELF CARE D/C STATUS	434.0	1.0	0.01	0.01	self care discontinue status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE D/C STATUS	SELF CARE D/C STATUS	439.0	1.0	0.01	0.01	self care discontinue status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE D/C STATUS-	SELF CARE D/C STATUS 	430.0	1.0	0.01	0.01	self care discontinue status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF-CARE GOAL STATUS	SELF CARE GOAL STATUS	420.0	1.0	1.0	1.0	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE GOAL STATUS	SELF CARE GOAL STATUS	429.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SELF CARE GOAL STATUS	SELF CARE GOAL STATUS	430.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE GOAL STATUS	SELF CARE GOAL STATUS	434.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SELF CARE, GOAL STATUS	SELF CARE GOAL STATUS	439.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SELF CARE GOAL STATUS	SELF CARE GOAL STATUS	999.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE GOAL STATUS (	SELF CARE GOAL STATUS 	439.0	1.0	0.01	0.01	self care goal status	PT / OT / Speech Therapy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HC SELF CARE HOME MGMNT OT	SELF CARE HOME MGMNT OT	430.0	1.0	114.0	114.0	self care home management occupational_therapy	PT / OT / Speech Therapy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SELF CARE/HOME MGMT 15 MIN	SELF CARE/HOME MGMT 15 MIN	250.0	2.0	136.0	68.0	self care/home management 15_minutes	PT / OT / Speech Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SELF CARE/HOME MGMT 15 MIN	SELF CARE/HOME MGMT 15 MIN	430.0	1.0	75.0	75.0	self care/home management 15_minutes	PT / OT / Speech Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SELF DRILLING SCREWS 4MM TITANIUM MATRIX NEURO	SELF DRILLING SCREWS 4MM TITANIUM MATRIX NEURO	278.0	10.0	2970.0	297.0	self drilling screws 4mm titanium matrix neurology	Implant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SELFCARE HOME MGMT 15 MIN	SELFCARE HOME MGMT 15 MIN	430.0	1.5	138.0	92.0	selfcare home management 15_minutes	PT / OT / Speech Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HC SEMI-PRIVATE	SEMI PRIVATE	120.0	1.0	631.0	631.0	semi private	Room and Board	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HC SEMI PRIVATE	SEMI PRIVATE	121.0	1.0	1372.0	1372.0	semi private	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMI-PRIVATE	SEMI PRIVATE	122.0	1.0	1590.0	1590.0	semi private	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMI-PRIVATE	SEMI PRIVATE	250.0	1.0	1742.0	1742.0	semi private	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMI PRIVATE	SEMI PRIVATE	420.0	1.0	601.0	601.0	semi private	Room and Board	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SEMI - PRIVATE ROOM	SEMI PRIVATE ROOM	110.0	1.0	1415.0	1415.0	semi private room	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMI - PRIVATE ROOM	SEMI PRIVATE ROOM	120.0	1.0	2565.0	2565.0	semi private room	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HB SEMI-PRIVATE ROOM	SEMI PRIVATE ROOM	121.0	1.0	1592.0	1592.0	semi private room	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMI PRIVATE ROOM	SEMI PRIVATE ROOM	122.0	1.0	1592.0	1592.0	semi private room	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEMIPRIVATE	SEMIPRIVATE	121.0	1.0	2310.0	2310.0	semiprivate	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SENNA 176 MG/5ML 5YRP	SENNA 176 MG/5ML 5YRP	250.0	1.0	3.5	3.5	senna 176_mg/5_ml 5yrp	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8 6 MG TABS	SENNA 8 6 MG TABS	250.0	2.0	0.54	0.54	senna 8 6_mg tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.6MG TAB	SENNA 8.6MG TAB	250.0	2.0	2.86	1.43	senna 8.6_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.6MG TAB	SENNA 8.6MG TAB	253.0	30.0	8.0	0.266666666667	senna 8.6_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.6MG TAB	SENNA 8.6MG TAB	259.0	1.0	4.0	2.0	senna 8.6_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.6MG TAB	SENNA 8.6MG TAB	637.0	1.0	8.0	8.0	senna 8.6_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENNA 8.8 MG/5 ML ORAL S	SENNA 8.8 MG/5 ML ORAL S	250.0	1.0	1.0	1.0	senna 8.8_mg/5_ml oral sigma	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.8 MG/5 ML ORAL S	SENNA 8.8 MG/5 ML ORAL S	637.0	1.0	1.0	1.0	senna 8.8_mg/5_ml oral sigma	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA 8.8 MG/5 ML SYRP 2.5 ML SYRINGE	SENNA 8.8 MG/5 ML SYRP 2.5 ML SYRINGE	250.0	1.0	89.38	89.38	senna 8.8_mg/5_ml syrup 2.5_ml syringe	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SENNA - DOCUSATE 8.6 - 50 MG	SENNA DOCUSATE 8.6 50 MG	250.0	1.0	3.2	3.2	senna docusate 8.6 50_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA - DOCUSATE 8.6 - 50 MG	SENNA DOCUSATE 8.6 50 MG	259.0	1.0	0.52	0.52	senna docusate 8.6 50_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA-DOCUSATE 8.6-50 MG	SENNA DOCUSATE 8.6 50 MG	637.0	1.0	0.5	0.5	senna docusate 8.6 50_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA - DOCUSATE 8.6 - 50 MG T	SENNA DOCUSATE 8.6 50 MG T	250.0	1.0	10.17	5.085	senna docusate 8.6 50_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENNA - DOCUSATE 8.6 - 50 MG T	SENNA DOCUSATE 8.6 50 MG T	259.0	2.0	2.0	1.0	senna docusate 8.6 50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA - DOCUSATE 8.6 - 50 MG T	SENNA DOCUSATE 8.6 50 MG T	637.0	1.0	10.37	10.09	senna docusate 8.6 50_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENNA - DOCUSATE 8.6 - 50 MG TABS	SENNA DOCUSATE 8.6 50 MG TABS	250.0	2.0	4.6	3.69	senna docusate 8.6 50_mg tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA DOCUSATE 8.6-50 MG TABS	SENNA DOCUSATE 8.6 50 MG TABS	259.0	1.0	0.15	0.15	senna docusate 8.6 50_mg tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA-DOCUSATE 8.6-50 MG TABS	SENNA DOCUSATE 8.6 50 MG TABS	637.0	1.0	1.0	1.0	senna docusate 8.6 50_mg tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA - DOCUSATE 8.6 - 50 MG TABS	SENNA DOCUSATE 8.6 50 MG TABS	998.0	1.0	0.0	0.0	senna docusate 8.6 50_mg tablets	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
SENNA/DOCUSATE 8.6/50 MG TAB	SENNA/DOCUSATE 8.6/50 MG TAB	250.0	2.0	2.5	1.25	senna/docusate 8.6/50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNA/DOCUSATE 8.6/50 MG TAB	SENNA/DOCUSATE 8.6/50 MG TAB	259.0	1.0	5.0	5.0	senna/docusate 8.6/50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SENNOSIDES 15 MG PO CHEW	SENNOSIDES 15 MG PO CHEW	251.0	1.0	0.34	0.17	sennosides 15_mg by_mouth chew	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SENNOSIDES 15 MG PO CREW	SENNOSIDES 15 MG PO CREW	251.0	1.0	0.17	0.17	sennosides 15_mg by_mouth crew	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNOSIDES 8.6 MG PO TAB	SENNOSIDES 8.6 MG PO TAB	250.0	1.0	5.0	2.5	sennosides 8.6_mg by_mouth tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SENNOSIDES 8.6 MG PO TABS	SENNOSIDES 8.6 MG PO TABS	250.0	1.0	1.58	0.96	sennosides 8.6 mg by_mouth tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SENNOSIDES 8.6 MG PO. TABS	SENNOSIDES 8.6 MG PO. TABS	250.0	1.0	1.58	1.58	sennosides 8.6 mg by_mouth tablets	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNOSIDES 8.8MG/5ML	SENNOSIDES 8.8MG/5ML	250.0	1.0	3.85	3.85	sennosides 8.8_mg/5_ml	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNOSIDES - DOCUSATE 8.6 - 50 MG TAB	SENNOSIDES DOCUSATE 8.6 50 MG TAB	250.0	2.0	0.7	0.35	sennosides docusate 8.6 50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNOSIDES - DOCUSATE 8.6 - 50 MG TAB	SENNOSIDES DOCUSATE 8.6 50 MG TAB	260.0	2.0	0.77	0.385	sennosides docusate 8.6 50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENNOSIDES-DOCUSATE 8.6-50 MG TAB	SENNOSIDES DOCUSATE 8.6 50 MG TAB	637.0	1.0	0.24	0.24	sennosides docusate 8.6 50_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB SENOKOT SYRP 218MG/5ML SENNA	SENOKOT SYRP 218MG/5ML SENNA	251.0	10.0	0.54	0.054	senokot syrup 218 mg/5 ml senna	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
SENSER, PSOX ADT/NEO DIGITAL LF	SENSER PSOX ADT/NEO DIGITAL LF	272.0	1.0	56.0	56.0	sensor pulse_ox adult/neonatal digital latex_free	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSI - CARE LOTION	SENSI CARE LOTION	270.0	1.0	30.0	30.0	sensi-care lotion	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SENSITIVITY AGAR DILUTION AGENT	SENSITIVITY AGAR DILUTION AGENT	306.0	1.0	44.0	44.0	sensitivity agar dilution agent	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HC SENSITIVITY MIC	SENSITIVITY MIC	300.0	1.0	144.0	144.0	sensitivity minimal_inhibitory_concentration	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB SENSITIVITY MIC	SENSITIVITY MIC	306.0	1.0	126.0	119.45	sensitivity minimal_inhibitory_concentration	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SENSITIVITY (MIC)	SENSITIVITY MIC 	300.0	1.0	87.84	84.39	sensitivity minimal_inhibitory_concentration	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SENSITIVITY (MIC)	SENSITIVITY MIC 	306.0	1.0	124.0	124.0	sensitivity minimal_inhibitory_concentration	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SENSITIVTY MIC	SENSITIVTY MIC	300.0	1.0	256.595	248.27	sensitivity microclave	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SENSOR ADLT NEONATAL MAX-N	SENSOR ADLT NEONATAL MAX N	270.0	1.0	109.0	109.0	sensor adult neonatal max n	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SENSOR ADLT NEONATAL MAX-N	SENSOR ADLT NEONATAL MAX N	272.0	1.0	109.0	109.0	sensor adult neonatal max n	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HC SENSOR ADULT DISP	SENSOR ADULT DISP	270.0	1.0	17.63	17.63	sensor adult disposable	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENSOR BIP QUATTRO	SENSOR BIP QUATTRO	270.0	1.0	63.0	63.0	sensor bip quattro	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SENSOR BIP QUATTRO	SENSOR BIP QUATTRO	272.0	1.0	63.0	63.0	sensor bip quattro	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SENSOR, CEREBRAL F/NONIN OXIMETER	SENSOR CEREBRAL F/NONIN OXIMETER	270.0	2.0	735.0	367.5	sensor cerebral f/nonin oximeter	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SENSOR DEPTH BIS 186 - 0100	SENSOR DEPTH BIS 186 0100	270.0	1.0	320.59	320.59	sensor depth bis 186 0100	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SENSOR DEPTH BIS 186-0100	SENSOR DEPTH BIS 186 0100	272.0	1.0	320.59	320.59	sensor depth bis 186 0100	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SENSOR FLOTRAC ADLT 84IN	SENSOR FLOTRAC ADLT 84IN	270.0	1.0	3987.22	3987.22	sensor flotrac adult 84 inches	Supply	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SENSOR FLOTRAC ADLT 84IN	SENSOR FLOTRAC ADLT 84IN	272.0	1.0	637.5	637.5	sensor flotrac adult 84 inches	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SENSOR,  MASIMO LCNS NEONATE	SENSOR MASIMO LCNS NEONATE	270.0	1.0	56.0	56.0	sensor masimo lcns neonatal	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR, MASIMO LCNS NEONATE	SENSOR MASIMO LCNS NEONATE	300.0	1.0	56.0	56.0	sensor masimo lcns neonatal	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR,  MASIMO LNCS 18 INFA	SENSOR MASIMO LNCS 18 INFA	270.0	1.0	56.0	56.0	sensor masimo lncs 18 infant	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR, MASIMO LNCS 18 INFA	SENSOR MASIMO LNCS 18 INFA	272.0	1.0	56.0	56.0	sensor masimo lncs 18 infant	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR, NEO PT SENSITIVE MAS	SENSOR NEO PT SENSITIVE MAS	270.0	1.0	52.0	52.0	sensor neonatal patient sensitive mas	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HB SENSOR NEURO NEUROPEN 15.5DF L	SENSOR NEURO NEUROPEN 15.5DF L	278.0	1.0	3250.5	3197.5	sensor neurology neuropen 15.5df l	Supply	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
SENSOR O2 OXIMAX FINGER ADLT	SENSOR O2 OXIMAX FINGER ADLT	270.0	1.0	51.6	51.6	sensor oxygen oximax finger adult	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR O2 OXIMAX FINGER ADLT	SENSOR O2 OXIMAX FINGER ADLT	272.0	1.0	51.6	51.6	sensor oxygen oximax finger adult	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
SENSOR O2 PULSE FOREHEAD DGT	SENSOR O2 PULSE FOREHEAD DGT	270.0	1.0	337.0	337.0	sensor oxygen pulse forehead digital	Supply	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
SENSOR O2 PULSE FOREHEAD DGT	SENSOR O2 PULSE FOREHEAD DGT	272.0	1.0	63.35	63.35	sensor oxygen pulse forehead digital	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB SENSOR OXIM INF L18IN ADH S	SENSOR OXIM INF L18IN ADH S	270.0	1.0	75.01	75.01	sensor oximetry inf length 18 inches adhesive strip	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB SENSOR OXIM NEO L18IN ADH STRP	SENSOR OXIM NEO L18IN ADH STRP	270.0	1.0	70.37	70.37	sensor oximetry neonatal length 18 inches adhesive strip	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB SENSOR OXIM NEO LI8IN ADH STRP	SENSOR OXIM NEO LI8IN ADH STRP	270.0	2.0	140.74	70.37	sensor oximetry neonatal length 18 inches adhesive strip	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB SENSOR OXIM PED L18IN ADH STRP	SENSOR OXIM PED L18IN ADH STRP	270.0	1.0	54.13	54.13	sensor oximetry pediatric length 18 inches adhesive strip	Supply	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
HB SENSOR OXIM TNDR GRP ADLT SKN	SENSOR OXIM TNDR GRP ADLT SKN	270.0	1.0	6.0	6.0	sensor oximetry tndr group adult skin	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENSOR  OXIMETRY    NEONATAL	SENSOR OXIMETRY NEONATAL	270.0	1.0	69.0	69.0	sensor oximetry neonatal	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
HB SENSOR OXIMTRY CRBRL LG ADH FORE	SENSOR OXIMTRY CRBRL LG ADH FORE	270.0	1.0	776.0	776.0	sensor oximetry cerebral large adhesive fore	Supply	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SENSOR OXIMTRY CRBRL LG ADH FORE - SIGHT	SENSOR OXIMTRY CRBRL LG ADH FORE SIGHT	270.0	1.0	799.0	789.0	sensor oximetry cerebral large adhesive fore sight	Supply	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SENSOR OXIMTRY CRBRL MED ADH FORE	SENSOR OXIMTRY CRBRL MED ADH FORE	270.0	1.0	978.0	978.0	sensor oximetry cerebral medical adhesive fore	Supply	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SENSOR OXIMTRY CRBRL MED ADH FORE - SIGHT	SENSOR OXIMTRY CRBRL MED ADH FORE SIGHT	270.0	1.0	995.0	995.0	sensor oximetry cerebral medical adhesive fore sight	Supply	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SENSOR OXIMTRY CRBRL MED ADH FORE-SLGHT	SENSOR OXIMTRY CRBRL MED ADH FORE SLGHT	270.0	1.0	995.0	995.0	sensor oximetry cerebral medical adhesive fore slght	Supply	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB SENSOR OXIMTRY CRBRL SM ADH FORE - SIGHT	SENSOR OXIMTRY CRBRL SM ADH FORE SIGHT	270.0	1.0	1105.0	1105.0	sensor oximetry cerebral small adhesive fore sight	Supply	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SENSOR SPO2 ADHES ADL	SENSOR SPO2 ADHES ADL	270.0	1.0	15.0	15.0	sensor spo2 adhesive additional	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENSOR SPO2 ADHES ADL	SENSOR SPO2 ADHES ADL	272.0	1.0	15.0	15.0	sensor spo2 adhesive additional	Supply	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
SENSOR TEMP SKIN EA	SENSOR TEMP SKIN EA	270.0	1.0	37.0	37.0	sensor temperature skin each	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SENSOR TEMP SKIN EA	SENSOR TEMP SKIN EA	272.0	1.0	37.0	37.0	sensor temperature skin each	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
SEQ COMP SLEEVES	SEQ COMP SLEEVES	270.0	1.0	110.0	110.0	sequence compressors sleeves	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SEQ COMP SLEEVES	SEQ COMP SLEEVES	271.0	1.0	110.0	110.0	sequence compressors sleeves	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
SEQ COMP SLEEVES	SEQ COMP SLEEVES	272.0	1.0	110.0	110.0	sequence compressors sleeves	Supply	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HC SEQUENT COMPRESSION DEV	SEQUENT COMPRESSION DEV	270.0	1.0	16.12	16.12	sequential compression device	Capital Equipment	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HC SERATONIN RELEASE ASSAY	SERATONIN RELEASE ASSAY	300.0	1.0	78.0	78.0	seratonin release assay	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
SERATONIN RELEASE ASSAY	SERATONIN RELEASE ASSAY	302.0	4.0	4012.0	1003.0	seratonin release assay	Laboratory	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
SEROTONIN RELEASE ASSAY	SEROTONIN RELEASE ASSAY	300.0	1.0	830.0	830.0	serotonin release assay	Laboratory	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HC SEROTONIN RELEASE ASSAY	SEROTONIN RELEASE ASSAY	301.0	1.0	956.0	669.0	serotonin release assay	Laboratory	(650, 1000]	Supply	Laboratory	344.0	21.2209302326	15.4069767442
HB - SEROTONIN RELEASE ASSAY	SEROTONIN RELEASE ASSAY	302.0	1.0	520.0	520.0	serotonin release assay	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB SERTRALINE 25MG TAB	SERTRALINE 25MG TAB	250.0	1.0	5.12	2.56	sertraline 25 mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
