descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	Dominant CC	# of descriptions	% Dominance
SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE	SODIUM CHLORIDE 0.9% SYRG 10 ML SYRINGE	251.0	1.0	42.3	42.3	sodium chloride 0.9% syringe 10_ml syringe	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 0.9% VIAL 10ML	SODIUM CHLORIDE 0.9% VIAL 10ML	250.0	1.0	77.5	77.5	sodium chloride 0.9% vial 10_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 10 ML SYR	SODIUM CHLORIDE 10 ML SYR	250.0	1.0	19.2	9.6	sodium chloride 10_ml syringe	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 10.9% 250ML BAG	SODIUM CHLORIDE 10.9% 250ML BAG	258.0	1.0	0.0	0.0	sodium_chloride 10.9% 250 ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 2.5 MEQ/ML	SODIUM CHLORIDE 2.5 MEQ/ML	250.0	1.0	18.28	18.28	sodium_chloride 2.5_meq/ml	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 2.5 MEQ/ML SOLN	SODIUM CHLORIDE 2.5 MEQ/ML SOLN	250.0	1.0	23.7	23.65	sodium_chloride 2.5_meq/ml solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 2.5 MEQ/ML SOLN	SODIUM CHLORIDE 2.5 MEQ/ML SOLN	259.0	2.0	5.15	2.575	sodium_chloride 2.5_meq/ml solution	Diluent / Flush / Irrigant	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 2.5 MEQ/ML SOLN 40 ML	SODIUM CHLORIDE 2.5 MEQ/ML SOLN 40 ML	250.0	1.0	89.17	89.17	sodium_chloride 2.5_meq/ml solution 40_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	250.0	1.0	13.2	13.2	sodium_chloride 3% nebulizer	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	251.0	1.0	3.3	3.3	sodium_chloride 3% nebulizer	Supply	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	270.0	1.0	8.14	8.14	sodium_chloride 3% nebulizer	Supply	Supply	1919.0	86.294945284
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	272.0	4.0	0.4	0.1	sodium_chloride 3% nebulizer	Supply	Supply	833.0	84.393757503
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	410.0	4.0	0.4	0.1	sodium_chloride 3% nebulizer	Supply	Respiratory Therapy	279.0	64.1577060932
SODIUM CHLORIDE 3 % NEBU	SODIUM CHLORIDE 3 % NEBU	636.0	3.0	0.5	0.166666666667	sodium_chloride 3% nebulizer	Supply	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 3 % SOLUTION FOR NEBULIZATION	SODIUM CHLORIDE 3 % SOLUTION FOR NEBULIZATION	250.0	1.0	0.53	0.53	sodium chloride 3% solution for nebulization	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% 3 % SOLN 0338-0054-03	SODIUM CHLORIDE 3% 3 % SOLN 0338 0054 03	250.0	500.0	27.5	0.055	sodium_chloride 3% 3% solution 0338 0054 03	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% 3 % SOLN 0338-0054-03	SODIUM CHLORIDE 3% 3 % SOLN 0338 0054 03	270.0	500.0	32.7	0.0654	sodium_chloride 3% 3% solution 0338 0054 03	Pharmacy	Supply	1919.0	86.294945284
SODIUM CHLORIDE 3% 500ML	SODIUM CHLORIDE 3% 500ML	250.0	1.0	217.0	217.0	sodium chloride 3% 500_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% 500ML	SODIUM CHLORIDE 3% 500ML	251.0	1.0	132.65	132.65	sodium chloride 3% 500_ml	Diluent / Flush / Irrigant	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 3% 500ML	SODIUM CHLORIDE 3% 500ML	258.0	1.0	82.5	82.5	sodium chloride 3% 500_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 3% (HLS) NEB	SODIUM CHLORIDE 3% HLS NEB	251.0	1.0	221.4	220.8	sodium_chloride 3% hls nebulizer	Supply	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 3% (HLS) NEB	SODIUM CHLORIDE 3% HLS NEB	272.0	1.0	221.4	221.4	sodium_chloride 3% hls nebulizer	Supply	Supply	833.0	84.393757503
SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT	SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT	250.0	1.0	13.9	13.9	sodium chloride 3% nebulizer 15_ml plastic container	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT	SODIUM CHLORIDE 3% NEBU 15 ML PLAS CONT	251.0	1.0	3.3	3.3	sodium chloride 3% nebulizer 15_ml plastic container	Supply	Pharmacy	403.0	90.570719603
HB SODIUM CHLORIDE 3% NEBULE	SODIUM CHLORIDE 3% NEBULE	251.0	1.0	2.04	2.04	sodium_chloride 3% nebulizer	Supply	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 3% (NEBULIZ 0378-6997-89	SODIUM CHLORIDE 3% NEBULIZ 0378 6997 89	250.0	15.0	5.0	0.333333333333	sodium_chloride 3% nebulizer 0378 6997 89	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% (NEBULIZ 0378-6997-89	SODIUM CHLORIDE 3% NEBULIZ 0378 6997 89	270.0	15.0	5.0	0.333333333333	sodium_chloride 3% nebulizer 0378 6997 89	Supply	Supply	1919.0	86.294945284
SODIUM CHLORIDE 3% (NEBULIZ 0378-6997-89	SODIUM CHLORIDE 3% NEBULIZ 0378 6997 89	272.0	15.0	5.0	0.333333333333	sodium_chloride 3% nebulizer 0378 6997 89	Supply	Supply	833.0	84.393757503
SODIUM CHLORIDE 3% SOLP	SODIUM CHLORIDE 3% SOLP	250.0	1.0	163.66	163.66	sodium_chloride 3% solution	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 3% SOLP	SODIUM CHLORIDE 3% SOLP	258.0	1.0	42.54	31.905	sodium_chloride 3% solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML IV SOLN	SODIUM CHLORIDE 4 MEQ/ML IV SOLN	250.0	1.0	9.0	9.0	sodium chloride 4_meq/ml intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
HB SODIUM CHLORIDE 4 MEQ/ML IV SOLN	SODIUM CHLORIDE 4 MEQ/ML IV SOLN	251.0	4.0	3.8	0.873846153846	sodium chloride 4_meq/ml intravenous solution	Pharmacy	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 4 MEQ/ML IV SOLN	SODIUM CHLORIDE 4 MEQ/ML IV SOLN	636.0	30.0	8.32	0.277333333333	sodium chloride 4_meq/ml intravenous solution	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 4 MEQ/ML S	SODIUM CHLORIDE 4 MEQ/ML S	250.0	1.0	156.15	28.0	sodium_chloride 4_meq/ml s	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 4 MEQ/ML S	SODIUM CHLORIDE 4 MEQ/ML S	258.0	86.0	156.15	1.81569767442	sodium_chloride 4_meq/ml s	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML S	SODIUM CHLORIDE 4 MEQ/ML S	259.0	1.0	3.0	3.0	sodium_chloride 4_meq/ml s	Pharmacy	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 4 MEQ/ML S	SODIUM CHLORIDE 4 MEQ/ML S	636.0	1.0	0.5	0.5	sodium_chloride 4_meq/ml s	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	250.0	1.0	13.2	3.6	sodium chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	258.0	1.0	43.75	43.75	sodium chloride 4_meq/ml solution 30_ml vial	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	259.0	1.0	29.55	29.55	sodium chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	260.0	1.0	0.71	0.71	sodium chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	96.0	67.7083333333
SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLN 30 ML VIAL	637.0	2.0	3.6	1.8	sodium chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	328.0	92.0731707317
SODIUM CHLORIDE 4 MEQ/ML SOLP	SODIUM CHLORIDE 4 MEQ/ML SOLP	250.0	1.0	6.6	6.6	sodium_chloride 4_meq/ml solution	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 4 MEQ/ML SOLP	SODIUM CHLORIDE 4 MEQ/ML SOLP	258.0	2.0	5.9	2.95	sodium_chloride 4_meq/ml solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML SOLP	SODIUM CHLORIDE 4 MEQ/ML SOLP	260.0	2.0	5.68	2.84333333333	sodium_chloride 4_meq/ml solution	Pharmacy	Pharmacy	96.0	67.7083333333
SODIUM CHLORIDE 4 MEQ/ML SOLP	SODIUM CHLORIDE 4 MEQ/ML SOLP	636.0	30.0	70.6	2.35333333333	sodium_chloride 4_meq/ml solution	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	250.0	40.0	43.6	0.91358974359	sodium_chloride 4_meq/ml solution 100_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	258.0	1.0	10.65	10.65	sodium_chloride 4_meq/ml solution 100_ml vial	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 100 ML VIAL	636.0	64.0	66.7	1.0421875	sodium_chloride 4_meq/ml solution 100_ml vial	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	250.0	1.0	9.5	9.5	sodium_chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	251.0	2.0	29.5	14.75	sodium_chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	403.0	90.570719603
SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	258.0	1.0	441.41	441.41	sodium_chloride 4_meq/ml solution 30_ml vial	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	331.0	1.0	42.71	42.71	sodium_chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	18.0	94.4444444444
SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	SODIUM CHLORIDE 4 MEQ/ML SOLP 30 ML VIAL	636.0	1.0	90.3	90.3	sodium_chloride 4_meq/ml solution 30_ml vial	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE 7 % NEBU	SODIUM CHLORIDE 7 % NEBU	250.0	1.0	7.0	7.0	sodium chloride 7% nebulizer	Respiratory Therapy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE 7 % NEBU	SODIUM CHLORIDE 7 % NEBU	258.0	1.0	5.95	5.95	sodium chloride 7% nebulizer	Respiratory Therapy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE 7 % NEBU	SODIUM CHLORIDE 7 % NEBU	272.0	1.0	0.4	0.4	sodium chloride 7% nebulizer	Respiratory Therapy	Supply	833.0	84.393757503
SODIUM CHLORIDE 7 % NEBU	SODIUM CHLORIDE 7 % NEBU	637.0	1.0	10.65	10.65	sodium chloride 7% nebulizer	Respiratory Therapy	Pharmacy	328.0	92.0731707317
HB SODIUM CHLORIDE 7% INAHL SOL	SODIUM CHLORIDE 7% INAHL SOL	250.0	1.0	3.03	3.03	sodium_chloride 7% inhalation solution	Supply	Pharmacy	2692.0	76.0401188707
HB SODIUM CHLORIDE 7%INAHL SOL	SODIUM CHLORIDE 7%INAHL SOL	250.0	1.0	3.03	3.03	sodium_chloride 7% inhalation solution	Supply	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1,000 ML BOTTLE	SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1 000 ML BOTTLE	250.0	1.0	93.75	93.75	sodium_chloride irrigation 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1,000 ML BOTTLE	SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1 000 ML BOTTLE	258.0	1.0	85.15	85.15	sodium_chloride irrigation 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1,000 ML BOTTLE	SODIUM CHLORIDE IRRIGATION 0.9 % SOLN 1 000 ML BOTTLE	272.0	1.0	26.0	26.0	sodium_chloride irrigation 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SODIUM CHLORIDE LIQUID 2.5 WCH00 - 0006 - 31	SODIUM CHLORIDE LIQUID 2.5 WCH00 0006 31	250.0	12.0	5.0	0.416666666667	sodium_chloride liquid 2.5 wch00 0006 31	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE PER 250 ML	SODIUM CHLORIDE PER 250 ML	258.0	1.0	64.5	30.0	sodium chloride per 250_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE PER 500 ML	SODIUM CHLORIDE PER 500 ML	250.0	1.0	45.0	45.0	sodium_chloride per 500_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE PER 500 ML	SODIUM CHLORIDE PER 500 ML	258.0	1.0	60.0	60.0	sodium_chloride per 500_ml	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM CHLORIDE PER 500 ML	SODIUM CHLORIDE PER 500 ML	259.0	1.0	59.6	59.6	sodium_chloride per 500_ml	Pharmacy	Pharmacy	349.0	83.6676217765
SODIUM CHLORIDE PER 500 ML	SODIUM CHLORIDE PER 500 ML	272.0	1.0	39.0	39.0	sodium_chloride per 500_ml	Pharmacy	Supply	833.0	84.393757503
SODIUM CHLORIDE PER 500 ML	SODIUM CHLORIDE PER 500 ML	636.0	1.0	55.05	45.0	sodium_chloride per 500_ml	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE (PF) 0.9 % SOLN 10ML VIAL	SODIUM CHLORIDE PF 0.9 % SOLN 10ML VIAL	250.0	1.0	3.27	3.27	sodium_chloride preservative_free 0.9% solution 10_ml vial	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
HC SODIUM CHLORIDE (PF) 3% NEBU 4 ML PLAS CONT	SODIUM CHLORIDE PF 3% NEBU 4 ML PLAS CONT	636.0	4.0	5.37	1.3425	sodium chloride partial_fill 3% nebulizer 4_ml plastic container	Supply	Pharmacy	781.0	77.8489116517
SODIUM CHLORIDE POWD	SODIUM CHLORIDE POWD	250.0	1.0	94.45	94.45	sodium_chloride powder	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CHLORIDE POWD 500 G JAR	SODIUM CHLORIDE POWD 500 G JAR	250.0	1.0	89.18	89.18	sodium_chloride powder 500 g jar	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM CL 0.9% IRRIG 500 CC	SODIUM CL 0.9% IRRIG 500 CC	250.0	1.0	8.2	8.2	sodium_chloride 0.9% irrigation 500 cubic_centimeters	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CL 0.9% IRRIG 500 CC	SODIUM CL 0.9% IRRIG 500 CC	270.0	1.0	6.76	6.76	sodium_chloride 0.9% irrigation 500 cubic_centimeters	Diluent / Flush / Irrigant	Supply	1919.0	86.294945284
SODIUM CL 0.9% IVS - NACL 0.9%	SODIUM CL 0.9% IVS NACL 0.9%	250.0	1.0	33.3	31.9	sodium chloride 0.9% intravenous sodium_chloride 0.9%	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SODIUM CL 0.9% IVS; NACL 0.9%	SODIUM CL 0.9% IVS NACL 0.9%	258.0	1.0	33.0	33.0	sodium chloride 0.9% intravenous sodium_chloride 0.9%	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
HB SODIUM HYALURONATE 10 MG/ML 10 SOLN	SODIUM HYALURONATE 10 MG/ML 10 SOLN	252.0	2.0	524.38	262.19	sodium hyaluronate 10 mg/ml 10 solution	Pharmacy	Pharmacy	182.0	85.1648351648
SODIUM I	SODIUM I	301.0	1.0	90.0	90.0	sodium istat	Monitoring	Laboratory	924.0	79.2207792208
SODIUM - ICU (BLOOD)	SODIUM ICU BLOOD 	300.0	1.0	169.92	169.92	sodium intensive_care_unit blood	Laboratory	Laboratory	1097.0	79.1248860529
SODIUM LEVEL	SODIUM LEVEL	300.0	1.0	59.0	59.0	sodium level	Laboratory	Laboratory	1097.0	79.1248860529
SODIUM  LEVEL	SODIUM LEVEL	301.0	1.0	66.0	66.0	sodium level	Laboratory	Laboratory	924.0	79.2207792208
HC SODIUM (NA) BLOOD	SODIUM NA BLOOD	300.0	1.0	44.0	44.0	sodium sodium blood	Laboratory	Laboratory	1097.0	79.1248860529
SODIUM NA BLOOD	SODIUM NA BLOOD	301.0	1.0	23.0	23.0	sodium sodium blood	Laboratory	Laboratory	924.0	79.2207792208
SODIUM PHOSPHATE 0.12 MMOL/ WCH00-0008-86	SODIUM PHOSPHATE 0.12 MMOL/ WCH00 0008 86	250.0	60.0	107.95	1.79916666667	sodium phosphate 0.12 mmol/wch00 0008 86	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL	SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL	250.0	1.0	72.72	72.72	sodium phosphate 3 mmol/ml solution 5_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL	SODIUM PHOSPHATE 3 MMOL/ML SOLN 5 ML VIAL	636.0	1.0	148.5	148.5	sodium phosphate 3 mmol/ml solution 5_ml vial	Pharmacy	Pharmacy	781.0	77.8489116517
SODIUM PHOSPHATE 3 MMOLE	SODIUM PHOSPHATE 3 MMOLE	250.0	1.0	101.5	59.24	sodium phosphate 3 mmole	Pharmacy	Pharmacy	2692.0	76.0401188707
SODIUM PHOSPHATE 3 MMOLE	SODIUM PHOSPHATE 3 MMOLE	258.0	1.0	30.1	30.04	sodium phosphate 3 mmole	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SODIUM PHOSPHATE 3 MMOLE	SODIUM PHOSPHATE 3 MMOLE	259.0	2.0	103.0	51.5	sodium phosphate 3 mmole	Pharmacy	Pharmacy	349.0	83.6676217765
SODIUM PHOSPHATE 3 MMOLE	SODIUM PHOSPHATE 3 MMOLE	637.0	2.0	103.0	51.5	sodium phosphate 3 mmole	Pharmacy	Pharmacy	328.0	92.0731707317
SODIUM POC	SODIUM POC	300.0	1.0	23.5	23.5	sodium point_of_care	Monitoring	Laboratory	1097.0	79.1248860529
HC SODIUM POC	SODIUM POC	301.0	1.0	78.0	78.0	sodium point_of_care	Monitoring	Laboratory	924.0	79.2207792208
SODIUM (POC)	SODIUM POC 	301.0	1.0	87.105	87.105	sodium point_of_care	Monitoring	Laboratory	924.0	79.2207792208
SODIUM POLYSTYRENE 30 GRAM	SODIUM POLYSTYRENE 30 GRAM	250.0	1.0	105.27	105.27	sodium polystyrene 30 gram	Pharmacy	Pharmacy	2692.0	76.0401188707
HC SODIUM RANDOM URINE	SODIUM RANDOM URINE	300.0	1.0	104.5	104.5	sodium random urine	Laboratory	Laboratory	1097.0	79.1248860529
HB SODIUM, RANDOM URINE	SODIUM RANDOM URINE	301.0	1.0	54.82	54.82	sodium random urine	Laboratory	Laboratory	924.0	79.2207792208
HB-SODIUM, SERUM	SODIUM SERUM	300.0	1.0	88.0	88.0	soduim serum	Laboratory	Laboratory	1097.0	79.1248860529
HB SODIUM SERUM	SODIUM SERUM	301.0	1.0	55.5	48.8	soduim serum	Laboratory	Laboratory	924.0	79.2207792208
SODIUM (SERUM)	SODIUM SERUM 	301.0	1.0	58.0	58.0	soduim serum	Laboratory	Laboratory	924.0	79.2207792208
SODIUM  SERUM  PLASMA  OR  WHO	SODIUM SERUM PLASMA OR WHO	301.0	1.0	110.0	110.0	sodium serum plasma or whole	Laboratory	Laboratory	924.0	79.2207792208
SODIUM; SERUM, PLASMA, WHOLE BLD	SODIUM SERUM PLASMA WHOLE BLD	300.0	1.0	361.0	361.0	sodium serum plasma whole_blood	Laboratory	Laboratory	1097.0	79.1248860529
SODIUM, SERUM, PLASMA, WHOLE BLD	SODIUM SERUM PLASMA WHOLE BLD	301.0	1.0	102.0	102.0	sodium serum plasma whole_blood	Laboratory	Laboratory	924.0	79.2207792208
HC SODIUM SERUM/PLASMA/WHOLE BLD	SODIUM SERUM/PLASMA/WHOLE BLD	301.0	1.0	49.5	49.5	sodium serum/plasma/whole blood	Laboratory	Laboratory	924.0	79.2207792208
HC SODIUM SERUM/PLASMA/WHOLE BLD	SODIUM SERUM/PLASMA/WHOLE BLD	302.0	1.0	141.0	141.0	sodium serum/plasma/whole blood	Laboratory	Laboratory	180.0	96.1111111111
HB SODIUM, URINE	SODIUM URINE	300.0	1.0	75.0	75.0	sodium urine	Laboratory	Laboratory	1097.0	79.1248860529
HB - SODIUM, URINE	SODIUM URINE	301.0	1.0	62.0	62.0	sodium urine	Laboratory	Laboratory	924.0	79.2207792208
SODIUM URINE	SODIUM URINE	305.0	1.0	151.0	151.0	sodium urine	Laboratory	Laboratory	271.0	92.6199261993
SODIUM URINE	SODIUM URINE	307.0	1.0	71.0	71.0	sodium urine	Laboratory	Laboratory	39.0	94.8717948718
SODIUM,URINE	SODIUM URINE	312.0	1.0	47.0	47.0	sodium urine	Laboratory	Laboratory	45.0	95.5555555556
SODIUM URINE *	SODIUM URINE 	300.0	1.0	47.75	47.75	sodium urine	Laboratory	Laboratory	1097.0	79.1248860529
HC SODIUM (URINE)	SODIUM URINE 	301.0	1.0	69.0	69.0	sodium urine	Laboratory	Laboratory	924.0	79.2207792208
SODIUM WB ASSAY	SODIUM WB ASSAY	301.0	1.0	174.0	174.0	sodium whole_blood assay	Laboratory	Laboratory	924.0	79.2207792208
SODIUM WHOLE BLOOD	SODIUM WHOLE BLOOD	300.0	2.0	110.0	58.0	sodium whole blood	Laboratory	Laboratory	1097.0	79.1248860529
HB SODIUM WHOLE BLOOD	SODIUM WHOLE BLOOD	301.0	1.0	104.0	104.0	sodium whole blood	Laboratory	Laboratory	924.0	79.2207792208
HB SODLUM ACETATE 2MEQ/ML 20MLAME	SODLUM ACETATE 2MEQ/ML 20MLAME	250.0	2.0	1.7	0.85	sodium acetate 2 meq/ml 20 mlame	Pharmacy	Pharmacy	2692.0	76.0401188707
SOL .9 SOD CHL 500ML	SOL .9 SOD CHL 500ML	258.0	1.0	187.61	187.61	solution 0.9 sodium chloride 500_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SOL D5 NACL 0.45PCT 1000ML	SOL D5 NACL 0.45PCT 1000ML	250.0	1.0	129.07	129.07	solution dextrose_5% sodium_chloride 0.45pct 1000_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
SOL D5 NACL 0.45PCT KCL20 1L	SOL D5 NACL 0.45PCT KCL20 1L	250.0	1.0	12.06	12.06	solution dextrose_5% sodium_chloride 0.45pct kcl20 1_liter	Pharmacy	Pharmacy	2692.0	76.0401188707
SOL D5 NACL 0.45PCT KCL20 1L	SOL D5 NACL 0.45PCT KCL20 1L	258.0	1.0	12.06	12.06	solution dextrose_5% sodium_chloride 0.45pct kcl20 1_liter	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
SOL INHAL SEVOFLURANE 250ML	SOL INHAL SEVOFLURANE 250ML	250.0	1.0	882.43	882.43	solution inhalation sevoflurane 250_ml	Pharmacy	Pharmacy	2692.0	76.0401188707
SOL IRRIG SALINE  0.9% 1000ML   BOTTLE  2F7124   - CS	SOL IRRIG SALINE 0.9% 1000ML BOTTLE 2F7124 CS	272.0	1.0	16.0	16.0	solution irrigation saline 0.9% 1000_ml bottle 2f7124 central_supply	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SOL IRRIG WATER 3.5OZ-1939	SOL IRRIG WATER 3.5OZ 1939	272.0	1.0	16.0	16.0	solution irrigation water 3.5oz 1939	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
SOL IV .9 NS INJ 100ML BAG	SOL IV .9 NS INJ 100ML BAG	250.0	1.0	80.0	80.0	solution intravenous 0.9 normal_saline injection 100_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
SOL IV .9 NS INJ 100ML BAG	SOL IV .9 NS INJ 100ML BAG	258.0	1.0	80.0	80.0	solution intravenous 0.9 normal_saline injection 100_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
SOL IV .9 NS INJ 250 BAG	SOL IV .9 NS INJ 250 BAG	250.0	1.0	80.0	80.0	solution intravenous 0.9 normal_saline injection 250 bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
