ORIG_DESC	NORM_DESC	CHRG_CLS	FTR1	FTR2	FTR3	FTR4
MILRINONE 0.2 MG/ML PREMIX 20 MG/100ML SOLN 100 ML FLEX CONT	milrinone 0.2_mg/ml premix 20_mg/100_ml solution 100_ml flex cont	Pharmacy	premix	cont	soln	flex
MILRINONE 20 MG/05W 100 ML PGBK	milrinone 20_mg/05w 100_ml pgbk	Pharmacy	100_ml	pgbk	20_mg/05w	milrinone
MILRINONE 20 MG/100 ML D5W SOLN	milrinone 20_mg/100_ml dextrose_5%_in_water solution	Pharmacy	soln	d5w	milrinone	20_mg/100_ml
MILRINONE 20 MG/20ML SOLN 2 63323-617-20	milrinone 20_mg/20_ml solution 2 63323 617 20	Pharmacy	20_mg/20_ml	milrinone	soln	
MILRINONE 20 MG/D5W 100 ML PGBK	milrinone 20_mg/dextrose_5%_in_water 100_ml pgbk	Pharmacy	100_ml	pgbk	milrinone	20_mg/dextrose_5%_in_water
MILRINONE 20MG/100ML BAG	milrinone 20_mg/100_ml bag	Pharmacy	bag	milrinone	20_mg/100_ml	
MILRINONE LAC 10 MG IN	milrinone lactate 10_mg inhibition	Pharmacy	inhibition	10_mg	milrinone	lac
MINERAL OIL 30ML UD	mineral oil 30_ml ud	Pharmacy	ud	30_ml	oil	mineral
MINERAL OIL LIGHT STER	mineral oil light ster	Supply	ster	light	oil	mineral
MINI BAL	mini ball	OR / Anesthesia / Recovery Room	mini	ball		
MINI NEB TX INITIAL PER DAY	mini nebulizer treatment initial per day	Supply	mini	initial	per	neb
MINI NEB TX SUBSEQUENT	mini nebulizer treatment subsequent	Respiratory Therapy	mini	subsequent	neb	tx
MINI NEB TX SUBSEQUENT PER DAY	mini nebulizer treatment subsequent per day	Respiratory Therapy	mini	subsequent	per	neb
MINI-NEB TX INITIAL	mini nebulizer treatment initial	Respiratory Therapy	mini	initial	nebulizer	tx
MINIMUM INH	minimum inhaled	Supply	minimum	inh		
MINIMUM INHIBITORY CONCE	minimum inhibitory concent	Laboratory	concent	minimum	inhibitory	
MINOXIDIL 10 MG TAB	minoxidil 10_mg tablet	Pharmacy	minoxidil	tab	10_mg	
MIRALAX (ALT*) 17 G ORAL	miralax an alanine aminotransferase test 17 gram oral	Laboratory	test	alanine	oral	gram
MIRALAX 119GM	miralax 119_gm	Supply	119_gm	miralax		
MIRALAX 17 GRAM PACKET	miralax 17 gram packet	Pharmacy	miralax	gram	packet	
MIRALAX 17GM PACKET	miralax 17_gm packet	Pharmacy	17_gm	miralax	packet	
MIRALAX GENERIC 17 G POWDER	miralax generic 17 gram powder	Pharmacy	generic	miralax	gram	powder
MIRALAX POWDER 17GM	miralax powder 17_gm	Pharmacy	17_gm	miralax	powder	
MIRTAZAPINE 15 MG ORAL TAB	mirtazapine 15_mg oral tablet	Pharmacy	oral	15_mg	tab	mirtazapine
MIRTAZAPINE 15 MG TAB	mirtazapine 15_mg tablet	Pharmacy	15_mg	tab	mirtazapine	
MISC BRACES $111-$300	misc braces 111 300	Supply	misc	braces		
MISC SEROLOGY	misc serology	Laboratory	misc	serology		
MM ID AEROBIC	mm id aerobic	Supply	mm	aerobic	id	
MM SENSITIVITY	mm sensitivity	Laboratory	mm	sensitivity		
MNHTR 1/2 L HYPER POPO	mnhtr 1/2 l hyper popo	Nursing Services	mnhtr	hyper	popo	01-Feb
MOB: WALK& MOVE-EVAL/REEVAL	mob walk& move evaluation/retrieval	PT / OT / Speech Therapy	evaluation			
MOB: WALK& MOVE-GOAL	mob walk& move goal	PT / OT / Speech Therapy	mob	walk&	move	goal
MOBILITY CURRENT STATUS	mobility current status	PT / OT / Speech Therapy	current	status	mobility	
MOBILITY GOAL STATUS	mobility goal status	PT / OT / Speech Therapy	status	goal	mobility	
MOD SED >5 30 MIN	module send greater_than 5 30 minutes	PT / OT / Speech Therapy	greater_than	min	send	mod
MOD SEDAT SAME DR 5 >YR 1ST 30	module sedation same drainage 5 yr 1st 30	OR / Anesthesia / Recovery Room	1st			
MODEL SKULL FULL CLEARVIEW MFG#CRC-011	model skull full clearview mfg crc 11	Supply	full	skull	mfg	crc
MODL-BCR ABL1 T(9:22) MAJOR QUAL	model bcr abl1 tab 9 22 major qualitative	Laboratory	major	tab		
MODULE LAP CHOLE	module laparotomy chole	Supply	chole	lap	module	
MOLD SUSCEPTIBILITY	mold susceptibility	Laboratory	susceptibility	mold		
MOMETASN 100MCG INH PU	mometasn 100mcg inhaled plus	Supply	inh	100mcg	mometasn	plus
MONITOR CUFF PRESSURE/CARE	monitor cuff pressure/care	Supply	pressure	cuff	monitor	care
MONITORING MULTI-PHYSIO	monitoring multiple physiotherapy	Monitoring	multiple	physiotherapy	monitoring	
MONOSODIUM ASPARTATE IRR 9.8GM	monosodium aspartate irrigation 9.8_gm	Laboratory	9.8_gm	monosodium	aspartate	irrigation
MONOSODIUM GLUTAMATE IRR10. 7GM	monosodium glutamate irr10 7_gm	Laboratory	7_gm	monosodium	irr10	glutamate
MORPHIN 10MG IJ	morphine 10_mg injection	Pharmacy	ij	morphine	10_mg	
MORPHIN 15MG XR TB+	morphine 15_mg x_ray tube and	Pharmacy	xr	15_mg	tube	morphine
MORPHINE	morphine	Pharmacy	morphine			
MORPHINE (PF) 1 MG.	morphine partial_fill 1_mg	Pharmacy	1_mg	partial_fill	morphine	
MORPHINE 0.25 MG/ML INJ	morphine 0.25_mg/ml injection	Pharmacy	inj	morphine	0.25_mg/ml	
MORPHINE 1 MG/ML SOLN WCH00-0008-83	morphine 1_mg/ml solution wch00 8 83	Pharmacy	wch00	morphine	soln	1_mg/ml
MORPHINE 1 MG/ML SOLN WCH00-0011-51	morphine 1_mg/ml solution wch00 11 51	Pharmacy	wch00	morphine	soln	1_mg/ml
MORPHINE 10 MG	morphine 10_mg	Pharmacy	morphine	10_mg		
MORPHINE 10 MG/ML INTRAVENOUS SOLUTION	morphine 10_mg/ml intravenous solution	Pharmacy	morphine	intravenous	10_mg/ml	solution
MORPHINE 10 MG/ML SOLN 1 ML VIAL	morphine 10_mg/ml solution 1_ml vial	Pharmacy	vial	1_ml	morphine	soln
MORPHINE 10 MG/ML SOLN 76045-008-10	morphine 10_mg/ml solution 76045 8 10	Pharmacy	morphine	soln	10_mg/ml	
MORPHINE 10MG	morphine 10_mg	Pharmacy	morphine	10_mg		
MORPHINE 10MG/2MG INJ	morphine 10_mg/2_mg injection	Pharmacy	inj	morphine	10_mg/2_mg	
MORPHINE 2 MG INJ	morphine 2_mg injection	OR / Anesthesia / Recovery Room	2_mg	injection	morphine	
MORPHINE 2 MG/ML CRTG 1 ML SYRINGE	morphine 2_mg/ml crtg 1_ml syringe	Pharmacy	syringe	1_ml	morphine	
MORPHINE 2 MG/ML INTRAVENOUSCARTRIDGE	morphine 2_mg/ml intravenouscartridge	Pharmacy	2_mg/ml	morphine	intravenouscartridge	
MORPHINE 2 MG/ML SYRG	morphine 2_mg/ml syringe	OR / Anesthesia / Recovery Room	2_mg/ml	syrg	morphine	
MORPHINE 2MG	morphine 2_mg	Pharmacy	2_mg	morphine		
MORPHINE 2MG S B/10MG	morphine 2_mg s b/10_mg	Pharmacy	2_mg	morphine	b/10_mg	
MORPHINE 2MG/1ML SYR	morphine 2_mg/1_ml syringe	Pharmacy	syr	morphine	2_mg/1_ml	
MORPHINE 2MG/ML INJ	morphine 2_mg/ml injection	OR / Anesthesia / Recovery Room	2_mg/ml	inj	morphine	
MORPHINE 2MG/ML TUBEX	morphine 2_mg/ml tubex	Pharmacy	2_mg/ml	morphine	tubex	
MORPHINE 3	morphine 3	Pharmacy	morphine			
MORPHINE 30 MG TABLET SUSTAINED RELEASE	morphine 30_mg tablet sustained release	OR / Anesthesia / Recovery Room	morphine	tablet		
MORPHINE 4 MG/ML CRTG	morphine 4_mg/ml crtg	Pharmacy	crtg	morphine	4_mg/ml	
MORPHINE 4 MG/ML INTRAVENOUS CARTRIDGE	morphine 4_mg/ml intravenous cartridge	Pharmacy	cartridge	morphine	intravenous	4_mg/ml
MORPHINE 4 MG/ML SYR	morphine 4_mg/ml syringe	OR / Anesthesia / Recovery Room	syr	morphine	4_mg/ml	
MORPHINE INJ 2MG	morphine injection 2_mg	Pharmacy	2_mg	inj	morphine	
MORPHINE INJ PF 10MG	morphine injection partial_fill 10_mg	Pharmacy	pf	inj	morphine	10_mg
MORPHINE INJ PF 200MG	morphine injection partial_fill 200_mg	Pharmacy	pf	inj	200_mg	morphine
MORPHINE NEONATAL 0.5MG I	morphine neonatal 0.5_mg i	Pharmacy	neonatal	0.5_mg	morphine	
MORPHINE PCA 1MG/1ML 100ML	morphine patient_controlled_analgesia 1_mg/1_ml 100_ml	Pharmacy	100_ml	morphine	1_mg/1_ml	pca
MORPHINE PER 10 MG	morphine per 10_mg	Pharmacy	morphine	per	10_mg	
MORPHINE SULF	morphine sulfate	Pharmacy	morphine	sulfate		
MORPHINE SULF 10MG INJ	morphine sulfate 10_mg injection	OR / Anesthesia / Recovery Room	inj	morphine	sulfate	10_mg
MORPHINE SULF UP TO 10	morphine sulfate up to 10	Pharmacy	morphine	sulfate		
MORPHINE SULFA 4MG/ML SYR	morphine sulfa 4_mg/ml syringe	Pharmacy	syr	morphine	4_mg/ml	sulfa
MORPHINE SULFATE (PF) 2 MG/ML SOL	morphine sulfate partial_fill 2_mg/ml solution	Pharmacy	partial_fill	morphine	sulfate	sol
MORPHINE SULFATE (PF) 4	morphine sulfate partial_fill 4	Pharmacy	partial_fill	morphine	sulfate	
MORPHINE SULFATE 10MG INJ	morphine sulfate 10_mg injection	OR / Anesthesia / Recovery Room	inj	morphine	sulfate	10_mg
MORPHINE SULFATE 2 MG/ML CARTRIDGE	morphine sulfate 2_mg/ml cartridge	Pharmacy	2_mg/ml	morphine	sulfate	cartridge
MORPHINE SULFATE 2 MG/ML SO 76045-004-10	morphine sulfate 2_mg/ml so 76045 4 10	Pharmacy	2_mg/ml	morphine	sulfate	
MORPHINE SULFATE 2 MG/ML SOLN 1 ML CRTRDG-NDL	morphine sulfate 2_mg/ml solution 1_ml cartridge needle	Pharmacy	needle	1_ml	morphine	sulfate
MORPHINE SULFATE 2MG 1ML INJECTION	morphine sulfate 2_mg 1_ml injection	Pharmacy	2_mg	injection	1_ml	morphine
MORPHINE SULFATE 2MG/1ML INJ	morphine sulfate 2_mg/1_ml injection	Pharmacy	inj	morphine	sulfate	2_mg/1_ml
MORPHINE SULFATE 2MG/ML 1ML S	morphine sulfate 2_mg/ml 1_ml s	Pharmacy	2_mg/ml	1_ml	morphine	sulfate
MORPHINE SULFATE 4 MG/ML SOLN 1 ML VIAL	morphine sulfate 4_mg/ml solution 1_ml vial	Pharmacy	vial	1_ml	morphine	sulfate
MORPHINE SULFATE 4MG INJ	morphine sulfate 4_mg injection	Pharmacy	inj	morphine	sulfate	4_mg
MORPHINE SULFATE INJ/2MG/	morphine sulfate inj/2_mg	Pharmacy	morphine	sulfate	inj/2_mg	
MORPHINE SULFATE PER 10MG INJ	morphine sulfate per 10_mg injection	OR / Anesthesia / Recovery Room	inj	morphine	sulfate	per
MORPHINE SULFATE UP TO 10 MG	morphine sulfate up to 10_mg	OR / Anesthesia / Recovery Room	morphine	sulfate	10_mg	
MORPHINE TAB 15MG	morphine tablet 15_mg	Pharmacy	15_mg	morphine	tab	
MORPHINE UP TO 10MG	morphine up to 10_mg	OR / Anesthesia / Recovery Room	morphine	10_mg		
MOTOR &/SENS 5-6 NRV CNDJ PRECONF ELTRODE LIMB	motor and_insert/sens 5 6 nrv cndj preconf electrode limb	Supply	electrode			
MOTOR &/SENS 7-8 NRV CNDJ PRECONF ELTRODE LIMB	motor and_insert/sens 7 8 nrv cndj preconf electrode limb	Supply	electrode			
MOTOR&/SENS 5-6 NRV CNDJ	motor&/sens 5 6 nrv cndj	Respiratory Therapy	motor&	cndj	nrv	sens
MOUNT LINE ART PRES 6	mount line arterial pres 6	Supply	arterial	mount	line	pres
MOUTH PC PEP ACA PELLA VIBRAT	mouth packed_cells pep aca pella vibrator	Supply	aca	pep	vibrator	mouth
MOUTHCARE KIT ICU CHG	mouthcare kit intensive_care_unit charge	OR / Anesthesia / Recovery Room	charge	kit	ICU	mouthcare
MOUTHCARE KIT ICU CHG	mouthcare kit intensive_care_unit charge	Supply	charge	kit	ICU	mouthcare
MOUTHPIECE ACAPELLA 26-21-1530	mouthpiece acapella 26 21 1530	Supply	mouthpiece	acapella		
MOUTHPIECE VIBRATORY 21-1530	mouthpiece vibratory 21 1530	Supply	vibratory	mouthpiece		
MPO ABS ANTIMYELOPEROXIDASE	mpo abs antimyeloperoxidase	Laboratory	mpo	abs	antimyeloperoxidase	
MPTH-ONCOPLUS PANEL	mpth oncoplus panel	Supply	panel	oncoplus	mpth	
MR ANGIO HEAD WO CONT	mr angiogram head without control	Radiology	control	head	without	mr
MR BRAIN W & WO CONTRAST	mr brain with and_insert without contrast	Radiology	brain	without	contrast	mr
MR BRAIN WITHOUT CONTRAST	mr brain without contrast	Radiology	brain	without	contrast	mr
MR HEAD VASC MRA W&W/O CON	mr head vasc magnetic_resonance_angiography w&without conc	Radiology	head	mr		
MR NECK VASC MRA W&W/O CON	mr neck vasc magnetic_resonance_angiography w&without conc	Radiology	neck	mr		
MR SCAN BRAIN-W/WO CONT	mr scan brain w without control	Radiology	control	brain	without	mr
MR-STAPH DNA AMP PROBE	mr staph deoxyribonucleic_acid ampule probe	Laboratory	probe	ampule	mr	
MR-STAPH DNA AMP PROBE 1	mr staph deoxyribonucleic_acid ampule probe 1	Laboratory	probe	ampule	mr	
MRA HD W/O CONT	magnetic_resonance_angiography hand without control	Supply	control	mra	without	hand
MRA HEAD WO CONTRAST	magnetic_resonance_angiography head without contrast	OR / Anesthesia / Recovery Room	mra	head	without	contrast
MRI 50ML PRESSURE SYRINGE	magnetic_resonance_imagery 50_ml pressure syringe	Supply	50_ml	pressure	mri	syringe
MRI BRAIN & BRAINSTEM W/O CONTRAS	magnetic_resonance_imagery brain and_insert brainstem without contrast	Radiology	brain	without	mri	contrast
MRI BRAIN W &	magnetic_resonance_imagery brain with and_insert	Radiology	brain	&	mri	
MRI BRAIN W & W/O CONTRAST	magnetic_resonance_imagery brain with and_insert without contrast	OR / Anesthesia / Recovery Room	brain	without	mri	contrast
MRI BRAIN W/& W/O CONT	magnetic_resonance_imagery brain w and_insert without control	Radiology	control	brain	without	mri
MRI BRAIN W/O	magnetic_resonance_imagery brain without	OR / Anesthesia / Recovery Room	brain	without	mri	
MRI BRAIN W/O &W CONTRAST	magnetic_resonance_imagery brain without &w contrast	OR / Anesthesia / Recovery Room	brain	without	mri	contrast
MRI BRAIN W/O CONT	magnetic_resonance_imagery brain without control	Radiology	control	brain	without	mri
MRI BRAIN W/O CONTRAST	magnetic_resonance_imaging brain without contrast	OR / Anesthesia / Recovery Room	brain	without	mri	contrast
MRI BRAIN W/O CONTRAST	magnetic_resonance_imaging brain without contrast	Radiology	brain	without	mri	contrast
MRI BRAIN WITH CONT	magnetic_resonance_imagery brain w cont	Radiology	brain	cont	mri	w
MRI C-SPINE W	magnetic_resonance_imagery cap spine with	Procedure	spine	cap	mri	
MRI L-SPIN	magnetic_resonance_imagery liter spine	Supply	spine	liter	mri	
MRI LOW EXT W&WO CONT	magnetic_resonance_imagery lower extension with_and_without cont	Supply	cont	lower	mri	ext
MRI LOW EXT W/O CONT L	magnetic_resonance_imagery lower extension without cont liter	Supply	lower	liter	cont	ext
MRI LUMBAR PLAIN	magnetic_resonance_imagery lumbar plain	Supply	plain	mri	lumbar	
MRI LUMBAR SPINE W & WO C	magnetic_resonance_imagery lumbar spine with and_insert without cap	Radiology	spine	cap	without	mri
MRI PELVIS	magnetic_resonance_imagery pelvis	Radiology	pelvis	mri		
MRI PELVIS W&W/O CONTRAST	magnetic_resonance_imagery pelvis w&without contrast	Radiology	pelvis	mri	contrast	w&without
MRI T-SPINE W	magnetic_resonance_imagery tab spine with	Supply	spine	mri	tab	
MRI THORACIC SPINE	magnetic_resonance_imagery thoracic spine	Radiology	spine	thoracic	mri	
MRI UPP EXT W/O CON NO JT	magnetic_resonance_imagery upp extension without conc no_catheter just	Supply	without	mri	ext	
MRII-OMNISCAN.VIAL.287MG.16-20ML	mrii omniscan vial.287_mg.16 20_ml	Pharmacy	20_ml	vial.287_mg.16	omniscan	mrii
MRSA BY PCR (INHOUSE ONLY)	methicilllin_resistant_staphylococcus_aureus by pcr inhouse only	Laboratory	pcr	mrsa	inhouse	
MRSA DNA PROBE	methicilllin_resistant_staphylococcus_aureus deoxyribonucleic_acid probe	Laboratory	probe	dna	mrsa	
MRSA LATEX AGGLUTINATION	methicilllin_resistant_staphylococcus_aureus latex agglutination	Laboratory	latex	mrsa	agglutination	
MRSA PCR AMPLIFIED PROBE TECH	methicilllin_resistant_staphylococcus_aureus pcr amplified probe tech	Laboratory	pcr	probe		
MS BLOWER MISTER	med_surg blower mister	Supply	ms	mister	blower	
MS CAUTERY	med_surg cautery	Supply	ms	cautery		
MS CAUTERY PENCIL	med_surg cautery pencil	Supply	ms	pencil	cautery	
MS NEEDLE EZ CLEAN 013	med_surg needle ez clean 13	Supply	ms	needle	clean	ez
MS PCK PERFUSION OFF PUMP	med_surg pack perfusion off pump	Capital Equipment	ms	pump	perfusion	pck
MS SUTURE STERNO 2 WIRE	med_surg suture sterno 2 wire	Supply	ms	wire	suture	sterno
TRAY CVP LUMEN SNGL	tray central_venous_pressure lumen single	Supply	sngl	tray	cvp	lumen
TRAY DRESSING CHANGE	tray dressing change	OR / Anesthesia / Recovery Room	tray	change	dressing	
TRAY FLEX 92-2010	tray flex 92 2010	Supply	flex	tray		
TRAY FOLEY	tray foley	Supply	foley	tray		
TRAY FOLEY 16FR URINE METER	tray foley 16fr urine meter	Supply	foley	urine	tray	meter
TRAY FOLEY CRITICORE 16FR BARDEX IC	tray foley criticore 16fr bardex icar	Supply	foley	tray		
TRAY FOLEY IC URINE 14 - 16FR	tray foley icar urine 14 16fr	Supply	foley	urine	tray	
TRAY FOLEY LUBRI UM 16FR W/FSD	tray foley lubricant um 16fr w fsd	Supply	foley	tray		
TRAY FOLEY URINEMETER 800092	tray foley urinemeter 800092	Supply	foley	urinemeter	tray	
TRAY FOLEY W URINMETER 14F	tray foley with urinometer 14	Supply	foley	urinometer	tray	
TRAY FOLEY W/O CATH DYND160200	tray foley without catheter dynd160200	Supply	foley	cath	without	tray
TRAY GP STD	tray gp standard	Supply	std	tray	gp	
TRAY IRR SYR GRAD 60ML	tray irrigation syringe graduated 60_ml	Supply	syr	irrigation	tray	
TRAY IRR W/PISTON LF	tray irrigation w piston line_flush	Supply	irrigation	tray		
TRAY IRRG PISTON 70CC	tray irrg piston 70_cc	Supply	irrg	piston	tray	70_cc
TRAY IRRIGATION	tray irrigation	Supply	irrigation	tray		
TRAY IRRIGATION 2-PC BULB SYR.	tray irrigation 2 piece bulb syringe	Supply	syringe	irrigation	tray	
TRAY IRRIGATION W/CATH	tray irrigation with catheter	OR / Anesthesia / Recovery Room	irrigation	tray	catheter	
TRAY IRRIGATION W/CATH	tray irrigation with catheter	Supply	irrigation	tray	catheter	
TRAY MUHURKAR 16CM CATH	tray muhurkar 16cm catheter	Supply	cath	muhurkar	tray	16cm
TRAY MUHURKAR 19.5 CATH	tray muhurkar 19.5 catheter	Supply	19.5	cath	muhurkar	tray
TRAY P-PICC 5FR TRIPLE W/NSG	tray power_peripherally_inserted_central_catheter 5fr triple with nursing	Supply	nursing	tray	powder	peripherally_inserted_central_catheter
TRAY PARA/THORACENTESIS DISP	tray para/thoracentesis dispensed_1_5%	Supply	disp	thoracentesis	tray	para
TRAY PARACENTESIS	tray paracentesis	OR / Anesthesia / Recovery Room	paracentesis	tray		
TRAY PICC MAX	tray peripherally_inserted_central_catheter max_n	Supply	max	tray	picc	
TRAY PRE URINE METER 16F	tray pre urine meter 16	Supply	pre	urine	tray	meter
TRAY PREP	tray preparation	Supply	prep	tray		
TRAY PREP WET SKIN SCRUB 41591 -CSC	tray preparation wet skin scrub 41591 csc	Supply	prep	tray	skin	
TRAY PROC IV ART CMPLT	tray procedure intravenous arteries cmplt	Supply	tray	iv	procedure	
TRAY PROCEDURE INSERTION NI	tray procedure insertion ni	Supply	ni	tray	insertion	procedure
TRAY PROCEDURE PICC/MIDLINE	tray procedure peripherally_inserted_central_catheter/midline	Supply	tray	peripherally_inserted_central_catheter	procedure	midline
TRAY SAFETY PARACENTESIS MMDS	tray safety paracentesis mmds	Supply	paracentesis	safety	tray	mmds
TRAY SPINAL ANES S26BK	tray spinal anesthesia s26bk	OR / Anesthesia / Recovery Room	spinal	s26bk	tray	anesthesia
TRAY SUT REMOVE	tray suture remove	OR / Anesthesia / Recovery Room	suture	tray	remove	
TRAY SUT RMVL W/MTL SC	tray suture rmvl w mtl subcutaneous	Supply	sut	tray		
TRAY UMBIL CATH ANY	tray umbilical catheter any	OR / Anesthesia / Recovery Room	umbilic	catheter	tray	
TRAY URINE METER 2WAY FOLEY	tray urine meter 2way foley	Supply	foley	urine	tray	meter
TRAY URINEMTR W/FOL 16	tray urinemtr w foley 16	Supply	urinemtr	foley	tray	w
TRAYURINEMETER#554168	trayurinemeter 554168	Laboratory	trayurinemeter			
TRAZODONE 100 MG TABLET	trazodone 100_mg tablet	Pharmacy	100_mg	tablet	trazodone	
TRAZODONE 25 MG TAB (1/2 OF 50MG)	trazodone 25_mg tablet 1/2 of 50_mg	Pharmacy	50_mg	tab	25_mg	
TRAZODONE 50 MG TAB	trazodone 50_mg tablet	Pharmacy	50_mg	tablet	trazodone	
TRAZODONE 50 MG TABLET	trazodone 50_mg tablet	OR / Anesthesia / Recovery Room	50_mg	tablet	trazodone	
TRCH ELB ETADAPT 8F	trch elbow etadapt 8	Supply	elbow	etadapt	trch	
TRCR ENDOSCP 5X100MM X2	trcr endoscopic 5x100mm x2	Supply	x2	5x100mm	trcr	endoscopic
TREAT SWALLOW OR ORAL FEEDING	treat swallow operation_room oral feeding	Supply	swallow	feeding	oral	or
TREATMENT AER	treatment aero	Respiratory Therapy	aero	treatment		
TREATMENT/SWALLOWING	treatment/swallowing	PT / OT / Speech Therapy	treatment	swallowing		
TREPONEMA PALLIDUM AB	treponema pallidum antibody	Laboratory	treponema	antibody	pallidum	
TREPONEMAL-IGG-EIA	treponemal immunoglobulin eia	Laboratory	eia	immunoglobulin	treponemal	
TRIAMCINOLONE ACETONIDE 0.1 % CREA 15 G TUBE	triamcinolone acetonide 0.1% cream 15 gram tube	Pharmacy	tube	gram	cream	
TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL OINTMENT	triamcinolone acetonide 0.1% topical ointment	Pharmacy	ointment			
TRIAMCINOLONE ACETONIDE 0.1% CREAM 15G	triamcinolone acetonide 0.1% cream 15_gm	Pharmacy	cream			
TRIAMCINOLONE ACETONIDE 0.1% CREAM 80G	triamcinolone acetonide 0.1% cream 80_gm	Pharmacy	cream			
TRICHROME	trichrome	Laboratory	trichrome			
TRICHROME STAIN	trichrome stain	Laboratory	stain	trichrome		
TRICOR 145MG TABLET	tricor 145_mg tablet	Pharmacy	145_mg	tablet	tricor	
TRIFLEX II PLEXUS LAL	triflex ii plexus low_air_loss	Supply	ii	plexus	lal	triflex
TRIGLYCERIDE	triglyceride	Laboratory	triglyceride			
TRIGLYCERIDE	triglyceride	OR / Anesthesia / Recovery Room	triglyceride			
TRIGLYCERIDE/SERUM	triglyceride/serum	Laboratory	triglyceride	serum		
TRIGLYCERIDES	triglycerides	OR / Anesthesia / Recovery Room	triglycerides	NULL	NULL	NULL
MS TEMP CARDIAC PACING WI	med_surg temperature cardiac pacing wi	Supply	cardiac			
MS/MS	med_surg/med_surg	Supply	med_surg			
MSK ARSOL ADLT	msk arsol adult	Laboratory	arsol	msk	adlt	
MT- BEH HLTH ASSESS/15 MIN	meth beach hlth assess/15 minutes	PT / OT / Speech Therapy	min			
MT-BEH HLTH ASSESS/15 MIN	meth beach hlth assess/15 minutes	PT / OT / Speech Therapy	min			
MT-BEH HLTH FAMILY-NO PT	meth beach hlth family no_catheter physical_therapy	Supply	pt			
MUCINEX 600MG TABLET	mucinex 600_mg tablet	Pharmacy	mucinex	tablet	600_mg	
MULTI-DISCIPLINARY ROUNDS	multiple disciplinary rounds	Laboratory	multiple	disciplinary	rounds	
MULTIPLE VITAMIN I	multiple vitamin i	Laboratory	multiple	vitamin		
MULTIPLE VITAMIN LIQUID 5ML	multiple vitamin liquid 5_ml	Pharmacy	multiple	vitamin	liquid	5_ml
MULTIPLE VITAMINS/MINERALS TAB	multiple vitamins/minerals tablet	Pharmacy	multiple	vitamins	tab	minerals
MULTIPLE/CONTINUOUS OXYMETRY	multiple/continuous oxymetry	Monitoring	oxymetry	continuous	multiple	
MULTIVIT + IRON SYR	multivit and iron syringe	Supply	syr	multivit	iron	
MULTIVIT DRPS 1 ML	multivit drops 1_ml	Pharmacy	drops	multivit	1_ml	
MULTIVIT ORAL DROPS PER 0.5ML	multivit oral drops per 0.5_ml	OR / Anesthesia / Recovery Room	oral	per		
MULTIVIT ORAL DROPS PER 0.5ML	multivit oral drops per 0.5_ml	Pharmacy	oral	per		
MULTIVIT PED WITH IRON 0.	multivit pediatric w iron 0	Supply	iron	multivit	w	ped
MULTIVIT/MIN (CENT) POL 5ML	multivit/minutes central pol 5_ml	PT / OT / Speech Therapy	central	minutes	5_ml	
MULTIVITAMIN ADULT 3 300 UNIT-150 MCG/10 ML SOLUTION 10 ML VIAL	multivitamin adult 3 300_units 150 mcg/10_ml solution 10_ml vial	Pharmacy	vial	10_ml	solution	adult
MULTIVITAMIN SUPPLEMENTAL TAB	multivitamin supplemental tablet	Pharmacy	tab	supplemental	multivitamin	
MULTIVITAMIN WITH MINERALS TAB	multivitamin w minerals tablet	OR / Anesthesia / Recovery Room	tab	minerals	w	multivitamin
MULTIVITAMIN/MINERAL TABLET	multivitamin/mineral tablet	Pharmacy	mineral	tablet	multivitamin	
MULTIVITAMINS 10ML VL	multivitamins 10_ml vial	Pharmacy	vial	10_ml	multivitamins	
MULTIVITAMINS TAB	multivitamins tablet	Pharmacy	tab	multivitamins		
MULTIVITAMINS THER W-MINERALS	multivitamins therapist with minerals	Pharmacy	ther	minerals	multivitamins	
