cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Voted Output,Voting Algorithm,Confidence Score
RECOVERY ROOM ADD L 30MIN,recovery_room additional 30_minutes,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.936127167688,1,OR / Anesthesia / Recovery Room,0.89,1,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.936531791922
REFRESH LACRI LUBE OINT 3.5 0023 0312 04,refresh lacri lube ointment 3.5 0023 0312 04,Supply,Supply,0.918633205776,1,Supply,0.99842398427,1,Laboratory,0.7,0,Supply,0.36,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.759019063349
REFRESH LACRI LUBE OINT 3.5 0023 0312 04,refresh lacri lube ointment 3.5 0023 0312 04,Supply,Pharmacy,0.503693940868,0,Supply,0.964515730141,1,Laboratory,0.7,0,Supply,0.36,1,Supply,"Logistic_OvR, Jaro",0.331128932535
REGULAR INSULIN HUMULIN R ,regular insulin humulin r,Pharmacy,Pharmacy,0.949835796306,1,Pharmacy,0.999724652326,1,Pharmacy,0.79,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.887390112158
RENAL CRRT TREATMENT,renal continuous_renal_replacement therapy treatment,Dialysis,Dialysis,0.92,1,Dialysis,0.99360724432,1,Dialysis,0.93,1,Dialysis,0.93,1,Dialysis,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.94340181108
RENIN ACTIVITY PLASMA,renin activity plasma,Laboratory,Laboratory,0.948605334187,1,Laboratory,0.968024539659,1,Laboratory,0.73,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.864157468461
REP TY WET VI GLV PREM,rep ty wet vi glv prem,Supply,Supply,0.96,1,Supply,0.999597915306,1,Laboratory,0.73,0,Laboratory,0.35,0,Supply,"DeepNN, Logistic_OvR",0.489899478827
REPLACE TUNNELED CV CATH,replace tunneled cv catheter,Procedure,Supply,0.76,0,Supply,0.9592411987,0,Procedure,0.92,1,Procedure,0.96,1,Procedure,"DLevenshtein, Jaro",0.47
REPLACE TUNNELED CV CATH,replace tunneled cv catheter,Procedure,Supply,0.92,0,Supply,0.993443174513,0,Procedure,0.92,1,Procedure,0.96,1,Procedure,"DLevenshtein, Jaro",0.47
RESPIRATORY CULTURE,respiratory culture,Laboratory,Laboratory,0.92554159776,1,Laboratory,0.988531986727,1,Laboratory,0.89,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.921018396122
RESTRNTS LIMB PEDS,restraints limb pediatrics,Supply,Supply,0.96,1,Supply,0.998917719715,1,Supply,0.89,1,Supply,0.94,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947229429929
RESUS ELECTROLYTE PANEL,resuscitation electrolyte panel,Laboratory,Laboratory,0.954665063343,1,Laboratory,0.758987231118,1,Laboratory,0.77,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.853413073615
RESUS MASK ADULT,resuscitation mask adult,Supply,Supply,0.929330489361,1,Supply,0.99990555189,1,Supply,0.74,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.869809010313
REVATIO 10 MG VIAL,revatio 10_mg vial,Plan Benefit,Pharmacy,0.96826275393,1,Pharmacy,0.998712075144,1,Pharmacy,0.74,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.879243707269
REVATIO 20MG TABLET,revatio 20_mg tablet,Plan Benefit,Pharmacy,0.931074153089,1,Pharmacy,0.996139446783,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.914303399968
REVERSE T3,reverse triiodothyronine,Laboratory,Laboratory,0.96,1,Laboratory,0.983090512392,1,Laboratory,0.85,1,Supply,0.44,0,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein",0.931030170797
RH,rhesus,Laboratory,Laboratory,0.971250869394,1,Laboratory,0.999081576561,1,Laboratory,0.85,1,Laboratory,0.4,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.805083111489
RH,rhesus,Laboratory,Laboratory,0.96,1,Laboratory,0.969611232236,1,Laboratory,0.85,1,Laboratory,0.4,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.794902808059
RH D BLOOD TYPING,rhesus blood typing,Laboratory,Laboratory,0.959899436011,1,Laboratory,0.998959602679,1,Laboratory,0.86,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.937214759672
RH D TYPE,rhesus daily type,Laboratory,Laboratory,0.963810989635,1,Laboratory,0.9788057441,1,Laboratory,0.95,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963154183434
RIFAXIMIN 200MG TABLET,rifaximin 200 mg tablet,Pharmacy,Pharmacy,0.991856732667,1,Pharmacy,0.999973595906,1,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.942957582143
RIFAXIMIN 200MG TABLET,rifaximin 200 mg tablet,Pharmacy,Pharmacy,0.991856732667,1,Pharmacy,0.999973595906,1,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.942957582143
RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,0.982525188717,1,Pharmacy,0.999896723437,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.928105478038
RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,0.970544083069,1,Pharmacy,0.996208160109,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.924188060795
RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,0.985266709436,1,Pharmacy,0.999913972162,1,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.928795170399
RIVAROXABAN 10 MG TAB,rivaroxaban 10_mg tablet,Pharmacy,Pharmacy,0.984766975902,1,Pharmacy,0.999979580337,1,Pharmacy,0.76,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.90618663906
RIVAROXABAN 10 MG TAB,rivaroxaban 10_mg tablet,Pharmacy,Pharmacy,0.982391341421,1,Pharmacy,0.999854192513,1,Pharmacy,0.76,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.905561383483
RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,Capital Equipment,0.96,1,Capital Equipment,0.998288470712,1,Capital Equipment,0.7,1,Capital Equipment,0.81,1,Capital Equipment,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.867072117678
ROCURONIUM 10MG/ML 10ML VL,rocuronium 10_mg/ml 10_ml vial,Pharmacy,Pharmacy,0.989574496901,1,Pharmacy,0.99913303044,1,Pharmacy,0.88,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949676881835
ROOM ACUTE,room acute,Room and Board,Room and Board,0.929097290887,1,Room and Board,0.983009510333,1,Room and Board,0.88,1,Room and Board,0.88,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.918026700305
ROOM CHARGE MEDICAL SURGICAL,room charge medical surgical,Room and Board,Room and Board,0.96,1,Room and Board,0.975799094889,1,Room and Board,0.74,1,Room and Board,0.47,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.786449773722
ROOM CHARGE NICU 174,room charge neonatal_intensive_care_unit 174,Room and Board,Room and Board,0.96,1,Room and Board,0.997971120955,1,Room and Board,0.85,1,Room and Board,0.81,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.904492780239
ROOM CHARGE NICU 174,room charge neonatal_intensive_care_unit 174,Room and Board,Room and Board,0.96,1,Room and Board,0.997971120955,1,Room and Board,0.85,1,Room and Board,0.81,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.904492780239
ROOM E311 6,room e311 6,Room and Board,Room and Board,0.939238536692,1,Room and Board,0.998426375744,1,Room and Board,0.93,1,Room and Board,0.96,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.956916228109
ROOM E313 6,room e313 6,Room and Board,Room and Board,0.939238536692,1,Room and Board,0.998426375744,1,Room and Board,0.93,1,Room and Board,0.96,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.956916228109
ROOM E737 2,room e737 2,Room and Board,Room and Board,0.942506354242,1,Room and Board,0.999778109923,1,Room and Board,0.93,1,Room and Board,0.93,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.950571116041
ROOM M377 N,room m377 n,Room and Board,Room and Board,0.939238536692,1,Room and Board,0.998426375744,1,Room and Board,0.93,1,Room and Board,0.96,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.956916228109
ROPIVACAINE 150 MG INJ,ropivacaine 150_mg injection,Pharmacy,Pharmacy,0.965026308457,1,Pharmacy,0.996533496233,1,Pharmacy,0.88,1,Pharmacy,0.88,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.930389951172
ROPIVACAINE 1MG INJ,ropivacaine 1_mg injection,Pharmacy,Pharmacy,0.973962551077,1,Pharmacy,0.995591300521,1,Pharmacy,0.87,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.9423884629
ROXICODONE 5MG TABLET,roxicodone 5_mg tablet,Pharmacy,Pharmacy,0.962324423162,1,Pharmacy,0.999860490735,1,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.968046228474
ROXICODONE 5MG TABLET,roxicodone 5_mg tablet,Pharmacy,Pharmacy,0.958016346523,1,Pharmacy,0.995949413893,1,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965991440104
ROXICODONE 5MG TABLET,roxicodone 5_mg tablet,Pharmacy,Pharmacy,0.941811893928,1,Pharmacy,0.990727088378,1,Pharmacy,0.95,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.960634745577
SAFE SLEEP KIT,safe sleep kit,Supply,Supply,0.922028834834,1,Supply,0.998248409384,1,Supply,0.85,1,OR / Anesthesia / Recovery Room,0.42,0,Supply,"DeepNN, Logistic_OvR, DLevenshtein",0.923425748073
SAFETY AIRWAY PRECAUTION,safety airway precaution,Supply,Supply,0.585828351263,0,Respiratory Therapy,0.691357322049,0,PT / OT / Speech Therapy,0.77,1,Laboratory,0.45,0,PT / OT / Speech Therapy,DLevenshtein,0.1925
SCISSORS S/B 5 DISP,scissors sharp blunt 5 disposable,Supply,Supply,0.952301028466,1,Supply,0.998613954116,1,Supply,0.77,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.882728745645
SCREW 4.0 X 25,screw 4 25,Implant,Implant,0.96,1,Implant,0.998870813077,1,Implant,0.94,1,Implant,0.91,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.952217703269
SCREW 4.5 X 25,screw 4.5 25,Implant,Implant,0.918005269149,1,Implant,0.999663983474,1,Implant,0.88,1,Implant,0.96,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.939417313156
SCREW 6.5 X 50,screw 6.5 50,Implant,Implant,0.931871475757,1,Implant,0.999808752406,1,Implant,0.87,1,Implant,0.96,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.940420057041
SCREW POLY 4.35X20 DEPUY,screw poly 4.35x20 depuy,Implant,Implant,0.939272508158,1,Implant,0.999774424619,1,Implant,0.97,1,Implant,0.95,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964761733194
SCREW POLY 5.0X35 DEPUY,screw poly 5.0x35 depuy,Implant,Implant,0.939272508158,1,Implant,0.999774424619,1,Implant,0.97,1,Implant,0.95,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964761733194
SCREW SLF DRILLING 4MM,screw self drilling 4mm,Implant,Implant,0.925262026794,1,Implant,0.99735815456,1,Implant,0.73,1,Implant,0.47,1,Implant,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.780655045339
SEDIMENTATION RATE RBC AUT,sedimentation rate red_blood_cell automated,Laboratory,Laboratory,0.905964996902,1,Laboratory,0.865205025637,1,Laboratory,0.93,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.907792505635
SELF CARE,self care,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.999951699099,1,PT / OT / Speech Therapy,0.85,1,PT / OT / Speech Therapy,0.81,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.904987924775
SELF CARE/HOME MGMT 15 MIN,self care home management 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.998799251092,1,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927199812773
SELF CARE/HOME MGMT 15 MIN,self care home management 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.76,1,Respiratory Therapy,0.949671621676,0,PT / OT / Speech Therapy,0.87,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,"DeepNN, DLevenshtein, Jaro",0.836666666667
SELFCARE HOME MGMT 15 MIN,selfcare home management 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.96,1,PT / OT / Speech Therapy,0.902115114522,1,PT / OT / Speech Therapy,0.88,1,PT / OT / Speech Therapy,0.93,1,PT / OT / Speech Therapy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.91802877863
SEMI PRIVATE ROOM,semi private room,Room and Board,Room and Board,0.9657124842,1,Room and Board,0.999995077102,1,Room and Board,0.91,1,Room and Board,0.93,1,Room and Board,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.951426890325
SENNA DOCUSATE 8.6 50 MG T,senna docusate 8.6 50_mg tablet,Pharmacy,Pharmacy,0.99025112045,1,Pharmacy,0.999998635059,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980062438877
SENNA DOCUSATE 8.6 50 MG T,senna docusate 8.6 50_mg tablet,Pharmacy,Pharmacy,0.989408203582,1,Pharmacy,0.999986306852,1,Pharmacy,0.98,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979848627608
SENNA/DOCUSATE 8.6/50 MG TAB,senna docusate 8.6/50_mg tablet,Pharmacy,Pharmacy,0.989408203582,1,Pharmacy,0.999986306852,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.977348627608
SENOKOT SYRP 218MG/5ML SENNA,senokot syrup 218 mg/5 ml senna,Pharmacy,Pharmacy,0.973104136887,1,Pharmacy,0.95853702164,1,Pharmacy,0.73,1,Pharmacy,0.44,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.775410289632
SENOKOT SYRP 218MG/5ML SENNA,senokot syrup 218 mg/5 ml senna,Pharmacy,Pharmacy,0.973104136887,1,Pharmacy,0.95853702164,1,Pharmacy,0.73,1,Pharmacy,0.44,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.775410289632
SENSER PSOX ADT/NEO DIGITAL LF,sensor pulse_ox adult neonatal digital latex_free,Supply,Supply,0.975073651774,1,Supply,0.999999636497,1,Supply,0.75,1,Supply,0.46,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.796268322068
SERATONIN RELEASE ASSAY,seratonin release assay,Laboratory,Laboratory,0.956850958499,1,Laboratory,0.998777148258,1,Laboratory,0.73,1,Laboratory,0.43,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.778907026689
SEROTONIN RELEASE ASSAY,serotonin release assay,Laboratory,Laboratory,0.946313037159,1,Laboratory,0.996351517757,1,Supply,0.75,0,Supply,0.43,0,Laboratory,"DeepNN, Logistic_OvR",0.485666138729
SET AUTOTRNS FRESENIUS C.A.T.S,set autotrans fresenius continuous auto transfusion system,Supply,Supply,0.926552479343,1,Supply,0.999939737917,1,Supply,1.0,1,Supply,1.0,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.981623054315
SET AUTOTRNS FRESENIUS C.A.T.S,set autotrans fresenius continuous auto transfusion system,Supply,Supply,0.926552479343,1,Supply,0.999939737917,1,Supply,1.0,1,Supply,1.0,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.981623054315
SET BEQ HLS 7.0,set beq hls 7,Nursing Services,Supply,0.909472130851,1,Supply,0.99933532218,1,Supply,0.73,1,Supply,0.42,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.764701863258
SET CATH PRSS PLCMNT,set catheter pressure placement,Supply,Supply,0.970310407761,1,Supply,0.999992822188,1,Supply,0.75,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.792575807487
SET CATH PRSS PLCMNT,set catheter pressure placement,Supply,Supply,0.970310407761,1,Supply,0.999992822188,1,Supply,0.75,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.792575807487
SET CLEARLINK DUAL VENTED FLOW,set clearlink dual vented flow,Supply,Supply,0.950635087534,1,Supply,0.999861879657,1,Supply,0.72,1,Supply,0.41,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.770124241798
SET DILATOR 8 20FRX10 15CM,set dilator 8 20fr 10 15cm,Supply,Supply,0.972056752592,1,Supply,0.999998463545,1,Supply,0.85,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.818013804034
SET DRESSING SVAMP LARGE,set dressing svamp large,Supply,Supply,0.981538747886,1,Supply,0.999998387617,1,Supply,0.74,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.882884283876
SET DRESSING SVAMP MEDIUM,set dressing svamp medium,Supply,Supply,0.980936850794,1,Supply,0.999997052398,1,Nursing Services,0.74,0,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.930311301064
SET EXT BIFURCATED 4IN,set extension bifurcated 4 inches,Supply,Supply,0.967085122827,1,Supply,0.999949513082,1,Supply,0.74,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.879258658977
SET EXT BIFURCATED 4IN,set extension bifurcated 4 inches,Supply,Supply,0.967085122827,1,Supply,0.999949513082,1,Supply,0.74,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.879258658977
SET GRAVITY 20DRP CK VLV VNT,set gravity 20_drop check valve vent,Supply,Supply,0.947813945556,1,Supply,0.999964031876,1,Supply,0.69,1,Supply,0.39,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.756944494358
SET IV SEC NO DHP W/HNG 14230 ,set intravenous sec dhp hng 14230,Supply,Supply,0.96,1,Supply,0.992004206853,1,Supply,0.72,1,Supply,0.43,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.775501051713
SET IV TUBE CUST ADLT,set intravenous tube custom adult,Supply,Supply,0.984247483098,1,Supply,0.999999927749,1,Supply,0.9,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953561852712
SET IV Y EXT,set intravenous extension,Supply,Supply,0.933096606709,1,Supply,0.999935662882,1,Supply,0.85,1,Supply,0.47,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.813258067398
SET TISSEL FIBRIN SEALANT SPRY,set tissel fibrin sealant spray,Supply,Supply,0.962609203813,1,Supply,0.999989874028,1,Laboratory,0.73,0,Laboratory,0.42,0,Supply,"DeepNN, Logistic_OvR",0.49064976946
SET VENTED SYRINGE,set vented syringe,Supply,Supply,0.952442153215,1,Supply,0.999977007704,1,Laboratory,0.72,0,Capital Equipment,0.81,0,Supply,"DeepNN, Logistic_OvR",0.48810479023
SEVELAMER 400MG TABLET,sevelamer 400 mg tablet,Pharmacy,Pharmacy,0.992594095799,1,Pharmacy,0.999960436822,1,Pharmacy,0.97,1,Pharmacy,0.95,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.978138633155
SEVELAMER CARBONATE 800 MG,sevelamer carbonate 800_mg,Pharmacy,Pharmacy,0.937564628876,1,Pharmacy,0.997459065584,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.898755923615
SEVELAMER CARBONATE 800 MG,sevelamer carbonate 800_mg,Pharmacy,Pharmacy,0.945316395904,1,Pharmacy,0.998530035241,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.900961607786
SHEATH INTRO 8FR 2.5CM RSB803,sheath introducer 8fr 2.5cm rsb803,Supply,Supply,0.972408067918,1,Supply,0.999984909862,1,Supply,0.95,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.960598244445
SHEATH INTRO PINNACLE PERIPH GW6FRX10,sheath intro pinnacle peripheral gw6frx10,Supply,Supply,0.966629074531,1,Supply,0.999914581534,1,Supply,0.98,1,Supply,0.97,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.979135914016
SILDENAFIL 0.8MG PER 1ML INJ,sildenafil 0.8_mg per 1_ml injection,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.999928442301,1,Plan Benefit,0.86,1,Plan Benefit,0.93,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.937482110575
SILDENAFIL 10 MG/ML SUSR 112 ML BOTTLE,sildenafil 10_mg/ml susr 112_ml bottle,Plan Benefit,Plan Benefit,0.92,1,Plan Benefit,0.999993686509,1,Plan Benefit,0.9,1,Plan Benefit,0.93,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.937498421627
SILDENAFIL 2.5 MG/ML,sildenafil 2.5 mg ml,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.999977359579,1,Plan Benefit,0.94,1,Plan Benefit,0.96,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964994339895
SILDENAFIL 2.5 MG/ML,sildenafil 2.5 mg ml,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.999977359579,1,Plan Benefit,0.94,1,Plan Benefit,0.96,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964994339895
SILDENAFIL 2.5 MG/ML 2.5,sildenafil 2.5_mg/ml 2.5,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.999996575204,1,Plan Benefit,0.89,1,Plan Benefit,0.96,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.952499143801
SILDENAFIL 2.5 MG/ML 2.5 MG/ML,sildenafil 2.5_mg/ml 2.5_mg/ml,Plan Benefit,Plan Benefit,0.96,1,Plan Benefit,0.999999494571,1,Plan Benefit,0.86,1,Plan Benefit,0.93,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.937499873643
SILDENAFIL 20 MG TAB,sildenafil 20 mg tablet,Plan Benefit,Pharmacy,0.583947277377,0,Plan Benefit,0.978050255723,1,Plan Benefit,0.98,1,Plan Benefit,0.94,1,Plan Benefit,"Logistic_OvR, DLevenshtein, Jaro",0.966016751908
SILDENAFIL 20 MG TAB,sildenafil 20 mg tablet,Plan Benefit,Pharmacy,0.510070509466,0,Plan Benefit,0.9828907522,1,Plan Benefit,0.98,1,Plan Benefit,0.94,1,Plan Benefit,"Logistic_OvR, DLevenshtein, Jaro",0.967630250733
SILDENAFIL ORAL,sildenafil oral,Plan Benefit,Plan Benefit,0.914508309009,1,Plan Benefit,0.999928055357,1,Plan Benefit,0.85,1,Plan Benefit,0.88,1,Plan Benefit,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911109091092
SILVER SULFADIAZINE CR 1% 50G,silver sulfadiazine cream 1% 50_gm,Pharmacy,Pharmacy,0.96,1,Pharmacy,0.962189654566,1,Plan Benefit,0.73,0,Pharmacy,0.4,1,Pharmacy,"DeepNN, Logistic_OvR, Jaro",0.774063218189
SIMETHICONE/MYLICON 40MG/0.6ML,simethicone mylicon 40 mg/0.6 ml,Pharmacy,Pharmacy,0.987979480481,1,Pharmacy,0.999056950864,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911759107836
SIMETHICONE/MYLICON 40MG/0.6ML,simethicone mylicon 40 mg/0.6 ml,Pharmacy,Pharmacy,0.987979480481,1,Pharmacy,0.999056950864,1,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.911759107836
SKELETAL SURVEY COMPLETE SKELETAL SURVEY COMPLETE,skeletal survey complete,Radiology,Radiology,0.76,1,Radiology,0.990476333353,1,Laboratory,0.67,0,Cardiology,0.36,0,Radiology,"DeepNN, Logistic_OvR",0.437619083338
SLEEP SACK KIT,sleep sack kit,Supply,Supply,0.941108539873,1,Supply,0.999907107516,1,Supply,0.97,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.957753911847
SLEEVE SUT STP SHRT RADIALLY X,sleeve suture strip short radially x,Supply,Supply,0.953640560483,1,Supply,0.9999362153,1,Supply,0.7,1,Supply,0.36,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.753394193946
SMEAR FLUORESCENT OR AFB,smear fluorescent acid fast bacillus,Laboratory,Laboratory,0.975896540209,1,Laboratory,0.99837900966,1,Laboratory,0.87,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.943568887467
SMEAR GRAM GIEMSA,smear gram giemsa,Laboratory,Laboratory,0.952627021402,1,Laboratory,0.990245407593,1,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.920718107249
