descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG	Pharmacy	1	65	65	sodium chloride 0.9% pgbk 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	Drugs Requiring Detailed Coding	1	162	162	sodium chloride 0.9% pgbk 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	IV Solutions	1	79.79	79.79	sodium chloride 0.9% pgbk 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG	Pharmacy	1	14.8	14.8	sodium chloride 0.9% pgbk 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SO	SODIUM CHLORIDE 0.9 % SO	IV Solutions	1	87	76.365	sodium chloride 0.9% so	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SO	SODIUM CHLORIDE 0.9 % SO	Pharmacy	1	20	20	sodium chloride 0.9% so	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	Drugs Requiring Detailed Coding	1	7	7	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	Drugs Requiring Specific Identification	2	15	7.5	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	IV Solutions	1	87.5	87.5	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	Implant/Supply	1	6	6	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	Intensive Care	1	80	80	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN	SODIUM CHLORIDE 0.9 % SOLN	Pharmacy	1	7	7	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN-	SODIUM CHLORIDE 0.9 % SOLN 	Pharmacy	1	6.5	6.5	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9 % SOLN 1,000 ML BOTTLE"	SODIUM CHLORIDE 0.9 % SOLN 1 000 ML BOTTLE	Drugs Requiring Detailed Coding	2	187.95	93.975	sodium chloride 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9 % SOLN 1,000 ML BOTTLE"	SODIUM CHLORIDE 0.9 % SOLN 1 000 ML BOTTLE	IV Solutions	1	25	25	sodium chloride 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9 % SOLN 1,000 ML BOTTLE"	SODIUM CHLORIDE 0.9 % SOLN 1 000 ML BOTTLE	Pharmacy	1	104	104	sodium chloride 0.9% solution 1 000_ml bottle	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 10 ML VIAL	SODIUM CHLORIDE 0.9 % SOLN 10 ML VIAL	IV Solutions	1	11.63	11.45	sodium chloride 0.9% solution 10_ml vial	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 10 ML VIAL	SODIUM CHLORIDE 0.9 % SOLN 10 ML VIAL	Pharmacy	1	12.6	12.6	sodium chloride 0.9% solution 10_ml vial	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	Drugs Requiring Detailed Coding	1	12	12	sodium_chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	IV Solutions	1	158.65	158.65	sodium_chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	Implant/Supply	1	39	39	sodium_chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 100 ML FLEX CONT	Pharmacy	1	5.15	5.15	sodium_chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	Drugs Requiring Detailed Coding	1	13	13	sodium_chloride 0.9% solution 50_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	IV Solutions	1	147.4	147.4	sodium_chloride 0.9% solution 50_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	SODIUM CHLORIDE 0.9 % SOLN 50 ML FLEX CONT	Pharmacy	1	4.47	4.47	sodium_chloride 0.9% solution 50_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP	SODIUM CHLORIDE 0.9 % SOLP	Drugs Requiring Detailed Coding	1	8.19	8.19	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP	SODIUM CHLORIDE 0.9 % SOLP	IV Solutions	1	79.16	79.16	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP	SODIUM CHLORIDE 0.9 % SOLP	Implant/Supply	1	51.75	51.75	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP	SODIUM CHLORIDE 0.9 % SOLP	Pharmacy	1	8.19	8.19	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	Drugs Requiring Detailed Coding	1	162	162	sodium chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	IV Solutions	1	84.4	84.4	sodium chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	Implant/Supply	1	51.75	51.75	sodium chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG	Pharmacy	1	20	20	sodium chloride 0.9% solution 250_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	Drugs Requiring Detailed Coding	1	162	162	sodium chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	IV Solutions	1	47	47	sodium chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	Implant/Supply	5	51.75	12	sodium chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG	Pharmacy	1	51.75	23.4875	sodium chloride 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	Drugs Requiring Detailed Coding	1	90.3	90.3	sodium chloride 0.9% syringe 10_ml syringe	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	IV Solutions	1	6.35	6.35	sodium chloride 0.9% syringe 10_ml syringe	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	SODIUM CHLORIDE 0.9 % SYRG 10 ML SYRINGE	Pharmacy	1	15	15	sodium chloride 0.9% syringe 10_ml syringe	Diluent / Flush / Irrigant
SODIUM  CHLORIDE    0.9  % SYRINGE	SODIUM CHLORIDE 0.9 % SYRINGE	IV Solutions	1	11	11	sodium_chloride 0.9% syringe	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SYRINGE	SODIUM CHLORIDE 0.9 % SYRINGE	IV Therapy	1	11	11	sodium_chloride 0.9% syringe	Diluent / Flush / Irrigant
HC SODIUM CHLORIDE 0.9 % SYRINGE	SODIUM CHLORIDE 0.9 % SYRINGE	Pharmacy	1	1.05	1.05	sodium_chloride 0.9% syringe	Diluent / Flush / Irrigant
SODIUM  CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	Drugs Requiring Detailed Coding	1	52.43	52.43	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	Drugs Requiring Specific Identification	1	6.41	6.41	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	IV Solutions	1	45	45	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	Implant/Supply	1	6.41	6.41	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	Patient Conv Items	1	0	0	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9%	SODIUM CHLORIDE 0.9%	Pharmacy	1	9.08	9.08	sodium chloride 0.9%	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9	SODIUM CHLORIDE 0.9% 0.9	Drugs Requiring Detailed Coding	1	202.3	202.3	sodium chloride 0.9% 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9	SODIUM CHLORIDE 0.9% 0.9	Pharmacy	1	10	10	sodium chloride 0.9% 0.9	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9 % SOLP	SODIUM CHLORIDE 0.9% 0.9 % SOLP	IV Solutions	1	100	100	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9 % SOLP	SODIUM CHLORIDE 0.9% 0.9 % SOLP	Pharmacy	1	89	89	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG	SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG	Drugs Requiring Detailed Coding	1	187.95	187.95	sodium chloride 0.9% 0.9% solution 1 000_ml bag	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9% 0.9 % SOLP 1,000 ML BAG"	SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG	IV Solutions	1	45	45	sodium chloride 0.9% 0.9% solution 1 000_ml bag	Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9% 0.9 % SOLP 1,000 ML BAG"	SODIUM CHLORIDE 0.9% 0.9 % SOLP 1 000 ML BAG	Pharmacy	1	187.95	187.95	sodium chloride 0.9% 0.9% solution 1 000_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	IV Solutions	1	55	55	sodium chloride 0.9% 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	SODIUM CHLORIDE 0.9% 0.9 % SOLP 50 ML BAG	Pharmacy	1	90.3	90.3	sodium chloride 0.9% 0.9% solution 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	Drugs Requiring Detailed Coding	1	29.3	29.3	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	IV Solutions	1	20.5	20.5	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 0.9% SOLN	SODIUM CHLORIDE 0.9% 0.9% SOLN	Pharmacy	1	34	34	sodium chloride 0.9% 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	Drugs Requiring Detailed Coding	1	43.05	43.05	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	IV Solutions	1	34.58	17.29	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	Laboratory	1	13.14	13.14	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100 ML BA	SODIUM CHLORIDE 0.9% 100 ML BA	Pharmacy	1	129.15	66.5	sodium chloride 0.9% 100_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	Drugs Requiring Detailed Coding	1	12.4	12.4	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
HC SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	IV Solutions	1	46.2	46.2	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML	SODIUM CHLORIDE 0.9% 100ML	Pharmacy	1	62	62	sodium chloride 0.9% 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML 0264-1800-32	SODIUM CHLORIDE 0.9% 100ML 0264 1800 32	Pharmacy	1	28.05	28.05	sodium chloride 0.9% 100_ml 264 1800 32	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML BAG	SODIUM CHLORIDE 0.9% 100ML BAG	IV Solutions	1	28.75	28.75	sodium_chloride 0.9% 100 ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML BAG	SODIUM CHLORIDE 0.9% 100ML BAG	Pharmacy	1	0	0	sodium_chloride 0.9% 100 ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	Drugs Requiring Detailed Coding	1	116	116	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	IV Solutions	1	65.85	60	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 100ML IV	SODIUM CHLORIDE 0.9% 100ML IV	Pharmacy	1	49.75	49.75	sodium chloride 0.9% 100_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	Drugs Requiring Detailed Coding	1	75	75	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant
HC SODIUM CHLORIDE 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	IV Solutions	1	76.65	76.65	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE - 0.9% 250ML	SODIUM CHLORIDE 0.9% 250ML	Pharmacy	1	75	71.5	sodium chloride 0.9% 250_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML 0264-7800-20	SODIUM CHLORIDE 0.9% 250ML 0264 7800 20	Pharmacy	1	28.05	28.05	sodium_chloride 0.9% 250 ml 0264 7800 20	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML BAG	SODIUM CHLORIDE 0.9% 250ML BAG	IV Solutions	1	0	0	sodium_chloride 0.9% 250 ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML BAG	SODIUM CHLORIDE 0.9% 250ML BAG	Pharmacy	1	13	13	sodium_chloride 0.9% 250 ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	Drugs Requiring Detailed Coding	1	183	183	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	IV Solutions	1	57.5	50	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML IV	SODIUM CHLORIDE 0.9% 250ML IV	Pharmacy	1	49.95	49.95	sodium chloride 0.9% 250_ml intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 25ML	SODIUM CHLORIDE 0.9% 25ML	Drugs Requiring Detailed Coding	1	52.65	52.65	sodium chloride 0.9% 25_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 25ML	SODIUM CHLORIDE 0.9% 25ML	Pharmacy	1	175	88.52	sodium chloride 0.9% 25_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 3ML INHA	SODIUM CHLORIDE 0.9% 3ML INHA	Pharmacy	3	55.5	18.5	sodium chloride 0.9% 3_ml inhalation	Supply
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	Drugs Requiring Detailed Coding	1	80.5	80.5	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	IV Solutions	1	78	54.45	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	Laboratory	3	277.5	92.5	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML	SODIUM CHLORIDE 0.9% 50ML	Pharmacy	1	157.11	93.81	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% (50ML)	SODIUM CHLORIDE 0.9% 50ML 	Pharmacy	2	0	0	sodium_chloride 0.9% 50 ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML 5 0264-1800-31	SODIUM CHLORIDE 0.9% 50ML 5 0264 1800 31	Pharmacy	1	28.05	28.05	sodium chloride 0.9% 50_ml 5 264 1800 31	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML BAG	SODIUM CHLORIDE 0.9% 50ML BAG	IV Solutions	2	57.5	28.75	sodium chloride 0.9% 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML BAG	SODIUM CHLORIDE 0.9% 50ML BAG	Pharmacy	1	43.5	23.1	sodium chloride 0.9% 50_ml bag	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML MB+	SODIUM CHLORIDE 0.9% 50ML MB+	IV Solutions	1	38.74	38.74	sodium chloride 0.9% 50_ml mb and	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML MB+	SODIUM CHLORIDE 0.9% 50ML MB+	Pharmacy	1	187.86	187.86	sodium chloride 0.9% 50_ml mb and	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	Drugs Requiring Detailed Coding	1	19.3	19.3	sodium chloride 0.9% flush	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	Implant/Supply	1	9	9	sodium chloride 0.9% flush	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% FLU	SODIUM CHLORIDE 0.9% FLU	Pharmacy	1	19.3	19.3	sodium chloride 0.9% flush	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	Drugs Requiring Detailed Coding	1	30.13	30.13	sodium chloride 0.9% injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	IV Solutions	1	14.95	3.7	sodium chloride 0.9% injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	Implant/Supply	2	146	73	sodium chloride 0.9% injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ	SODIUM CHLORIDE 0.9% INJ	Pharmacy	1	26.85	19.6	sodium chloride 0.9% injection	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ 10ML	SODIUM CHLORIDE 0.9% INJ 10ML	IV Solutions	1	15	15	sodium chloride 0.9% injection 10_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% INJ 10ML	SODIUM CHLORIDE 0.9% INJ 10ML	Pharmacy	1	33.24	33.24	sodium chloride 0.9% injection 10_ml	Diluent / Flush / Irrigant
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	CT Scan	1	8.88	8.88	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	Drugs Requiring Detailed Coding	1	100	100	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% (IV	SODIUM CHLORIDE 0.9% IV	IV Solutions	1	32	32	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	Implant/Supply	5	54	10.8	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant
HB SODIUM CHLORIDE 0.9% IV	SODIUM CHLORIDE 0.9% IV	Pharmacy	1	4.17	4.16	sodium_chloride 0.9% intravenous	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	Drugs Requiring Detailed Coding	1	180	180	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	IV Solutions	1	170	170	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% IV SOLP	SODIUM CHLORIDE 0.9% IV SOLP	Pharmacy	1	170	170	sodium chloride 0.9% intravenous solution	Diluent / Flush / Irrigant
SODIUM   CHLORIDE  0.9% PARENTERAL   SOLUTION	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	Drugs Requiring Detailed Coding	1	105	105	sodium_chloride 0.9% parenteral solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION	Pharmacy	1	113	113	sodium_chloride 0.9% parenteral solution	Diluent / Flush / Irrigant
SODIUM   CHLORIDE   0.9% PARENTERAL   SOLUTION  100 ML	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION 100 ML	Drugs Requiring Detailed Coding	1	52	52	sodium_chloride 0.9% parenteral solution 100_ml	Diluent / Flush / Irrigant
SODIUM   CHLORIDE   0.9% PARENTERAL   SOLUTION  150 ML	SODIUM CHLORIDE 0.9% PARENTERAL SOLUTION 150 ML	Drugs Requiring Detailed Coding	2	210	105	sodium_chloride 0.9% parenteral solution 150_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	Drugs Requiring Detailed Coding	1	85.5	85.5	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	Drugs Requiring Specific Identification	1	30.85	30.85	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	Outpatient or Home	1	103.3	103.3	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% QS BASE	SODIUM CHLORIDE 0.9% QS BASE	Pharmacy	1	113.46	113.46	sodium chloride 0.9% quantity_sufficient base	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	IV Solutions	1	70	70	sodium chloride 0.9% so	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	Implant/Supply	1	40	40	sodium chloride 0.9% so	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SO	SODIUM CHLORIDE 0.9% SO	Pharmacy	1	34.15	34.15	sodium chloride 0.9% so	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	Drugs Requiring Detailed Coding	1	136.41	136.41	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	IV Solutions	1	2.55	2.55	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOL	SODIUM CHLORIDE 0.9% SOL	Pharmacy	1	136.41	136.41	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOL 100ML	SODIUM CHLORIDE 0.9% SOL 100ML	Pharmacy	1	11.9	11.9	sodium chloride 0.9% solution 100_ml	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	Drugs Requiring Detailed Coding	1	7	7	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	Drugs Requiring Specific Identification	1	30.85	30.85	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% - SOLN	SODIUM CHLORIDE 0.9% SOLN	IV Solutions	1	65.5	65.5	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	Implant/Supply	1	6.9	6.9	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	Outpatient or Home	1	30.85	30.85	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN	SODIUM CHLORIDE 0.9% SOLN	Pharmacy	1	9.14	7	sodium chloride 0.9% solution	Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% SOLN HPH0-0000-30	SODIUM CHLORIDE 0.9% SOLN HPH0 0000 30	Pharmacy	1	4	4	sodium chloride 0.9% solution hph0 0 30	Diluent / Flush / Irrigant
