descrip,# of descs,# of rev code grps,# of charge classes,Unique charge classes,Unique rev codes grps
HB DRSG VAC GRANUFOAM AG SMALL,1,1,1,Supply,Implant/Supply
AMPICILLIN 250 MG/ML SOLR,1,1,1,Pharmacy,Pharmacy
TUBE SALEM SUMP 18FR DISP,1,1,1,Supply,Implant/Supply
HB HISTOPLASMOSI ANTIGEN,1,1,1,Laboratory,Laboratory
HB DRESSING WND MPLX FOAM W4INXL4,1,1,1,Supply,Implant/Supply
HB CATHETER COOK PIGTAIL 8.5FR 15,1,1,1,Supply,Implant/Supply
HEPARIN 10000 UNTS/10ML V,1,1,1,Pharmacy,Pharmacy
REPLOGLE CATHETER,1,1,1,Supply,Implant/Supply
64944000 - YEAST ID,1,1,1,Laboratory,Laboratory
RNTL OUTLOOK PUMP DAILY,1,1,1,Capital Equipment,Implant/Supply
HCHRG ROOM AND BOARD-INTENSIVE,1,1,1,Room and Board,Intensive Care
MGSO4/500MG (4% PREMIX),1,1,1,Pharmacy,Pharmacy
DOPPLER SPECTRAL COMPLETE,1,1,1,Cardiology,Cardiology
HB PHENOBARBITAL POWD,1,1,1,Pharmacy,Pharmacy
HB DRESSING TRNS OPST L2.75INXW3,1,1,1,Supply,Implant/Supply
HB DRAPE TRNS IOBAN 2 L36INXW18IN,1,1,1,Supply,Implant/Supply
HC CBC WITH DIFFERENTIAL,1,1,1,Laboratory,Laboratory
H 25 OH VITAMIN D3,1,1,1,Laboratory,Laboratory
SICKLE TEST ON UNIT,1,1,1,Laboratory,Laboratory
TC NITRIC OXIDE/PER HR,1,1,1,Plan Benefit,Implant/Supply
FECAL FAT QUALITATIVE,1,1,1,Laboratory,Laboratory
HC BASIC METABOLIC PANEL,1,1,1,Laboratory,Laboratory
NDL REG BVL 18GA 1.5IN 305196 -CSC,1,1,1,Supply,Implant/Supply
HB BLADE SHVR TRICUT 5000RPM L11C,1,1,1,Supply,Implant/Supply
METHEMOGLOBIN COOX,1,1,1,Laboratory,Laboratory
HB TRAY CATH 40CM 8FR PERICRDCNTS,1,1,1,Supply,Implant/Supply
HB BUPIVACAINE 0.5% VIAL,1,1,1,Pharmacy,Pharmacy
CANNULA ORAL/NSL PED CO2 SAMPLE/02,1,1,1,Supply,Implant/Supply
HB HEMOGLOBLIN,1,1,1,Laboratory,Laboratory
METHYLPREDNISOLONE 125MG VL,1,1,1,Pharmacy,Pharmacy
CEFTRIAXONE SODIUM PER 250 MG,1,1,1,Pharmacy,Pharmacy
PF-TISSUE EXAM LEVEL V,1,1,1,Laboratory,Laboratory
PF-IMMUNOHISTOCHEMISTRY 1ST,1,1,1,Laboratory,Laboratory
FENTANYL 1:10 5 MCG/ML SOL,1,1,1,Pharmacy,Pharmacy
HB CT HEAD W/WO CONTRAST,1,1,1,Radiology,CT Scan
KIT ORAL CARE OWENS,1,1,1,Supply,Implant/Supply
IV NACL .9% 1000CC,1,1,1,Diluent / Flush / Irrigant,Pharmacy
64870700 - BRONCHIAL CULTURE,1,1,1,Laboratory,Laboratory
HB NICARDIPINE 10MG CAPSULE,1,1,1,Pharmacy,Pharmacy
OXACILLIN 100MG/ML INJ IN SWI,1,1,1,Pharmacy,Drugs Requiring Specific Identification
HB CANN NSL CO2/O2 W/DEHUMID ADLT,1,1,1,Supply,Implant/Supply
DEXTROSE 5% AND 0.45% NACL,1,1,1,Pharmacy,Pharmacy
HC HEPATITIS C VIRUS GENOTYPE,1,1,1,Laboratory,Laboratory
SODIUM BICARB 8.4% 50MEQ 5,1,1,1,Pharmacy,Pharmacy
GLUCOMETER GLUCOSE,1,1,1,Monitoring,Laboratory
SUCTIONING/ LAVAGE,1,1,1,Respiratory Therapy,Respiratory Services
(CONTRAST) BARIUM SULFATE,1,1,1,Pharmacy,Pharmacy
HB NEEDLE PROC VRRS OD14GA INSUF,1,1,1,Supply,Implant/Supply
HB POTASSIUM WHOLE BLOOD,1,1,1,Laboratory,Laboratory
H SUSCEPTIBILITY DISK METHOD PER PLATE ZZ00 TO,1,1,1,Laboratory,Laboratory
SOD CHLORIDE INJ 0.9% 500ML,1,1,1,Pharmacy,Pharmacy
HB ADVIL 200MG TABLET UD,1,1,1,Pharmacy,Pharmacy
SODIUM-ICU (BLOOD),1,1,1,Laboratory,Laboratory
OXYGEN BLOCK TIME,1,1,1,Respiratory Therapy,Implant/Supply
HCHG MRI BRAIN W/ & W/O CONTRAST HCHG MRI BRAIN W/ & W/O CONTRAST,1,1,1,Radiology,MRI
OXYMETAZOLINE 0.05% SPRY 15 ML SQUEEZ BTL,1,1,1,Pharmacy,Pharmacy
MASK RESUSCITATION SM AD SIZE 4,1,1,1,Supply,Implant/Supply
HE C REACTIVE PROTEIN,1,1,1,Laboratory,Laboratory
CO-TRIMOXAZOLE TAB D/S U/D,1,1,1,Pharmacy,Pharmacy
14351002 - PEPPERMINT OIL 30ML,1,1,1,Pharmacy,Pharmacy
HB BLADE SHVR XPS/SKIMMER L27.5MM,1,1,1,Supply,Implant/Supply
POLYETHYLENE GLYCOL 17 GRAM PWPK 8.5 G CUP,1,1,1,Pharmacy,Pharmacy
REVATIO 20MG TABLET,1,1,1,Plan Benefit,Pharmacy
STERILE WATER SOLN,1,1,1,Diluent / Flush / Irrigant,Pharmacy
INTRA-PULM SURFACTANT ADMIN,1,1,1,Respiratory Therapy,Pulmonary Function
NICOTINE PATCH 21 MG,1,1,1,Plan Benefit,Pharmacy
SMEAR FLOURESCENT AFB STN X00346,1,1,1,Laboratory,Laboratory
HB TIZANIDINE 2MG TABLET,1,1,1,Pharmacy,Pharmacy
EPSTEIN BARR NUCLEAR AG (Q,1,1,1,Laboratory,Laboratory
HC SYPHILLIS TEST QUAL,1,1,1,Laboratory,Laboratory
CHARGE FOR PREOP CARE,1,1,1,OR / Anesthesia / Recovery Room,Cast/Recovery/Labor Room
11192002 - AMMONIUM LACTATE LOTION 225GM,1,1,1,Pharmacy,Pharmacy
MARKER SKN W/RULER REG TIP 31145777,1,1,1,Supply,Implant/Supply
C-MULTI-LUMEN CENTRAL VENOUS K,1,1,1,Supply,Implant/Supply
BARRIER SKIN 1 OZ 7906,1,1,1,Supply,Implant/Supply
ACETAMINOPHEN 160MG/5ML TYLEN,1,1,1,Pharmacy,Pharmacy
KIT DRSG CHANGE PWR GLIDE,1,1,1,Supply,Implant/Supply
AMBISOME B LIPOSOMAL INJ,1,1,1,Pharmacy,Drugs Requiring Specific Identification
SODIUM CHLORIDE 10 ML SYR,1,1,1,Diluent / Flush / Irrigant,Pharmacy
HB ECULIZUMAB 300MG/30ML VIAL,1,1,1,Pharmacy,Pharmacy
HB VANCOMYCIN 25MG/ML OPH SOLN,1,1,1,Pharmacy,Pharmacy
SKELETAL SURVEY COMPLETE SKELETAL SURVEY COMPLETE,1,1,1,Radiology,Radiology
PROMETHAZINE 25 MG INJECTION,1,1,1,Pharmacy,Drugs Requiring Specific Identification
POTASSIUM CL 20MEQ SA TAB,1,1,1,Pharmacy,Pharmacy
TRAY TRACH CARE DISP,1,1,1,Supply,Implant/Supply
HB PHARMACY ANESTHESIA (15 MIN UNITS),1,1,1,OR / Anesthesia / Recovery Room,Pharmacy
PORT 2C8931,1,1,1,Supply,Implant/Supply
ETOMIDATE 2 MG INJ,1,1,1,Pharmacy,Pharmacy
CEFAZOLIN 100 MG/ML SOLR,1,1,1,Pharmacy,Pharmacy
HCHG COOMBS INDIRECT,1,1,1,Laboratory,Laboratory
HB PEDICLE SCREW PROBE,1,1,1,Implant,Implant/Supply
SOD BICARBONATE INJ 8.4% 50ML,1,1,1,Pharmacy,Pharmacy
CATH SUCTION TRACH KIT EAC,1,1,1,Supply,Implant/Supply
DEXTROSE 10% SOLP,1,1,1,Pharmacy,Pharmacy
US QUID VASC ACCESS,1,1,1,Radiology,Other Imaging Services
HB CATHETER ANGIO 4FR .041IN SZ P,1,1,1,Supply,Implant/Supply
BUDESONIDE 0.5MG/2ML NEB,1,1,1,Pharmacy,Pharmacy
HB PNEUMOVAX ADMIN M/CARE,1,1,1,Nursing Services,Preventive Care Services
HC SUSCEPTIBILITY MIC PER PLATE,1,1,1,Laboratory,Laboratory
UREA NITROGEN BLOOD BUN,1,1,1,Laboratory,Laboratory
CHLOROTHIAZIDE SUSP 50MG/1ML,1,1,1,Pharmacy,Pharmacy
HB CANN RA 28FR VENOUS,1,1,1,Supply,Implant/Supply
14954082 - SEVELAMER 0.8GM ORAL PWD,1,1,1,Pharmacy,Pharmacy
BENADRYL 25MG CAPSULE UD,1,1,1,Pharmacy,Pharmacy
SODIUM CHLORIDE 2.5 MEQ/ML SOLN,1,1,1,Diluent / Flush / Irrigant,Pharmacy
MULTI-FLOW ADAPTER,1,1,1,Supply,Implant/Supply
DIAZEPAM 1MG/ML 5ML,1,1,1,Pharmacy,Pharmacy
VENT NON-INV MGMT INITIAL,1,1,1,Respiratory Therapy,Respiratory Services
FORMULA: ENFAMIL ENFACARE,1,1,1,Supply,Pharmacy
BLOOD CULTURE ANAEROBIC,1,1,1,Laboratory,Laboratory
IV DEX 05% 250CC,1,1,1,Diluent / Flush / Irrigant,Pharmacy
HB HOLDER INSTRUMENT SANI STOR 24,1,1,1,Supply,Implant/Supply
PROPOFOL 10MG/ML IV BOLUS EMUL,1,1,1,Pharmacy,Pharmacy
B COMPLEX-VITAMIN C-FOLI,1,1,1,Pharmacy,Drugs Requiring Specific Identification
HB SET AUTOTRNS PRESENIUS C.A.T.S,1,1,1,Supply,Implant/Supply
HB BUPIVACAINE/EPI 0.25%/0.005 VL,1,1,1,Pharmacy,Pharmacy
BAIR HUGGER O.R BLANKET,1,1,1,Supply,Implant/Supply
QUETIAPINE FUMARATE,1,1,1,Pharmacy,Pharmacy
U/A AUTO W/O MICRO (DIPSTK,1,1,1,Laboratory,Laboratory
HB MAGNESIUM SERUM,1,1,1,Laboratory,Laboratory
MAGNESIUM ASSAY,1,1,1,Laboratory,Laboratory
FORMULA: ELECARE JR 30 KCA,1,1,1,Supply,Pharmacy
PENTOBARBITAL INJ 50MG/ML 2ML,1,1,1,Pharmacy,Pharmacy
HB 5%DEXTROSE/NORMAL SALINE 1000,1,1,1,Pharmacy,Pharmacy
ANTITHROMBIN III 1750 UNITS SOLR 1 INT'L UNITS VIAL,1,1,1,Plan Benefit,Pharmacy
59250000 - GEN ANES OR 1ST HR,1,1,1,OR / Anesthesia / Recovery Room,Anesthesia
DEXTROSE 5% IN,1,1,1,Diluent / Flush / Irrigant,Pharmacy
CONT AEROSOL ADDL HOUR,1,1,1,Respiratory Therapy,Respiratory Services
HB ABDOMEN 2 POSITION,1,1,1,Radiology,Radiology
US PREG UTERUS FOLLOW UP,1,1,1,Radiology,Other Imaging Services
Acetaminophen 325Mg Tab,1,1,1,Pharmacy,Pharmacy
HB MRI C-SPINE W/ CONTRAST,1,1,1,Radiology,MRI
NEOSTIGMINE 5MG/5ML INJ (PREFILL SYR),1,1,1,Pharmacy,Pharmacy
HB OXYCODONE 5MG/5ML CUP,1,1,1,Pharmacy,Pharmacy
ANAEROBIC CULT ISO & PRESUMPT,1,1,1,Laboratory,Laboratory
DRSG TRANPAR,1,1,1,Supply,Implant/Supply
TUBING CONNECTOR CVP,1,1,1,Supply,Implant/Supply
SOL N/S 100 CC,1,1,1,Diluent / Flush / Irrigant,Pharmacy
FILGRASTIM 300MCG/ML 1.6 ML VIAL,1,1,1,Pharmacy,Drugs Requiring Specific Identification
HB ACCUCHECKS-RAPID GLUCOSE,1,1,1,Monitoring,Laboratory
PUMP INFUS CLAVE/Y-SIT,1,1,1,Capital Equipment,Implant/Supply
YANKAUER SUCT FINE CAP CA50,1,1,1,Supply,Implant/Supply
HB CATHETER SX PED OD10FR CLSD W/,1,1,1,Supply,Implant/Supply
THERAPEUTIC ACTIVITY EA 15 MIN,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
SODIUM CHLORI,1,1,1,Diluent / Flush / Irrigant,Pharmacy
CULTURE MRSA,1,1,1,Laboratory,Laboratory
FACTOR VIII ANTIGEN,1,1,1,Laboratory,Laboratory
63016000 - GASES BLOOD O2 DIRECT,1,1,1,Laboratory,Laboratory
MDI TREATMENT EACH,1,1,1,Respiratory Therapy,Respiratory Services
HB ORGANIC ACID ANALYSIS QUAL,1,1,1,Laboratory,Laboratory
PULSE OXIMETRY MULTIPL,1,1,1,Monitoring,Pulmonary Function
CRP QUANTITATIVE,1,1,1,Laboratory,Laboratory
HC GUIDING CATHETERS,1,1,1,Supply,Implant/Supply
HB TIME ANES-CMPLX EACH 1S,1,1,1,OR / Anesthesia / Recovery Room,Anesthesia
HYDROMORPHONE INJ * UP TO 4MG,1,1,1,Pharmacy,Pharmacy
59541000 - PRESSURE TRANSDUCER,1,1,1,Supply,Implant/Supply
11544012 - CALCIUM ACETATE TABLET 667MG,1,1,1,Pharmacy,Pharmacy
DRESSING FLEXINET,1,1,1,Supply,Implant/Supply
RESPIRATORY CULTURE,1,1,1,Laboratory,Laboratory
CANISTER SUCT 3000CC VACRIT,1,1,1,Supply,Implant/Supply
NACL 0.9% INJ 50 ML,1,1,1,Diluent / Flush / Irrigant,Pharmacy
89315002 - VOICE GOAL 1-20%,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
HB R&B NURSERY NEWBORN LEVEL 2,1,1,1,Room and Board,Room & Board
PROPOFOL 10MG/ML 20ML VL,1,1,1,Pharmacy,Pharmacy
GELFOAM 1GM POWDER,1,1,1,Pharmacy,Pharmacy
POTAS ACETATE 40MEQ 20ML,1,1,1,Pharmacy,Pharmacy
ERYTHROMYCIN ES SUSP 40MG/1ML,1,1,1,Pharmacy,Pharmacy
HB AMINOCAPROIC ACID 250MG/ML VL,1,1,1,Pharmacy,Pharmacy
CULTURE AFB ISOLATE AND ID,1,1,1,Laboratory,Laboratory
AIRWY BRMN 90MM BA1290,1,1,1,Supply,Implant/Supply
RED BLOOD CELLS - LR - IRR - CKBC,1,1,1,Blood Products,Blood
CULTURE BRONCHIAL,1,1,1,Laboratory,Laboratory
ZZFAT EMULSION 20% 30ML,1,1,1,Pharmacy,Pharmacy
CULT ANAEROBIC W ISOL ID ISOLATES,1,1,1,Laboratory,Laboratory
63601000 - EXTRA TUBE STATISTICAL CDM,1,1,1,Laboratory,Implant/Supply
HEPARIN 10 UNIT/ML INJ,1,1,1,Diluent / Flush / Irrigant,Drugs Requiring Specific Identification
HB INHALATION TREATMENT-MU,1,1,1,Respiratory Therapy,Respiratory Services
CHLORIDE SERUM,1,1,1,Laboratory,Laboratory
CIPROFLOXACIN FOR IV INFUSION 200 MG INJ,1,1,1,Pharmacy,Drugs Requiring Specific Identification
HERPES SIMPLEX L AG BY IF,1,1,1,Laboratory,Laboratory
METRONIDAZOLE/NSS PREMIX 500MG,1,1,1,Pharmacy,Pharmacy
CHEST PHYSIO INTER 10-30MI,1,1,1,Respiratory Therapy,Respiratory Services
FRESH FRZ PLASMA SD FRZ W/,1,1,1,Blood Products,Blood
86612005 - SELF CARE,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
CO2 INFSUFFLATOR,1,1,1,Supply,Implant/Supply
HB BLOOD GASES,1,1,1,Laboratory,Laboratory
SUTURE 2 SILK SA8H,1,1,1,Supply,Implant/Supply
TX SWAL/ORAL FUNCTION,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
KETAMINE 50 MG/ML INJ,1,1,1,Pharmacy,Pharmacy
AEROBIC DEFIN ID,1,1,1,Laboratory,Laboratory
HB PACK ICE SET N CLD PLAS CLTH L,1,1,1,Supply,Implant/Supply
HB CANN CORONARY PERF,1,1,1,Supply,Implant/Supply
62011000 - ATYPICAL ANTIBODY SCREEN,1,1,1,Laboratory,Laboratory
86879000 - PATIENT ED PER 15 MIN PT,1,1,1,Other,Implant/Supply
SENNOSIDES 8.8MG/5ML,1,1,1,Pharmacy,Pharmacy
SENSOR ADLT NEONATAL MAX-N,1,1,1,Supply,Implant/Supply
HB CANNULA PRFSN DLP PED L2.5IN 0,1,1,1,Supply,Implant/Supply
GAUZE SPNG 4X4,1,1,1,Supply,Implant/Supply
ISOAGGLUTININ TITER,1,1,1,Laboratory,Laboratory
MINI BAL,1,1,1,Supply,Respiratory Services
HB TRIAMCINOLONE ACETONID 0.025 %,1,1,1,Pharmacy,Pharmacy
SUTURE 3-0 ETHILON 1691H,1,1,1,Supply,Implant/Supply
HB EVOKED POTENTIAL UPPER & LOWER LIMBS,1,1,1,Procedure,Other Diagnostic Services
CYTOMEGALOVIRUS,1,1,1,Laboratory,Laboratory
HB CLINDAMYCIN 300MG CAPSULE,1,1,1,Pharmacy,Pharmacy
HB PACK PLASTICS,1,1,1,Supply,Implant/Supply
HC GLUCOSE BLD BY MONITOR DEVICE POC,1,1,1,Monitoring,Laboratory
PROPOFOL 10 MG/ML INJ,1,1,1,Pharmacy,Pharmacy
ASSAY GLUCOSE BLOOD QUANT,1,1,1,Laboratory,Laboratory
COMPLEX SPEC STN (QOVAP),1,1,1,Laboratory,Laboratory
BLD# PLTLT AUTO,1,1,1,Laboratory,Laboratory
HB COSYNTROPIN 0.2 5MG VL ORGANO,1,1,1,Pharmacy,Pharmacy
ROOM 0473 A,1,1,1,Room and Board,Intensive Care
HC 94760 NONINVASIVE EAR/PULSE *,1,1,1,Monitoring,Pulmonary Function
12085282 - DIAZEPAM UP TO 5 MG INJ,1,1,1,Pharmacy,Pharmacy
HB TRAY CATHETER HEMODIALYSIS 8FR 9CM DUAL LUME,1,1,1,Supply,Implant/Supply
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD SALICYLATE,1,1,1,Laboratory,Laboratory
CULTURE URINE,1,1,1,Laboratory,Laboratory
FLOW CYTOMETRY EA ADDL MARKER PA,1,1,1,Laboratory,Laboratory
OXYGEN/AIR TRANSPORT SUPPLY,1,1,1,Respiratory Therapy,Implant/Supply
CANNULA ART,1,1,1,Supply,Implant/Supply
FORMULA: NEOCATE INFANT 10 KCAL/OUNCE,1,1,1,Supply,Pharmacy
INDIVIDUAL EXERCISE PER 15 MIN,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
HCHG HEPARIN ASSAY,1,1,1,Laboratory,Laboratory
77000498 - SUTURE 4-0 CHROMIC U203H,1,1,1,Supply,Implant/Supply
HB MYCAMINE 500MG VIAL,1,1,1,Pharmacy,Pharmacy
GLUCOMETER-POC,1,1,1,Monitoring,Laboratory
64977000 - MULTI-DRUG RESISTANCE TEST,1,1,1,Laboratory,Laboratory
OT EVAL INTERMEDIATE,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
XRAY ABDOMEN AP 1 VIEW,1,1,1,Radiology,Radiology
ER ROOM L5 (LIFE THREAT),1,1,1,Other,Emergency Room
LACTATED RINGER SOLP,1,1,1,Pharmacy,Pharmacy
10FR DILATOR,1,1,1,Supply,Implant/Supply
SUT BOOT AID 051003,1,1,1,Supply,Implant/Supply
POCT GLUCOSE METER,1,1,1,Monitoring,Laboratory
HC PRIVATE TELEMETRY ROOM AND CARE,1,1,1,Room and Board,Room & Board
SPIROMETER VOL 4 LTR BA,1,1,1,Supply,Implant/Supply
HB HYDROXYZINE HCL 10MG TAB UD U,1,1,1,Pharmacy,Pharmacy
COMPLETE URINALYSIS,1,1,1,Laboratory,Laboratory
HB BLADE SURG BD BD CBNSTEL 15 RI,1,1,1,Supply,Implant/Supply
POC-GLUCOSE,1,1,1,Monitoring,Laboratory
HC INTRA-CATHETER,1,1,1,Supply,Implant/Supply
63801001 - LIPASE,1,1,1,Laboratory,Laboratory
CHEST 1 VW,1,1,1,Radiology,Radiology
URSODIOL 60 MG/ML PO SUSP,1,1,1,Pharmacy,Pharmacy
HC CATEGORY 2 ADDL 15 MIN,1,1,1,OR / Anesthesia / Recovery Room,OR Services
HB PREDNISONE 5MG TABLET UD,1,1,1,Pharmacy,Pharmacy
MILRINONE 1 MG/ML SOLN 20 ML,1,1,1,Pharmacy,Pharmacy
STERNAL SAW BLADE,1,1,1,Supply,Implant/Supply
HB ASCORBIC ACID 100 MG/ML DILUTION IN SW,1,1,1,Pharmacy,Pharmacy
DEXTROSE-50ML 50%,1,1,1,Pharmacy,Pharmacy
SUCRALFATE 1000MG/10,1,1,1,Pharmacy,Pharmacy
HB GELATIN ADSORBABLE 12-7 MM EX MISC,1,1,1,Pharmacy,Pharmacy
HB DSG FILM MPTL ANTIMICROBIAL 6X25CM,1,1,1,Supply,Implant/Supply
ANA SCREEN,1,1,1,Laboratory,Laboratory
ZINC CHLORIDE 1MG/1 ML 10ML,1,1,1,Pharmacy,Drugs Requiring Specific Identification
RANITIDINE/ZANTAC 15MG/ML SYR,1,1,1,Pharmacy,Pharmacy
HB DILAUDID 2MG TAB BULK,1,1,1,Pharmacy,Pharmacy
ARM RESTRAINT,1,1,1,Supply,Implant/Supply
TRAY 4 MBT TIB POR KEE,1,1,1,Supply,Implant/Supply
GUAIFENESIN 20MG/ML 10ML,1,1,1,Pharmacy,Pharmacy
METRONIDAZOL,1,1,1,Pharmacy,Pharmacy
POTASSIUM WB ASSAY,1,1,1,Laboratory,Laboratory
GGT (GT),1,1,1,Laboratory,Laboratory
SET UNIVERSAL 3-BAG SPIKE SET,1,1,1,Supply,Implant/Supply
INVASIVE MONIT ANES 3 SITE,1,1,1,OR / Anesthesia / Recovery Room,Anesthesia
HB HEPZYME PTT,1,1,1,Pharmacy,Laboratory
POTASSIUM SERUM PLASMA WHOLE BL,1,1,1,Laboratory,Laboratory
I STAT K (PICU),1,1,1,Monitoring,Laboratory
HB DEXAMETHASONE 4MG TAB UD RO,1,1,1,Pharmacy,Pharmacy
HB LISINOPRIL 1 MG/ML SUSPENSION,1,1,1,Pharmacy,Pharmacy
I STAT HCT (PICU),1,1,1,Monitoring,Laboratory
HC CARD MRI VELOCITY FLOW,1,1,1,Radiology,MRI
CALCIUM CARB PPT 650MG,1,1,1,Pharmacy,Pharmacy
ANESTHESIA KIT #514505-5,1,1,1,Supply,Implant/Supply
11066252 - ALBUTEROL SULF 0.83MG/ML 3ML,1,1,1,Pharmacy,Pharmacy
FOSPHENYTION 50 MG PE/ML I,1,1,1,Pharmacy,Pharmacy
HB TRAY CATHETER HEMODIALYSIS 10FR 12CM DUAL LU,1,1,1,Supply,Implant/Supply
64884000 - TB CULTURE ACID FAST,1,1,1,Laboratory,Laboratory
PUMP TUBING CVP,1,1,1,Supply,Implant/Supply
CATH BALLOON DILATION AEIRS 9X30,1,1,1,Supply,Implant/Supply
HB THIOGUANINE 40 MG/ML SUSP,1,1,1,Pharmacy,Pharmacy
13080472 - INSLIN LISPRO (HUMLOG) PER 5 U,1,1,1,Pharmacy,Pharmacy
GLUCOSE VL STATISTIC,1,1,1,Laboratory,Implant/Supply
HC SW EVOLUTION W ALT MATTRESS PER DAY,1,1,1,Capital Equipment,Implant/Supply
11142212 - AMIKACIN SULFATE 100MG INJ,1,1,1,Pharmacy,Pharmacy
GLYCOPYRROLATE 0.2 MG/ML SOLN 20 ML VIAL,1,1,1,Pharmacy,Pharmacy
SCISSORS S/B 5 DISP,1,1,1,Supply,Implant/Supply
RETRACTOR RIGID X-LARGE ALEXIS,1,1,1,Supply,Implant/Supply
CYPROHEPTADINE HCL 2MG/5ML SYR,1,1,1,Pharmacy,Pharmacy
ASPIRATOR NASAL BBG,1,1,1,Supply,Implant/Supply
HB CATHETER PIGTAIL VESSEL SIZING,1,1,1,Supply,Implant/Supply
HB AMIODARONE 1.5MG/ML IN DEXTROSE 100ML,1,1,1,Pharmacy,Pharmacy
HEPARIN INDUCED THROMBOCYTOPENIA,1,1,1,Laboratory,Laboratory
REVERSE T3,1,1,1,Laboratory,Laboratory
HB CATHETER OXIMETRY 5.5FR X 8CM,1,1,1,Supply,Implant/Supply
DRAPE 3/4 SHEET,1,1,1,Supply,Implant/Supply
POTASSIUM CHLORIDE 2 MEQ/ML INTRAVENOUS SOLUTION,1,1,1,Pharmacy,Pharmacy
HB CATH DAWSON MUELLER 12FR 25CM,1,1,1,Supply,Implant/Supply
THROMBIN TOPICAL 5000 INTUNITS,1,1,1,Pharmacy,Pharmacy
IMMUNOASSAY ANALYTE QUAL/S,1,1,1,Laboratory,Laboratory
CHLORIDE (BLOOD GAS),1,1,1,Laboratory,Laboratory
HB DRAPE SURG POLY CTTN L58INXW40,1,1,1,Supply,Implant/Supply
SPLIT ALIQUOT PROCESSING,1,1,1,Blood Products,Laboratory
CUL BACT XCPT URINE BLOOD/STOOL AEROBIC ISOL,1,1,1,Laboratory,Laboratory
SODIUM POLYSTYRENE 30 GRAM,1,1,1,Pharmacy,Pharmacy
CATH EXCELSIOR SL-10-2-TIP,1,1,1,Supply,Implant/Supply
NURSERY/LEVEL IV,1,1,1,Room and Board,Room & Board
OXYGEN HEATED PER HOUR,1,1,1,Respiratory Therapy,Implant/Supply
ACUTE PAIN IN THE OR STAT,1,1,1,OR / Anesthesia / Recovery Room,OR Services
HB LANSOPRAZOLE 3MG/ML ORAL,1,1,1,Pharmacy,Pharmacy
HC SNGL DRUG CLASS IMMUNOASSAY PNL BLOOD ACETAMINOPHEN,1,1,1,Laboratory,Laboratory
DEXAMETHASONE 0.1% DROP 5 ML DROP BTL,1,1,1,Pharmacy,Pharmacy
MAGNESIUM SO4 INJ 50% 2ML,1,1,1,Pharmacy,Pharmacy
13256042 - LACTULOSE 20GM/30ML,1,1,1,Pharmacy,Pharmacy
HB CANNULA PRFSN DLP PED L2.5IN O,1,1,1,Supply,Implant/Supply
GUIDEWIRE LVL 2,1,1,1,Supply,Implant/Supply
DOPAMINE 200 MG IN DEXTROS,1,1,1,Pharmacy,Pharmacy
GUIDEWIRE LVL 1,1,1,1,Supply,Implant/Supply
POC POTASSIUM,1,1,1,Monitoring,Laboratory
KIT TRANSPAC IV TRIFU,1,1,1,Supply,Implant/Supply
MRI BRAIN W AND W/O CONTRAST,1,1,1,Radiology,MRI
HB CLARITIN 10MG TAB,1,1,1,Pharmacy,Pharmacy
OT THERAPEUTIC EXERCISE 15 MIN,1,1,1,PT / OT / Speech Therapy,PT/OT/Speech
DEXTROSE 5 % AND 0.9% NACL 5-0.9 % SOLN,1,1,1,Diluent / Flush / Irrigant,Pharmacy
HB ACETAMINOPHEN 120MG SUPPOS,1,1,1,Pharmacy,Pharmacy
HB GRANISETRON 1MG TABLET,1,1,1,Pharmacy,Pharmacy
LE-TIBIA FIBULA 2V,1,1,1,Radiology,Radiology
11030002 - ACETYLCYSTEINE 200MG/ML 30ML,1,1,1,Pharmacy,Pharmacy
ROOM E315 6,1,1,1,Room and Board,Intensive Care
HC BLADDER SCAN US,1,1,1,Nursing Services,Other Imaging Services
KETAMINE 500MG/5ML,1,1,1,Pharmacy,Pharmacy
HB INHALATION TREATMENT-ME,1,1,1,Respiratory Therapy,Respiratory Services
SUT POLYSORB 0 UNDYED 36IN GS- CL954 - CSC,1,1,1,Supply,Implant/Supply
ANESTH PER MINUTE,1,1,1,OR / Anesthesia / Recovery Room,Anesthesia
MB HEPATIC FUNCTION PANEL,1,1,1,Laboratory,Laboratory
HB DRAPE MIO DEVICE ORGANIZER,1,1,1,Supply,Implant/Supply
CR INSTRUMENT COUNT IN OR,1,1,1,OR / Anesthesia / Recovery Room,Radiology
SODIUM CHLORIDE 10.9% 250ML BAG,1,1,1,Diluent / Flush / Irrigant,Pharmacy
14382121 - PHARMACY TDM COMP CONSULT,1,1,1,Pharmacy,Pharmacy
TRACH TUBE BIVONA CUFFLESS,1,1,1,Supply,Implant/Supply
HB CYTOPATH CONCENTRATE,1,1,1,Laboratory,Laboratory
HC THROMBOLYSIS ARTERIAL INFUSION W/IMAGING INIT TX,1,1,1,Radiology,OR Services
DRAPE SLUSH MACHINE CA24 EA,1,1,1,Supply,Implant/Supply
