Original Description,Normalized Description,Changes,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_DLevenshtein,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL (HOS,sodium chloride 0.9% injection 10 sodium_chloride 0.9% partial_fill 10_ml vial hose,sod:sodium||chloride:chloride||0.9%:0.9%||inj:injection||10:10||nacl:sodium_chloride||0.9%:0.9%||pf:partial_fill||10_ml:10_ml||vial:vial||hos:hose||,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.991243121948,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.852810780487,hose,10_ml,sodium,0.9%
SOD PHOSPHATE 3 MMOLE/ML INJ 1,sodium phosphate 3 mmole/ml injection 1,sod:sodium||phosphate:phosphate||3:3||mmole:mmole||ml:ml||inj:injection||1:1||,Pharmacy,0.79,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.954033620823,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.896008405206,ml,inj,phosphate,mmole
SOD.BICARB INJ VI,sodium bicarb injection vial,sod:sodium||bicarb:bicarb||inj:injection||vi:vial||,Pharmacy,0.73,Pharmacy,0.81,Pharmacy,0.76,Diluent / Flush / Irrigant,0.817555064557,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.766666666667,vi,inj,bicarb,sodium
SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,sodium:sodium||bicarb:bicarb||tab:tablet||650mg:650_mg||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.910999380359,Pharmacy,0.995077365438,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.921519186449,650_mg,bicarb,tab,sodium
SODIUM BICARBONATE 650 MG TABS,sodium bicarbonate 650_mg tablets,sodium:sodium||bicarbonate:bicarbonate||650_mg:650_mg||tabs:tablets||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.92,Pharmacy,0.923220004837,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.893305001209,bicarbonate,tabs,650_mg,sodium
SOL INHAL SEVOFLURANE 250ML,solution inhalation sevoflurane 250_ml,sol:solution||inhal:inhalation||sevoflurane:sevoflurane||250ml:250_ml||,Diluent / Flush / Irrigant,0.78,Diluent / Flush / Irrigant,0.46,Diluent / Flush / Irrigant,0.466514550581,Diluent / Flush / Irrigant,0.711676290455,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.604547710259,250_ml,sevoflurane,sol,inhal
SOL IRRIG SALINE 0.9% 1000ML BOTTLE 2F7124 - CS,solution irrigation saline 0.9% 1000_ml bottle 2f7124 cs,sol:solution||irrig:irrigation||saline:saline||0.9%:0.9%||1000ml:1000_ml||bottle:bottle||2f7124:2f7124||cs:cs||,Diluent / Flush / Irrigant,0.71,Diluent / Flush / Irrigant,0.45,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.998946830905,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.779736707726,saline,irrig,0.9%,sol
SOL IRRIG WATER 3.5OZ-1939,solution irrigation water 3.5oz 1939,sol:solution||irrig:irrigation||water:water||3.5oz:3.5oz||1939:1939||,Diluent / Flush / Irrigant,0.65,Diluent / Flush / Irrigant,0.44,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.995473389951,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.761368347488,water,irrig,3.5oz,sol
SOL IV DEX INJ 5% 100ML,solution intravenous dextrose injection 5% 100_ml,sol:solution||iv:intravenous||dex:dextrose||inj:injection||5%:5%||100ml:100_ml||,Diluent / Flush / Irrigant,0.77,Pharmacy,0.81,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.989573307206,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.839857769069,sol,dex,5%,100_ml
SOL IV NACL INJ 0.8% 1L,solution intravenous sodium_chloride injection 0.8% 1l,sol:solution||iv:intravenous||nacl:sodium_chloride||inj:injection||0.8%:0.8%||1l:1l||,Diluent / Flush / Irrigant,0.74,Diluent / Flush / Irrigant,0.45,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.986995219504,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.734248804876,0.8%,sol,iv,inj
SOL LR 1000ML BG,solution leukocyte_reduced 1000_ml blood_gas,sol:solution||lr:leukocyte reduced||1000ml:1000_ml||bg:blood_gas||,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Blood Products,0.374206181788,Pharmacy,0.632273884078,Diluent / Flush / Irrigant,"Jaro, DLevenshtein",2,1,1,0,0,0.415,lr,sol,1000_ml,bg
SORE THROAT SPRAY 180 ML B,sore throat spray 180_ml b,sore:sore||throat:throat||spray:spray||180_ml:180_ml||b:b||,Laboratory,0.7,Supply,0.43,Supply,0.92,Supply,0.923770971507,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.757923657169,throat,sore,spray,b
SPCL STN 2 I&R EXCPT MICRO,special stain 2 i&r except miscroscopic,spcl:special||stn:stain||2:2||i&r:i&r||excpt:except||micro:miscroscopic||,Radiology,0.7,Room and Board,0.38,Laboratory,0.96,Laboratory,0.992849048147,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.488212262037,micro,stn,i&r,special
SPIRONOLACTONE-HYDROCHLORO,spironolactone hydrochloro,spironolactone:spironolactone||hydrochloro:hydrochloro||,Pharmacy,0.77,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.928867453123,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.884716863281,spironolactone,hydrochloro,,
STAPLER LINEAR PROX VASC 3,stapler linear prox vasc 3,stapler:stapler||linear:linear||prox:prox||vasc:vasc||3:3||,Supply,0.79,Supply,0.44,Laboratory,0.76,Supply,0.58435250345,Supply,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.604784167817,vasc,stapler,linear,prox
STAPLER RELOAD LINEAR PROX,stapler reload linear prox,stapler:stapler||reload:reload||linear:linear||prox:prox||,Supply,0.74,Supply,0.43,Laboratory,0.52604877575,Supply,0.665902587977,Supply,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.611967529326,reload,stapler,linear,prox
STERILE WATER IRRIGATION 50,sterile water irrigation 50,sterile:sterile||water:water||irrigation:irrigation||50:50||,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.88,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.999545238732,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.922386309683,water,irrigation,sterile,
SUBSEQ HR NITRIC OXIDE,subsequent hour nitric oxide,subseq:subsequent||hr:hour||nitric:nitric||oxide:oxide||,Plan Benefit,0.74,Plan Benefit,0.81,Plan Benefit,0.917699494875,Plan Benefit,0.999988891926,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.8669220967,subseq,oxide,hr,nitric
SUCROSE 24% PACIFIER D,sucrose 24% pacifier daily,sucrose:sucrose||24%:24%||pacifier:pacifier||d:daily||,Supply,0.74,Supply,0.81,Supply,0.92,Supply,0.977623332361,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.86190583309,24%,sucrose,daily,pacifier
SUCTION ARTIFICIAL AIRWAY,suction artificial airway,suction:suction||artificial:artificial||airway:airway||,Laboratory,0.7,Respiratory Therapy,0.43,Supply,0.556873882755,Supply,0.707009097656,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.315970745103,suction,artificial,airway,
SURG LEVEL II 1ST HR,surgical level ii 1st hour,surg:surgical||level:level||ii:ii||1st:1st||hr:hour||,OR / Anesthesia / Recovery Room,0.78,OR / Anesthesia / Recovery Room,0.88,OR / Anesthesia / Recovery Room,0.586679201037,OR / Anesthesia / Recovery Room,0.875661309685,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.78058512768,ii,surg,1st,hr
SURG LEVEL IV 1ST HR,surgical level intravenous 1st hour,surg:surgical||level:level||iv:intravenous||1st:1st||hr:hour||,Laboratory,0.78,OR / Anesthesia / Recovery Room,0.88,Nursing Services,0.76,Nursing Services,0.984215300859,Nursing Services,"Logistic_OvR, DeepNN",2,0,0,1,1,0.436053825215,surg,1st,iv,hr
SURGIFOAM ABS GEL SPONGE H,surgifoam abs gel sponge h,surgifoam:surgifoam||abs:abs||gel:gel||sponge:sponge||h:h||,Supply,0.69,Respiratory Therapy,0.36,Supply,0.96,Supply,0.906853402269,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.852284467423,sponge,h,abs,surgifoam
SUSCEPTIBILITY MICRODILUTI,susceptibility microdilution,susceptibility:susceptibility||microdiluti:microdilution||,Laboratory,0.77,Laboratory,0.93,Laboratory,0.96,Laboratory,0.999254597913,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.914813649478,susceptibility,microdilution,,
SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00 to,susceptibility:susceptibility||microdilution:microdilution||per:per||plate:plate||zz00:zz00||to:to||,Laboratory,0.85,Laboratory,0.93,Laboratory,0.92,Laboratory,0.645055106394,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.836263776598,zz00,susceptibility,microdilution,per
SUT BOOT AID 051003,suture boot aid 51003,sut:suture||boot:boot||aid:aid||051003:51003||,Pharmacy,0.68,Pharmacy,0.38,Supply,0.96,Supply,0.993913190687,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.488478297672,boot,sut,aid,
SUT SKN GLUE,suture skin glue,sut:suture||skn:skin||glue:glue||,Monitoring,0.76,Respiratory Therapy,0.41,Supply,0.938887182007,Supply,0.999627382627,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.484628641159,glue,sut,skn,
SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,suture:suture||1:1||ethibond:ethibond||x865h:x865h||,Supply,0.77,Supply,0.88,Supply,0.92,Supply,0.99236487224,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.89059121806,x865h,ethibond,suture,
SUTURE 2-0 NYLON 664H,suture 2 0 nylon 664h,suture:suture||2:2||0:0||nylon:nylon||664h:664h||,Supply,0.85,Supply,0.88,Supply,0.96,Supply,0.994577509396,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.921144377349,664h,nylon,suture,
SWABSTICK  NO-STING,swabstick no_catheter sting,swabstick:swabstick||no:no_catheter||sting:sting||,Supply,0.71,Laboratory,0.38,Supply,0.96,Supply,0.967189818647,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.879063272882,swabstick,no_catheter,sting,
SWALLOW/FEED EVAL 30 MIN S,swallow/feed evaluation 30 minutes s,swallow:swallow||feed:feed||eval:evaluation||30:30||min:minutes||s:s||,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.81,PT / OT / Speech Therapy,0.938086641236,PT / OT / Speech Therapy,0.998797641612,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.899221070712,feed,min,swallow,evaluation
SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,syr:syringe||saline:saline||10ml:10_ml||reg:regular||pr:pressure||fill:fill||,Diluent / Flush / Irrigant,0.75,Diluent / Flush / Irrigant,0.48,Diluent / Flush / Irrigant,0.459821980774,Diluent / Flush / Irrigant,0.956182831168,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.661501202986,saline,10_ml,pr,reg
SYS 5 LEAD CABLE & WIRE DUAL,system 5 lead cable and_insert wire dual,sys:system||5:5||lead:lead||cable:cable||&:and_insert||wire:wire||dual:dual||,Laboratory,0.66,Supply,0.33,Supply,0.96,Supply,0.810124532623,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.700041510874,wire,lead,cable,system
T4NW-GENERAL MEDICINE PRIVATE,t4nw general medicine private,t4nw:t4nw||general:general||medicine:medicine||private:private||,Supply,0.72,OR / Anesthesia / Recovery Room,0.42,Room and Board,0.528514406179,Room and Board,0.979186043089,Room and Board,"Logistic_OvR, DeepNN",2,0,0,1,1,0.376925112317,medicine,t4nw,private,general
TEGADERM 4X4,tegaderm 4x4,tegaderm:tegaderm||4x4:4x4||,Supply,0.74,Supply,0.81,Supply,0.222670442823,Supply,0.435183962424,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.551963601312,4x4,tegaderm,,
TELEVISION,television,television:television||,Radiology,0.76,Plan Benefit,0.81,Supply,0.383320819403,Pharmacy,0.400118379788,Plan Benefit,DLevenshtein,1,0,1,0,0,0.2025,television,,,
TEST BLOOD GLUCOSE,test blood glucose,test:test||blood:blood||glucose:glucose||,Laboratory,0.85,Laboratory,0.93,Laboratory,0.590166671078,Laboratory,0.828088203732,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.799563718703,test,blood,glucose,
THER ACTIVITIES EA 15MIN,therapist activities each 15_minutes,ther:therapist||activities:activities||ea:each||15min:15_minutes||,PT / OT / Speech Therapy,0.85,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.999093686268,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.924773421567,activities,ther,15min,
THORACENTESIS W/ IMAG GUID,thoracentesis w image guide,thoracentesis:thoracentesis||with:w||imag:image||guid:guide||,Radiology,0.76,Radiology,0.81,Radiology,0.530058864444,Procedure,0.610790933946,Radiology,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.700019621481,image,thoracentesis,guide,w
THYROXINE FR,thyroxine free,thyroxine:thyroxine||fr:free||,Laboratory,0.73,Plan Benefit,0.46,Laboratory,0.92,Laboratory,0.996344868186,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.882114956062,thyroxine,free,,
TISS LIVE FRM STRTCE 16X20,tissue live from strtce 16x20,tiss:tissue||live:live||frm:from||strtce:strtce||16x20:16x20||,Pharmacy,0.68,Pharmacy,0.35,Laboratory,0.92,Laboratory,0.977348839478,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.474337209869,16x20,live,tissue,strtce
TOOTSWEET SUCROSE SOLN,tootsweet sucrose solution,tootsweet:tootsweet||sucrose:sucrose||soln:solution||,Capital Equipment,0.68,Diluent / Flush / Irrigant,0.45,Pharmacy,0.431946727191,Pharmacy,0.928572757504,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.340129871174,soln,sucrose,tootsweet,
TOTAL PROTEIN SERUM,total protein serum,total:total||protein:protein||serum:serum||,Laboratory,0.85,Laboratory,0.81,Laboratory,0.966027707067,Laboratory,0.999995373137,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.906505770051,protein,total,serum,
TOWEL BLU 6PK REGARD 236353 - CSC,towel blue 6pk regard 236353 csc,towel:towel||blu:blue||6pk:6pk||regard:regard||236353:236353||csc:csc||,Cardiology,0.71,Pharmacy,0.29,Supply,0.931113470522,Supply,0.993482800076,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.48114906765,blue,regard,towel,csc
TRACH C-PTIS-100-HC-G,tracheostomy cap ptis 100 hc gram,trach:tracheostomy||c:cap||ptis:ptis||100:100||hc:hc||g:gram||,Supply,0.77,Supply,0.44,Supply,0.92,Supply,0.994550156303,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.781137539076,trach,ptis,cap,gram
TRACH SUCT 14FR-12 W/SWVL A,tracheostomy suction 14fr 12 w swivel a,trach:tracheostomy||suct:suction||14fr:14fr||12:12||with:w||swvl:swivel||a:a||,Laboratory,0.7,Supply,0.45,Supply,0.76,Supply,0.965813319962,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.725271106654,trach,suct,swivel,w
TRAMADOL 50 MG TAB,tramadol 50_mg tablet,tramadol:tramadol||50_mg:50_mg||tab:tablet||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.958309556057,Pharmacy,0.999956938295,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.934566623588,50_mg,tab,tramadol,
TRANSFUSION,transfusion,transfusion:transfusion||,Nursing Services,0.85,Nursing Services,0.88,Laboratory,0.544432671886,Blood Products,0.655572326948,Nursing Services,"Jaro, DLevenshtein",2,1,1,0,0,0.4325,transfusion,,,
TRANSFUSION FILTER,transfusion filter,transfusion:transfusion||filter:filter||,Nursing Services,0.85,Nursing Services,0.88,Supply,0.92,Blood Products,0.626987639124,Nursing Services,"Jaro, DLevenshtein",2,1,1,0,0,0.4325,filter,transfusion,,
TRANSFUSION PROCEDURE,transfusion procedure,transfusion:transfusion||procedure:procedure||,Laboratory,0.85,Nursing Services,0.88,Laboratory,0.472996992292,Nursing Services,0.622494661618,Nursing Services,"DLevenshtein, DeepNN",2,0,1,0,1,0.375623665404,transfusion,procedure,,
TRANSITIONAL CARE,transitional care,transitional:transitional||care:care||,Supply,0.79,Room and Board,0.81,Room and Board,0.76,Room and Board,0.991998100462,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.853999366821,transitional,care,,
TRAP MUCOUS SPECIMEN,trap mucous specimen,trap:trap||mucous:mucous||specimen:specimen||,Supply,0.72,Supply,0.46,Supply,0.76,Supply,0.697189024298,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.659297256074,mucous,specimen,trap,
TRAY STAPLE REMOVE,tray staple remove,tray:tray||staple:staple||remove:remove||,Other,0.76,Supply,0.44,Supply,0.923224521974,Supply,0.997905256705,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.787043259559,tray,staple,remove,
TRAY SUT REMOVE,tray suture remove,tray:tray||sut:suture||remove:remove||,Respiratory Therapy,0.73,Monitoring,0.47,Supply,0.936449776327,Supply,0.999418296074,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.4839670181,sut,tray,remove,
TRAY SUTURE,tray suture,tray:tray||suture:suture||,Supply,0.76,Laboratory,0.81,Supply,0.93220005499,Supply,0.999532541617,Supply,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.897244198869,suture,tray,,
TRIAMCINOLONE ACETONIDE 0.1 % OINT 15 G TUBE,triamcinolone acetonide 0.1% ointment 15 gram tube,triamcinolone:triamcinolone||acetonide:acetonide||0.1%:0.1%||oint:ointment||15:15||g:gram||tube:tube||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.76,Pharmacy,0.762128088095,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.813032022024,0.1%,triamcinolone,oint,acetonide
TWO CAL HN 8-OZ (FC),two calorie hn 8 ounce fc,two:two||cal:calorie||hn:hn||8:8||oz:ounce||fc:fc||,PT / OT / Speech Therapy,0.66,Laboratory,0.38,Supply,0.76,Supply,0.591960499648,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.337990124912,cal,ounce,hn,two
UA  AUTO W SCOPE,urinalysis automated with scope,ua:urinalysis||auto:automated||w:with||scope:scope||,Laboratory,0.78,Laboratory,0.88,Laboratory,0.940839521864,Laboratory,0.998246477417,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.89977149982,ua,scope,automated,
UNDERPADS,underpads,underpads:underpads||,Supply,0.85,Supply,0.81,Laboratory,0.174287052337,Laboratory,0.276754427139,Supply,"Jaro, DLevenshtein",2,1,1,0,0,0.415,underpads,,,
URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,urinalysis:urinalysis||without:without||micro:miscroscopic||auto:automated||,Laboratory,0.85,Laboratory,0.88,Laboratory,0.939991230809,Laboratory,0.989090470091,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.914770425225,urinalysis,micro,without,automated
US ECHOENCEPHGRM PEDI,ultrasound echoencephalogram pediatric,us:ultrasound||echoencephgrm:echoencephalogram||pedi:pediatric||,Pharmacy,0.75,Cardiology,0.38,Radiology,0.92,Procedure,0.708664771687,Radiology,Logistic_OvR,1,0,0,1,0,0.23,us,echoencephalogram,pediatric,
US NEO HEAD,ultrasound neonatal head,us:ultrasound||neo:neonatal||head:head||,Radiology,0.85,Radiology,0.88,Radiology,0.92,Radiology,0.423963044491,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.768490761123,neonatal,us,head,
US PELVIS LIMITED,ultrasound pelvis limited,us:ultrasound||pelvis:pelvis||limited:limited||,PT / OT / Speech Therapy,0.71,Radiology,0.81,Radiology,0.92,Radiology,0.816987229596,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.848995743199,us,limited,pelvis,
US RENAL SONOGRAM CMP,ultrasound renal sonogram complete,us:ultrasound||renal:renal||sonogram:sonogram||cmp:complete||,Radiology,0.72,Radiology,0.81,Radiology,0.92,Radiology,0.786697580909,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.809174395227,us,renal,sonogram,cmp
US RETROPERITONEUM,ultrasound retroperitoneum,us:ultrasound||retroperitoneum:retroperitoneum||,Supply,0.85,Radiology,0.88,Radiology,0.96,Procedure,0.545132234941,Radiology,"DLevenshtein, Logistic_OvR",2,0,1,1,0,0.46,us,retroperitoneum,,
VECURONIUM HA 1MG/ ML 10MG SYR,vecuronium ha 1_mg/ml 10_mg syringe,vecuronium:vecuronium||ha:ha||1mg:1_mg||ml:ml||10mg:10_mg||syr:syringe||,Pharmacy,0.85,Pharmacy,0.81,Pharmacy,0.941533331103,Pharmacy,0.99037754624,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.897977719336,syr,10_mg,ha,vecuronium
VENIPUNCTURE FINGER/HEEL/EAR SHM,venipuncture finger/heel/ear shm,venipuncture:venipuncture||finger:finger||heel:heel||ear:ear||shm:shm||,Nursing Services,0.85,Nursing Services,0.81,Nursing Services,0.501569735404,Nursing Services,0.790267400392,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.737959283949,venipuncture,ear,finger,heel
VENT ADULT MGMT INITIAL 0-,ventilator adult management initial 0,vent:ventilator||adult:adult||mgmt:management||initial:initial||0:0||,Respiratory Therapy,0.78,Respiratory Therapy,0.88,Respiratory Therapy,0.92,Respiratory Therapy,0.991331381315,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.892832845329,ventilator,initial,mgmt,adult
VENT NON-INV MGMT SUBSQ DA,ventilation non inv management subsequent daily,vent:ventilation||non:non||inv:inv||mgmt:management||subsq:subsequent||da:daily||,Respiratory Therapy,0.85,Respiratory Therapy,0.88,Respiratory Therapy,0.96,Respiratory Therapy,0.999050663024,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.922262665756,non,mgmt,subsequent,inv
VENTILATOR MANAGEMENT,ventilator management,ventilator:ventilator||management:management||,Respiratory Therapy,0.78,Respiratory Therapy,0.88,Respiratory Therapy,0.76,Respiratory Therapy,0.968218092702,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.847054523176,ventilator,management,,
VITAL HP 1000ML,vital high 1000_ml,vital:vital||hp:high||1000ml:1000_ml||,Pharmacy,0.78,Diluent / Flush / Irrigant,0.47,Diluent / Flush / Irrigant,0.414594226264,Diluent / Flush / Irrigant,0.865194449295,Diluent / Flush / Irrigant,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.583262891853,high,vital,1000_ml,
WARD,ward,ward:ward||,Supply,0.75,Respiratory Therapy,0.3,Room and Board,0.438784268133,Room and Board,0.936890350256,Room and Board,"Logistic_OvR, DeepNN",2,0,0,1,1,0.343918654597,ward,,,
WATER 250ML (IRRIG),water 250_ml irrigation,water:water||250ml:250_ml||irrig:irrigation||,Diluent / Flush / Irrigant,0.73,Supply,0.47,Diluent / Flush / Irrigant,0.917081991993,Diluent / Flush / Irrigant,0.999965396918,Diluent / Flush / Irrigant,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.882349129637,water,250_ml,irrigation,
